,sentence,pos,language,switch
32,do you see how beautiful that is ?,mod pro v adv:wh adj rel cop ?,ESP ESP ESP ESP ESP ESP ESP,0
33,he does this .,pro:sub mod pro:dem .,ESP ESP ESP,0
34,remember what used to el hermano de /.,L2 L2 L2 L2 det:art n prep +/.,ENG ENG ENG ENG ESP ESP ESP,1
35,yeah .,co .,ESP,0
36,de Ioannis ?,prep n:prop ?,ESP ESP,0
37,eso es lo que él hace .,pro:dem cop pro:obj pro:rel pro:sub v .,ESP ESP ESP ESP ESP ESP,0
38,mhm .,co .,ESP,0
39,este tipo .,det:dem n .,ESP ESP,0
40,ese tipo ajá así mismito .,det:dem n co adv adj .,ESP ESP ESP ESP ESP,0
41,interior .,adj .,ESP,0
42,how do you pronounce that thing ?,adv:wh mod pro v rel n ?,ESP ESP ESP ESP ESP ESP,0
43,mhm yacht .,co n .,ESP ESP,0
44,yacht interior .,L2 adj .,ENG ESP,1
45,yacht interiors .,n n .,ESP ESP,0
46,that's because that's big business for him in Fort_Lauderdale .,pro:dem conj pro:dem adj n prep pro:obj prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
47,so he's done yachts residential and commercial .,conj pro:sub part n adj coord adj .,ESP ESP ESP ESP ESP ESP ESP,0
48,yacht yacht like a boat ?,n n prep det n ?,ESP ESP ESP ESP ESP,0
49,yachts like a boat .,n prep det n .,ESP ESP ESP ESP,0
50,oh shit .,co n .,ESP ESP,0
51,and that's his company .,conj pro:dem pro:poss:det n .,ESP ESP ESP ESP,0
52,and Chris was all culetita caminando tú sabes así como una niña eh enamorada .,L2 n:prop L2 L2 adj ger pro:sub v adv adv det:art n co part .,ENG ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
53,pero estaba bonito el muchacho .,conj cop adj det:art n .,ESP ESP ESP ESP ESP,0
54,estaba you know estaba lindo .,aux L2 L2 cop adj .,ESP ENG ENG ESP ESP,1
55,"entonces le dije ""/.","adv pro:ind v +""/.",ESP ESP ESP,0
56,no pues .,adv co .,ESP ESP,0
57,traeme información .,imp n .,ESP ESP,0
58,yo le doy a los muchachos .,pro:sub pro:ind v aprep det:art n .,ESP ESP ESP ESP ESP ESP,0
59,y si te aceptan un trabajo ...,coord conj pro:obj v det:art v +...,ESP ESP ESP ESP ESP ESP,0
60,"me dice ""/.","pro:obj v +""/.",ESP ESP,0
61,sí yo sé .,co pro:sub v .,ESP ESP ESP,0
62,"y le digo ""/.","coord pro:ind v +""/.",ESP ESP ESP,0
63,okay está bien !,co cop adv !,ESP ESP ESP,0
64,y ya .,coord adv .,ESP ESP,0
65,bueno pero te estaba diciendo .,co conj pro:obj aux ger .,ESP ESP ESP ESP ESP,0
66,ay pobrecita Carla .,co n n:prop .,ESP ESP ESP,0
67,where's my check ?,rel pro:poss:det n ?,ESP ESP ESP,0
68,y Carla .,coord n:prop .,ESP ESP,0
69,qué dice Carla ?,pro:int v n:prop ?,ESP ESP ESP,0
70,Carla que se está muriendo de hambre en Colorado .,n:prop pro:rel pro:refl aux ger prep n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
71,que está un poquito deprimida .,pro:rel cop det:art pro:indef part .,ESP ESP ESP ESP ESP,0
72,que no tiene dónde dónde //.,pro:rel adv v pro:int pro:int +//.,ESP ESP ESP ESP ESP,0
73,you know no tiene nada que se siente un poquito ...,L2 L2 adv v pro:indef pro:rel pro:refl v det:art pro:indef +...,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
74,no me debe el cheque .,adv pro:obj v det:art v .,ESP ESP ESP ESP ESP,0
75,ah pero yo creí que tú me estabas pidiendo dónde estaba .,co conj pro:sub v pro:rel pro:sub pro:obj aux ger pro:int cop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
76,no yo te estaba diciendo y el cheque .,adv pro:sub pro:obj aux ger coord det:art v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
77,a ti te dieron el tuyo hoy ?,aprep pro:prep pro:obj v det:art pro:pos adv ?,ESP ESP ESP ESP ESP ESP ESP,0
78,sí hoy .,co adv .,ESP ESP,0
79,pues mira .,co co .,ESP ESP,0
80,anyways ...,adv +...,ESP,0
81,sabes lo que se me olvidó pedirte ?,co pro:obj pro:rel pro:refl pro:obj v inf ?,ESP ESP ESP ESP ESP ESP ESP,0
82,ay que fueras al banco a depositar el dinero que estaba ahí .,co pro:rel v aprep n aprep inf det:art n pro:rel cop adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
83,ahí dónde ?,adv pro:int ?,ESP ESP,0
84,que estaba un efectivo ahí al lado de mi cheque estaba un efectivo .,pro:rel cop det:art adj adv aprep n prep det:pos n aux det:art adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
85,I dunno .,pro:sub mod v,ESP ESP,0
86,no porque se me olvidó llamarte para pedírtelo .,adv conj pro:refl pro:obj v inf prep inf pro:clit,ESP ESP ESP ESP ESP ESP ESP ESP,0
87,pero sí quería que lo fueras y lo depositaras en tu cuenta de Citibank .,conj co v pro:rel pro:obj v coord pro:obj v prep det:pos v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
88,Citibank ?,n:prop ?,ESP,0
89,sí porque es que tengo un cheque contra Citibank ahorita .,co conj cop pro:rel v det:art v prep n:prop adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
90,.,None,,0
91,que el viernes tengo que hacer efecto .,pro:rel det:art n v pro:rel inf n .,ESP ESP ESP ESP ESP ESP ESP,0
92,ay dios tengo una cita con una muchacha para hacerle los impuestos .,co co v pro:dem v prep det:art n prep inf det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
93,mhm .,co .,ESP,0
94,pero mi printer doesn't work with the old computer that we have .,L2 L2 n mod v prep det adj n rel pro:sub v .,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
95,like it doesn't the printer that they gave me .,v pro mod det n rel pro:sub v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
96,and I try updating .,conj pro:sub v part .,ESP ESP ESP ESP,0
97,what printer ?,pro:wh n ?,ESP ESP,0
98,the printer that we have right now .,det n rel pro:sub v adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
99,the one that Joaquín give it to us ?,det pro:indef rel n:prop v pro prep pro:obj ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
100,yeah .,co .,ESP,0
101,and what about the other team machine the other fast machine .,coord pro:wh adv det qn n n det qn n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
102,is that didn't work ?,cop pro:dem mod v ?,ESP ESP ESP ESP,0
103,we cannot use that one ?,pro:sub mod v det pro:indef ?,ESP ESP ESP ESP ESP,0
104,I think it don't work either .,pro:sub v pro mod v adv .,ESP ESP ESP ESP ESP ESP,0
105,no got no ink ?,co v qn n ?,ESP ESP ESP ESP,0
106,no it has ink .,co pro aux n .,ESP ESP ESP ESP,0
107,because it's not ink .,conj pro neg n .,ESP ESP ESP ESP,0
108,it's like a powder .,pro rel det n .,ESP ESP ESP ESP,0
109,a what ?,det pro:wh ?,ESP ESP,0
110,it's a powder .,pro det n .,ESP ESP ESP,0
111,and it ain't got no powder on it ?,conj pro aux v qn n prep pro ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
112,cómo se dice powder ?,pro:int pro:refl v L2 ?,ESP ESP ESP ENG,1
113,powder powder powder ...,n n n +...,ESP ESP ESP,0
114,cómo se dice powder ?,pro:int pro:refl v L2 ?,ESP ESP ESP ENG,1
115,powder polvo .,L2 n .,ENG ESP,1
116,polvo .,n .,ESP,0
117,es un polvo .,cop det:art n .,ESP ESP ESP,0
118,sí se dice polvo .,co pro:refl v n .,ESP ESP ESP ESP,0
119,powder es polvo .,L2 cop n .,ENG ESP ESP,1
120,es un polvo negro .,cop det:art n adj .,ESP ESP ESP ESP,0
121,porque supuestamente es laser .,conj adv:adj cop L2 .,ESP ESP ESP ENG,1
122,eso es lo que dice ahí mismito en la careta dice fax laser copy .,pro:dem cop pro:obj pro:rel v adv adj prep det:art n v L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG,1
123,did you download the /.,mod pro v det +/.,ESP ESP ESP ESP,0
124,there is no downloading .,pro:exist cop qn part .,ESP ESP ESP ESP,0
125,so how do you gonna pass from the computer to the ...,adv adv v pro part n prep det n prep det +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
126,.,None,,0
127,that thing work together ?,det n n adv ?,ESP ESP ESP ESP,0
128,I don't know .,pro:sub mod v .,ESP ESP ESP,0
129,that's what I have to do tonight .,pro:dem pro:wh pro:sub v inf v adv:tem .,ESP ESP ESP ESP ESP ESP ESP,0
130,I'll figure it out .,pro:sub v pro adv .,ESP ESP ESP ESP,0
131,you can go home ?,pro mod v n ?,ESP ESP ESP ESP,0
132,ay sí .,co co .,ESP ESP,0
133,pero no déjame esperar por este muchacho primero .,conj adv imp inf prep imp n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
134,no y terminamos .,adv coord v .,ESP ESP ESP,0
135,comiste ?,v ?,ESP,0
136,ni nada .,coord v .,ESP ESP,0
137,por qué ?,prep pro:int ?,ESP ESP,0
138,y de dónde voy a sacar comida ?,coord prep pro:int v aprep inf part ?,ESP ESP ESP ESP ESP ESP ESP,0
139,ah porque no hay nada allá arriba .,co conj adv v pro:indef adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
140,allí .,adv .,ESP,0
141,sí eso fue lo que hice esta mañana para llevarte almuerzo .,co pro:dem cop pro:obj pro:rel v det:dem adv prep inf n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
142,so why'd I make more than last time ?,conj adv:wh pro:sub v qn prep adj n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
143,how many hours did you work last time ?,adv:wh qn n mod pro v adj n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
144,same .,adj .,ESP,0
145,no you couldn't have possibly made the same .,co pro mod aux adv v det adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
146,no ?,co ?,ESP,0
147,why not ?,adv:wh neg ?,ESP ESP,0
148,eighty hours you worked last week ?,det:num n pro v adv n ?,ESP ESP ESP ESP ESP ESP,0
149,yeah .,co .,ESP,0
150,ah no Jack I don't think so .,co co n:prop pro:sub mod v co .,ESP ESP ESP ESP ESP ESP ESP,0
151,okay .,co .,ESP,0
152,sixty eight .,det:num det:num .,ESP ESP,0
153,that's it .,pro:dem pro .,ESP ESP,0
154,.,None,,0
155,that's your difference right there .,pro:dem pro:poss:det n adv adv .,ESP ESP ESP ESP ESP,0
156,sixty eight .,det:num det:num .,ESP ESP,0
157,no .,co .,ESP,0
158,how many hours ?,adv:wh qn n ?,ESP ESP ESP,0
159,seventy six .,det:num det:num .,ESP ESP,0
160,that's right .,pro:dem adv .,ESP ESP,0
161,no that's right .,co pro:dem adv .,ESP ESP ESP,0
162,because you're only looking at about twenty four bucks difference .,conj pro adv part prep adv det:num det:num n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
163,no a little bit more .,qn det adj n pro:indef .,ESP ESP ESP ESP ESP,0
164,it was seven what ?,pro cop det:num pro:wh ?,ESP ESP ESP ESP,0
165,seven something .,det:num pro:indef .,ESP ESP,0
166,seven ...,det:num +...,ESP,0
167,looks .,v .,ESP,0
168,hold on .,n adv .,ESP ESP,0
169,if you're looking at twelve times ...,conj pro part prep det:num n +...,ESP ESP ESP ESP ESP ESP,0
170,eighty ?,adj ?,ESP,0
171,eighty .,adj .,ESP,0
172,.,None,,0
173,so you had like forty four hours .,conj pro v prep det:num det:num n .,ESP ESP ESP ESP ESP ESP ESP,0
174,more that's it .,qn pro:dem pro .,ESP ESP ESP,0
175,you had four hours more .,pro v det:num n pro:indef .,ESP ESP ESP ESP ESP,0
176,ah okay .,co co .,ESP ESP,0
177,four times twelve .,det:num n det:num .,ESP ESP ESP,0
178,four .,det:num .,ESP,0
179,four time twelve !,det:num n det:num !,ESP ESP ESP,0
180,four time doce .,L2 L2 det:num .,ENG ENG ESP,1
181,so you're looking ...,co pro part +...,ESP ESP ESP,0
182,veinticuatro .,det:num .,ESP,0
183,cuarenta y ocho .,det:num coord det:num .,ESP ESP ESP,0
184,ya está huy !,adv cop co !,ESP ESP ESP,0
185,dónde está la calculadora ?,pro:int cop det:art n ?,ESP ESP ESP ESP,0
186,no ya así .,adv adv adv .,ESP ESP ESP,0
187,entonces esa es la esa está bien .,adv det:dem cop det:art det:dem cop adv .,ESP ESP ESP ESP ESP ESP ESP,0
188,porque esa es la diferencia .,conj det:dem cop pro:obj v .,ESP ESP ESP ESP ESP,0
189,esto ?,pro:dem ?,ESP,0
190,para ir mañana tú vas a llevarlo /.,prep inf adv pro:sub v aprep inf +/.,ESP ESP ESP ESP ESP ESP ESP,0
191,sí por favor .,co prep n .,ESP ESP ESP,0
192,fírmalo ahí .,imp adv .,ESP ESP,0
193,yo tengo un lápiz no ese lápiz no sirve /.,pro:sub v det:art n adv det:dem n adv v +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
194,ven acá .,imp adv .,ESP ESP,0
195,terminaron de emplear a alguien para que hicieran el ...,v prep inf aprep pro:indef prep pro:rel v det:art +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
196,a nadie han cogido .,aprep pro:indef aux part .,ESP ESP ESP ESP,0
197,ay papi .,co n .,ESP ESP,0
198,habla a ver si ...,v aprep inf conj +...,ESP ESP ESP ESP,0
199,.,None,,0
200,bueno yo sé que tienen un montón de aplicaciones .,co pro:sub v pro:rel v det:art n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
201,pero dile a Lorenzo que que que vea a ver la de Elena .,conj imp aprep n:prop pro:rel prep pro:rel v aprep inf det:art prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
202,pobrecita .,co:voc .,ESP,0
203,oh al del marido de Elena le están pagando siete dólares la hora .,co aprep prep n prep n:prop pro:ind aux ger det:num n det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
204,y él sabe cambiar un bombillo .,coord pro:sub v inf det:art n .,ESP ESP ESP ESP ESP ESP,0
205,faltan tres gente faltan faltan tres gente y no han cogido a nadie .,v det:num n v v det:num n coord adv aux part aprep pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
206,y que están tratando de ahorrar para este fin de semana ?,coord pro:rel aux ger prep inf prep imp n prep n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
207,yo no sé lo que están tratando de hacer .,pro:sub adv v pro:obj pro:rel aux ger prep inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
208,yo sé que están haciendo algo extraño ahí .,pro:sub v pro:rel aux ger pro:dem v adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
209,que nadie quiere le gusta .,pro:rel pro:indef v pro:ind v .,ESP ESP ESP ESP ESP,0
210,quién está haciéndolo la oficina o Lorenzo ?,pro:int cop ger det:art n coord n:prop ?,ESP ESP ESP ESP ESP ESP ESP,0
211,la oficina Karen .,det:art n n:prop .,ESP ESP ESP,0
212,o la oficina .,coord det:art n .,ESP ESP ESP,0
213,es porque las tienen así de apretadas .,cop conj pro:obj v adv prep part .,ESP ESP ESP ESP ESP ESP ESP,0
214,con cómo se llama ?,prep pro:int pro:refl v ?,ESP ESP ESP ESP,0
215,con el payroll .,prep det:art L2 .,ESP ESP ENG,1
216,no espérate .,adv imp .,ESP ESP,0
217,la mujer de ayer .,det:art co:voc prep adv .,ESP ESP ESP ESP,0
218,.,None,,0
219,te acuerdas que te dije que vino .,pro:obj v pro:rel pro:obj v pro:rel v .,ESP ESP ESP ESP ESP ESP ESP,0
220,pero de lo más alborotada .,conj prep pro:obj adv part .,ESP ESP ESP ESP ESP,0
221,ayer a las siete .,adv aprep det:art det:num .,ESP ESP ESP ESP,0
222,diciéndole que el sales office le había dicho que cruzara la calle que nosotros íbamos a hacer el orientation .,ger pro:rel det:art L2 L2 pro:ind aux part pro:rel v pro:obj v prep pro:sub v aprep inf det:art L2 .,ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
223,so when she got there .,co conj pro:sub v adv .,ESP ESP ESP ESP ESP,0
224,"she says ""/.","pro:sub v +""/.",ESP ESP,0
225,you know I'm here to do my orientation .,pro v pro:sub adv inf v pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
226,"I said ""/.","pro:sub v +""/.",ESP ESP,0
227,well I'm sorry but the office is closed .,co pro:sub adj conj det n aux part .,ESP ESP ESP ESP ESP ESP ESP ESP,0
228,we close at seven .,pro:sub v prep det:num .,ESP ESP ESP ESP,0
229,well Clare said ...,co n:prop v +...,ESP ESP ESP,0
230,so call her right now .,co n pro:obj adv adv .,ESP ESP ESP ESP ESP,0
231,"I said ""/.","pro:sub v +""/.",ESP ESP,0
232,you know Clare doesn't do orientations .,pro v n:prop mod v n .,ESP ESP ESP ESP ESP ESP,0
233,but I can call my office right now .,conj pro:sub mod v pro:poss:det n adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
234,so I picked up the phone .,co pro:sub v prep det n .,ESP ESP ESP ESP ESP ESP,0
235,and Magdalena .,L2 n:prop .,ENG ESP,1
236,"I said ""/.","pro:sub v +""/.",ESP ESP,0
237,Magdalena I have someone she's finished closing .,n:prop pro:sub v pro:indef pro:sub v n:gerund .,ESP ESP ESP ESP ESP ESP ESP,0
238,and they told her to cross the street and that you would do an orientation .,conj pro:sub v pro:obj inf v det n coord rel pro mod v det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
239,"Magdalena says ""/.","n:prop v +""/.",ESP ESP,0
240,no I'm closed .,co pro:sub part .,ESP ESP ESP,0
241,I can't do an orientation .,pro:sub mod v det n .,ESP ESP ESP ESP ESP,0
242,I was told not to do any overtime .,pro:sub aux part neg inf v qn n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
243,so I proceeded to hang up the phone .,co pro:sub v inf v prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
244,"and I said ""/.","conj pro:sub v +""/.",ESP ESP ESP,0
245,I'm so sorry .,pro:sub co co .,ESP ESP ESP,0
246,but the office is closed .,conj det n aux part .,ESP ESP ESP ESP ESP,0
247,there's not much I can do .,pro:dem neg adv pro:sub mod v .,ESP ESP ESP ESP ESP ESP,0
248,and she just got all wired up .,conj pro:sub adv v adv part adv .,ESP ESP ESP ESP ESP ESP ESP,0
249,"and she's like ""/.","conj pro:sub prep +""/.",ESP ESP ESP,0
250,call Clare call Clare !,n n:prop n n:prop !,ESP ESP ESP ESP,0
251,and as she does this her boyfriend sees how or her friend I don't know if boyfriend or friend ...,conj conj pro:sub v det pro:poss:det n v adv:wh coord pro:poss:det n pro:sub mod v conj n coord n +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
252,did you call Clare ?,v pro v n:prop ?,ESP ESP ESP ESP,0
253,no !,co !,ESP,0
254,what for ?,pro:wh prep ?,ESP ESP,0
255,she was calling her on her cellphone .,pro:sub aux part pro:obj prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP,0
256,oh .,co .,ESP,0
257,and you know I picked up the phone .,conj pro v pro:sub v prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
258,I gave her the number .,pro:sub v pro:obj det n .,ESP ESP ESP ESP ESP,0
259,and she's verified the number that she had .,conj pro:sub part det n rel pro:sub v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
260,"and I said ""/.","conj pro:sub v +""/.",ESP ESP ESP,0
261,yeah that's the number .,co pro:dem det n .,ESP ESP ESP ESP,0
262,so I hang up my phone and let her call her .,conj pro:sub v prep pro:poss:det n coord v pro:poss:det v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
263,"her boyfriend said ""/.","pro:poss:det n v +""/.",ESP ESP ESP,0
264,well let's just go across the street .,co v adv v prep det n .,ESP ESP ESP ESP ESP ESP ESP,0
265,so they went across the street .,co pro:sub v prep det n .,ESP ESP ESP ESP ESP ESP,0
266,and got Clare .,conj v n:prop .,ESP ESP ESP,0
267,well Clare was Clare .,co n:prop cop n:prop .,ESP ESP ESP ESP,0
268,walks all you know huffing and puffing .,v adv pro v part coord part .,ESP ESP ESP ESP ESP ESP ESP,0
269,yeah camina así .,co v adv .,ESP ESP ESP,0
270,sí .,co .,ESP,0
271,.,None,,0
272,.,None,,0
273,sí se parece un patito volando !,co pro:refl v det:art n ger !,ESP ESP ESP ESP ESP ESP,0
274,pero bueno .,conj co .,ESP ESP,0
275,tiene las patas largas .,v det:art n v .,ESP ESP ESP ESP,0
276,sí sí .,co co .,ESP ESP,0
277,pero no .,conj adv .,ESP ESP,0
278,entonces ella ...,adv pro:sub +...,ESP ESP,0
279,al principio cuando ella entró me dice /.,aprep n pro:rel pro:sub v pro:obj v +/.,ESP ESP ESP ESP ESP ESP ESP,0
280,we need to go and pick up the bicycle .,pro:sub v inf v coord v prep det bi#n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
281,which one ?,rel pro:indef ?,ESP ESP,0
282,the one en casa de ...,L2 L2 prep imp prep +...,ENG ENG ESP ESP ESP,1
283,oh okay .,co co .,ESP ESP,0
284,Jacob ...,n:prop +...,ESP,0
285,hey wait a second .,co v det n .,ESP ESP ESP ESP,0
286,let me finish my story .,v pro:obj v pro:poss:det n .,ESP ESP ESP ESP ESP,0
287,yeah what ?,co pro:wh ?,ESP ESP,0
288,because I haven't told you what happened .,conj pro:sub aux v pro pro:wh v .,ESP ESP ESP ESP ESP ESP ESP,0
289,okay so this whole story right .,co co det n n adv .,ESP ESP ESP ESP ESP ESP,0
290,and then this morning she came .,conj adv:tem pro:dem n pro:sub v .,ESP ESP ESP ESP ESP ESP,0
291,again ?,adv ?,ESP,0
292,well yeah because we didn't do the orientation yesterday .,co co conj pro:sub mod v det n adv:tem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
293,mhm .,co .,ESP,0
294,and she made a complaint against me !,conj pro:sub v det n prep pro:obj !,ESP ESP ESP ESP ESP ESP ESP,0
295,so Karen calls me .,co n:prop v pro:obj .,ESP ESP ESP ESP,0
296,"and she says ""/.","conj pro:sub v +""/.",ESP ESP ESP,0
297,I have a resident who just made a complaint about you .,pro:sub v det n rel adv v det n prep pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
298,"and I said ""/.","conj pro:sub v +""/.",ESP ESP ESP,0
299,well Karen that's why I came into the office this morning at ten thirty to tell you I needed to speak to you .,co n:prop pro:dem adv:wh pro:sub v prep det n det n prep det:num det:num inf v pro pro:sub v inf v prep pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
300,"she's like ""/.","pro:sub prep +""/.",ESP ESP,0
301,oh is it on the report ?,co aux pro prep det n ?,ESP ESP ESP ESP ESP ESP,0
302,"I said ""/.","pro:sub v +""/.",ESP ESP,0
303,it sure is .,pro adj cop .,ESP ESP ESP,0
304,it's on the report today and yesterday .,pro adv det n adv:tem coord adv:tem .,ESP ESP ESP ESP ESP ESP ESP,0
305,"she says ""/.","pro:sub v +""/.",ESP ESP,0
306,well we need to extend more courtesy .,co pro:sub v inf v qn n .,ESP ESP ESP ESP ESP ESP ESP,0
307,"I said ""/.","pro:sub v +""/.",ESP ESP,0
308,hold on one second .,n prep det:num n .,ESP ESP ESP ESP,0
309,did you see how excited she is ?,v pro v adv:wh part pro:sub cop ?,ESP ESP ESP ESP ESP ESP ESP,0
310,did you know how upset she was yesterday ?,v pro v adv:wh n pro:sub aux adv:tem ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
311,because they kept her four hours just sitting there waiting for Clare .,conj pro:sub v pro:obj det:num n adj part adv part prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
312,"she's like ""/.","pro:sub prep +""/.",ESP ESP,0
313,oh you're right .,co pro adv .,ESP ESP ESP,0
314,okay well ...,co co +...,ESP ESP,0
315,"she's like ""/.","pro:sub prep +""/.",ESP ESP,0
316,okay yeah I think okay you did fine .,co co pro:sub v adj pro v adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
317,and that was it .,conj pro:dem cop pro .,ESP ESP ESP ESP,0
318,but yeah Karen was at first you know just dumping it on me .,conj co n:prop cop prep adj pro v adv part pro prep pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
