,sentence,pos,language,switch
88,primero quiere empezar con este .,adv v inf prep imp .,ESP ESP ESP ESP ESP,0
89,.,None,,0
90,para ya quitar esto .,prep adv inf pro:dem .,ESP ESP ESP ESP,0
91,ella es así allá ?,pro:sub cop adv adv ?,ESP ESP ESP ESP,0
92,y que qué .,coord pro:rel pro:int .,ESP ESP ESP,0
93,.,None,,0
94,y es un color como este no ?,coord cop det:art n pro:rel cop adv ?,ESP ESP ESP ESP ESP ESP ESP,0
95,para terminar todo eso .,prep inf det:indef pro:dem .,ESP ESP ESP ESP,0
96,ella lo que está es ...,pro:sub pro:obj pro:rel cop cop +...,ESP ESP ESP ESP ESP,0
97,y todo eso ?,coord det:indef pro:dem ?,ESP ESP ESP,0
98,.,None,,0
99,un color similar .,det:art n adj .,ESP ESP ESP,0
100,.,None,,0
101,okay .,co .,ESP,0
102,y compré dos galones .,coord v det:num n .,ESP ESP ESP ESP,0
103,.,None,,0
104,hay suficiente ?,v adv ?,ESP ESP,0
105,.,None,,0
106,si no buscamos otro más verdad .,conj adv v det:indef adv co .,ESP ESP ESP ESP ESP ESP,0
107,ah y esto también .,co coord pro:dem adv .,ESP ESP ESP ESP,0
108,.,None,,0
109,esta parte también .,det:dem n adv .,ESP ESP ESP,0
110,.,None,,0
111,el mismo color .,det:art adj n .,ESP ESP ESP,0
112,.,None,,0
113,y el color diferente va a ser este .,coord det:art n adj v aprep inf imp .,ESP ESP ESP ESP ESP ESP ESP ESP,0
114,.,None,,0
115,y ese .,coord det:dem .,ESP ESP,0
116,así que este también el mismo color de amarillo .,adv pro:rel cop adv det:art adj n prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
117,okay ?,co ?,ESP,0
118,es fácil ves ?,cop adj co ?,ESP ESP ESP,0
119,.,None,,0
120,.,None,,0
121,entonces entonces un color para este y este .,adv adv det:art n prep imp coord imp .,ESP ESP ESP ESP ESP ESP ESP ESP,0
122,.,None,,0
123,donde está el espejo .,pro:rel cop det:art n .,ESP ESP ESP ESP,0
124,.,None,,0
125,y después un color para la cocina .,coord adv det:art n prep det:art v .,ESP ESP ESP ESP ESP ESP ESP,0
126,que la cocina no es nada .,pro:rel pro:obj v adv cop v .,ESP ESP ESP ESP ESP ESP,0
127,es solamente esta pared .,cop adv imp n .,ESP ESP ESP ESP,0
128,ya empieza el arco iris .,adv v det:art n n .,ESP ESP ESP ESP ESP,0
129,.,None,,0
130,.,None,,0
131,no no pega .,adv adv v .,ESP ESP ESP,0
132,creo yo .,v pro:sub .,ESP ESP,0
133,es un color para acá y acá .,cop det:art n prep adv coord adv .,ESP ESP ESP ESP ESP ESP ESP,0
134,Lorena después tiene que venir ver cómo quedó .,n:prop adv v pro:rel inf inf pro:int v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
135,.,None,,0
136,eso es fácil verdad ?,pro:dem cop adj co ?,ESP ESP ESP ESP,0
137,.,None,,0
138,ajá .,co .,ESP,0
139,sí .,co .,ESP,0
140,.,None,,0
141,y esos son los tres colores para aquí abajo .,coord det:dem cop det:art det:num v prep adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
142,y después un color para mi baño y un color para el baño del ...,coord adv det:art n prep det:pos n coord det:art n prep det:art n prep +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
143,.,None,,0
144,eh ?,co ?,ESP,0
145,.,None,,0
146,está bueno eso .,cop co pro:dem .,ESP ESP ESP,0
147,no no .,adv adv .,ESP ESP,0
148,y tengo un sample color para el cuarto de Enrique solamente una pared para que se vea que está pintado .,coord v det:art L2 n prep det:art n prep n:prop adv pro:dem n prep pro:rel pro:refl v pro:rel aux part .,ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
149,pero no voy a pintar el cuarto entero .,conj adv v aprep inf det:art n adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
150,solamente .,adv .,ESP,0
151,.,None,,0
152,una pared .,det:art n .,ESP ESP,0
153,y ese es el quinto o sexto color .,coord det:dem cop det:art n coord adj:num n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
154,pero te voy a enseñar el amarillo .,conj pro:obj v aprep inf det:art adj .,ESP ESP ESP ESP ESP ESP ESP,0
155,.,None,,0
156,no .,adv .,ESP,0
157,.,None,,0
158,yo tengo que estar viva para seguirla a ella .,pro:sub v pro:rel inf co prep inf aprep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
159,estos son los dos colores del /.,det:dem cop det:art det:num v prep +/.,ESP ESP ESP ESP ESP ESP,0
160,no lo toques .,adv pro:obj v .,ESP ESP ESP,0
161,no lo toques tú .,adv pro:obj v pro:sub .,ESP ESP ESP ESP,0
162,yo sé mami .,pro:sub v n .,ESP ESP ESP,0
163,estos son los dos colores amarillos .,det:dem cop det:art det:num n adj .,ESP ESP ESP ESP ESP ESP,0
164,.,None,,0
165,ah .,co .,ESP,0
166,tú ves ?,pro:sub v ?,ESP ESP,0
167,si .,conj .,ESP,0
168,ah .,co .,ESP,0
169,mira estos son la principal .,co det:dem cop det:art adj .,ESP ESP ESP ESP ESP,0
170,puedes empezar con esos dos .,v inf prep det:dem det:num .,ESP ESP ESP ESP ESP,0
171,y esto es la sala el otro color .,coord pro:dem cop pro:obj v det:art pro:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
172,bueno mami .,co n .,ESP ESP,0
173,.,None,,0
174,eso déjalo ahí .,pro:dem imp adv .,ESP ESP ESP,0
175,no vamos a tocar eso ahora .,adv v aprep inf pro:dem adv .,ESP ESP ESP ESP ESP ESP,0
176,sí .,co .,ESP,0
177,ahora te hacemos cafecito .,adv pro:obj v n .,ESP ESP ESP ESP,0
178,Lily ahora tú te vas a sentar un ratico .,n:prop adv pro:sub pro:obj v aprep inf det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
179,mami estoy bien .,n cop adv .,ESP ESP ESP,0
180,no y no te dio unos dolores ?,adv coord adv pro:obj v pro:dem n ?,ESP ESP ESP ESP ESP ESP ESP,0
181,pero eso es normal .,conj pro:dem cop adj .,ESP ESP ESP ESP,0
182,son dolores que me entran .,cop n pro:rel pro:obj v .,ESP ESP ESP ESP ESP,0
183,lo que sabes qué ?,pro:obj pro:rel v pro:int ?,ESP ESP ESP ESP,0
184,aguanta aquí que voy a lavar esto .,v adv pro:rel v aprep inf pro:dem .,ESP ESP ESP ESP ESP ESP ESP,0
185,Lorena we love you .,n:prop L2 L2 L2 .,ESP ENG ENG ENG,1
186,you know we love you .,pro v pro:sub v pro .,ESP ESP ESP ESP ESP,0
187,.,None,,0
188,no ya ya ya ya ya ya .,adv adv adv adv adv adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
189,ay y esto me lo has grabado mami .,co coord pro:dem pro:obj pro:obj aux part n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
190,.,None,,0
191,okay .,co .,ESP,0
192,.,None,,0
193,.,None,,0
194,no yo lo hago .,adv pro:sub pro:obj v .,ESP ESP ESP ESP,0
195,para que te sientes tú Lilita .,prep pro:rel pro:obj v pro:sub n:prop .,ESP ESP ESP ESP ESP ESP,0
196,sí dímelo ?,co imp pro:clit,ESP ESP,0
197,.,None,,0
198,no sabes ah //.,adv v co +//.,ESP ESP ESP,0
199,esos son cinco piezas .,det:dem cop det:num n .,ESP ESP ESP ESP,0
200,.,None,,0
201,se mueve bueno //.,pro:refl v co +//.,ESP ESP ESP,0
202,.,None,,0
203,ajá por partes ?,co prep v ?,ESP ESP ESP,0
204,.,None,,0
205,.,None,,0
206,no pesa .,adv v .,ESP ESP,0
207,pero pesa normal .,conj v adj .,ESP ESP ESP,0
208,.,None,,0
209,.,None,,0
210,.,None,,0
211,si esto tiene sentido lo que he dicho .,conj pro:dem v part pro:obj prep aux part .,ESP ESP ESP ESP ESP ESP ESP ESP,0
212,.,None,,0
213,.,None,,0
214,.,None,,0
215,.,None,,0
216,.,None,,0
217,lo normal .,pro:obj adj .,ESP ESP,0
218,lo que puedan ustedes ...,pro:obj prep imp pro:sub +...,ESP ESP ESP ESP,0
219,no pesa pero pesa lo normal .,adv v conj v pro:obj adj .,ESP ESP ESP ESP ESP ESP,0
220,.,None,,0
221,pero normal para los caballeros como ustedes no ?,conj adj prep det:art n adv pro:sub adv ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
222,óyeme .,imp .,ESP,0
223,lo que //.,pro:obj pro:rel +//.,ESP ESP,0
224,mira perdona allá está arriba yo no pude sacar las botellas que quedaron .,co co adv cop adv pro:sub adv v inf det:art n pro:rel v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
225,.,None,,0
226,porque yo soy muy bajita .,conj pro:sub cop adv adj .,ESP ESP ESP ESP ESP,0
227,pero ahí quedaron unas cuantas botellas que no pude sacarlas .,conj adv v det:art det:indef n pro:rel adv v inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
228,no sé si Lorena nos puede ayudar .,adv v conj n:prop pro:obj v inf .,ESP ESP ESP ESP ESP ESP ESP,0
229,no no no no .,adv adv adv adv .,ESP ESP ESP ESP,0
230,se va a quedar ahí ?,pro:refl v aprep inf adv ?,ESP ESP ESP ESP ESP,0
231,pero a eso //.,conj aprep pro:dem +//.,ESP ESP ESP,0
232,y este lado de acá ?,coord imp n prep adv ?,ESP ESP ESP ESP ESP,0
233,.,None,,0
234,en este lado de acá .,prep imp n prep adv .,ESP ESP ESP ESP ESP,0
235,abre ahí .,v adv .,ESP ESP,0
236,arriba yo no pude vaciar más arriba .,adv pro:sub adv v inf adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
237,pero eso se puede mover no ?,conj pro:dem pro:refl v inf adv ?,ESP ESP ESP ESP ESP ESP,0
238,porque allá yo no llegaba .,conj adv pro:sub adv v .,ESP ESP ESP ESP ESP,0
239,.,None,,0
240,tú quieres que lo saquemos ?,pro:sub v pro:rel pro:obj v ?,ESP ESP ESP ESP ESP,0
241,.,None,,0
242,dónde está la fiesta ?,pro:int cop det:art n ?,ESP ESP ESP ESP,0
243,.,None,,0
244,no no .,adv adv .,ESP ESP,0
245,mira Lorena ven por favor .,co n:prop imp prep n .,ESP ESP ESP ESP ESP,0
246,no .,adv .,ESP,0
247,ah sí ?,co co ?,ESP ESP,0
248,pero no se puede mover .,conj adv pro:refl v inf .,ESP ESP ESP ESP ESP,0
249,ah no que se van a caer /.,co adv pro:rel pro:refl v aprep inf +/.,ESP ESP ESP ESP ESP ESP ESP,0
250,no Lorena va a ayudar mamita .,adv n:prop v aprep inf n .,ESP ESP ESP ESP ESP ESP,0
251,mira //.,co +//.,ESP,0
252,.,None,,0
253,tú ves cómo la queremos ?,pro:sub v pro:int pro:obj v ?,ESP ESP ESP ESP ESP,0
254,aquí .,adv .,ESP,0
255,.,None,,0
256,son botellas que nunca se usan muchacha .,cop n pro:rel adv pro:refl v n .,ESP ESP ESP ESP ESP ESP ESP,0
257,te la puedes llevar .,pro:obj pro:obj v inf .,ESP ESP ESP ESP,0
258,.,None,,0
259,.,None,,0
260,.,None,,0
261,yeah we don't have lavish parties .,co pro:sub mod v adj n .,ESP ESP ESP ESP ESP ESP,0
262,we're not alcoholics .,pro:sub neg n:adj .,ESP ESP ESP,0
263,Enrique lo que sí toma es el güisqui .,n:prop pro:obj pro:rel co v cop det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
264,sí pero eso está allá en la cocina .,co conj pro:dem cop adv prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
265,no pero tenemos un montón de güisqui .,adv conj v det:art n prep n .,ESP ESP ESP ESP ESP ESP ESP,0
266,son botellas que le regalan a él .,cop n pro:rel pro:ind v aprep pro:sub .,ESP ESP ESP ESP ESP ESP ESP,0
267,y ellos casi nunca las usan .,coord pro:sub adv adv pro:obj v .,ESP ESP ESP ESP ESP ESP,0
268,.,None,,0
269,entonces se le van quedando .,adv pro:refl pro:ind v ger .,ESP ESP ESP ESP ESP,0
270,es que en nuestra casita no podemos tener fiestas así porque no hay cupo para tanta gente .,cop pro:rel prep pro:pos n adv v inf n adv conj adv v v prep det:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
271,.,None,,0
272,mira cuánta gente hay acá ahora mismo .,co pro:int n v adv adv adj .,ESP ESP ESP ESP ESP ESP ESP,0
273,pues sí .,co co .,ESP ESP,0
274,.,None,,0
275,.,None,,0
276,ajá .,co .,ESP,0
277,pero lo que estuvo cómico es pesa pero lo normal .,conj pro:obj pro:rel cop adj cop v conj pro:obj adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
278,.,None,,0
279,.,None,,0
280,pisco ah .,n co .,ESP ESP,0
281,qué es eso ?,pro:int cop pro:dem ?,ESP ESP ESP,0
282,la bebida peruana .,det:art n n .,ESP ESP ESP,0
283,cómo se toma eso ?,pro:int pro:refl v pro:dem ?,ESP ESP ESP ESP,0
284,.,None,,0
285,ah sí ?,co co ?,ESP ESP,0
286,con hielito y todo ?,prep n coord pro:indef ?,ESP ESP ESP ESP,0
287,.,None,,0
288,si ?,conj ?,ESP,0
289,pero ...,conj +...,ESP,0
290,pero ese pisco debe tener cantidad de años ahí guardado .,conj det:dem n v inf n prep n adv part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
291,.,None,,0
292,sí sí sí el alcohol no ...,co co co det:art n adv +...,ESP ESP ESP ESP ESP ESP,0
293,.,None,,0
294,no se pone malo .,adv pro:refl v adj .,ESP ESP ESP ESP,0
295,perfecto lo que sí tengo mucho libros allá abajo .,adj pro:obj pro:rel co v adv adj adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
296,.,None,,0
297,.,None,,0
298,que no es normal .,pro:rel adv cop adj .,ESP ESP ESP ESP,0
299,no son muchos .,adv cop det:indef .,ESP ESP ESP,0
300,pero son los normales .,conj cop det:art adj .,ESP ESP ESP ESP,0
301,eso es lo que sí te va a hacer que pese .,pro:dem cop pro:obj pro:rel co pro:obj v aprep inf pro:rel v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
302,que pese mucho esto .,pro:rel v adv pro:dem .,ESP ESP ESP ESP,0
303,.,None,,0
304,no .,adv .,ESP,0
305,.,None,,0
306,.,None,,0
307,.,None,,0
308,perdona ?,co ?,ESP,0
309,.,None,,0
310,a sí está su bebito tiene su bebito .,aprep co cop det:pos n v det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
311,.,None,,0
312,.,None,,0
313,óyeme Lily lo cómico de esto es que cada vez que tú te mueves yo me //.,imp n:prop pro:obj adj prep pro:dem cop pro:rel det:indef n pro:rel pro:sub pro:obj v pro:sub pro:obj +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
314,.,None,,0
315,perdón mami .,co n .,ESP ESP,0
316,yo tengo que estar pensando cómo tú caminas para yo caminar .,pro:sub v pro:rel inf ger co pro:sub v prep pro:sub inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
317,I'm sorry .,pro:sub adj .,ESP ESP,0
318,ves ?,co ?,ESP,0
319,pero es pesado //.,conj cop part +//.,ESP ESP ESP,0
320,eso pesa más que el mueble sí .,pro:dem v adv pro:rel det:art n co .,ESP ESP ESP ESP ESP ESP ESP,0
321,eso hace que pero ustedes pueden no lo mueven poquito y ahí caben no ?,pro:dem v pro:rel conj pro:sub v adv pro:obj v pro:indef coord adv v adv ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
322,.,None,,0
323,.,None,,0
324,se rompa .,pro:refl v .,ESP ESP,0
325,porque pesa poquito .,conj v pro:indef .,ESP ESP ESP,0
326,tú sabes .,pro:sub v .,ESP ESP,0
327,no esos ya los pueden mover .,adv det:dem adv pro:obj v inf .,ESP ESP ESP ESP ESP ESP,0
328,eso es fácil .,pro:dem cop adj .,ESP ESP ESP,0
329,eso es normal .,pro:dem cop adj .,ESP ESP ESP,0
330,.,None,,0
331,mira mira ya se empezó a romper .,co co adv pro:refl v aprep inf .,ESP ESP ESP ESP ESP ESP ESP,0
332,y al caer pues no importa .,coord aprep inf co adv v .,ESP ESP ESP ESP ESP ESP,0
333,no eso es puro libros .,adv pro:dem cop adj adj .,ESP ESP ESP ESP ESP,0
334,ay hay un hueco .,co v det:art n .,ESP ESP ESP ESP,0
335,.,None,,0
336,qué hueco ?,pro:int n ?,ESP ESP,0
337,.,None,,0
338,ah es una fotografía .,co cop det:art n .,ESP ESP ESP ESP,0
339,no un libro .,adv det:art v .,ESP ESP ESP,0
340,un libro .,det:art v .,ESP ESP,0
341,de buda .,prep n .,ESP ESP,0
342,tengo demasiados libros .,v adj adj .,ESP ESP ESP,0
343,me lo dices .,pro:obj pro:obj v .,ESP ESP ESP,0
344,o me lo preguntas ?,coord pro:obj pro:obj v ?,ESP ESP ESP ESP,0
345,pero no me gusta botarlas .,conj adv pro:obj v inf .,ESP ESP ESP ESP ESP,0
346,.,None,,0
347,mhm .,co .,ESP,0
348,.,None,,0
349,I love that .,pro:sub v pro:dem .,ESP ESP ESP,0
350,.,None,,0
351,I wish I had that .,pro:sub v pro:sub v rel .,ESP ESP ESP ESP ESP,0
352,we put Enrique's books from his office because we needed space for the baby .,pro:sub v n:prop n prep pro:poss:det n conj pro:sub v n prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
353,we put all his books in boxes in the garage .,pro:sub v qn pro:poss:det n prep n prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
354,.,None,,0
355,because I needed the for baby .,conj pro:sub v det prep n .,ESP ESP ESP ESP ESP ESP,0
356,but he has three boxes full of books .,conj pro:sub v det:num n adv prep n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
357,.,None,,0
358,tienes //.,v +//.,ESP,0
359,a mira .,aprep v .,ESP ESP,0
360,ves ?,co ?,ESP,0
361,es fácil .,cop adj .,ESP ESP,0
362,te dije .,pro:obj v .,ESP ESP,0
363,pesa .,imp .,ESP,0
364,pero no pesa mucho como dijo ella .,conj adv v adv adv v pro:sub .,ESP ESP ESP ESP ESP ESP ESP,0
365,ya entonces le voy a //.,adv adv pro:ind v aprep +//.,ESP ESP ESP ESP ESP,0
366,.,None,,0
367,le voy a hacer el café entonces .,pro:ind v aprep inf det:art n co .,ESP ESP ESP ESP ESP ESP ESP,0
368,ay mi madre .,co det:pos n .,ESP ESP ESP,0
369,lo quieres hacer tú y yo me siento ?,pro:obj v inf pro:sub coord pro:sub pro:obj v ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
370,yo sabía que terminaba .,pro:sub v pro:rel v .,ESP ESP ESP ESP,0
371,no te preocupes .,adv pro:obj v .,ESP ESP ESP,0
372,yo me siento .,pro:sub pro:obj v .,ESP ESP ESP,0
373,no pero dónde tienes el mama dónde tienes el café por favor ?,adv conj pro:int v det:art v pro:int v det:art n prep n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
374,.,None,,0
375,ay .,co .,ESP,0
376,en café pilón .,prep n n .,ESP ESP ESP,0
377,Lorena tú tomas café ?,n:prop pro:sub v n ?,ESP ESP ESP ESP,0
378,sí ella toma café .,co pro:sub v n .,ESP ESP ESP ESP,0
379,aquí está el azúcar .,adv cop det:art n .,ESP ESP ESP ESP,0
380,ah .,co .,ESP,0
381,qué pasó ?,pro:int v ?,ESP ESP,0
382,Lily siéntate que el .,n:prop imp pro:rel det:art .,ESP ESP ESP ESP,0
383,.,None,,0
384,.,None,,0
385,no no sit down .,co co v adv .,ESP ESP ESP ESP,0
386,siéntate Lorena mi amor .,imp n:prop det:pos co:voc .,ESP ESP ESP ESP,0
387,you want a ?,pro v det ?,ESP ESP ESP,0
388,quieres quieres jugar a la suiza ?,v v inf aprep det:art n ?,ESP ESP ESP ESP ESP ESP,0
389,.,None,,0
390,.,None,,0
391,.,None,,0
392,ay dios mío .,co co pro:pos .,ESP ESP ESP,0
393,ay .,co .,ESP,0
394,entonces ella lo que dijo es verdad que pesaba pero poquito .,adv pro:sub pro:obj pro:rel v cop co pro:rel v conj pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
395,.,None,,0
