,sentence,pos,language,switch
28,hoy trabajamos duro .,adv v adj .,ESP ESP ESP,0
29,.,None,,0
30,pues nos ayudamos mutuamente .,co pro:obj v adv:adj .,ESP ESP ESP ESP,0
31,hablando de hoy .,ger prep adv .,ESP ESP ESP,0
32,vamos a hacer el ..?,v aprep inf det:art +..?,ESP ESP ESP ESP,0
33,el qué ?,det:art pro:int ?,ESP ESP,0
34,a qué hora vamos a ...,aprep pro:int n v aprep +...,ESP ESP ESP ESP ESP,0
35,arreglemos el día de hoy .,imp det:art n prep adv .,ESP ESP ESP ESP ESP,0
36,dime .,imp .,ESP,0
37,una hora de cardio .,det:art n prep adj .,ESP ESP ESP ESP,0
38,media hora de cardio .,n n prep adj .,ESP ESP ESP ESP,0
39,no no cardio hoy .,adv adv adj adv .,ESP ESP ESP ESP,0
40,por qué ?,prep pro:int ?,ESP ESP,0
41,porque no .,conj adv .,ESP ESP,0
42,porque tenemos que hacer el examen .,conj v pro:rel inf det:art n .,ESP ESP ESP ESP ESP ESP,0
43,practicar para el examen .,inf prep det:art n .,ESP ESP ESP ESP,0
44,también .,adv .,ESP,0
45,you .,pro .,ESP,0
46,and tienes que escribir un paper exactly so .,L2 v pro:rel inf det:art L2 L2 co .,ENG ESP ESP ESP ESP ENG ENG ESP,1
47,bueno .,co .,ESP,0
48,after all these things cuando terminemos .,L2 L2 L2 L2 pro:rel v .,ENG ENG ENG ENG ESP ESP,1
49,there's time for everything .,pro:exist n prep pro:indef .,ESP ESP ESP ESP,0
50,no we have time for that at the end .,co pro:sub v n prep pro:dem prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
51,for what ?,conj pro:wh ?,ESP ESP,0
52,for cardio .,conj adj .,ESP ESP,0
53,at the end ?,prep det n ?,ESP ESP ESP,0
54,claro por la noche es más rico .,co prep det:art n cop adv adj .,ESP ESP ESP ESP ESP ESP ESP,0
55,when we go walk .,conj pro:sub v n .,ESP ESP ESP ESP,0
56,yeah but are we gonna do this ..?,co L2 imp L2 L2 L2 L2 +..?,ESP ENG ESP ENG ENG ENG ENG,1
57,it's six twenty five .,pro det:num det:num det:num .,ESP ESP ESP ESP,0
58,and how long have we been talking for ?,coord adv:wh adv v pro:sub aux part prep ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
59,I've no idea .,pro:sub qn n .,ESP ESP ESP,0
60,actually six minutes .,adv det:num n .,ESP ESP ESP,0
61,.,None,,0
62,oh God .,co n:prop .,ESP ESP,0
63,yeah .,co .,ESP,0
64,so we have another like thirty five minutes to go .,conj pro:sub v qn prep det:num det:num n inf v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
65,so we'll be out of here like around seis y veinticinco .,L2 L2 L2 L2 L2 L2 L2 L2 det:num coord det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP,1
66,seven plus one mientras estemos ahí filling out el cosito .,L2 L2 L2 adv imp adv L2 L2 det:art L2 .,ENG ENG ENG ESP ESP ESP ENG ENG ESP ENG,1
67,mhm .,co .,ESP,0
68,so it's probably gonna be .,L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG,0
69,we are gonna get home like around seven fifteen seven twenty .,pro:sub aux part v n v prep det:num det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
70,okay .,co .,ESP,0
71,to your house porque ahí vamos a empezar a estudiar .,L2 L2 L2 conj adv v aprep inf aprep inf .,ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
72,.,None,,0
73,until nine o five .,conj det:num n:let det:num .,ESP ESP ESP ESP,0
74,mhm .,co .,ESP,0
75,nine o five ?,det:num n:let det:num ?,ESP ESP ESP,0
76,you know then you got it wrong .,pro v adv:tem pro v pro adj .,ESP ESP ESP ESP ESP ESP ESP,0
77,because then we have to go to your house .,conj adv:tem pro:sub v inf v prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
78,so we should exercise before .,co pro:sub mod n adv .,ESP ESP ESP ESP ESP,0
79,any exercise .,qn n .,ESP ESP,0
80,we knew that .,pro:sub v rel .,ESP ESP ESP,0
81,whatever .,pro:wh .,ESP,0
82,no we exercise before .,co pro:sub n adv .,ESP ESP ESP ESP,0
83,and then we go to your house .,conj adv:tem pro:sub v prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP,0
84,then we continue to study .,adv:tem pro:sub v inf v .,ESP ESP ESP ESP ESP,0
85,and how about my paper ?,coord adv:wh prep pro:poss:det n ?,ESP ESP ESP ESP ESP,0
86,we have to sort that today .,pro:sub v prep n rel adv:tem .,ESP ESP ESP ESP ESP ESP,0
87,we have to finish studying .,pro:sub v inf v part .,ESP ESP ESP ESP ESP,0
88,since this time we get out of here till nine in your house .,conj det n pro:sub v adv prep pro:dem n det:num prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
89,that will be like an hour and thirty minutes .,pro:dem mod cop prep det n coord det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
90,we at least have to do a lot of problems .,pro:sub prep n v inf v det n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
91,and the paper .,coord det n .,ESP ESP ESP,0
92,por eso .,prep pro:dem .,ESP ESP,0
93,what ?,pro:wh ?,ESP,0
94,nine thirty till you leave my house .,det:num det:num n pro v pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP,0
95,what the paper ?,pro:wh det n ?,ESP ESP ESP,0
96,yes .,co .,ESP,0
97,oh and you show me the paper at nine thirty .,co L2 L2 L2 pro:obj L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
98,yeah alright .,co L2 .,ESP ENG,1
99,oh and would you swear we are gonna study at nine thirty .,co L2 L2 L2 L2 L2 imp L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
100,more probably .,adv adv .,ESP ESP,0
101,yeah right I will be .,co co pro:sub mod cop .,ESP ESP ESP ESP ESP,0
102,yeah right .,co n .,ESP ESP,0
103,you then you study .,pro adv:tem pro v .,ESP ESP ESP ESP,0
104,and I write the paper .,conj pro:sub v det n .,ESP ESP ESP ESP ESP,0
105,and then what tomorrow ...,conj adv:tem adv adv:tem +...,ESP ESP ESP ESP,0
106,.,None,,0
107,I don't know .,pro:sub mod v .,ESP ESP ESP,0
108,paper is due tomorrow .,n cop adj adv:tem .,ESP ESP ESP ESP,0
109,paper is due tomorrow .,n cop adj adv:tem .,ESP ESP ESP ESP,0
110,after I turn it in before the other class .,conj pro:sub v pro adv adv det qn n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
111,okay fine let's do something yeah .,co L2 L2 v L2 co .,ESP ENG ENG ESP ENG ESP,1
112,what ?,pro:wh ?,ESP,0
113,I'll do a chapter review .,pro:sub v det n n .,ESP ESP ESP ESP ESP,0
114,and you do your paper while we are in your house .,conj pro v pro:poss:det n conj pro:sub cop prep pro:poss:det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
115,y después cuando vayamos así ...,coord adv conj v adv +...,ESP ESP ESP ESP ESP,0
116,que ya hayas terminado tu papel .,pro:rel adv v part det:pos n .,ESP ESP ESP ESP ESP ESP,0
117,it's very important .,pro adv adj .,ESP ESP ESP,0
118,si es un paper savage lo pierdes anyway .,conj cop det:art L2 L2 pro:obj v L2 .,ESP ESP ESP ENG ENG ESP ESP ENG,1
119,me de la risa .,pro:obj v det:art n .,ESP ESP ESP ESP,0
120,mhm .,co .,ESP,0
121,mientras tú haces eso yo hago ...,adv pro:sub v pro:dem pro:sub v +...,ESP ESP ESP ESP ESP ESP,0
122,haces qué ?,v pro:int ?,ESP ESP,0
123,yo hago el review .,pro:sub v det:art L2 .,ESP ESP ESP ENG,1
124,bueno .,co .,ESP,0
125,the review what .,det n pro:wh .,ESP ESP ESP,0
126,the review .,det n .,ESP ESP,0
127,and then and then .,conj adv:tem coord adv:tem .,ESP ESP ESP ESP,0
128,I do a review .,pro:sub v det n .,ESP ESP ESP ESP,0
129,I'll do a bunch of questions .,pro:sub v det n prep n .,ESP ESP ESP ESP ESP ESP,0
130,mhm .,co .,ESP,0
131,mhm .,co .,ESP,0
132,and then you and me together we'll answer like the odd numbers from each section .,conj adv:tem pro coord pro:obj adv pro:sub v prep det adj n prep qn n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
133,"you told me "".","pro v pro:obj +"".",ESP ESP ESP,0
134,oh we are going to do one for each section .,co L2 imp L2 L2 v L2 L2 L2 L2 .,ESP ENG ESP ENG ENG ESP ENG ENG ENG ENG,1
135,remember ?,co ?,ESP,0
136,mhm .,co .,ESP,0
137,you are the one that told me that .,pro cop det pro:indef rel v pro:obj rel .,ESP ESP ESP ESP ESP ESP ESP ESP,0
138,yeah I did .,co n:prop:L2 L2 .,ESP ESP ENG,1
139,and then after we do that .,conj adv:tem conj pro:sub v pro:dem .,ESP ESP ESP ESP ESP ESP,0
140,we do that .,pro:sub v pro:dem .,ESP ESP ESP,0
141,.,None,,0
142,un bicho .,det:art n .,ESP ESP,0
143,.,None,,0
144,anyways .,adv .,ESP,0
145,y hacemos una cada uno .,coord v det:art det:indef pro:dem .,ESP ESP ESP ESP ESP,0
146,qué ?,pro:int ?,ESP,0
147,todos los problemas que tengamos .,det:indef det:art n pro:rel v .,ESP ESP ESP ESP ESP,0
148,todos los doubts .,det:indef det:art L2 .,ESP ESP ENG,1
149,ya podemos preguntarle a ese tipo mañana .,adv v inf aprep det:dem n adv .,ESP ESP ESP ESP ESP ESP ESP,0
150,which means you .,rel v pro .,ESP ESP ESP,0
151,I'll check it out English class .,pro:sub v pro adv n:prop n .,ESP ESP ESP ESP ESP ESP,0
152,seven thirty .,det:num det:num .,ESP ESP,0
153,okay and then what ?,co L2 L2 L2 ?,ESP ENG ENG ENG,1
154,some difference .,qn n .,ESP ESP,0
155,?,None,,0
156,for ten minutes ?,prep det:num n ?,ESP ESP ESP,0
157,makes a difference .,v det n .,ESP ESP ESP,0
158,yes because you go .,co conj pro v .,ESP ESP ESP ESP,0
159,and you ask the questions .,conj pro v det n .,ESP ESP ESP ESP ESP,0
160,él te resuelve los doubts .,pro:sub pro:obj v det:art L2 .,ESP ESP ESP ESP ENG,1
161,and then you come .,conj adv:tem pro v .,ESP ESP ESP ESP,0
162,and tell me how are they solved .,coord v pro:obj adv:wh cop pro:sub v .,ESP ESP ESP ESP ESP ESP ESP,0
163,y anyway .,coord L2 .,ESP ENG,1
164,we have to photocopy today .,pro:sub v inf v adv:tem .,ESP ESP ESP ESP ESP,0
165,photocopy what ?,v pro:wh ?,ESP ESP,0
166,oh the tables .,co L2 L2 .,ESP ENG ENG,1
167,oh okay yeah we'll do that .,co co co L2 v L2 .,ESP ESP ESP ENG ESP ENG,1
168,how do you want to do it at your house ?,adv:wh mod pro v inf v pro prep pro:poss:det n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
169,gotta be mine .,mod:aux cop pro:poss .,ESP ESP ESP,0
170,.,None,,0
171,I have a photocopier .,pro:sub v det n .,ESP ESP ESP ESP,0
172,what do you think .,pro:wh mod pro v .,ESP ESP ESP ESP,0
173,pues mi casa qué es mijo ?,co det:pos n pro:int cop co:voc ?,ESP ESP ESP ESP ESP ESP,0
174,tan bonita que no tiene nada .,adv adj pro:rel adv v pro:indef .,ESP ESP ESP ESP ESP ESP,0
175,has everything inside .,aux L2 L2 .,ESP ENG ENG,1
176,yeah right .,co L2 .,ESP ENG,1
177,yes .,co .,ESP,0
178,right .,co .,ESP,0
179,whatever .,pro:wh .,ESP,0
180,we can do that at my house now .,pro:sub mod v pro:dem prep pro:poss:det n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
181,we'll prepare that .,pro:sub v pro:dem .,ESP ESP ESP,0
182,that way we have that ready for tomorrow .,det n pro:sub v det adj prep adv:tem .,ESP ESP ESP ESP ESP ESP ESP ESP,0
183,okay .,co .,ESP,0
184,all the formulas and the tables ...,qn det n coord det n +...,ESP ESP ESP ESP ESP ESP,0
185,good porque tomorrow ...,L2 conj L2 +...,ENG ESP ENG,1
186,quién va a poner a trabajar mañana baby ?,pro:int v aprep inf aprep inf adv L2 ?,ESP ESP ESP ESP ESP ESP ESP ENG,1
187,okay .,co .,ESP,0
188,yeah but that's gonna be hard .,co L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG,1
189,why ?,adv:wh ?,ESP,0
190,porque ha estado así .,conj aux part adv .,ESP ESP ESP ESP,0
191,cómo ?,pro:int ?,ESP,0
192,.,None,,0
193,.,None,,0
194,no sé qué voy a hacer .,adv v pro:int v aprep inf .,ESP ESP ESP ESP ESP ESP,0
195,a quién va a poner a trabajar mañana .,aprep pro:int v aprep inf aprep inf adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
196,.,None,,0
197,a ver si Melanie de pronto Melanie va .,aprep inf conj n:prop prep adv n:prop co .,ESP ESP ESP ESP ESP ESP ESP ESP,0
198,bueno .,co .,ESP,0
199,which I doubt .,rel pro:sub v .,ESP ESP ESP,0
200,you never know .,pro adv v .,ESP ESP ESP,0
201,whatever .,pro:wh .,ESP,0
202,you just do .,pro adv v .,ESP ESP ESP,0
203,that's it .,pro:dem pro .,ESP ESP,0
204,yeah you are on Friday .,co L2 imp L2 n:prop .,ESP ENG ESP ENG ESP,1
205,Friday lo trabajas tú .,n:prop:L2 pro:obj v pro:sub .,ESP ESP ESP ESP,0
206,you know what .,pro v pro:wh .,ESP ESP ESP,0
207,forget it .,v pro .,ESP ESP,0
208,le voy a decir a Alberto que vaya .,pro:ind v aprep inf aprep n:prop prep co .,ESP ESP ESP ESP ESP ESP ESP ESP,0
209,y trabaje .,coord v .,ESP ESP,0
210,esas cuatro horas que las vaya .,det:dem det:num n prep det:art co .,ESP ESP ESP ESP ESP ESP,0
211,y para qué ?,coord prep pro:int ?,ESP ESP ESP,0
212,y las haga él .,coord pro:obj v pro:sub .,ESP ESP ESP ESP,0
213,para qué ?,prep pro:int ?,ESP ESP,0
214,ah problema de mi mamá .,co n prep det:pos n .,ESP ESP ESP ESP ESP,0
215,un mismo precio .,det:art adj n .,ESP ESP ESP,0
216,bueno .,co .,ESP,0
217,yo traté de conseguirme una persona porque right now I don't have anybody .,pro:sub v prep inf det:art n conj L2 L2 n:prop:L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ENG ENG ENG,1
218,traté .,v .,ESP,0
219,y bueno .,coord co .,ESP ESP,0
220,problema de porque las cuatro horas que le podemos pagar a cualquier persona que se las paguen a Diego .,n v conj pro:obj det:num n pro:rel pro:ind v inf aprep det:indef n pro:rel pro:refl pro:obj v aprep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
221,mhm .,co .,ESP,0
222,that's it .,pro:dem pro .,ESP ESP,0
223,bueno mira a ver .,co co aprep inf .,ESP ESP ESP ESP,0
224,.,None,,0
225,"entonces dices ""/.","adv v +""/.",ESP ESP,0
226,ay pero qué pesar !,co conj pro:int inf !,ESP ESP ESP ESP,0
227,"she said today es que ""/.","L2 L2 L2 cop pro:rel +""/.",ENG ENG ENG ESP ESP,1
228,oh Diego yo hoy no voy a rendir .,co n:prop pro:sub adv adv v aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
229,mira cómo es de ridícula .,co pro:int cop prep adj .,ESP ESP ESP ESP ESP,0
230,es que ah anoche trasnochó .,cop pro:rel co adv L2 .,ESP ESP ESP ESP ENG,1
231,mhm .,co .,ESP,0
232,anoche trasnochó .,adv L2 .,ESP ENG,1
233,entonces no va a poder ir a dormir .,adv adv v aprep inf inf aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
234,ves ?,co ?,ESP,0
235,no dormió nada .,adv L2 v .,ESP ENG ESP,1
236,y hoy le tocó madrugar e irse hasta allá a ese lugar .,coord adv pro:ind v L2 coord L2 prep adv aprep det:dem n .,ESP ESP ESP ESP ENG ESP ENG ESP ESP ESP ESP ESP,1
237,right ?,co ?,ESP,0
238,.,None,,0
239,y .,coord .,ESP,0
240,y qué ?,coord pro:int ?,ESP ESP,0
241,.,None,,0
242,mhm .,co .,ESP,0
243,es que ahorita va a llegar cansado con sueño .,cop pro:rel adv v aprep inf part prep v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
244,y va a cerrar temprano .,coord v aprep inf adj .,ESP ESP ESP ESP ESP,0
245,qué lindo .,pro:int adj .,ESP ESP,0
246,déjalo que cierre temprano .,imp pro:rel v adj .,ESP ESP ESP ESP,0
247,déjalo que las ventas se bajen .,imp pro:rel det:art n cop v .,ESP ESP ESP ESP ESP ESP,0
248,"que no vengan a decir ""/.","pro:rel adv v aprep inf +""/.",ESP ESP ESP ESP ESP,0
249,ay no vendemos nada .,co adv v v .,ESP ESP ESP ESP,0
250,good .,adj .,ESP,0
251,.,None,,0
252,how messed up is she from ?,adv:wh part prep cop pro:sub prep ?,ESP ESP ESP ESP ESP ESP,0
253,y qué dijo ?,coord pro:int v ?,ESP ESP ESP,0
254,eso fue lo que me dijo .,pro:dem cop pro:obj pro:rel pro:obj v .,ESP ESP ESP ESP ESP ESP,0
255,y tú qué dijiste ?,coord pro:sub pro:int v ?,ESP ESP ESP ESP,0
256,baby I told her that //.,n pro:sub v pro:obj rel +//.,ESP ESP ESP ESP ESP,0
257,tú le dijiste que cierre temprano .,pro:sub pro:ind v pro:rel v adj .,ESP ESP ESP ESP ESP ESP,0
258,qué te respondió ?,pro:int pro:obj v ?,ESP ESP ESP,0
259,nada se fue .,pro:indef pro:refl v .,ESP ESP ESP,0
260,me dejó hablando sola como una pelota .,pro:obj v ger adj adv pro:dem n .,ESP ESP ESP ESP ESP ESP ESP,0
261,bueno .,co .,ESP,0
262,pero bueno .,conj co .,ESP ESP,0
263,.,None,,0
264,como está Marisa en la casa sin hacer nada .,adv cop n:prop prep det:art n prep inf pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
265,ella sabrá .,pro:sub v .,ESP ESP,0
266,porque está enferma .,conj cop v .,ESP ESP ESP,0
267,entonces .,adv .,ESP,0
268,she goes .,pro:sub v .,ESP ESP,0
269,and she picks up .,conj pro:sub v adv .,ESP ESP ESP ESP,0
270,mhm .,co .,ESP,0
271,buenas .,adj .,ESP,0
272,cómo estás ?,pro:int cop ?,ESP ESP,0
273,.,None,,0
274,va a limpiar el salón ?,v aprep inf det:art n ?,ESP ESP ESP ESP ESP,0
275,va a limpiar el salón ?,v aprep inf det:art n ?,ESP ESP ESP ESP ESP,0
276,.,None,,0
277,un proyecto ahora .,det:art n adv .,ESP ESP ESP,0
278,.,None,,0
279,no no pero si tú .,adv adv conj conj pro:sub .,ESP ESP ESP ESP ESP,0
280,que para afuera .,pro:rel prep adv .,ESP ESP ESP,0
281,nosotros .,pro:sub .,ESP,0
282,.,None,,0
283,no y la persona .,adv coord det:art n .,ESP ESP ESP ESP,0
284,no no no .,adv adv adv .,ESP ESP ESP,0
285,.,None,,0
286,es un proyecto para una profesora .,cop det:art n prep pro:dem n .,ESP ESP ESP ESP ESP ESP,0
287,y la profesora viene para acá ahora .,coord det:art n v prep adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
288,.,None,,0
289,bueno a nosotros nos faltan aquí como veinte minutos más o menos .,co aprep pro:sub pro:obj v adv adv det:num n adv coord adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
290,.,None,,0
291,está bien .,cop adv .,ESP ESP,0
292,gracias .,n .,ESP,0
293,.,None,,0
294,ah bueno está bien gracias .,co co cop adv n .,ESP ESP ESP ESP ESP,0
295,no eso mentiroso .,adv pro:dem adj .,ESP ESP ESP,0
296,.,None,,0
297,bueno ya tuvimos a otra persona más en nuestras conversaciones del día de hoy .,co adv v aprep det:indef n adv prep pro:pos n prep n prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
298,sí que ahí tienen tres .,co pro:rel adv v det:num .,ESP ESP ESP ESP ESP,0
299,.,None,,0
300,entonces .,adv .,ESP,0
301,ay I'm gonna go nuts .,co pro:sub part v adj .,ESP ESP ESP ESP ESP,0
302,por qué ?,prep pro:int ?,ESP ESP,0
303,porque sí .,conj co .,ESP ESP,0
304,porque so many work and study ...,conj co L2 L2 L2 L2 +...,ESP ESP ENG ENG ENG ENG,1
305,and work .,coord n .,ESP ESP,0
306,study ...,n +...,ESP,0
307,and boyfriend and ...,conj n coord +...,ESP ESP ESP,0
308,.,None,,0
309,so on and so forth .,co adv coord co adv .,ESP ESP ESP ESP ESP,0
310,so many things that have to be handled .,adv qn n rel v inf aux part .,ESP ESP ESP ESP ESP ESP ESP ESP,0
311,dónde van a ir a comer esa noche ?,pro:int v aprep inf aprep inf det:dem n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
312,.,None,,0
313,yes .,co .,ESP,0
314,qué vamos a hacer este fin de semana ?,pro:int v aprep inf imp n prep n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
315,porque .,conj .,ESP,0
316,qué vamos a hacer este fin de semana ?,pro:int v aprep inf imp n prep n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
317,qué de qué .,pro:int prep pro:int .,ESP ESP ESP,0
318,nada no sé .,pro:indef adv v .,ESP ESP ESP,0
319,quién sabe !,pro:int v !,ESP ESP,0
320,plan pobre .,n co .,ESP ESP,0
321,con ellos a .,prep pro:sub aprep .,ESP ESP ESP,0
322,ay verdad !,co co !,ESP ESP,0
323,yummy sushi otra vez .,L2 L2 det:indef n .,ENG ENG ESP ESP,1
324,.,None,,0
325,.,None,,0
326,qué ?,pro:int ?,ESP,0
327,.,None,,0
328,no me gusta a mí tampoco .,adv pro:obj v aprep pro:prep adv .,ESP ESP ESP ESP ESP ESP,0
329,anoche .,adv .,ESP,0
330,nada que ver .,pro:indef pro:rel inf .,ESP ESP ESP,0
331,está sencillito .,aux L2 .,ESP ENG,1
332,es que hace los muy grandes .,cop pro:rel v det:art adv adj .,ESP ESP ESP ESP ESP ESP,0
333,no sino que tampoco .,adv conj pro:rel adv .,ESP ESP ESP ESP,0
334,it's like super big .,L2 L2 n L2 .,ENG ENG ESP ENG,1
335,sino que es normal .,conj pro:rel cop adj .,ESP ESP ESP ESP,0
336,no es tan .,adv cop adv .,ESP ESP ESP,0
337,vámonos otra vez a comer allá .,imp det:indef n aprep inf adv .,ESP ESP ESP ESP ESP ESP,0
338,encantaría que nosotros comemos picante .,v pro:rel pro:sub v adj .,ESP ESP ESP ESP ESP,0
339,bueno pero .,co conj .,ESP ESP,0
340,imagínate .,imp .,ESP,0
341,.,None,,0
342,it's more cozy .,pro adv adj .,ESP ESP ESP,0
343,mhm ?,co ?,ESP,0
344,it's cozy .,pro adj .,ESP ESP,0
345,además qué importa ?,adv pro:int v ?,ESP ESP ESP,0
346,algo que nos gusta a nosotros .,pro:dem pro:rel pro:obj v aprep pro:sub .,ESP ESP ESP ESP ESP ESP,0
347,no crees ?,adv v ?,ESP ESP,0
348,mhm .,co .,ESP,0
349,lo que nos guste a nosotros .,pro:obj pro:rel pro:obj v aprep pro:sub .,ESP ESP ESP ESP ESP ESP,0
350,.,None,,0
351,I understand is enferma .,pro:sub v aux L2 .,ESP ESP ESP ENG,1
352,how is she gonna go out this weekend ?,adv:wh cop pro:sub part v prep det n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
353,ay quién sabe .,co pro:int v .,ESP ESP ESP,0
354,I love how people get sick on the weekend .,pro:sub n adv:wh n v adj prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
355,why miércoles ?,L2 n ?,ENG ESP,1
356,oh plus remember que yo me voy a filmar .,co L2 L2 pro:rel pro:sub pro:obj v aprep inf .,ESP ENG ENG ESP ESP ESP ESP ESP ESP,1
357,todavía es miércoles .,adv cop n .,ESP ESP ESP,0
358,so what ?,co L2 ?,ESP ENG,1
359,the whole weekend I'm not gonna go work .,det n n pro:sub neg part v n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
360,cuando .,conj .,ESP,0
361,Saturday .,n:prop .,ESP,0
362,no vayas .,adv v .,ESP ESP,0
363,que vayan ellos .,pro:rel v pro:sub .,ESP ESP ESP,0
364,sí .,co .,ESP,0
365,sí .,co .,ESP,0
366,.,None,,0
367,no importa .,adv v .,ESP ESP,0
368,te levantas el sábado .,pro:obj v det:art n .,ESP ESP ESP ESP,0
369,y ya sencillo .,coord adv adj .,ESP ESP ESP,0
370,tienes dolor de cabeza .,v n prep n .,ESP ESP ESP ESP,0
371,qué tienes ?,pro:int v ?,ESP ESP,0
372,quién te va a decir que no ?,pro:int pro:obj v aprep inf pro:rel adv ?,ESP ESP ESP ESP ESP ESP ESP,0
373,no vendrías o qué ?,adv v coord pro:int ?,ESP ESP ESP ESP,0
374,mhm .,co .,ESP,0
375,me dirá .,pro:obj v .,ESP ESP,0
376,"me dice ""/.","pro:obj v +""/.",ESP ESP,0
377,usted es la manager ?,pro:sub cop det:art L2 ?,ESP ESP ESP ENG,1
378,usted tiene que ir .,pro:sub v pro:rel inf .,ESP ESP ESP ESP,0
379,y como no busco reemplazo .,coord adv adv v re#v .,ESP ESP ESP ESP ESP,0
380,le toca hoy .,pro:ind v adv .,ESP ESP ESP,0
381,así me iré .,adv pro:obj v .,ESP ESP ESP,0
382,no va .,adv v .,ESP ESP,0
383,y ya .,coord adv .,ESP ESP,0
