,sentence,pos,language,switch
149,lo que pasa es /.,pro:obj pro:rel v cop +/.,ESP ESP ESP ESP,0
150,o sea ya estando en Los Ángeles .,coord cop adv ger prep n:prop n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
151,y ellos te consideran te dan ...,coord pro:sub pro:obj v pro:obj v +...,ESP ESP ESP ESP ESP ESP,0
152,cómo es ?,pro:int cop ?,ESP ESP,0
153,si tú tú eres una persona nacida /.,conj pro:sub pro:sub cop det:art n part +/.,ESP ESP ESP ESP ESP ESP ESP,0
154,no claro en tu caso sí pero tus papás cómo hicieron ?,adv co prep det:pos v co conj det:pos n pro:int v ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
155,en Estados Unidos tú eres americana .,prep n:prop n:prop pro:sub cop n .,ESP ESP ESP ESP ESP ESP,0
156,no importa porque ellos no tienen por qué cogerlos y digamos /.,adv v conj pro:sub adv v prep pro:int inf coord v +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
157,estaban ...,cop +...,ESP,0
158,deportarlos porque ya estaban dando a luz en un hospital .,inf conj adv aux ger aprep n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
159,eso no lo pueden hacer eso es ilegal .,pro:dem adv pro:obj v inf pro:dem cop adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
160,oh ya .,co adv .,ESP ESP,0
161,ah mira .,co co .,ESP ESP,0
162,eso es ilegal .,pro:dem cop adj .,ESP ESP ESP,0
163,eso no se puede hacer .,pro:dem adv pro:refl v inf .,ESP ESP ESP ESP ESP,0
164,tú no puedes coger y mientras deja una persona /.,pro:sub adv v inf coord adv v det:art n +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
165,no lógico .,adv adj .,ESP ESP,0
166,en una situación médica coger y ...,prep pro:dem n n inf coord +...,ESP ESP ESP ESP ESP ESP,0
167,claro .,co .,ESP,0
168,sí deportarlos .,co inf .,ESP ESP,0
169,eso no ...,pro:dem adv +...,ESP ESP,0
170,eso tiene que hacer bajo investigaciones .,pro:dem v pro:rel inf v n .,ESP ESP ESP ESP ESP ESP,0
171,y bueno realmente mi papá tenía creo que si no estoy mal veintiséis veintisiete años .,coord co adv:adj det:pos n v v pro:rel conj adv cop adv det:num det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
172,y mi mamá tenía diecinueve años cuando nací yo .,coord det:pos n v det:num n pro:rel v pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
173,imagínate .,imp .,ESP,0
174,wow ay que locura .,co co pro:rel n .,ESP ESP ESP ESP,0
175,es super crazy mi mamá me cuenta la historia y yo me he quedado así yo .,cop L2 L2 det:pos n pro:obj v det:art n coord pro:sub pro:obj aux part adv pro:sub .,ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
176,sí sí sí .,co co co .,ESP ESP ESP,0
177,o sea no es algo que uno imagínate .,coord cop adv cop pro:dem prep det:art imp .,ESP ESP ESP ESP ESP ESP ESP ESP,0
178,claro .,co .,ESP,0
179,tiene que ser tiene que tener berraquera para hacer eso .,v pro:rel inf v pro:rel inf n prep inf pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
180,sí sí sí sí .,co co co co .,ESP ESP ESP ESP,0
181,.,None,,0
182,y ya y bueno básicamente ellos vivieron aquí todo el tiempo y /.,coord adv coord co adv:adj pro:sub v adv det:indef det:art n coord +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
183,okay .,co .,ESP,0
184,lógicamente mis papás son colombianos o sea ellos no /.,adv:adj det:pos n cop n coord cop pro:sub adv +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
185,sí sí lógico .,co co adj .,ESP ESP ESP,0
186,son ciudadanos americanos ahora porque son naturalizados .,cop n n adv conj cop adj .,ESP ESP ESP ESP ESP ESP ESP,0
187,ah okay okay .,co co co .,ESP ESP ESP,0
188,pero siguen siendo colombianos .,conj v cop n .,ESP ESP ESP ESP,0
189,lógico .,adj .,ESP,0
190,y bueno en fin ya ...,coord co prep n adv +...,ESP ESP ESP ESP ESP,0
191,.,None,,0
192,"ay pero que bueno no , siempre es bueno tener 0a la familia aquí .",co conj pro:rel co adv cm adv cop co inf aprep det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
193,esa es una gran cosa .,det:dem cop det:art adj v .,ESP ESP ESP ESP ESP,0
194,sí sí .,co co .,ESP ESP,0
195,es que lo que te digo yo .,cop pro:rel pro:obj pro:rel pro:obj v pro:sub .,ESP ESP ESP ESP ESP ESP ESP,0
196,soy super apegada a .,cop n part aprep .,ESP ESP ESP ESP,0
197,o sea soy muy independiente /.,coord cop cop adv adj +/.,ESP ESP ESP ESP ESP,0
198,claro .,co .,ESP,0
199,para todo que es lo mío /.,prep det:indef pro:rel cop pro:obj pro:pos +/.,ESP ESP ESP ESP ESP ESP,0
200,sí sí sí .,co co co .,ESP ESP ESP,0
201,en particular .,prep adj .,ESP ESP,0
202,pero soy una persona muy familiar .,conj cop det:art n adv adj .,ESP ESP ESP ESP ESP ESP,0
203,claro sí yo también .,co co pro:sub adv .,ESP ESP ESP ESP,0
204,me aterra la soledad .,pro:obj v det:art n .,ESP ESP ESP ESP,0
205,me aterra estar eh sola por ajá lejos .,pro:obj v inf co adj prep co adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
206,claro .,co .,ESP,0
207,a mí me encanta la bulla mis hermanitas /.,aprep pro:prep pro:obj v det:art n det:pos n +/.,ESP ESP ESP ESP ESP ESP ESP ESP,0
208,claro rico .,co adj .,ESP ESP,0
209,mis papás y eso regañando mi mamá ...,det:pos n coord pro:dem ger det:pos n +...,ESP ESP ESP ESP ESP ESP ESP,0
210,sí sí sí .,co co co .,ESP ESP ESP,0
211,y .,coord .,ESP,0
212,lógico .,adj .,ESP,0
213,como que sentirme en ese calor de familia .,adv pro:rel inf prep det:dem n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
214,sí aparte 0de que es la única gente que realmente te puede dar un también un consejo que sea bueno sabes ?,co adv prep pro:rel cop det:art adj n prep adv:adj pro:obj v inf det:art adv det:art n pro:rel cop co co ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
215,aparte que uno puede conocer mucha gente en la vida .,adv prep pro:dem v inf det:indef n prep det:art co:voc .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
216,pero realmente tu familia es la única que siempre ...,conj adv:adj det:pos n cop det:art adj pro:rel adv +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
217,tu familia es tu familia .,det:pos n cop det:pos n .,ESP ESP ESP ESP ESP,0
218,it's like the tie .,pro rel det n .,ESP ESP ESP ESP,0
219,estuvo está y estará allí se queda .,cop imp coord cop adv pro:refl v .,ESP ESP ESP ESP ESP ESP ESP,0
220,no y yo aprendí ya después de vieja .,adv coord pro:sub v adv adv prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
221,pero yo yo no tenía muy buena relación cuando vivía en Venezuela .,conj pro:sub pro:sub adv v adv adj n pro:rel v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
222,pero yo creo que cuando nos mudamos para acá cambió impresionantemente .,conj pro:sub v pro:rel conj pro:obj v prep adv v adv:adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
223,porque vivimos las dos solas .,conj v det:art det:num v .,ESP ESP ESP ESP ESP,0
224,nos tocó vivir solas a las dos y nos ...,pro:obj v inf v aprep det:art det:num coord pro:obj +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
225,y era sabes inventábamos así como mi mamá habla .,coord cop co v adv adv det:pos n v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
226,lo que pasa es que les tocó una situación diferente en el sentido de que /.,pro:obj pro:rel v cop pro:rel pro:ind v det:art n adj prep det:art part prep pro:rel +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
227,lógico .,adj .,ESP,0
228,dependían la una de la otra .,v det:art pro:dem prep det:art det:indef .,ESP ESP ESP ESP ESP ESP,0
229,exacto .,co .,ESP,0
230,y solamente se tenían la una a la otra .,coord adv pro:refl v det:art det:art aprep det:art det:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
231,eso .,pro:dem .,ESP,0
232,entonces tiene que llegar un momento en que ...,adv v pro:rel inf det:art n prep pro:rel +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
233,y no había más nadie de donde eres tú .,coord adv aux adv pro:indef prep pro:rel cop pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
234,you have to bond together .,pro v inf v adv .,ESP ESP ESP ESP ESP,0
235,exacto .,co .,ESP,0
236,there's no other way around it .,pro:exist qn qn n prep pro .,ESP ESP ESP ESP ESP ESP,0
237,mhm .,L2 .,ENG,0
238,but it was tough .,conj pro cop adj .,ESP ESP ESP ESP,0
239,the first year I wanted to go back to Venezuela you know .,L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 n:prop L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG ENG ESP ENG ENG,1
240,I didn't like it at all .,pro:sub mod v pro prep pro:indef .,ESP ESP ESP ESP ESP ESP,0
241,the first year was really hard .,det n n cop adv adv .,ESP ESP ESP ESP ESP ESP,0
242,no obviously because you're used to it .,co adv conj pro part prep pro .,ESP ESP ESP ESP ESP ESP ESP,0
243,same thing happened to me .,adj n v prep pro:obj .,ESP ESP ESP ESP ESP,0
244,because you don't know nobody and it's hard .,conj pro mod v pro:indef coord pro adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
245,like I've seen here it's hard to make friends .,co pro:sub part adv pro adj inf v n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
246,it's hard like to have good friends that you can you know ...,pro adj v inf v adj n rel pro mod pro v +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
247,mhm .,L2 .,ENG,0
248,rely on .,v adv .,ESP ESP,0
249,it's like these people that work with you and that's about it .,pro co det n adv n prep pro coord pro:dem prep pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
250,when you go to school these people may leave .,conj pro v prep n det n mod v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
251,these people that are here you're not gonna see them you know .,det n rel cop adv pro neg part v pro:obj pro v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
252,ever again I know .,adv adv pro:sub v .,ESP ESP ESP ESP,0
253,and instead in Venezuela once you start your career that's gonna be the people you're gonna be for five years together .,L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
254,so it's like you know you go to their houses you go to /.,co pro co pro v pro v prep pro:poss:det n pro v prep +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
255,exactly you know it's funny because I was talking to my boyfriend last night about this .,adv pro v pro adj conj pro:sub aux part prep pro:poss:det n adv n prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
256,mhm .,L2 .,ENG,0
257,he just graduated from you know college .,pro:sub adv v prep pro v n .,ESP ESP ESP ESP ESP ESP ESP,0
258,he's an architect .,pro:sub det n .,ESP ESP ESP,0
259,in Colombia ?,L2 n:prop ?,ENG ESP,1
260,he graduated in Colombia .,L2 L2 L2 n:prop .,ENG ENG ENG ESP,1
261,okay .,co .,ESP,0
262,and the funny thing is that I was talking to him because I was telling him how different it is you know from Colombia here .,L2 L2 L2 L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 n:prop L2 .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG,1
263,right .,co .,ESP,0
264,because I had the experience as well .,conj pro:sub v det n prep adv .,ESP ESP ESP ESP ESP ESP ESP,0
265,right .,co .,ESP,0
266,you know I was there for two years .,pro v pro:sub cop adv prep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
267,okay .,co .,ESP,0
268,and for those two years it was the same people .,coord prep det det:num n pro cop det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
269,if anything /.,conj pro:indef +/.,ESP ESP,0
270,exactly .,adv .,ESP,0
