,sentence,pos,language,switch
19,pero pues no dejar que nadie se meta me entiendes porque la gente siempre le encanta meterse en las mierdas de uno .,conj co adv inf prep pro:indef pro:refl v pro:obj v conj pro:obj n adv pro:ind v inf prep det:art n imp pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
20,está well estoy de acuerdo .,aux L2 aux imp v .,ESP ENG ESP ESP ESP,1
21,y el trabajo como va al fin ya te fuiste del ...,coord det:art v adv v aprep n adv pro:obj v prep +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
22,no ya pues este fui .,adv adv co det:dem v .,ESP ESP ESP ESP ESP,0
23,pero salí temprano después que me fui estuve un rato .,conj v adj adv pro:rel pro:obj v aux det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
24,y me dijeron que la vía está mala pues porque tenía como media hora que me una llamada .,coord pro:obj v pro:rel det:art n cop adj co conj v adv adj n pro:rel pro:obj pro:dem part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
25,.,None,,0
26,y yo como si idiay pues .,coord pro:sub adv conj co co .,ESP ESP ESP ESP ESP ESP,0
27,y qué pasó pues .,coord pro:int v co .,ESP ESP ESP ESP,0
28,no es tan mala .,adv cop adv adj .,ESP ESP ESP ESP,0
29,"me dice vete para tu casa "".","pro:obj v imp prep det:pos imp +"".",ESP ESP ESP ESP ESP ESP,0
30,qué de a verga !,pro:int v aprep n !,ESP ESP ESP ESP,0
31,y me pagan el resto del día entonces no sé /.,coord pro:obj v det:art n prep n adv adv v +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
32,qué de_a_cachimba !,pro:int adj !,ESP ESP,0
33,está rebien .,cop adj .,ESP ESP,0
34,y no has aplicado todavía ?,coord adv aux part adv ?,ESP ESP ESP ESP ESP,0
35,yo apliqué online .,pro:sub v adj .,ESP ESP ESP,0
36,apliqué con este maje de Ryan me ayudó por teléfono .,v prep imp n prep n:prop pro:obj v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
37,pero me dijo que todavía no iba a estar contratando hasta no sé cuándo .,conj pro:obj v pro:rel adv adv v aprep inf ger prep adv v pro:int .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
38,cuándo cuándo fue que aplicaste ?,pro:int pro:int cop pro:rel v ?,ESP ESP ESP ESP ESP,0
39,como en no sé como a principio de febrero enero por ahí .,adv prep adv v adv aprep n prep n n prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
40,vuelve a aplicar .,v aprep inf .,ESP ESP ESP,0
41,a la puta qué boluda bróder .,aprep det:art n pro:int adj n .,ESP ESP ESP ESP ESP ESP,0
42,no queda /.,adv v +/.,ESP ESP,0
43,cachimbo de paso .,adj prep co .,ESP ESP ESP,0
44,vas a ver que te contratan después .,v aprep inf pro:rel pro:obj v adv .,ESP ESP ESP ESP ESP ESP ESP,0
45,qué boluda pero un cachimbo de paso .,pro:int adj conj det:art adj v co .,ESP ESP ESP ESP ESP ESP ESP,0
46,sí estuve en el teléfono con Laian un cachimbo tiempo bróder .,co aux prep det:art n prep n:prop det:art adj n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
47,una palabra y ...,det:art n coord +...,ESP ESP ESP,0
48,y al fin no ibas a entrar en Américan Airlines o algo así ?,coord aprep n adv v aprep inf prep n:prop n:prop coord pro:dem adv ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
49,es que brother mira .,cop pro:rel L2 co .,ESP ESP ENG ESP,1
50,vos sabéis que me sofoco con la llamada en los hoteles .,pro:obj v pro:rel pro:obj v prep det:art part prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
51,ajá .,co .,ESP,0
52,ahora con llamadas a American_Airlines me voy a sofocar muchísimo más .,adv prep part aprep n:prop pro:obj v aprep inf det:indef adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
53,a huevo me imagino no pero idiay .,aprep n pro:obj v adv conj co .,ESP ESP ESP ESP ESP ESP ESP,0
54,okay o sea una estadía en un hotel te lo pueden componer me entiendes .,co coord cop det:art n prep det:art n pro:obj pro:obj v inf pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
55,.,None,,0
56,pero un viaje o sea sí te equivocáis o algo y el cliente se va a poner /.,conj det:art n coord cop co pro:obj v coord pro:dem coord det:art n pro:refl v aprep inf +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
57,a huevo se enturcan y te gritan bróder es es increíble pero ...,aprep n pro:refl v coord pro:obj v n cop cop adj conj +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
58,pero te pegan unas puteadas loco .,conj pro:obj v det:art n adj .,ESP ESP ESP ESP ESP ESP,0
59,no si yo también un amigo me estaba consiguiendo para Taca .,adv conj pro:sub adv det:art n pro:obj aux ger prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
60,ahhah .,co .,ESP,0
61,pero o sea que pagan bien .,conj coord cop pro:rel v adv .,ESP ESP ESP ESP ESP ESP,0
62,me entiendes pero .,pro:obj v conj .,ESP ESP ESP,0
63,pagan bien .,v adv .,ESP ESP,0
64,y los descuentos que recibís .,coord det:art n pro:rel v .,ESP ESP ESP ESP ESP,0
65,sólo pagas taxes //.,adv v L2 +//.,ESP ESP ENG,1
66,ah huevo .,co n .,ESP ESP,0
67,para viajar .,prep inf .,ESP ESP,0
68,a no pero es que me dijo este mi amigo que el ya ha trabajo ahí que es como que lo más es te dan descuento del pasaje más alto sí o sea del pasaje más caro .,aprep adv conj cop pro:rel pro:obj v det:dem det:pos n pro:rel det:art adv aux v adv pro:rel cop adv pro:rel pro:obj adv cop pro:obj v v prep n adv adj co coord cop prep n adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
69,.,None,,0
70,entonces es como que hay sus pros y sus contras me entiendes .,adv cop adv pro:rel v co n coord co n pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
71,pero bueno idiay ...,conj co co +...,ESP ESP ESP,0
72,qué hiciste el fin de semana ?,pro:int v det:art n prep n ?,ESP ESP ESP ESP ESP ESP,0
73,cómo ?,pro:int ?,ESP,0
74,qué hiciste este fin de semana ?,pro:int v det:dem n prep n ?,ESP ESP ESP ESP ESP ESP,0
75,el viernes fui a la casa de un bróder .,det:art n v aprep det:art n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
76,donde Manu ?,pro:rel n:prop ?,ESP ESP,0
77,el ?,det:art ?,ESP,0
78,donde Manu ?,pro:rel n:prop ?,ESP ESP,0
79,no se llama pues enfrente donde Manu .,adv pro:refl v co adv pro:rel n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
80,se llama Moncho el maje .,pro:refl v n:prop det:art n .,ESP ESP ESP ESP ESP,0
81,y después de eso nos fuimos a la casa de Filberto .,coord adv prep pro:dem pro:obj v aprep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
82,el otro maje que andaba ahí con nosotros en Bahama_Breeze .,det:art pro:indef n pro:rel v adv prep pro:sub prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
83,y ahí estuvimos pues .,coord adv aux co .,ESP ESP ESP ESP,0
84,yo pues ahí me quedé a dormir y todo .,pro:sub co adv pro:obj v aprep inf coord pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
85,pues supuestamente íbamos a tapinear pero al final yo no tomé pues .,co adv:adj v aprep inf conj aprep adj pro:sub adv v co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
86,entonces pero igual ahí me quedé a dormir .,co conj co adv pro:obj v aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
87,después el sábado nos fuimos ahí a la casa de Manu .,adv det:art n pro:obj v adv aprep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
88,y ahí estuvimos pues toda toda la tarde y toda la noche pues jugando board games y jodiendo .,coord adv aux conj det:indef det:indef det:art adv coord det:indef det:art n conj ger L2 L2 coord ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP,1
89,me entiendes ?,pro:obj v ?,ESP ESP,0
90,pues .,co .,ESP,0
91,después el domingo no hice ni turca .,adv det:art n adv v coord n .,ESP ESP ESP ESP ESP ESP ESP,0
92,aquí pasé encerrado .,adv v part .,ESP ESP ESP,0
93,y nada más .,coord v adv .,ESP ESP ESP,0
94,ni sé qué día es hoy .,coord v pro:int n cop adv .,ESP ESP ESP ESP ESP ESP,0
95,.,None,,0
96,y vos qué hiciste ?,coord pro:obj pro:int v ?,ESP ESP ESP ESP,0
97,no vos conocéis a Landew pues el maje bajó de pues anda aquí de pues en un break .,adv pro:obj v aprep n:prop co det:art n v prep co co adv prep co prep det:art L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
98,y vino con la novia .,coord v prep det:art n .,ESP ESP ESP ESP ESP,0
99,mhm .,L2 .,ENG,0
100,y entonces salimos la novia él yo dos amigas y el primo de él .,coord adv v det:art n pro:sub pro:sub det:num n coord det:art n prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
101,viste pues fuimos al mall .,v conj v aprep L2 .,ESP ESP ESP ESP ENG,1
102,y después fuimos a un house_party en la casa de un amigo de él .,coord adv v aprep det:art L2 prep det:art n prep det:art n prep pro:sub .,ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
103,mhm .,L2 .,ENG,0
104,y whatever .,coord L2 .,ESP ENG,1
105,nada del otro mundo la verdad .,pro:indef prep det:indef n det:art co .,ESP ESP ESP ESP ESP ESP,0
106,no hice nada del otro mundo .,adv v pro:indef prep det:indef n .,ESP ESP ESP ESP ESP ESP,0
107,el domingo no hice nada .,det:art n adv v pro:indef .,ESP ESP ESP ESP ESP,0
108,ya y no no has hablado con la Lea ...,adv coord adv adv aux part prep det:art n:prop +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
109,hablé con la Lea el sábado que me llamó para putearnos porque no fui a la fiesta de Din .,v prep det:art n:prop det:art n pro:rel pro:obj v prep inf conj adv v aprep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
110,en serio ?,prep adj ?,ESP ESP,0
111,la verdad es que no tenía ganas de ir .,det:art n cop pro:rel adv v v prep inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
112,yo no he hablado con ella de la vez de Bahama_Brize .,pro:sub adv aux part prep pro:sub prep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
113,en serio ?,prep adj ?,ESP ESP,0
114,like literally para nada he hablado con ella /.,L2 L2 prep imp aux part prep pro:sub +/.,ENG ENG ESP ESP ESP ESP ESP ESP,1
115,ella está clavada con su Ruto .,pro:sub cop part prep det:pos n:prop .,ESP ESP ESP ESP ESP ESP,0
116,ni chat ni nada .,coord n coord v .,ESP ESP ESP ESP,0
117,?,None,,0
118,está con su Ruto .,cop prep det:pos n:prop .,ESP ESP ESP ESP,0
119,maje definitivamente o sea .,n adv:adj coord cop .,ESP ESP ESP ESP,0
120,y a mí pues que el Ruto no me no sé lo mastico pero no me lo trago .,coord aprep pro:prep co pro:rel det:art n:prop adv pro:obj adv v pro:obj v conj adv pro:obj pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
121,a mí no me cae muy bien .,aprep pro:prep adv pro:obj v adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
122,a mí tampoco entonces /.,aprep pro:prep adv adv +/.,ESP ESP ESP ESP,0
123,ni Fred .,coord n:prop .,ESP ESP,0
124,?,None,,0
125,ni Fred .,coord n:prop .,ESP ESP,0
126,no a mí Fred sí .,adv aprep pro:prep n:prop co .,ESP ESP ESP ESP ESP,0
127,pues yo a Fred tengo siglos de conocerlo .,co pro:sub aprep n:prop v n prep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
128,yo lo conozco desde high_school me entiendes .,pro:sub pro:obj v prep L2 pro:obj v .,ESP ESP ESP ESP ENG ESP ESP,1
129,y pues no es que sea mi bróder ni nada .,coord co adv cop pro:rel cop det:pos n coord v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
130,pero pues me cae regular pues me cae bien .,conj co pro:obj v adj co pro:obj v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
131,ves y pero este Ruto no sé no me da buena espina .,v coord conj imp n:prop adv v adv pro:obj v adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
132,y como que ...,coord adv pro:rel +...,ESP ESP ESP,0
133,no sé pues .,adv v co .,ESP ESP ESP,0
134,la pues .,det:art co .,ESP ESP,0
135,if it's good for her .,L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG,0
136,me entiendes le ...,pro:obj v pro:ind +...,ESP ESP ESP,0
137,si ella lo quiere y eso pues .,conj pro:sub pro:obj v coord pro:dem co .,ESP ESP ESP ESP ESP ESP ESP,0
138,cosa de ella me entiendes pero .,v prep pro:sub pro:obj v conj .,ESP ESP ESP ESP ESP ESP,0
139,pero ojalá que no la cague pues me entiendes .,conj co pro:rel adv pro:obj v co pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
140,ay no a huevo loco .,co adv aprep n adj .,ESP ESP ESP ESP ESP,0
141,porque vos sabéis que la Lea es bien sensible bien sentimental .,conj pro:obj v pro:rel det:art n:prop cop adv adj adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
142,y pues si si el maje la corta la Lea se va ahuevar .,coord co conj conj det:art n pro:obj v det:art n:prop pro:refl v inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
143,pues sí no pero es que el maje ha insistido tanto con ella pues .,co co adv conj cop pro:rel det:art n aux part det:indef prep pro:sub co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
144,like no sé pues como que se está alejando de mí la maje por salir con el maje me entiendes .,L2 adv v co adv pro:rel pro:refl aux ger prep pro:prep det:art n prep inf prep det:art n pro:obj v .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
145,sí .,co .,ESP,0
146,entonces es como que ...,adv cop adv pro:rel +...,ESP ESP ESP ESP,0
147,bueno idiay cosa de ella me entiendes .,co co v prep pro:sub pro:obj v .,ESP ESP ESP ESP ESP ESP ESP,0
148,she knows de que I'm gonna be here whenever she needs me pues pero ...,L2 L2 prep pro:rel n:prop:L2 L2 L2 L2 L2 L2 L2 L2 co conj +...,ENG ENG ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
149,a huevo .,aprep n .,ESP ESP,0
150,pero no sé o sea .,conj adv v coord cop .,ESP ESP ESP ESP ESP,0
151,no después de Bahama_Breeze hablé con ella creo que el siguiente día que salimos Filberto Manu y yo .,adv adv prep n:prop v prep pro:sub v pro:rel det:art adj n pro:rel v n:prop n:prop coord pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
152,ah huevo .,co n .,ESP ESP,0
153,y entonces pues supuestamente el plan del día de Bahama_Breeze era que íbamos a salir todos juntos me entiendes ?,coord adv co adv:adj det:art n prep n prep n:prop cop pro:rel v aprep inf det:indef adj pro:obj v ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
154,mhm .,L2 .,ENG,0
155,o sea ella estaba ahí .,coord cop pro:sub cop adv .,ESP ESP ESP ESP ESP,0
156,pues dijo que sí que iba a ir con nosotros que no sé cuánto .,co v pro:rel co pro:rel v aprep inf prep pro:sub pro:rel adv v det:int .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
157,y la maje como que hagamos algo bacanal algo desturque que no sé cuánto .,coord det:art n adv pro:rel v pro:dem n pro:dem adj pro:rel adv v det:int .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
158,y entonces todo de a verga pues .,coord adv det:indef prep aprep n co .,ESP ESP ESP ESP ESP ESP ESP,0
159,ah huevo .,co n .,ESP ESP,0
160,de eso habíamos planeado .,prep pro:dem aux part .,ESP ESP ESP ESP,0
161,pero después la maje como que no sé me estoy desanimando hagamos algo chill .,conj adv det:art n adv pro:rel adv v pro:obj aux ger v pro:dem L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
162,y yo okay pues .,coord pro:sub co co .,ESP ESP ESP ESP,0
163,entonces ya después al rato .,adv adv adv aprep n .,ESP ESP ESP ESP ESP,0
164,no sé vamos al cine .,adv v co aprep n .,ESP ESP ESP ESP ESP,0
165,"me dice la maje "".","pro:obj v det:art n +"".",ESP ESP ESP ESP,0
166,y yo .,coord pro:sub .,ESP ESP,0
167,vamos pues .,co co .,ESP ESP,0
168,"le digo "".","pro:ind v +"".",ESP ESP,0
169,a ver qué ?,aprep inf pro:int ?,ESP ESP ESP,0
170,ya sabéis .,adv v .,ESP ESP,0
171,"me dice Step_Up_Two "".","pro:obj v n:prop +"".",ESP ESP ESP,0
172,y esa película pues para nada que me llama la atención .,coord det:dem n co prep v pro:rel pro:obj v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
173,.,None,,0
174,"entonces bueno le digo ""/.","co co pro:ind v +""/.",ESP ESP ESP ESP,0
175,al final creo que terminaría yendo a ver Step_up_two .,aprep adj v pro:rel v ger aprep inf n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
176,"le digo "".","pro:ind v +"".",ESP ESP,0
177,pero seguramente pues va a ir Ruto .,conj adv:adj co v aprep inf n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
178,y pues you know what I think .,coord co L2 L2 L2 n:prop:L2 L2 .,ESP ESP ENG ENG ENG ESP ENG,1
179,"le digo entonces "".","pro:ind v adv +"".",ESP ESP ESP,0
180,va a ir quién ?,v aprep inf pro:int ?,ESP ESP ESP ESP,0
181,va Ruto va a ir ?,v n:prop v aprep inf ?,ESP ESP ESP ESP ESP,0
182,ah ?,co ?,ESP,0
183,supuestamente dijiste que iba a ir Ruto .,adv:adj v pro:rel v aprep inf n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
184,"sí yo le dije ""/.","co pro:sub pro:ind v +""/.",ESP ESP ESP ESP,0
185,entonces la película pues vale verga al final pues la voy a terminar la voy a terminar de ver por vos .,adv det:art n co co n aprep adj co pro:obj v aprep inf pro:obj v aprep inf prep inf prep pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
186,"le digo "".","pro:ind v +"".",ESP ESP,0
187,pero sé que va a ir Ruto .,conj v pro:rel v aprep inf n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
188,"le digo "".","pro:ind v +"".",ESP ESP,0
189,entonces prefiero mejor ...,adv v adj +...,ESP ESP ESP,0
190,like para sentirme incómodo para qué me entiendes .,L2 prep inf adj prep pro:int pro:obj v .,ENG ESP ESP ESP ESP ESP ESP ESP,1
191,"entonces le digo ""/.","adv pro:ind v +""/.",ESP ESP ESP,0
192,pues disfrutala pues pasala bien .,co imp co imp adv .,ESP ESP ESP ESP ESP,0
193,y la maje como que ah okay que no sé qué .,coord det:art n adv pro:rel co co pro:rel adv v pro:int .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
194,y nunca más ni me volvió a escribir .,coord adv adv coord pro:obj v aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP,0
195,ni ni a llamar ni ni verga .,coord coord aprep inf coord coord n .,ESP ESP ESP ESP ESP ESP ESP,0
196,entonces como que .,adv adv pro:rel .,ESP ESP ESP,0
197,.,None,,0
198,y cómo van las y cuánto es ya te vas a graduar verdad .,coord pro:int v det:art coord det:int cop adv pro:obj v aprep inf co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
199,seis semanas me quedan .,det:num n pro:obj v .,ESP ESP ESP ESP,0
200,la puta ya casi estás en Nicaragua pues .,det:art adj adv adv cop prep n:prop co .,ESP ESP ESP ESP ESP ESP ESP ESP,0
201,no sé fíjate .,adv v imp .,ESP ESP ESP,0
202,?,None,,0
203,no sé fíjate ya ...,adv v imp adv +...,ESP ESP ESP ESP,0
204,es que mira yo te digo sinceramente o sea con la carrera que estás llevando en Nicaragua no /.,cop pro:rel co pro:sub pro:obj v adv:adj coord cop prep det:art n pro:rel aux ger prep n:prop adv +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
205,no yo sé .,adv pro:sub v .,ESP ESP ESP,0
206,o sea es que el no sé like están pasando un montón de cosas en mi vida ahorita .,coord cop cop pro:rel det:art adv v L2 aux ger det:art n prep v prep det:pos co:voc adv .,ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
207,es que como que me están cambiando mi vida y mi rumbo me entiendes entonces ...,cop pro:rel adv pro:rel pro:obj aux ger det:pos co:voc coord det:pos n pro:obj v adv +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
208,yo soy de la opinión pues de que la verdad que con te iría mejor aquí .,pro:sub cop prep det:art n co prep pro:rel pro:obj co pro:rel prep pro:obj v adj adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
209,no pues sí o sea like creo que al final terminaré quedándome aunque no quiera pues pero idiay .,adv co co coord cop L2 v pro:rel aprep adj v ger conj adv v co conj co .,ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
210,pero te vas a ir todo el summer para allá .,conj pro:obj v aprep inf det:indef det:art L2 prep adv .,ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP,1
211,no no no no creo .,adv adv adv adv v .,ESP ESP ESP ESP ESP,0
212,no tengo reales para eso .,adv v re#v prep pro:dem .,ESP ESP ESP ESP ESP,0
213,hasta cuándo piensas ir ?,prep pro:int v inf ?,ESP ESP ESP ESP,0
214,será hasta Diciembre si Dios quiere .,cop prep n:prop conj n:prop v .,ESP ESP ESP ESP ESP ESP,0
215,ahorita que te gradúes vas a empezar a buscar trabajo .,adv pro:rel pro:obj v v aprep inf aprep inf v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
216,sí sí o sea estoy bien en mi trabajo en Univisión .,co co coord cop cop adv prep det:pos v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
217,con eso lo estoy de a verga .,prep pro:dem pro:obj aux v aprep n .,ESP ESP ESP ESP ESP ESP ESP,0
218,eso no lo suelto por nada del mundo .,pro:dem adv pro:obj v prep imp prep n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
219,no yo sé pero te digo o sea ya en tu carrera me entiendes ?,adv pro:sub v conj pro:obj v coord cop adv prep det:pos n pro:obj v ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
220,tal vez no sé .,adj n adv v .,ESP ESP ESP ESP,0
221,o sea igual en Univisión lo que estoy haciendo es programas de cocina y eso idiay .,coord cop co prep n:prop pro:obj prep aux ger cop n prep n coord pro:dem co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
222,I would rather dejar mi carrera a un lado por quedarme en Univisión me entiendes like ...,n:prop:L2 L2 L2 inf det:pos n aprep det:art n prep inf prep n:prop pro:obj v L2 +...,ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
223,sí bueno tal vez puedes hacer se pueda hacer con Univisión me entiendes .,co co adj n v inf imp imp inf prep n:prop pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
224,mhm pues a huevo .,L2 co aprep n .,ENG ESP ESP ESP,1
225,ahí vi que ah conociste a los de Rebelde .,adv v pro:rel co v aprep det:art prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
226,ahí vi en la foto .,adv v prep det:art n .,ESP ESP ESP ESP ESP,0
