,sentence,pos,language,switch
163,okay chao .,co co .,ESP ESP,0
164,"y yo y que ""/.","coord pro:sub coord pro:rel +""/.",ESP ESP ESP ESP,0
165,vale but it's okay sabes they know you love them .,co L2 L2 co v L2 L2 L2 L2 L2 .,ESP ENG ENG ESP ESP ENG ENG ENG ENG ENG,1
166,it's okay if you can't say it .,L2 co L2 L2 L2 L2 L2 .,ENG ESP ENG ENG ENG ENG ENG,1
167,it's okay sabes ?,L2 co v ?,ENG ESP ESP,1
168,como que di no .,adv pro:rel v adv .,ESP ESP ESP ESP,0
169,pero vale estuvo así María mal .,conj co cop adv n:prop adv .,ESP ESP ESP ESP ESP ESP,0
170,mal este /.,adv imp +/.,ESP ESP,0
171,ahora ya no se quiere mudar o si ?,adv adv adv pro:refl v inf coord conj ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
172,si .,conj .,ESP,0
173,si cuando vinimos obviamente en el aeropuerto llorando .,conj pro:rel v adv:adj prep det:art n ger .,ESP ESP ESP ESP ESP ESP ESP ESP,0
174,llegamos .,v .,ESP,0
175,en el avión estábamos bien .,prep det:art n cop adv .,ESP ESP ESP ESP ESP,0
176,sabes ella estaba contenta .,v pro:sub aux v .,ESP ESP ESP ESP,0
177,pero la amiga no le paró mucha bola .,conj det:art n adv pro:ind v det:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
178,o sea .,coord cop .,ESP ESP,0
179,o sea cualquiera .,coord cop pro:indef .,ESP ESP ESP,0
180,worst .,adj .,ESP,0
181,.,None,,0
182,worst porque o sea fue que María dejo de ir a Nueva_York conmigo porque ella también she was interesting in the universities also .,L2 conj coord cop cop pro:rel n:prop v prep inf aprep n:prop adv conj pro:sub adv L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
183,y dejó de ir a Nueva_York por quedarse para estar con la amiga .,coord v prep inf aprep n:prop prep inf prep inf prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
184,y yo llegaba a las diez de la noche de Nueva_York .,coord pro:sub v aprep det:art det:num prep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
185,y María estaba viendo televisión abajo sola .,coord n:prop aux ger n adv adj .,ESP ESP ESP ESP ESP ESP ESP,0
186,"y yo y que ""/.","coord pro:sub coord pro:rel +""/.",ESP ESP ESP ESP,0
187,María what's wrong ?,n:prop L2 L2 ?,ESP ENG ENG,1
188,claro que Ana está con el novio arriba en el cuarto or downstairs or whatever sabes ?,co pro:rel n:prop imp prep det:art n adv prep det:art n L2 L2 L2 L2 co ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ESP,1
189,como que she's with him .,adv pro:rel L2 L2 L2 .,ESP ESP ENG ENG ENG,1
190,"and y yo y que ""/.","L2 coord pro:sub coord pro:rel +""/.",ENG ESP ESP ESP ESP,1
191,qué boba and she's not with you .,pro:int n L2 L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ENG ENG,1
192,"me dice ""/.","pro:obj v +""/.",ESP ESP,0
193,no she's with him I don't know .,adv L2 L2 L2 n:prop:L2 L2 L2 .,ESP ENG ENG ENG ESP ENG ENG,1
194,"yo y que ""/.","pro:sub coord pro:rel +""/.",ESP ESP ESP,0
195,bueno you came all the way to Miami to see him I mean to see her .,co L2 L2 L2 L2 L2 L2 n:prop L2 L2 L2 n:prop:L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ESP ENG ENG ENG ENG,1
196,sabes o sea entonces cuando estaba borracha que me empezó a decir todo eso de repente llegaron Ana sabes llegaron todos los amigos al parque .,v coord cop co conj cop n pro:rel pro:obj v aprep inf det:indef pro:dem prep n v n:prop co v det:indef det:art n aprep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
197,que .,pro:rel .,ESP,0
198,"y María se apartó con Ana y le empezó a decir ""/.","coord n:prop pro:refl v prep n:prop coord pro:ind v aprep inf +""/.",ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
199,como que no that you love him more than you love me .,adv pro:rel adv L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
200,sabes ?,co ?,ESP,0
201,no pero entonces yo llego .,adv conj adv pro:sub v .,ESP ESP ESP ESP ESP,0
202,ustedes nunca me dijeron así .,pro:sub adv pro:obj v adv .,ESP ESP ESP ESP ESP,0
203,.,None,,0
204,es demasiado peo .,cop adj n .,ESP ESP ESP,0
205,.,None,,0
206,"pero no es que ""/.","conj adv cop pro:rel +""/.",ESP ESP ESP ESP,0
207,you love him more than you love me .,pro v pro:obj pro:indef prep pro v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
208,hm .,co .,ESP,0
209,pero pero es que María es muy sensible y se guarda todo .,conj conj cop pro:rel n:prop cop adv adj coord pro:refl v det:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
210,.,None,,0
211,so she doesn't talk to anyone .,conj pro:sub mod v prep pro:indef .,ESP ESP ESP ESP ESP ESP,0
212,entonces ...,adv +...,ESP,0
213,I didn't know that she was that bad .,pro:sub mod v rel pro:sub cop pro:dem adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
214,hasta que se emborrachó .,prep pro:rel pro:refl v .,ESP ESP ESP ESP,0
215,y ahí fue que caí en cuenta y yo dije bueno o sea .,coord adv cop pro:rel v prep co coord pro:sub v co coord cop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
216,que es su primera pea ?,pro:rel cop det:pos adj:num n ?,ESP ESP ESP ESP ESP,0
217,ah .,co .,ESP,0
218,su primera borrachada ?,det:pos adj:num n ?,ESP ESP ESP,0
219,no .,adv .,ESP,0
220,no pero fue la primera que yo estuve presente .,adv conj cop det:art adj:num pro:rel pro:sub aux v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
221,sabes la primera que se desahogó conmigo .,v det:art adj:num pro:rel pro:refl v adv .,ESP ESP ESP ESP ESP ESP ESP,0
222,perro .,n .,ESP,0
223,y María está mal .,coord n:prop aux adv .,ESP ESP ESP ESP,0
224,"que yo le dije ""/.","pro:rel pro:sub pro:ind v +""/.",ESP ESP ESP ESP,0
225,pobrecita .,co:voc .,ESP,0
226,María deberías ir a un psicólogo .,n:prop v inf aprep det:art n .,ESP ESP ESP ESP ESP ESP,0
227,"ya cuando estaba allá le digo ""/.","adv conj cop adv pro:ind v +""/.",ESP ESP ESP ESP ESP ESP,0
228,María deberías ir a un psicólogo .,n:prop v inf aprep det:art n .,ESP ESP ESP ESP ESP ESP,0
229,"y me dice ""/.","coord pro:obj v +""/.",ESP ESP ESP,0
230,por qué ?,prep pro:int ?,ESP ESP,0
231,"y yo ""/.","coord pro:sub +""/.",ESP ESP,0
232,María porque sabes estás mal .,n:prop conj v cop adv .,ESP ESP ESP ESP ESP,0
233,"y me dice ""/.","coord pro:obj v +""/.",ESP ESP ESP,0
234,no psicólogos es nada más para locos .,adv n cop v adv prep adj .,ESP ESP ESP ESP ESP ESP ESP,0
235,"y yo y que ""/.","coord pro:sub coord pro:rel +""/.",ESP ESP ESP ESP,0
236,María vamos juntas .,n:prop co v .,ESP ESP ESP,0
237,thank you very much .,v pro adv qn .,ESP ESP ESP ESP,0
238,"y me dice ""/.","coord pro:obj v +""/.",ESP ESP ESP,0
239,y de paso que yo no puedo ir a una persona ahí que no conozco .,coord prep co pro:rel pro:sub adv v inf aprep pro:dem n adv pro:rel adv v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
240,y desahogarme con ella .,coord inf prep pro:sub .,ESP ESP ESP ESP,0
241,y yo y que .,coord pro:sub coord pro:rel .,ESP ESP ESP ESP,0
242,just have a couple of beers .,adv v det n prep n .,ESP ESP ESP ESP ESP ESP,0
243,and you'll be fine .,conj pro cop adj .,ESP ESP ESP ESP,0
244,.,None,,0
245,porque como conmigo se desahogó tan bien .,conj adv adv pro:refl v adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
246,ya humana .,adv adj .,ESP ESP,0
247,.,None,,0
248,no yo sé .,adv pro:sub v .,ESP ESP ESP,0
249,totally different .,adv adj .,ESP ESP,0
250,pero /.,conj +/.,ESP,0
251,mira hay no te conté .,co v adv pro:obj v .,ESP ESP ESP ESP ESP,0
252,a little bit out of the blue .,det adj n adv prep det n .,ESP ESP ESP ESP ESP ESP ESP,0
253,pero a Cecilia le dieron visa .,conj aprep n:prop pro:ind v L2 .,ESP ESP ESP ESP ESP ENG,1
254,mentira she's coming ?,n L2 L2 ?,ESP ENG ENG,1
255,sí she's coming in August .,co L2 L2 L2 n:prop:L2 .,ESP ENG ENG ENG ESP,1
256,.,None,,0
257,y entonces marica más bella ella y que .,coord adv n adv adj pro:sub coord pro:rel .,ESP ESP ESP ESP ESP ESP ESP ESP,0
258,"le dijo a mi mamá ""/.","pro:ind v aprep det:pos n +""/.",ESP ESP ESP ESP ESP,0
259,and I can finally go to Laurie's graduation .,conj pro:sub mod adv v prep n:prop n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
260,mentira .,n .,ESP,0
261,"ella y que ""/.","pro:sub coord pro:rel +""/.",ESP ESP ESP,0
262,eso me estaba matando o sea .,pro:dem pro:obj aux ger coord cop .,ESP ESP ESP ESP ESP ESP,0
263,le dijo a mi mamá a Carlota .,pro:ind v aprep det:pos n aprep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
264,casi me muero si yo no puedo ir a la graduación de Laurie .,adv pro:obj v conj pro:sub adv v inf aprep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
265,porque sabes que ella ha estado ahí para mí en todas .,conj v pro:rel pro:sub aux part adv prep pro:prep prep det:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
266,ay que bella .,co pro:rel adj .,ESP ESP ESP,0
267,en mi graduación de high school en mi graduación de todo chama .,prep det:pos n prep L2 L2 prep det:pos n prep det:indef n .,ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP,1
268,voy a llorar .,v aprep inf .,ESP ESP ESP,0
269,es demasiado linda .,cop adj adj .,ESP ESP ESP,0
270,.,None,,0
271,qué bella .,pro:int adj .,ESP ESP,0
272,no chama o sea /.,adv n coord cop +/.,ESP ESP ESP ESP,0
273,y en agosto cuándo ?,coord prep n pro:int ?,ESP ESP ESP ESP,0
274,ay yo no voy a estar .,co pro:sub adv v aprep inf .,ESP ESP ESP ESP ESP ESP,0
275,no pero me la llevo para Nueva_York .,adv conj pro:obj pro:obj v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
276,okay .,co .,ESP,0
277,pero nada más viene por una semana .,conj v adv v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP,0
278,pero o sea chama es algo tan tan bella sabes ?,conj coord cop n cop pro:dem adv adv adj co ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
279,si .,conj .,ESP,0
280,pero la mamá no la apoya para nada .,conj pro:obj n adv pro:obj v prep v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
281,por qué ?,prep pro:int ?,ESP ESP,0
282,o sea la mamá no fue con ella para la entrevista de la embajada .,coord cop det:art n adv v prep pro:sub prep det:art v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
283,por qué ?,prep pro:int ?,ESP ESP,0
284,porque la mamá es así .,conj det:art n cop adv .,ESP ESP ESP ESP ESP,0
