,sentence
255,mhm .
256,oh my god I was like loving life .
257,sí .
258,!
259,they were super nice .
260,man I had never been to that l outlet pero qué nice .
261,.
262,really ?
263,Coach they had the Coach .
264,.
265,did you go to the Coach ?
266,oh my god I was dying .
267,did you buy anything ?
268,no but I was dying .
269,pero es que tú sabes no era tan barato como you know ?
270,.
271,no it's not that cheap because they're still like two hundred a hundred and eighty .
272,.
273,exactly .
274,they're still up there .
275,but you know that I saw your little coin purse the little one you showed me .
276,.
277,it was nineteen dollars .
278,.
279,.
280,they were so cute yeah .
281,which one ?
282,.
283,a little coin purse .
284,.
285,.
286,ah porque estaba ahí guardado .
287,.
288,ay qué cómica .
289,.
290,mira they're super cute .
291,oh !
292,yo la vi en negra .
293,en este color no lo tenía .
294,.
295,yeah yeah .
296,.
297,where did you buy that one ?
298,.
299,but you bought that in an outlet too right ?
300,you know you know that they have an outlet in Sawgrass ?
301,.
302,which outlet ?
303,here ?
304,.
305,oh in Orlando .
306,but they have //.
307,.
308,they have a Sawgrass outlet .
309,claro .
310,yeah I've got enough I've got enough .
311,did you know that ?
312,they have a what ?
313,an outlet ?
314,an outlet in Sawgrass .
315,of the Coach outlet ?
316,really ?
317,.
318,yo hace años que no voy a Sawgrass because it's so far for me now .
319,I've never been there .
320,I've been there once or twice .
321,.
322,I used to work around there .
323,so yo iba for lunch .
324,it was like something common .
325,mhm .
326,y después que me mudé forget it that's it .
327,it's been more than a year .
328,.
329,I know I know .
330,.
331,.
332,.
333,.
334,I have a gazillion Coach purses .
335,I need to like alternate them .
336,.
337,because I have a lot of them .
338,but cuando la cojo con una that's the one that I wear for like .
339,yo también yo también .
340,.
341,pero you know what it is for me ?
342,at least I find que in my closet they're not organized so that I can actually change them .
343,you know I have to take down the box change my purse entonces ya no me da ganas de cambiarla .
344,I bought un little estante de esos de like Tupperware that has two drawers .
345,ajá .
346,and then I shoved them there .
347,but still and I look at the damn thing everyday .
348,.
349,.
350,and I'm like ...
351,yes yesterday I was looking for something .
352,"and I said ""/."
353,oh look I'm going to bring this one tomorrow .
354,and look I brought the same one .
355,no yo soy igual .
356,yo cuando la cojo con uno forget it .
357,yeah .
358,.
359,oh I never take off my earrings .
360,.
361,mhm .
362,right .
363,.
364,.
365,right .
366,.
367,.
368,.
369,yeah .
370,yeah I never take mine off ever ever ever .
371,.
372,no me neither .
373,never .
374,oh yeah speaking of did you go pick up your bracelet at the place ?
375,no they didn't call me yet .
376,I wasn't sure .
377,oh .
378,I have to call today .
379,he called you ?
380,no but I remembered .
381,and I was like I wonder if she went ?
382,no porque como ...
383,no yo tengo el tiquecito .
384,we're gonna go maybe this afternoon .
385,you said it was by one fifty second right ?
386,I have the address and everything like that .
387,yeah yeah yeah yeah yeah .
388,sí no yo lo pensé el otro día .
389,and I was going to ask you .
390,and then I forgot .
391,mm .
392,so I thought maybe he was gonna call here you know ?
393,pero since I wasn't here .
394,yeah .
395,so ...
396,alright so anything under Catalina Loango ...
397,alright so then we need to figure out who's new from there on .
398,and then just put it in here so we have a record .
399,mhm .
400,and then whatever's Ana I did her initials so that we know .
401,ah okay okay .
402,okay okay .
403,you know it's that or whatever .
404,so esto no más que es nuevo ?
405,esto es only new .
406,only new ?
407,I don't put homeowner renewals in here .
408,okay .
409,I don't .
410,If it's an auto renewal and we do it then yes .
411,mhm .
412,okay .
413,but other than that it's just new new stuff or commercial and whatever .
414,sí nada más okay .
415,okay .
416,so esto yo lo ...
417,okay so yes .
418,so I'll figure that out then .
419,so we gotta keep this out yeah .
420,ajá .
421,y lo pongo esto aquí para hacer eso .
422,then what else ?
423,so entonces these things are new .
424,and I just have to make sure to make copies of the things .
425,and then I'll put the contracts to the side the finance contracts .
426,and then we'll do that new .
427,yes .
428,okay y eso ya creo que estaba aquí yes ?
429,yes .
430,esto .
431,no .
432,I don't know .
433,there was something here .
434,I have to go pee .
435,este yo lo vi por aquí también .
436,déjame ver cuál es el ...
437,.
438,un empleado nuevo .
439,.
440,look that's Leah's husband .
441,.
442,.
443,how are you ?
444,está ahí coloreando .
445,.
446,.
447,.
448,él encanta pintar .
449,he paints really really nice .
450,.
451,yeah .
452,he's really really nice .
453,entonces dejáme ver what else I need to do .
454,.
455,.
456,.
457,.
458,.
459,.
460,.
461,.
462,.
463,he estado once minutos hablando .
464,.
465,yo .
466,.
467,yeah .
468,eleven minutes .
469,.
470,but yeah this is hers ?
471,.
472,yeah .
473,.
474,so what did you guys do on the weekend ?
475,uhuh .
476,.
477,wow .
478,.
479,oh I love it .
480,.
481,wow .
482,what two sides ?
483,.
484,.
485,yeah .
486,.
487,.
488,.
489,you know él tiene la cosa esa negra ahí .
490,.
491,they were pretending to be football players .
492,.
493,.
494,.
495,.
496,they would pretend to be football players .
497,but of course they did it with permanent marker .
498,.
499,.
500,.
501,.
502,that's crazy .
503,yo traté I was like rubbing it pero no .
504,.
505,.
506,.
507,so no no va él .
508,.
509,baseball players and football players and ...
510,.
511,and there was three of them porque era él el hermano y Selina's son .
512,.
513,.
514,I know that one is super cute .
515,.
516,.
517,.
518,yeah .
519,.
520,.
521,yes .
522,.
523,so these are all the new ones .
524,ajá exacto .
525,sí yo lo voy a hacer las copias .
526,I'm going to check before I send anything out I'm /.
527,.
528,exactly exactly .
529,dale por eso te pregunto /.
530,.
531,okay .
532,.
533,and no that's why I had asked you if Sabrina called because I had left her a message for the pictures .
534,I need the pictures for that Ricardo Hernández guy .
535,.
536,we got the payment on the credit card .
537,pero /.
538,.
539,yes yeah it's mailed out .
540,and then Citizens sent me that fax thing that they sent .
541,so they needed the pictures .
542,and they needed her phone number .
543,.
544,so I put the phone number on the mismo papel .
545,pero le tengo que mandar la foto .
546,.
547,and that's the message that I left her .
548,.
549,exactly porque eso es lo del mensaje so she's aware of it .
550,yeah so ...
551,.
552,did you guys make up already ?
553,so that's that .
554,did you guys make up ?
555,entonces esto I have to figure out what this is .
556,where it's coming from .
557,.
558,a sharpener ?
559,no idea papi .
560,let me see .
561,no creo papi .
562,.
563,.
564,I don't think I have a sharpener here .
565,ya almorzaron ?
566,bueno pero van a venir a una hora decente ?
567,let me check but I don't think I do .
568,.
569,you have to go ?
570,.
571,you have to go ?
572,.
573,ah okay .
574,yeah .
575,alright .
576,well .
577,.
578,twelve fifty .
579,.
580,.
581,las cuatro .
582,.
583,no tenemos black ?
584,.
585,ah no sé .
586,.
587,no .
588,.
589,no this is a black one .
590,pero you have to be careful .
591,no lo apretes mucho abajo .
592,.
593,ajá .
594,.
595,oh okay .
596,.
597,.
598,yeah .
599,.
600,oh okay .
601,okay mamá .
602,okay okay .
603,you did it ?
604,cool .
605,.
606,yeah .
607,no no tampoco así pero bueno .
608,okay okay that's fine .
609,okay bye bye .
610,alright so what are we doing now ?
611,.
612,okay .
613,bueno ya .
614,so what else ?
615,no ya .
616,so ya .
617,I already figured it out .
618,I'm just gonna go through this .
619,make sure we have everything .
620,make the copies .
621,separate the finance agreements .
622,okay .
623,and then you know put them back there .
624,y este I'll have to see what the heck .
625,okay .
626,and then I asked her //.
627,mhm .
628,porque abajo de ahí yo me había encontrado todo //.
629,mhm .
630,there's a little more stuff down there .
631,yo esto también estaba aquí .
632,yes .
633,esto .
634,all this yeah .
635,this was all here .
636,so it's that new stuff ?
637,is it old stuff ?
638,what is it ?
639,this is pretty new things that I have opened up .
640,okay .
641,yeah pero bueno esos son premiums too .
642,mira el Francisco ese que that's the file that's there .
643,okay .
644,but I have to figure out what it is .
645,because I wasn't sure .
646,yeah .
647,and then this thing this nightmare that just doesn't go away .
648,mhm .
649,oh sí el de Luz .
650,yeah here's the thing .
651,mhm .
652,oh wait this is mine .
653,this says x .
654,right .
655,okay it's not giving me a base flood zone .
656,but it wants it .
657,mm .
658,so I don't know what numbers esta otra mujer puso allá adentro .
659,so then .
660,sí porque entonces how do we know it's gonna be the same amount right ?
661,exactly .
662,and then also the lender's requesting flood insurance even though property is in x zone .
663,mhm .
664,pero why if it's in I don't understand if it's in you know ...
665,mhm .
666,right .
667,why ?
668,and then /.
669,like he's doing it like a precaution .
670,pero how do we know that ?
671,exactly .
672,and then what's the value ?
673,what's the charge on it right ?
674,we need the appraisal no ?
675,what's the amount ?
676,yeah .
677,we don't know .
678,we don't .
679,I mean /.
680,sí porque supuestamente nosotros teníamos un code o algo que fue lo que nosotros le mandamos .
681,o esto .
682,exactly .
683,pero adónde está ?
684,because that was from //.
685,I don't know if that's still in the computer .
686,I doubt very much .
687,sí yo lo dudo .
688,y era nada más que twenty eight thousand building ?
689,yeah .
690,if you do a quote without those numbers and only that building would it come up too at one eighty eight or ?
691,the only thing that I'm thinking is that she did that preferred que the preferred is in an x zone .
692,mhm .
693,entonces no te piden elevación .
694,oh .
695,that's the only thing .
696,pero que ...
697,and we can do that or ?
698,yeah .
699,we can do that ourselves so we don't need that .
700,when you go in on basic standard it says standard quotes .
701,I think this one it says preferred something or the other .
702,en el mismo U_S_Security no ?
703,yeah .
704,yeah yeah .
705,it's down here .
706,yeah because I checked this already to Us_security so .
707,ah verdad verdad verdad .
708,you're exactly right .
709,three three three .
710,.
711,now ?
712,okay now go to where it says quote .
713,no okay .
714,the PRP application the second one there .
715,PRP oh .
716,preferred no ?
717,mhm .
718,preferred something preferred risk .
719,no sé qué más .
720,entonces ahí does does answer all of the questions ?
721,yeah just put right do that .
722,okay .
723,and then just figure out how to .
724,yeah .
725,insurance hello .
726,yes she's right here .
727,hold on one second .
728,it's your mom .
729,ya si quieres vete si ya yo lo hago sola .
730,no no no I don't mind .
731,ya después yo lo hago sola o sea ya no ya no más una .
732,ajá ?
733,faltan dos minuticos .
734,two minutes I'll do it myself .
735,alright so property address is what ?
736,oh you want Ana to go deposit at Ocean Bank first ?
737,it's just a little bit down the street .
738,it's by Bank United .
739,on west eleventh street .
740,okay ?
741,property city Miami .
742,okay okay let me get it ready for you .
743,okay thanks bye .
744,property state shoot .
745,.
746,alright let's see .
747,.
748,let's try it again .
749,address .
750,.
751,northwest eleventh street .
752,Miami Florida .
753,is building located in ?
754,no .
755,do any of the following conditions arise to the ?
756,.
757,no .
758,.
759,.
760,last name Villegas .
761,Villegas .
762,first name is what ?
763,.
764,.
765,number .
766,el teléfono dónde está ?
767,aló .
768,el teléfono .
769,.
770,I don't have his number .
771,uhuh .
772,.
773,yeah you know what somebody else .
774,no yeah .
775,.
776,of property .
777,mhm loan number .
778,first first bank account number .
779,.
780,first bank account number .
781,insurance .
782,buenas tardes .
783,sí .
784,okay .
785,no espérese .
786,y cuál es el apellido ?
787,Medina ?
788,y la carta dice dígame otra vez ?
789,.
790,usted tenía una cancelación pendiente o algo porque eso quiere decir que ya se está bien como que ya se reinstaló no va a cancelar .
791,sí exacto .
792,sí rescission como que esto sabe que si estaba en cancelación que ya lo arreglaron lo que ...
793,okay la dirección is for two thousand and four Northwest Franklin Street .
794,okay .
795,pero dice notice of rescission no ?
796,that deme un segundito .
797,déjeme mirar aquí un momentico okay ?
798,déjame buscarlo espérese .
799,okay .
800,en total que van a sacar son ciento dieciséis cincuenta .
801,three zero nine five four seven .
802,yeah .
803,I can't find it .
804,.
805,.
806,.
807,cuál es el número de la póliza en el papel ?
808,cero seis tres nueve .
809,ajá .
810,okay .
811,y el account number ?
812,okay .
813,dame un segundito .
814,okay .
815,muy bien .
816,ajá .
817,.
818,Ana ?
819,.
820,what does this mean ?
821,notice of rescission .
822,.
823,Antonio García .
824,dice que no recibieron el down payment .
825,.
826,cool .
827,did you get what you were looking for ?
828,porque él me está llamando porque recibió esa carta .
829,pero what is /.
830,.
831,yeah .
832,what does that mean ?
833,.
834,okay .
835,okay I'll get his number .
836,.
837,okay .
838,señor Medina ?
839,deme su número .
840,déjeme llamar a la compañía a ver de qué se trata exactamente .
841,y yo lo llamo .
842,oh .
843,claro claro sí yo lo veo aquí .
844,no sé por qué le habrá mandado eso .
845,.
846,deme un número dónde yo le puedo regresar la llamada .
847,y déjame llamar a la compañía directamente .
848,okay .
849,tres dos uno mhm .
850,okay señor Medina .
851,mhm ?
852,que tienes que hacer el pago .
853,no lo has recibido .
854,okay .
855,no .
856,sí .
857,déjame averiguar .
858,y si es usted tiene acceso al fax ?
859,okay cualquier cosa usted me da el número .
860,y yo le mando los cupones directamente .
861,okay ?
862,deme un ratico .
863,y yo le averiguo de qué está pasando .
864,yo lo llamo en seguidita .
865,.
866,claro claro que no .
867,.
868,no no se preocupe .
869,bueno y gracias .
870,hasta luego .
871,.
872,no llega qué ?
873,.
874,oh really ?
875,.
876,.
877,did you send //.
878,did you finally do the invoice ?
879,.
880,oh .
881,.
882,yeah .
883,.
884,awesome .
885,.
886,alright so I did that already now I'm doing this .
887,flood zone .
888,ex occupancy single family .
889,.
890,number of floors single floor .
891,.
892,.
893,oh thank you papi .
894,let me see .
895,wow !
896,Spiderman !
897,ooh Halo that's the Halo one ?
898,.
899,oh that's right .
900,.
901,cool .
902,and the flowers .
903,oh and the turtle !
904,.
905,.
906,.
907,wow .
908,those are ants ?
909,.
910,wow .
911,right here mama .
912,wow .
913,.
914,super nice .
915,I'm gonna put it right there .
916,.
917,oh yeah ?
918,you should sign it here so everybody know who did it .
919,so you .
920,however you like to sign papi .
921,how do you like to sign ?
922,.
923,Timmy ?
924,just down the street down that way .
925,.
926,.
927,thank you .
928,sorry .
929,.
930,.
931,.
932,the building .
933,.
934,ah ?
935,.
936,today is three thirty one .
937,march thirty first three thirty one .
938,ay dios mío I don't know .
939,alright .
940,Timothy Ceballos super nice .
941,put it right here .
942,.
943,.
944,espérate aquí hay una .
945,let's see .
946,insurance .
947,okay ?
948,no it's fine .
949,who's calling ?
950,yeah I'd like to see it .
951,but you know what you really need to get to me because you're homeowner .
952,okay .
953,yeah we're open .
954,we're here until five o'clock .
955,you're welcome .
956,right .
957,alright so I have to throw this out .
958,okay .
959,alright let me get you another paper .
960,yes take this one for now .
961,the insurance ?
962,ahhah .
963,.
964,yeah .
965,madre .
966,insurance .
967,yeah .
968,yeah I'm insurance .
969,ah okay sí yeah .
970,sí porque yo no veía nada aquí pero it it said that we never got the deposit .
971,that's what it said on mine well like they never got the deposit or down payment .
972,"and he's like ""/."
973,cómo que //.
974,"o sea yo no le dije eso pero he's like ""/."
975,no pero cómo no va a tener seguro .
976,si yo di como setecientos y pico dólares ?
977,ah cómo no .
978,no se preocupe .
979,yo voy a averiguar whatever .
980,okay okay mom .
981,I'll put it here .
982,alright .
983,okay okay .
984,bueno bye .
