,sentence
155,con quién ?
156,con el maje de Ernesto ay yo creo que vos no lo conocisteis el el maje que era enamorado de Pedro .
157,entonces /.
158,no no sé quién es .
159,no no lo conociste .
160,entonces el maje me llamó like iba a ir con Manolo .
161,pero de repente pues el maje no pudo .
162,entonces yo me quedé con la ...
163,porque ya me había entotorotado hija de la gran puta dije yo .
164,quiero ir but like I don't wanna go by myself .
165,mhm .
166,y entonces el maje de la nada like el maje casi nunca me llama like de repente por allá chateamos de vez en cuando .
167,pero like de la nada el maje me hemos estado hablando pues últimamente .
168,y like me llama el sábado .
169,y el maje what are you doing today que no sé qué .
170,y yo pues nada idiay .
171,quieres ir a discoteca me dice vos dale pues hagámosle huevo pues .
172,entonces nos fuimos para discoteca .
173,estuvo medio aburridón loco .
174,es que además estaba cayendo un turcazo de agua porque pasó lloviendo todo el día y la noche .
175,y entonces llegué y estaba brisando verdad .
176,y entonces y yo había llegado todo elegante loco el pelo de a verga like y lloviendo loco se me hizo turca el pelo me mojé todo me vale verga .
177,entonces y ahí pasé .
178,.
179,de a verga vos nunca has ido a discoteca verdad ?
180,en mi vida .
181,deberíamos de ir .
182,like es bonito loco llegan sus culos bróder .
183,y lo más de a verga es de que like a nosotros nos gustaba ir por estar viendo los culos y eso .
184,pero like los sábados por ejemplo pues pero .
185,creo que la primera vez que yo fui creo que fue un viernes porque creo que los viernes es noche latina pues ese día habían puesto reggaetón .
186,pero los sábados sólo ponen así música música dance no sé una música toda rara loco que o sea bailarla un rato me entiendes está de a verga pero es toda la noche que la ponen entonces nosotros nos poníamos de un bate .
187,entonces abrieron como un no sé un lounge al lado o sea ahí mismo adentro pues .
188,y ya ponen más música más variada pues de repente hiphop reggaetón entonces la están variando entonces es más de a verga .
189,ya .
190,ves entonces no estás como que con la misma música toda la noche .
191,y averiguaste qué días abre ?
192,pues sí los viernes siempre abren loco .
193,pero yo no sé ese día por qué o te jodieron porque yo miraba movimiento esa noche ahí loco .
194,yo los dos últimos viernes que he ido que fui porque el te acuerdas el día de mi cumpleaños yo fui pasé y yo pregunté oye está abierto aquí no está cerrado me dicen los majes .
195,imaginate .
196,siempre se me olvida conseguir el número .
197,yo debería de conseguir el número para ...
198,it must have a webpage .
199,creo que tienen una página de internet verdad para preguntar o sea para darme cuenta me entiendes .
200,mhm .
201,porque esa verga loco no creo que sólo abran los domingos loco .
202,porque o sea maje .
203,te das cuenta de la cantidad de reales que pierden un viernes si no abren loco .
204,yo me imagino que estarán construyendo siempre .
205,no pero qué van a estar construyendo si siempre está la misma mierda .
206,.
207,si si estuvieran construyendo cerrarían el sábado también o pues lo cerrarían así temporalmente .
208,qué raro y cuánto te cobran la entrada ?
209,ah ?
210,.
211,pues siempre me cobraban diez pero el sábado que fui me cobraron quince .
212,oh .
213,menos mal que llevé o sea yo llevaba como veinte dólares cash y yo dije seis dólares de parqueo dije yo diez la entrada y pues el vuelto no sé tal vez me compro algo de tomar .
214,completitos loco .
215,a la yo me quedé como que a la gran puta si no hubiera traído .
216,y lo que más me enturca es que no agarran tarjetas loco .
217,like o sea estamos en Florida loco .
218,estamos en Miami loco .
219,y no aceptan tarjeta bróder .
220,y ahí en Nicaragua en todo en en Hipa bróder aceptan tarjeta loco .
221,yo pago siempre pago mi entrada con la tarjeta .
222,es que aquí ni en ningún bar ni ninguna discoteca te la agarra .
223,cómo ?
224,aquí en ninguna discoteca te lo agarran es para que hacer negocio con la mierda del ATM .
225,ah huevo es cierto pero igual en discoteca el ATM está por los baños loco está dentro .
226,pero te cobra un turcazo de reales .
227,loco la otra vez 0o sea una de las primeras veces que fui ...
228,okay la segunda vez que fui yo estaba seguro que la primera vez me habían cobrado con tarjeta .
229,entonces yo me voy confiado loco y voy a pagar con mi tarjeta .
230,y el maje no que no aceptamos tarjeta .
231,y yo a la gran puta what do I do le digo .
232,entonces tenemos un ATM ahí adentro me dice el maje .
233,y yo bueno okay pues me voy a ir pues loco voy a ir al ATM .
234,entonces el maje se quedó con mi i_d y eso pues para ...
235,I had to come back .
236,entonces regreso voy y saco en el ATM .
237,yo fresco pues yo sabía que cobraban pues .
238,pero yo dije pues ni modo idiay ya estoy aquí que le voy a hacer .
239,entonces fui saqué el dinero pagué entré de a verga .
240,ya cuando me llega mi estado de cuenta loco o sea .
241,saqué creo que había sacado veinte loco .
242,y me cobraron como diez dólares por sacarlo loco .
243,0o sea es una estafa loco .
244,pero es que ahí te dice el ATM te dice cuánto te cobra .
245,en serio claro la verdad es que yo en esas cosas no me fijo loco .
246,yo soy bien /.
247,es que ahí dice esta mierda te cobra un fee .
248,acordate que las rubias somos tontas estúpido .
249,las rubias son tontas .
250,sí eh .
251,yo además que yo no leo a mí me leen .
252,a mí me leen .
253,qué idiota .
254,ves ?
255,no es que es cierto .
256,o sea una persona como yo loco ...
257,yo no aprendí a leer .
258,a mí me leen las cosas .
259,oye mira vamos .
260,.
261,vamos a ir a la feria un día de estos .
262,quieres ir ?
263,a la qué ?
264,a la feria .
265,qué feria ?
266,the fair estúpido .
267,la que está en FIU .
268,the fair .
269,cómo yo nunca he ido a esa mierda vos sabéis .
270,qué estúpido que sois .
271,pero ésta es la feria nicaragüense o la feria .
272,qué estúpido ésa es Exponica estúpido .
273,oh yeah yeah yeah .
274,y eso es como en septiembre noviembre por ahí .
275,la feria es la de los juegos .
276,sí la feria es la el pleylampar loco como decimos nosotros los nicas el pleylampar .
277,el pleylampar .
278,el pleylampar sí .
279,vos sabéis que nunca he ido siempre que viene esa mierda ay tu huevo .
280,yo siempre voy .
281,siempre que estoy aquí yo voy .
282,pues el año pues y como ...
283,ah ya .
284,siempre cuando yo estaba aquí de vacaciones pues yo iba .
285,pero ahora que ya estoy viviendo .
286,me acabo de destripar un ovario .
287,qué ?
288,.
289,qué estúpido .
290,ay me destripé un ovario .
291,no y entonces decía .
292,no siempre voy .
293,y el año pasado fui .
294,vos sabéis que me enturca que pagué el brazalete .
295,que creo que no me acuerdo cuánto valía .
296,el brazalete es para que lo andes y te montes en o sea te montas en todo pues .
297,en vez de andar comprando like los tickets y eso porque hay gente pues que hace la fila para estar comprando tickets y tickets .
298,entonces yo dije idiay compremos el brazalete y vale turca .
299,y para nada lo compré sólo me monté como en dos o tres cosas .
300,porque yo like I don't ride those things me entiendes .
301,y yo nunca me monto en esas mierdas .
302,y yo no sé ni para qué lo compré .
303,pero yo sólo me monto como en uno o dos loco siempre me mareo .
304,.
305,siempre siempre me mareo y termino vomitando .
306,me monté como en dos y andaba con un dolor de cabeza horrible .
307,ay qué estúpida .
308,ya es que ya lo sabéis pues .
309,es que como yo tengo aire en el cerebro .
310,.
311,ah ?
312,como yo tengo aire en el cerebro .
313,aire en el cerebro ?
314,sí loco o sea en la cabeza perdón porque no tengo cerebro yo tengo aire .
315,te golpea el maní .
316,me golpea de viaje .
317,me golpea el bonito que tengo pedaleando ahí adentro .
318,sí pobrecito .
319,sí oye y ya te disteis cuenta .
320,qué pasó ?
321,ya salió el primer hombre embarazado .
322,cómo es eso ?
323,ah ?
324,cómo es eso ?
325,ya salió el primer hombre embarazado .
326,no entiendo .
327,un hombre embarazado .
328,pregnant .
329,no sé yo no sé cómo es eso .
330,o sea mira un embarazo es cuando alguien tiene un bebé adentro .
331,oh yeah oh yeah oh yeah pero cómo un hombre ?
332,pues un hombre salió embarazado .
333,o sea es como está avanzada la tecnología y la ciencia y ya embarazaron a un hombre loco .
334,lo miré en Despierta_América ayer y después él salió en Primer_Impacto .
335,y qué hicieron maje ?
336,le metieron un útero y toda la verga ?
337,no mira pues es como que era mujer y se operó .
338,ah ya sé .
339,entonces se pero se pues se quitó el bicho y se puso una turca .
340,mhm .
341,cómo te quitan el bicho loco te quitan el hoyo .
342,te cierran el hoyo .
343,el clítoris es la cabeza y ...
344,huácala .
345,no lo sé .
346,pero ya lo vi cómo lo hacen .
347,vos ya viste cómo ay no y dónde lo viste ?
348,pero ahí en pero un libro de mi hermana .
349,yo quiero verlo .
350,medicina .
351,lo es que miré la formación maje cuando se viene formando el feto y no sé qué .
352,al comienzo todos somos niñas .
353,cómo ?
354,al comienzo todos somos niña .
355,esperate esperate esperate que va pasando un avión y no te oigo .
356,puta loco ese avión te lo juro que me pasó rozando la jeta .
357,hijo de la gran puta .
358,ahhah ahhah ahhah ahhah .
359,se te va a llevar tu apartamentito hombre .
360,por Dios se me va a llevar el cuchitril loco .
361,óyeme la verga es que al comienzo todos son como niñas .
362,mhm .
363,el hombre y la niña son igualitas la cosa que tenemos ahí .
364,mhm .
365,pero la cabeza del hombre es el clítoris de la mujer me entiendes ?
366,ya .
367,los labios de la mujer son los huevitos del hombre .
368,los huevitos ?
369,sí los huevitos .
370,o sea los testículos ?
371,ahhah .
372,mhm .
373,más o menos se parecen se parecen en puta maje cómo se viene formando .
374,mhm .
375,y .
376,o sea que al principio todos tenemos bicho .
377,sí el otro día lo miré pues ahí en una película como lo hacen ahí en Nip_Tuck que estaban explicando unos majes .
378,mhm .
379,eso es una eso Nip_Tuck no es una película estúpido es una serie .
380,una serie pues .
381,entonces pues sí eso fue lo que miré .
382,pero qué de a verga maje yo quisiera quedar embarazado .
383,que qué ?
384,yo quisiera quedar embarazado .
385,dígame .
386,cómo está ?
387,espérame .
388,eh sí .
389,ya puedo entrar ?
390,gracias oyó .
391,sí sí así vi .
392,ah okay gracias oyó .
393,bye .
394,aló .
395,.
396,mi vecina estúpida .
397,espérame espérame .
398,no me cuelga dame un segundo .
399,espérame no te vayas estúpida .
400,habla ahhah ahhah .
401,ahhah entonces .
402,ah pues sí entonces estaba viendo las noticias en Primer_Impacto .
403,y entonces o sea era mujer antes .
404,y se operó pues y se hizo hombre .
405,entonces le pusieron la turca y todo .
406,y entonces él pues la maje se casó con una mujer .
407,sí sí sí sí qué estúpido se hizo hombre .
408,sí se casó pues se casó con otra maje pues y entonces parece que la mujer con la que se casó pues no podía quedar embarazada .
409,entonces el gran amor que le tiene entonces le dijo pues yo voy a quedar embarazado por vos .
410,entonces sabes se embarazó .
411,mhm .
412,parece pues obviamente fue inseminación artificial y eso .
413,ves porque no le íbamos a meter una turca por el hoyo de la turca .
414,y después para sacarle el chavalo .
415,por cesárea estúpido .
416,por cesárea .
417,cesárea .
418,ni modo que se lo saquen por el hoyo del culo .
419,ah oye .
420,te imaginas qué dolor bróder .
421,no no no y después y después cuando nace le dicen salió cagadito a vos .
422,sí sí .
423,que le ...
424,a huevo .
425,yo un día voy a llegar a ser papá vas a ver .
426,cómo ?
427,yo un día voy a ser papá .
428,ojalá mujer porque .
429,like .
430,ésa es mi meta like ése es mi sueño más grande .
431,porque uno de mis sueños ya lo cumplí que pues ir al concierto bróder .
432,eso fue lo más de a verga .
433,pero eso era como que un sueño vos sabéis de esos sueños materiales .
434,mhm .
435,pero mi sueño no sé mi sueño como así como persona como ser humano o sea realizarme va a ser eso ser papá loco .
436,quiero tener un hijo .
437,y ponerle Yurandier Eliécer .
438,?
439,yo le voy a poner Yurandier Eliécer .
440,Yurandier .
441,sí es un o sea es un nombre fino qué te pasa ?
442,fino de barriada de viaje .
443,qué nombre más turqueado no jodas .
444,mhm un nombre cual es un nombre de realeza .
445,Yurandier Eliécer .
446,claro .
447,puro reparto Schick imaginate Yurandier Eliécer .
448,a la gran puta qué nombrecito .
449,sí loco .
450,.
451,o si no Kelvin Josué le puedo poner .
452,Kelvin Josué .
453,oh che .
454,sí .
455,Kevin Brian también .
456,Kevin Brian .
457,sí .
458,vos sabéis de que la otra vez estaba viendo un programa pues allá en Nicaragua creo .
459,no me acuerdo si era Margarita o algo así un programa de esos .
460,entonces la cosa es de que se fueron como para la Costa o algo así .
461,mhm .
462,y entonces vos sabéis que ahí hablan inglés y eso .
463,y entonces loco la gente le pone a los hijos nombres de lugares .
464,.
465,loco ahí vivía un maje que se llamaba Washington_D_C .
466,mhm .
467,loco yo me estaba cagando de las risas con unos nombres que salían bróder .
468,sí sí se ponen unos nombres y los majes se pueden poner los apellidos también .
469,a huevo loco .
470,entonces les ponen unos apellidos todos ...
471,ah le pueden poner los apellidos ?
472,sí .
473,cómo así ?
474,sí los majes yo no sé ellos pueden escoger sus apellidos no sé cómo puta .
475,qué raro entonces ahí nadie es familia entonces .
476,ellos podrían escoger sus apellidos o no sé entonces tienen apellidos como O_Brian como /.
477,a huevo .
478,.
479,imaginate .
480,tienen unos apellidos no jodas todos raros todos .
481,imaginate por ahí debe de haber una Oprah_Winfrey por ahí loco .
482,.
483,una Victoria_Beckham .
484,no ya eso no pues no creo parece negra .
485,claro que sí bróder si se ponen nombres de artistas así y todo .
486,había un maje que se llamaba no sé loco no me acuerdo .
487,yo me acuerdo que hace años teníamos un chofer que el maje tenía una hija que estaba embarazada .
488,entonces ya nace el niño y cómo se llama le digo .
489,entonces me dice no es que mi hija le //.
490,era para el tiempo de los Backstreet_Boys .
491,y me dice no es que a mi hija le gustan los Backstreet_Boys y le puso Kevin Brian dice .
492,y yo a la gran puta huevón .
493,.
494,Kevin Brian no hombre .
495,imaginate le gustan los Backstreet_Boys y N_Sync y le puso Nick Justin .
496,Nick Justin fíjate .
497,imaginate .
498,.
499,tuanis de viaje .
500,puta .
501,y de repente hacían su //.
502,y ya cuando le hacían su piñata bróder ponían nombre thank you .
503,le ponían nombre /.
504,que me está llamando pegando alaridos .
505,qué ?
506,te digo que mi mamá ya está pegando alaridos .
507,para qué no estúpida no me cuelga .
508,ya me tengo que despertar maje estoy .
509,pues despiértate .
510,despiértate pero no me cuelga estúpida .
511,te llamo .
512,no estúpida no .
513,ay maje maje es que ahí viene mi mamá subiendo las escaleras para turquearme .
514,okay pero no me cuelga te espero pero no me cuelga .
515,huh no dale que me voy a bañar .
516,no estúpida dame cinco minutos más platiquemos .
517,qué te iba a decir ?
518,ahhah .
519,salgamos el fin de semana estúpido .
520,dale pues .
521,vamos a discotecas /.
522,no jodas tengo que decirle a mi jefe que ya estoy en la ciudad .
523,ah y es que vos le dijisteis me voy indefinidamente y ya te aviso cuando regrese .
524,cómo así ?
525,qué le dijisteis ?
526,qué ?
527,qué le dijiste ?
528,nada que me iba para Nueva_Orleáns y que no sé qué .
529,y que iba a ocupar un fin de semana .
530,entonces me dijo que okay .
531,al siguiente fin de semana me dice mejor no mirá que nos vamos a quedar aquí .
532,entonces le digo no que mis papás dicen que un fin de semana es muy poquito para conocer Nueva_Orleáns ah sí tenéis razón avísame cuando estés en la ciudad loco me pone el maje .
533,hijo de puta mínimo lo llamas y él te dice sí hijo de puta de qué de a verga vaya a la verga te va a decir .
534,.
535,qué ?
536,quiero ir al concierto de música electrónica .
537,ah sí así me dijo la Olga .
538,a ver quieres ir ?
539,estás loco bróder ?
540,a estar oliendo monte bróder .
541,aparte que no me gusta la música electrónica .
542,.
543,es que es un turcazo de locas .
544,ah ?
545,vienen casi todas las locas de Miami .
546,ah pues con razón vas .
547,ah no hombre .
548,.
549,ah vos vas a culear no vas a escuchar música electrónica ni a bailar .
550,no puedo .
551,vas a ver pichas que parecen bichos .
552,ojalá .
553,ay no no .
554,ay sabes loco //.
555,cállate que el sábado que me fui para discoteca ...
556,hay un maje en la universidad loco que que yo lo miro y yo como que este maje es decía yo ya pues .
557,como que medio se le notaba pues yo decía este maje es este maje es loco .
558,pero pues nunca le puse mente .
559,no me lo voy encontrando en discoteca el sábado loco .
560,a la puta bróder si es que es ...
561,ahhah .
562,casi tan loca como Carlos bróder .
563,de verdad ?
564,tal vez un poquito menos .
565,no lo que pasa es de que Carlos es así de naturaleza .
566,este maje o sea él caminó .
567,es como qué ?
568,Carlos es así de naturaleza creo yo .
569,Carlos .
570,ahhah .
571,Carlos es loca de naturaleza .
572,o sea este maje era como que andaba vestido todo o sea óyemelo de camisola .
573,o sea una camisola blanca con una corbata azul .
574,mhm .
575,a la gran puta .
576,o sea loco o sea pero era una camisola de esas Fruit_of_the_loom loco esas camisolas Haines loco .
577,ahhah ahhah ahhah .
578,y después un jeans la gorra azul digo la corbata azul y una boina azul verdad o sea una boina militar azul .
579,mhm .
580,.
581,loco .
582,las cejas casi tan mariconas como las tuyas .
583,estúpido .
584,.
585,y unas uñas más largas que Ivy_Queen loco .
586,a la gran puta .
587,mhm no o sea .
588,.
589,es que en las uñas me fijé hasta hoy porque hoy estuve con o sea no estuve con él sino que había un evento en la universidad .
590,y entonces el maje estaba platicando con una amiga mía y yo estaba ahí .
591,entonces el maje unas madre uñas que se carga a la gran puta digo yo si es que se va a transformar este maje loco .
592,y ahora que lo estuve observando bien pues sí de viaje se le nota loco .
593,de viaje se le nota .
594,pero que no le hace nada .
595,no no no no no pero nunca nos hemos dirigido la palabra jamás jamás jamás .
596,o sea yo como /.
597,.
598,yo como que este maje es loca digo yo le voy a empezar a hablar .
599,pero no sé el maje y yo trato como que tal vez no de meterle conversación .
600,pero por ejemplo hoy que estaba hablando con mi amiga yo también me puse a hablar con mi amiga y el maje seguía ahí .
601,y entonces yo lo miraba al maje como para incluirlo en la conversación como para decirle okay like I'm talking to you me entiendes o sea we're talking to both of them entonces .
602,pero el maje como que no me ponía en mente .
603,así que su madre tampoco o sea todavía es que me gustara .
604,mhm sí .
605,sí pero yo estoy tratando de que sea mi amiga .
606,y vos de buena gente .
607,sí .
608,se aprovechan de mi nobleza verdad .
609,te estás haciendo un hermoso ser humano .
610,sí bróder se aprovechan de mi nobleza .
611,qué locura .
612,qué te ...
613,qué dañino .
614,qué te iba a decir ?
615,y no has hablado con Alberto ?
616,no últimamente no he hablado .
617,bueno desde que me vine fue como que creo que unos tres cuatro días de que me vine nunca se volvió a conectar loco entonces no mejor no hablé con él porque ...
618,desde que te vinisteis de dónde de New_Orleans ?
619,mhm .
620,el maje se rapó .
621,sí hombre .
622,se mira bien .
623,sí .
624,y anda la barbita y todo se mira bien .
625,sí sí sí .
626,y yo estúpido huh .
627,se mira culo .
628,estoy ahuevado loco .
629,por qué ?
630,te conté que corté con mi ex no pues con el que andaba no .
631,mhm .
632,sabéis lo que me dijo hoy bróder .
633,qué te dijo ?
634,que nunca me amó loco .
635,no jodas .
636,sí .
637,idiay y por qué ?
638,no sé .
639,mirá eso te lo dijo porque estaba resentido .
640,no que va a estar resentido bróder .
641,0o sea me dijo que como que sí te quise mucho y pues estuve con vos porque pues o sea estuve con vos con mucho gusto me dice quería estar con vos .
642,pero nunca te llegué a amar me dice .
643,nunca que qué ?
644,nunca te llegué a amar .
645,qué cerrote !
646,"y yo puta bróder y le digo ""."
647,o sea te das cuenta de lo que me estás diciendo .
648,le digo .
649,sí .
650,"me dice ""."
651,yo sé que te estoy haciendo daño .
652,"me dice ""."
653,pero prefiero por lo menos estoy siendo honesto con vos .
654,"me dice ""."
655,le digo puta pero qué mala onda le digo .
656,porque el maje siempre me decía pues que me amaba y que no sé cuanto .
657,y después cortamos en noviembre .
658,y después en diciembre que yo llegué me pidió que regresáramos loco .
659,"y me dijo como que ""."
660,hoy te amo más que nunca .
661,"me dice ""."
662,hoy estoy más seguro que nunca de lo que siento por vos que no sé cuanto .
663,y todas esas cosas me entiendes ?
664,entonces yo le dije hoy pues que estábamos chateando le digo yo por qué entonces me dijisteis todo eso le digo .
665,no sé me dice estaba confundido me dice .
666,pero no sé nunca llegué a amarte me dice .
667,loco vos sabéis que es eso loco que me pase otra vez eso .
668,no yo me imagino que se siente horrible que te digan eso .
669,no espantoso loco .
670,por lo menos este maje todo sólo estaba conmigo me entiendes este maje de Alberto pues .
671,estaba con vos al mismo tiempo que estaba conmigo .
672,y supuestamente me decía que me amaba cuando en realidad te amaba a vos .
673,las decepciones .
674,pero ah .
675,un huevo loco entonces es como que más decepcionante .
676,pero igual loco yo de este maje estaba enculado loco .
677,y lo sigo estando loco sigo estando enamorado porque uno no se deja de enamorar de la noche a la mañana .
678,pero que me diga eso bróder puta me duele en puta loco me duele muchísimo muchísimo .
679,o sea me hiere como persona me entiendes .
680,pobrecito .
681,me siento o sea me siento super ahuevado loco porque ...
682,"no sé me entiendes o sea al principio cuando cortamos cuando recién cortamos pues yo le dije al maje como que ""."
683,todavía me amas ?
684,le digo .
685,"me dice ""."
686,no ya no te amo .
687,"me dice ""."
688,pero sí te quiero .
689,y entonces yo me quedé /.
690,.
691,ah ?
692,.
693,entonces yo me quedé pensando como que .
694,a la gran puta .
695,"decía yo ""."
696,qué rápido dejó de amarme .
697,"dije yo ""."
698,"y o sea me empecé a sentir super mal porque dije ""."
699,a la a la gran puta qué fácil que es olvidarme a mí .
700,qué fácil que es superarme .
701,y dejarme de amar .
702,"decía yo ""."
703,y entonces se lo dije al maje hoy o ayer no me acuerdo .
704,"le dije como que ""."
705,sabes qué .
706,"le digo ""."
707,voy a ser honesto con vos .
708,y me siento mal .
709,"le digo ""."
710,de que o sea me hace sentir mal el hecho de que me has dejado de amar tan rápido que no sé qué y que no sé cuánto .
711,"le digo ""."
712,"y puta le digo ""."
713,me haces sentir como que soy una persona tan fácil de olvidar .
714,"le digo ""."
715,una persona tan like que se supera así de fácil .
716,"le digo ""."
717,"entonces me dice ""."
718,no .
719,"me dice ""."
720,que no es eso sino que nunca te llegué a amar .
721,"me dice ""."
722,qué cerrote maje .
723,loco y que me lo diga con esa frialdad me entiendes .
724,o sea es que /.
725,frío frío .
726,sí y sabéis qué el maje ahora está viviendo con Pedro .
727,cómo ?
728,está viviendo con Pedro .
729,qué andan jalando ?
730,no no cállate .
731,o sea al principio el plan era como que nos íbamos a ir a porque yo me iba a regresar a Nicaragua a vivir .
732,entonces nos íbamos a ir a vivir los tres juntos .
733,así como roommates me entiendes para que like saliera cheaper me entiendes .
734,saliera más barato alquilar un lugar .
735,mhm .
736,"y entonces como que yo les dije ""."
737,vayan adelantando ustedes pues vayan pasándose y eso .
738,y like a los majes les gustó la idea pues .
739,y entonces like los majes están viviendo juntos pues ahora .
740,y ya son roommates y eso .
741,y no sé loco .
742,ayer me peleé con Pedro por Victor y ...
743,y por qué se pelearon ?
744,porque sí porque el maje de Pedro me empezó a decir como que Victor le empezó a contar pues de que le gusta un maje ahí que no sé qué .
745,"y entonces yo como que ""."
746,contame contame .
747,y el maje me decía no que no sé qué no puedo contarte que no sé cuanto .
