,sentence
257,A Aesop .
258,Aesop's fable .
259,you know the crow and the pitcher ?
260,anyway it has to do with a crow who wants to drink some water from a pitcher .
261,but his beak doesn't go inside .
262,so he needs putting little stones in until the water rises enough he can drink it .
263,and the thing is using your wit to get whatever .
264,but it's a lesson on displacement which is exactly the second lesson .
265,Ruby used it .
266,so I showed .
267,and you went to work with those shoes ?
268,I thought I was alone .
269,and did she say anything ?
270,no pero Rosa las chancletas .
271,they're cute .
272,they match my earrings .
273,Rosa said chancletas ?
274,no but she was talking to me about the other day .
275,"and I was like ""/."
276,they call me Hialeah when I wear chancletas .
277,it's cute .
278,like very cute .
279,it's a .
280,fíjate .
281,you know Rosa said that ...
282,did Janet leave those shoes ?
283,"and they said ""/."
284,no I think they're Mum's .
285,why ?
286,because they're cute .
287,so she's got her eye on them .
288,?
289,.
290,which ones the ropy ones that are kind of high ?
291,yes .
292,you know actually I bought them when I got them about a week ago I was gonna get them for her .
293,and I got them .
294,Sunshine whatever your name is cat get out .
295,I'm just happy they're alive .
296,I really thought it was them .
297,yesterday with the vulture was disgusting .
298,and you know everyone that comes the guy Marco the guy from the satellite dish the guy from the thing they all step on my cactus garden .
299,I'm starting to think either one of two things either I have to remove the hose from there or remove my cactus garden .
300,mind but it's so pretty you know ?
301,it's very infrequent that people come .
302,well now when we put the heater ...
303,it's just been ...
304,that's one more person only .
305,no te vas a morir .
306,hey you mind if I trample all your cactus ?
307,have you noticed that ...
308,aquí viene Marga .
309,Margarita .
310,tell her to turn on the light .
311,no .
312,she didn't see us .
313,she looked in the kitchen and ...
314,se fue .
315,let her know we're here though .
316,here she comes .
317,yeah hold on to that .
318,hi mama .
319,where have you been ?
320,I was swimming .
321,but I couldn't hear you .
322,oh I didn't hear you .
323,good job you closed //.
324,mami !
325,Marga close the door with the handle .
326,really the crazy tiger was outside ?
327,turn the handle .
328,there we go .
329,you gonna sit with us ?
330,yeah .
331,what were you watching on t_v ?
332,ah .
333,.
334,what ?
335,Hannah_Montana .
336,Hannah_Montana ?
337,mami ?
338,yes ?
339,I'm putting my foot up for a reason .
340,put your foot up .
341,you have cute toes .
342,they look like dad's .
343,.
344,dile como mami .
345,do your toes look like mami or papi ?
346,mami .
347,yeah .
348,and papi .
349,no .
350,mami's .
351,mami .
352,yeah .
353,I wanna play over there .
354,where ?
355,now go there a little bit .
356,.
357,you know where the cats were ?
358,.
359,they were under the deck .
360,where ?
361,down here under this .
362,?
363,I guess they were trying to find protection .
364,protection ?
365,don't you remember those shells when they need a protection ?
366,yeah .
367,?
368,the one inside the shell ?
369,Sunshine !
370,shh !
371,.
372,you know when she is inside she barks to come out .
373,I guess .
374,and when she is outside she barks to come in .
375,well she is a teenager .
376,nunca satisfecha .
377,where is our teenager that should be taking care of her ?
378,where is Rosa ?
379,he's following me .
380,me ?
381,.
382,!
383,whoa !
384,.
385,was that toy in your ?
386,or was it in Tina's house ?
387,.
388,it was in my bunkbed .
389,it was in my bunkbed first but it was in Tina's house .
390,Marga you know how to turn on that light ?
391,.
392,inside turn it on ?
393,.
394,go turn it on .
395,you just click it .
396,yeah open the door and turn it on .
397,leave the door open !
398,do you think he did the handles reverse on purpose ?
399,why ?
400,hm I don't know .
401,that was my next question why did he do it ?
402,I don't think he did it reversed .
403,I did it .
404,gracias .
405,thank you close the door .
406,I mean that's easily corrected .
407,ah doesn't matter .
408,.
409,I'm used to it like that so ...
410,jinx .
411,.
412,okay .
413,.
414,are you gonna get your microphone ?
415,you're the contestant ?
416,tell Rosa to get Sunshine .
417,she's not gonna get her .
418,open the door for Sunshine .
419,Sunshine !
420,Sunshine go inside go inside !
421,okay .
422,olvídate Marga .
423,is she coming ?
424,welcome to American_Idol .
425,my name is .
426,Danny ?
427,Emily ?
428,my name is Emily .
429,hi Emily .
430,hi Emily .
431,what you gonna sing for us today ?
432,I'm gonna sing ...
433,?
434,I'm gonna sing you .
435,you're gonna sing me a song ?
436,.
437,but you're Simon ?
438,okay .
439,.
440,.
441,very nice .
442,you go to Hollywood doll !
443,yeah I say yes .
444,.
445,tell the next person to come out .
446,Sunshine !
447,.
448,get Rosa Sunshine's gonna vomit again grass .
449,Rosa !
450,Rosa !
451,hi welcome to American_Idol .
452,my name is Mirabelle .
453,ay .
454,Rebecca ?
455,oh I thought Rebecca was the other one .
456,okay .
457,what are you gonna sing for us today ?
458,no it was Emily .
459,I know but my paper said Rebecca .
460,I'm gonna sing .
461,Sunshine !
462,I like Hannah_Montana .
463,I love Hannah_Montana doll .
464,.
465,can you see ?
466,yeah .
467,yeah .
468,.
469,ooh .
470,gotta dance when I sing .
471,that was beautiful dancing .
472,.
473,.
474,.
475,could double as a superstar .
476,a little bit .
477,just a little Ryan ?
478,but I wanna hear you .
479,only a little bit .
480,okay alright .
481,well you know what I got a surprise for you doll .
482,you're gonna Hollywood !
483,I say yes .
484,.
485,.
486,!
487,Rosa !
488,pretty good .
489,call Rosa !
490,very good .
491,call Rosa !
492,.
493,call Rosa .
494,Margarita llama a Rosa .
495,call Rosa .
496,are you taking care of ..?
497,sí go get Rosa .
498,llama a tu hermana .
499,there's a baby ...
500,yes go get Rosa .
501,sí llama a tu hermana .
502,Rosa .
503,tell her to come get her dog because she is eating grass again .
504,yeah .
505,eating grass again .
506,to get her .
507,what ?
508,to babysit her dog .
509,llama la .
510,babysit your dog .
511,?
512,when is the competition ?
513,.
514,are you going at home ?
515,yes .
516,no ?
517,yes .
518,.
519,I'm talking to the maths department .
520,sorry about that .
521,Sunshine !
522,no .
523,ah don't need .
524,ah Dad !
525,April seventh to tenth ?
526,mm !
527,April what ?
528,mommy I need to do pee_pee .
529,Rosa lleva a Marga al baño .
530,apúrate .
531,Rosa forget your dog .
532,.
533,Rosa forget your dog .
534,run !
535,.
536,go .
537,close the door .
538,.
539,.
540,that's gonna bruise tomorrow when you dress .
541,Rosa is she doing pee_pee ?
542,.
543,I thought she just wanted the bathroom ?
544,.
545,Margarita ?
546,yeah before .
547,Rosa took her .
548,yo no la he llevado .
549,Laura turned in her magnet unit today .
550,bueno no .
551,she turned it in a few weeks ago .
552,but today we went over it .
553,today she turned in lesson three and four .
554,lesson two three and four actually .
555,and Susie crucificó la primera lección .
556,merecía un poco de crucifixión .
557,sí ?
558,yeah but still .
559,you know you gotta be loyal to who's been with you .
560,I mean I'm thinking coño if I'm not here what the hell would happen to me ?
561,sí pero ...
562,I mean a ti te pagan para que tú hagas quality work .
563,and if you're not doing quality work para qué te van a pagar ?
564,no but it wasn't misquality either .
565,it's just like some things ...
566,the second lesson was very good .
567,it was weird because the second lesson ...
568,I didn't even look at the third and fourth .
569,pero today I had done all my little integrals .
570,and then we went over the magnet lessons .
571,so it takes all day .
572,yeah .
573,el trabajito que me mandaron a mí se demoró bastante tiempo .
574,you need to submit the PO .
575,it's two hundred bucks .
576,but I don't know I don't have a PO .
577,where am I gonna get a PO from ?
578,they show is my job complete because I think your job is complete for this section .
579,what the heck ?
580,so is the game over ?
581,they're arguing about basketball .
582,they're playing basketball now ?
583,thought they were playing football .
584,yeah .
585,no basketball .
586,well apparently somebody made a really important shot and ...
587,do you think it was Guapo ?
588,no .
589,who's screaming again ?
590,was that Rachel ?
591,eh ?
592,is that Rachel screaming ?
593,no sé .
594,hay bastantes de ellos ahí .
595,lo ignoré completamente hoy .
596,eh ?
597,lo ignoré completamente .
598,tú sabes lo que me gusta ?
599,el que él va a estar con todos esos muchachos el año que viene .
600,mhm .
601,y él no va a entrar .
602,ay please .
603,and he knows Bill_Lloyd .
604,and he knows Rosa and Kathy and ...
605,and he knows Rosa's friends .
606,Rosa and Kathy are gonna be juniors .
607,.
608,hi !
609,wow did you do pee_pee ?
610,are you ready for your song ?
611,yes .
612,what's your name ?
613,my name is .
614,it says Little_Bo_Peep .
615,no that's not what is says here on mine .
616,mine says Pancake_Joe .
617,that's Guapo .
618,Pancake_Joe is Guapo .
619,woah mine is ...
620,let me ask .
621,.
622,Emily .
623,hi Emily .
624,hi Emily how are you ?
625,good .
626,are you gonna sing us some Hannah_Montana doll ?
627,.
628,you're thinking ?
629,wanna be a rock star ?
630,Kathy the other Kathy .
631,Dutch .
632,oh Dutch .
633,okay .
634,.
635,oh you mean ?
636,yes .
637,.
638,Papi's ringtone ?
639,okay .
640,.
641,yeah yeah I know .
642,.
643,.
644,very very nice .
645,and do you think you're gonna go to Hollywood ?
646,I think .
647,I think yes too .
648,Margarita !
649,Ryan ?
650,she's gonna Hollywood .
651,Margarita ?
652,I'm not Margarita now .
653,Emily ?
654,.
655,did she wash her hair ?
656,byebye .
657,and did you make .
658,byebye .
659,byebye .
660,your mum mentioned .
661,for us not to make her feel better she brought .
662,Papa !
663,to guilt us into not saying /.
664,Chinese brothers !
665,Jonas_Brothers ?
666,where ?
667,I'm gonna sing .
668,okay sing the Jonas_Brothers .
669,okay .
670,are you Joe_Jonas ?
671,Kevin ?
672,.
673,uhuh I put .
674,the d_j has arrived .
675,I put in earworm in my studios .
676,what ?
677,if you look me in the eye .
678,tell me that you love me .
679,everything's alright .
680,.
681,sorry .
682,.
683,that was the best one of the day .
684,you're going to Hollywood Emily !
685,I think you're gonna win .
686,you're gonna be the next American_Idol .
687,?
688,I loved it .
689,I loved the screaming part .
690,it was a lot of emotion .
691,you did perfect .
692,it was my dream of ...
693,what's your dream ?
694,no it was not my secret .
695,it's your dream ?
696,.
697,is your dream to be American_Idol ?
698,Paula !
699,I'm Paula ?
700,I've been promoted ?
701,my little baby Simon .
702,going from Simon to Paula /.
703,that means I'm positive .
704,Simon .
705,ha you're negative .
706,I'm Simon ?
707,you're negative .
708,hello .
709,Simon ?
710,I'm Simon and you were awful .
711,uhoh he's lying .
712,.
713,give me a job !
714,give her the job !
715,okay you're going to Hollywood .
716,but you better impress .
717,.
718,Emily Emily !
719,.
720,Emily call Margarita !
721,oh ...
722,Margarita ?
723,my daughter .
724,Rosa .
725,where is she ?
726,I don't know .
727,she looks like you though .
728,this ?
729,Julie asked me ...
730,Julie asked me ...
731,my dad .
732,.
733,you are Marga ?
734,you're pretending ?
735,Margarita ?
736,I'm not Margarita .
737,I thought you're pretending //?
738,my doll is named Margarita .
739,oh yeah mm /.
740,oh .
741,.
742,well let me listen to Papi a second .
743,Julie /.
744,Julie asked me .
745,"she goes ""/."
746,oh what are you doing for spring break ?
747,are you guys going out of town ?
748,"and then I said ""/."
749,well Chloe is she's going to New_York .
750,.
751,I was thinking of the Friday of spring break to take the girls over to Chubby_Cheese .
752,don't know .
753,she gave us the gift certificate .
754,byebye .
755,bye guys bye Simon !
756,can it be the Monday or the Tuesday ?
757,then I'm here .
758,the Tuesday is your defense .
759,bye Simon !
760,at ten o'clock and I'm going back to work .
761,lose the day .
762,why ?
763,I'm hoping I'll get the day at the end .
764,or take the rest of the day off .
765,hi guys !
766,hi Marga come here !
767,I'm not Marga .
768,can you call Marga ?
769,she looks like you .
770,Marga !
771,hi .
772,she did say /.
773,are you Marga ?
774,.
775,she said if your wife's alright with it .
776,Mommy !
777,oh Mommy !
778,qué ?
779,oh you call me Mommy .
780,you're Marga ?
781,yeah .
782,?
783,sing the next /.
784,no I need to ask you about the soup you mean .
785,.
786,I need the recipe .
787,.
788,are you not at all ?
789,.
790,what do you mean ?
791,byebye little kitty .
792,oh we went to the movies .
793,she took Julie .
794,"Julie asked her ""/."
795,oh how are you ?
796,.
797,how was your weekend ?
798,.
799,"she goes ""/."
800,oh it was great .
801,.
802,I went to the movies .
803,Ulrika .
804,Ulrika .
805,and we went to Chubby_Cheese .
806,Ulrika ?
807,como Ulrika .
808,ay qué linda .
809,ay qué linda .
810,aw .
811,.
812,"y la dijo ""/."
813,.
814,.
815,you are !
816,.
817,if you are !
818,.
819,.
820,no .
821,it was already closed .
822,.
823,because she likes to sleep .
824,did you talk to Julie ?
825,she put it in the boca .
826,she was Jessica's monkey .
827,no no no boca no !
828,no she licked it .
829,no !
830,now slidie .
831,.
832,hello !
833,.
834,pizza's here .
835,speaking of slides .
836,how you gonna pay for it ?
837,slide !
838,I hope Rosa did it on the credit card .
839,did you credit card ?
840,.
841,no it's already online .
842,oh yeah ?
843,now she's sliding backwards .
844,and the tip ?
845,tell Rosa the pizza's here .
846,Marga tell Rosa the pizza's here .
847,Rosa the pizza's here !
848,so was faster than thirty minutes .
849,Rosa the pizza's here !
850,Rosa !
851,.
852,she's asleep .
853,tell her if she doesn't go there's no pizza .
854,Rosa the pizza's //.
855,.
856,where you didn't put it on the credit card ?
857,no .
858,.
859,we're kinda connected right now .
860,I have ten dollars in my purse .
861,I don't have any money in my purse .
862,put it on the credit card ?
863,I thought she put it on the credit card .
864,.
865,come on .
866,go can you answer the door ?
867,he might go away and there goes your pizza .
868,not my pizza .
869,I'll chase him down .
870,.
871,turn the lights on .
872,.
873,I've ten .
874,that's all I got .
