,sentence
81,I was going to say Starbucks eh Barnes_and_Noble because //.
82,I'm also /.
83,.
84,there's always ways that you can help yourself .
85,that's why I also have that .
86,it's a massage oil .
87,I put it on my womb en el vientre por aquí y por detrás .
88,así que eso me calma también .
89,y qué tiene eso ?
90,esto tiene eh el coconut oil .
91,eso es coconut oil .
92,so you have your kit .
93,ah yo tengo mi kit .
94,tú tienes .
95,sí sí .
96,grape seed oil lavanda eh este eh aceite de trigo .
97,like herbs and natural components whatever .
98,sí eh sí sí sí .
99,eh eh bueno te voy a decir lo que es el lo de aromaterapia .
100,yes .
101,it might help .
102,but the good stuff is that it's never going to do anything like wrong to you like it's not going to affect you negatively .
103,no exactamente .
104,that's why I like it .
105,and there might be a good effect .
106,lavender /.
107,there's lavender que eso es lavanda .
108,y este cómo es ...
109,Clary sage es salvia .
110,sage es salvia .
111,eh ...
112,ah sí yo no sabía .
113,eh sí .
114,salvia .
115,este los otros aceites son aceites de tú sabes para que sean masajes para que se dilutan .
116,so they dilute .
117,diluyan .
118,para que se diluyan .
119,y también este ...
120,so by the way /.
121,sí porque eso es bien concentrado .
122,sometimes you get words in English .
123,and you force them to look like Spanish .
124,yeah exactly .
125,yeah .
126,.
127,y jazmín .
128,sometimes you can guess that .
129,and sometimes you can make it like //.
130,but dilute it's how do you say ?
131,no sé .
132,diluir .
133,?
134,eh no eh I know .
135,it's diluyan sí sí .
136,diluir .
137,diluir diluir exactamente .
138,I don't know .
139,it's good that you're doing this stuff .
140,and you have your things to take care of yourself .
141,it's good .
142,it's good .
143,but still what I was telling you is that we can check a couple of books and maybe ah like self help something .
144,and I actually need to check some books for myself .
145,and I have woman's Dong_Quai tonic .
146,esto tiene cinnamon que es canela orange_peel que eso es eh la cáscara de naranja //.
147,eh ginebra .
148,no ginebra ginger .
149,ginger que ginger es ?
150,ginger ?
151,ginger .
152,la con la galleta .
153,ajonjolí ?
154,no no no .
155,ginebra no es ginebra eh .
156,eh eh ...
157,coño .
158,ginger ?
159,ginger .
160,Ginger_Snaps ginger cookies .
161,ginger ginger ginger .
162,how do you call those ah seeds that ah buns have when you are having a hamburger .
163,no no no it's sesame .
164,and they have those /.
165,eso es sesame .
166,oh yeah .
167,ginger .
168,ginger jengibre ?
169,coño !
170,eso mismo .
171,but it's not for cooking ?
172,it's like a little bitter ?
173,no .
174,no sí porque eh sí sí sí .
175,like strong .
176,so ginger es jengibre .
177,jengibre sí jengibre sí .
178,este ...
179,eh fennel .
180,no sé qué es fennel este .
181,esto tiene eh eh manzanilla .
182,eh dandelion .
183,eh no sé cómo se dice .
184,and how long //.
185,how long are your eh periods ?
186,este /.
187,for how long ?
188,three days five six ?
189,no siete .
190,fuck !
191,yo sangro por siete días .
192,!
193,no y por eso le dije hoy /.
194,no puede ser de verdad ?
195,sí .
196,"por eso yo le dije a mami ""/."
197,este like thanks for giving me you know your strong periodos .
198,for having inherit .
199,"and she is like ""/."
200,you're welcome .
201,exactly .
202,sí eso es .
203,eso eso es de ...
204,oh that's a huge inconvenience !
205,eso es de .
206,yeah I know .
207,seven days !
208,sí .
209,no está //.
210,lo que pasa es que los primeros como dos o tres días me siento como que .
211,este tengo fatiga .
212,y después este estoy agitada y //.
213,y como que crispy y ...
214,ah ...
215,you know what ?
216,consider all the facts of ah just been a woman .
217,it's yeah it's a pain of fucking ass .
218,.
219,yeah like quarter of the time you have blood in yourself like you are bleeding .
220,yo .
221,yes .
222,like one week every four .
223,no every //.
224,yeah .
225,mhm .
226,so like a quarter /.
227,cada mes //.
228,quarter of the month you are bleeding .
229,veintiocho días veintiocho días .
230,and then you can have your own pleasure and eh have sex and whatever .
231,but if you get pregnant you need to give birth through there .
232,yeah .
233,.
234,y eso se estira .
235,and it's painful .
236,y eso se estira .
237,no se estira no .
238,yo no estoy de acuerdo con eso .
239,I don't like like natural birth .
240,for me natural birth it's just unnatural .
241,you think it's barbaric .
242,yeah it is .
243,it was another way for God to punish people .
244,women once again .
245,yeah yeah yo pensaba mira /.
246,sí yo alguna vez me caso y le pido a mi esposa que por favor no tenga un parto natural porque eso es mucho dolor y mucha sangre .
247,no .
248,no no no pero eso es lo mejor porque la cesárea /.
249,it is not going to //.
250,la cesárea es peor .
251,no I know that I //.
252,but the person will be able to keep the same shape and the muscle tone and everything .
253,carajo carajo you're thinking about oh I don't want my wife to have stretch out her tight pussy .
254,yeah .
255,I am thinking that .
256,well /.
257,why would I want it that way like eh I don't know it's so uncomfortable .
258,pero es no es peor James porque //.
259,tú te imaginas .
260,la persona se recupera más rápido con un parto natural .
261,no .
262,exactamente yeah .
263,adelgaza más rápido .
264,sí .
265,es mejor en muchos sentidos .
266,sí .
267,pero la destruye por allá .
268,pero para /.
269,it's going must likely the person is going to be like loose .
270,and that's why you do Kegel muscles .
271,oh not enough .
272,I wouldn't say that it's enough //.
273,I don't know .
274,I don't like that .
275,ah you know that I have blood phobia .
276,did you know that ?
277,what ?
278,no no sabía no sabía .
279,blood phobia .
280,in Spanish is hematofobia .
281,sí que no te gusta ver sangre .
282,ah who likes to see blood ?
283,a mí tampoco .
284,no one .
285,a mí tampoco .
286,but I could faint .
287,no ah coño tú eres como mi papá .
288,you're just like my dad .
289,I'm becoming stronger .
290,but ah like ten years ago //.
291,no .
292,my dad was just the same .
293,if I happens to see like running blood or something like that I feel disgust and I feel weak and I //.
294,ajá .
295,it's like my type kryptonite .
296,that's the point about freaking where I always /.
297,sí kryptonite .
298,kryptonite yeah .
299,no mi papá era igual .
300,.
301,mi papá eh se las tuvo que aguantar para estar en el parto mío .
302,so it's not just about a loose vagina .
303,it's about blood too .
304,I do not like when I don't know people is bleeding .
305,yeah .
306,I could faint as I told you .
307,and I'm becoming stronger .
308,but how can I say this ?
309,once I was giving blood .
310,mhm .
311,and ah this black guy that it was doing it was so careless .
312,mhm .
313,once again we're talking about that .
314,and the guy I told him /.
315,and we're talking about niggers not black people .
316,calla .
317,don't say that .
318,.
319,eh the /.
320,there's a difference .
321,there's a difference .
322,what ?
323,I don't want to talk about that because we already talked about that .
324,okay .
325,okay yeah yeah yeah .
326,and ...
327,I don't know .
328,okay okay yeah .
329,he was being careless .
330,so yeah even if he's black or not /.
331,yeah he was no te acribilló .
332,I ah /.
333,que casi te mata .
334,not always expect the best type of service ah from ...
335,ajá .
336,from health people .
337,especially health .
338,I don't know .
339,que te estaba //.
340,no encontraba la vena y te estaba pinchando .
341,I guess .
342,I told him clearly .
343,ah I I'm more than happy to give blood .
344,I am going to try .
345,but I have blood phobia .
346,mhm .
347,and I could faint .
348,so I need you to be close to me and talk to me and stuff like that for me not to think about what I am doing and feel and imagine what I'm doing because /.
349,te da cosa .
350,yeah .
351,it could happen if my mind is focused on that .
352,es lo que yo te estaba diciendo .
353,sí sí sí .
354,que la mente no se debe enfocar en los problemas porque los ve más grandes .
355,sí .
356,so bueno pues mira te cuento .
357,ajá .
358,y el el tipo me puso la inyección .
359,y se fue .
360,y yo me quedé ahí .
361,entonces tratando de pensar otra cosa otra cosa otra cosa .
362,y no fui capaz .
363,entonces cuando me miré el brazo I just no sé empecé a pensar sangre estoy sangre sangre .
364,te dio //.
365,yeah .
366,y me sentí mal .
367,you got a hot flush .
368,sí .
369,me sentí mal //.
370,hot flushes ?
371,sí .
372,yo creí que eso solamente le daba a las mujeres .
373,no eso es que te da el sudor .
374,so that un hombre puede tener hot flushes ?
375,sí pues claro te daba sudor .
376,te estabas sudando .
377,y te sentías pálido tú sabes .
378,te como que un calentón como que .
379,okay .
380,he was just negligent .
381,así eso es negligencia .
382,because I told him I could faint .
383,yeah .
384,so be here .
385,and talk to me like //.
386,exactly .
387,I don't know .
388,if I'm doing this for you because I do not like it and I know that I could faint .
389,mhm .
390,mhm .
391,I'm doing it because I want to be nice and maybe help a child or something like that .
392,mhm .
393,but he just left me there .
394,so I fainted .
395,mhm .
396,and when I faint I pulled my arm and it removed the needle .
397,mhm .
398,so there was blood all around the floor .
399,oh !
400,and I just fainted .
401,and it was so deep .
402,and I felt like shit .
403,have you fainted once or ..?
404,sí .
405,when they ah I almost fainted right after when they did this .
406,yeah .
407,because I was like freaking out about the pain .
408,so /.
409,it was painful ?
410,they //.
411,it was painful .
412,pero es que yo me //.
413,I was just like thinking ...
414,I was like tired .
415,I was really /.
416,it's just a piercing you know .
417,I know .
418,pero es que no me gusta el dolor .
419,and the needle .
420,no me gusta el dolor .
421,no .
422,type of piercings .
423,those are even more painful .
424,I know I know .
425,pero no eh el muchacho .
426,it's crazy .
427,el muchacho que que pasamos vamos a pasar después y te lo presento .
428,estaba así .
429,y yo vomité .
430,me hicieron eso .
431,pero yo estaba tan mareada de la situación que yo vomité .
432,"y él como ""/."
433,ay /.
434,pero te has desmayado totalmente alguna vez en tu vida ?
435,dime sí o no nada más .
436,no no .
437,bueno tú no sabes lo que se siente desmayarse .
438,no .
439,por poco me desmayo .
440,it's like ah //.
441,por poco me desmayo .
442,they had to //.
443,it's it's like you're dying .
444,I know .
445,like you feel like you're losing yourself .
446,like oh my God !
447,and fuck and you feel so weak /.
448,I almost fainted no I almost fainted at ah his place .
449,and helpless .
450,you have no idea what it is to be actually in that position .
451,so I had //.
452,it happened to me like five times or six .
453,and it's //.
454,oh I hate it .
455,no no what I'm trying to tell you is I did not faint .
456,but I was this close to fainting because I threw up //.
457,not the same stuff .
458,what if you start to faint ?
459,I can understand /.
460,would you //.
461,no you have no idea .
462,when you actually faint when you lose your ah consciousness .
463,ajá .
464,consciousness .
465,you feel like crap .
466,it's even worse .
467,because I have been in your /.
468,no no no no no .
469,stop !
470,.
471,oh .
472,remember wisdom .
473,qué te dije ?
474,.
475,continue .
476,tú tienes que aprender a abrir los ojos .
477,y abrir las orejitas .
478,mhm .
479,porque la sabiduría entra por los ojos y las orejitas .
480,a veces tú no me has escuchado en absoluto lo que estoy diciendo .
481,déjame terminar .
482,okay .
483,que tú que me dices que yo hablo mucho .
484,ya te voy a acabar de decir .
485,ah I have felt like you have felt like ah I'm about to lose my consciousness .
486,mhm .
487,yeah .
488,and it's terrible .
489,it's not nice to be in that position .
490,but actually losing the consciousness is worst .
491,mhm okay .
492,so you do not know that part .
493,okay .
494,so it has happened to me that I have like lost my consciousness .
495,and it's terrible .
496,it's like a small death .
497,mhm .
498,something like that .
499,pero lo que te estaba diciendo qué era ?
500,ah bueno yo veo sangre y me desmayo .
501,ajá .
502,so then I have plenty of reasons for not ah I don't know support natural birth .
503,mhm .
504,it's so unnatural and painful .
505,mhm .
506,and most likely the person is going to get a loose vagina .
507,mhm .
508,and even the doctor put the hands inside the vagina to pull the placenta .
509,mhm .
510,yeah .
511,placenta how do you say that ?
512,yeah yeah .
513,the placenta .
514,yeah placenta .
515,in English .
516,placenta .
517,that's it .
518,how do you pronounce it ?
519,placenta .
520,placenta ?
521,yeah .
522,okay so the doctor takes the placenta .
523,ajá .
524,out of the woman like pulling it with his own //.
525,yeah .
526,like the whole hand goes inside .
527,and it's so barbaric !
528,yeah .
529,and !
530,and it's not just about myself and my pleasure but about the blood and //.
531,mhm .
532,I don't know .
533,it's terrible .
534,I was ...
535,bueno te digo que yo soy brava porque yo fui la fotógrafa el parto de mi hermana .
536,yo fui la fotógrafa .
537,tu hermana //.
538,tú tienes una hermana mayor ?
539,no .
540,de Carla .
541,ah !
542,yo estuve ahí .
543,cuando nació tu hermana .
544,sí cuando nació /.
545,yo creía que tenías una hermana que había dado a luz .
546,no no no no no cuando mi /.
547,oy horroroso horroroso .
548,sí no no .
549,me dio cosa .
550,sí .
551,me dio un poquito de cosa .
552,no te sentiste mal viendo a tu mamá ?
553,no no lo único que me dolía /.
554,le dan hernias y haemorrhoids .
555,sí es así yeah .
556,it's terrible !
557,I don't know .
558,cuando no tengas hijos .
559,people //.
560,I don't know .
561,there should be like ah some sort of device to have children .
562,like put them like in some sort of microwave or something like an oven !
563,la esperma y el óvulo .
564,like how do you say that ?
565,in Spanish se dice el cigoto .
566,eh la mórula blástula .
567,that's /.
568,ajá .
569,when it's growing /.
570,you're talking about infertile //.
571,you're talking about instead of having inside //.
572,no that is fucked up !
573,that is the most fucked up thing I've ever heard you say .
574,because the baby's supposed to be inside the woman /.
575,I'm just joking .
576,I'm just joking .
577,oh okay .
578,but it would be so convenient .
579,it would /.
580,"can you imagine ""/."
581,let's see our fetus !
582,it's on the microwave growing .
583,no no that's fucked up !
584,and you open there and you ...
585,I'm telling you that's fucked up man !
586,no no but what if //.
587,I don't know .
588,it would be so unnatural to have a child like growing like a fetus outside the woman .
589,and I know this is the un bebé de laboratorio .
590,yeah the whole nine months in the lab .
591,I know .
592,eso es como si fuera un producto .
593,eso no es una persona .
594,it's going to become a product sooner than later !
595,no pero es no no no eso es /.
596,let's buy a baby !
597,that's I know that's ...
598,let's get a baby !
599,un bebé no es un perrito tampoco sabes .
600,eso es tan contra Dios y contra la naturaleza que la iglesia está opuesta a todo eso .
601,es tan contra la vida .
602,mhm .
603,qué yo no sé muy bien qué es eso de las células madres que Bush no apoya ?
604,oh stem cell .
605,stem cell .
606,yeah I have no idea about that .
607,no let's not talk about that .
608,it's like kind of using fetus to //.
609,I don't know something .
610,let's go back to this .
611,no more no more !
612,I don't want more .
613,no .
614,what Dong_Quai /.
615,no more herbs and stuff .
616,boring stuff .
617,do you ever hear me talk about that like ..?
618,I know but I didn't finish reading it .
619,okay man read it !
620,read all of them .
621,it has stinging nettle .
622,no tengo ni idea qué es eso .
623,organic Dong_Quai .
624,ah that's the Chinese .
625,the chingchangchongchong .
626,y qué es esto ?
627,a PMS lollipop ?
628,yeah .
629,with what ?
630,it's actually /?
631,no that's just me that's just before //.
632,because me gusta el dulce .
633,kosher .
634,Dong_Quai /.
635,so it's not intended for helping you with your PMS ?
636,no that's just me because I bought it yesterday .
637,Dong_Quai root extract .
638,juniper berry extract .
639,organic orange oil /.
640,looks like a lollipop made out of herbs or something .
641,stevia .
642,stevia leaf .
643,oh stevia !
644,stevia's good !
645,yeah I know .
646,I know .
647,that regulates your blood sugar .
648,stevia ?
649,stevia .
650,so expensive !
651,it is .
652,have you tried it ?
653,the natural one ?
654,yeah this is all natural .
655,no but ah /.
656,organic /.
657,no no I mean the leaves .
658,ah tú solo ?
659,no no no no no .
660,the leaves .
661,the leaves itself .
662,ah no no lo he probado .
663,and you know what is stevia ?
664,sí .
665,it's like a plant that grows in Chile .
666,.
667,yeah .
668,in Chile .
669,recently discover I don't know but the fact is that might be ah the next big thing to replace sugar or .
670,.
671,ahhah .
672,sí eso mismo .
673,esa mismo es .
674,yo sé todo eso .
675,pero es muy cara .
676,es carísima .
677,sí sí sí .
678,es carísima .
679,son unas hojitas dulces .
680,que tú las coges .
681,y las secas .
682,y te las metes en la boca y te endulzan .
683,sí yeah .
684,endulzan natural y rico .
685,y sin una sola caloría .
686,eso es esto mismo .
687,.
688,stevia leaf esto es /.
689,pero es bien caro .
690,sí por eso es que estos tés son bien caros .
691,esos tés son orgánicos .
692,y son hechos como en la tradición hindú de Ayurveda /.
693,Ayurdeva .
694,yeah eso mismo !
695,Ayurdeva .
696,Ayurvedic .
697,.
698,you know that I used to be a Hare_Krishna ?
699,yes you told me .
700,and I used to be a lot of things .
701,so let's count them down .
702,oh the list is huge .
703,I know .
704,you told me it was eighteen .
705,you might not know about some of them like espiritismo .
706,pues claro sí yo sé de eso .
707,"but not like in the movies like ""/."
708,oh my God !
709,no no no no yo sé como New_Age .
710,it's not like a medium like with blank eyes like doing weird stuff .
711,no no no yo sé The_New_Age así que tú sabes /.
712,just some way to relax and get in touch with a spirit that eh has some wisdom .
713,the chakras .
714,yes .
715,not any other spirit .
716,ahhah .
717,depends on the medium .
718,ahhah .
719,but what happens is that they make connection .
720,and the spirit speaks about the medium like through the medium .
721,mhm .
722,and I found it really interesting .
723,so in that group I happened to learn about the real espiritismo .
724,mhm .
725,how do you say that in English ?
726,like spiritism ?
727,no it's called New_Age .
728,eso es New_Age .
729,eso es lo que llaman espiritismo en español o ciencia espiritual .
730,sí si yo sé .
731,yo sé .
732,yo estuve en tres de esos .
733,tres diferentes .
734,cuáles cuáles ?
735,tres diferentes grupos .
736,pero dame los nombres de los grupos .
737,Cima se llamaba uno .
738,Asonde se llamaba otro .
739,ahhah .
740,ahhah .
741,eh y el otro cambio de nombre después .
742,pero fueron esos tres básicamente .
743,ahhah .
744,eh también estuve en el Círculo_Efe .
745,ajá .
746,eh and I was looking for eh ah third type encounters .
747,how you call those ?
748,los U_F_Os ?
749,yeah .
750,estuve en el monte en las montañas buscando extraterrestres .
751,.
752,then I became a Hare_Krishna part time .
753,mhm .
754,a part time Hare_Krishna .
755,yeah .
756,so I used to be like vegetarian .
757,but sometimes I had my meat .
758,mhm .
759,and I went to this a ceremonias .
760,en la mañana .
761,el .
762,and I used to sing with them and stuff like that but just part time .
763,oh it was I //.
764,lo que a mí me gustaba de Coconut_Grove es que ahí está el templo Hare_Krishna .
765,y ahí antes se pasaban así .
766,cantando ellos cantan /.
767,la procesión .
768,a veces cantan para recoger dinero .
769,ahhah .
770,y para coger donaciones se llama prasha .
771,ahhah .
772,y es para para coger comida gratis .
773,y darle comida a los demás .
774,mhm .
775,para que la gente que tiene hambre coma y aprenda el Bhagavad_Gita .
776,it's like marketing .
777,sí .
778,so they sing and they get free food from the market people //.
779,mhm .
780,I don't know .
781,they give away food .
782,they prepare the food .
783,and if there's a homeless guy or someone they have like meetings .
784,and they give away people for food .
785,eh es como una misión ?
786,es misión ?
787,but you need to first listen the Bhagavad_Gita .
788,and then you get the soup .
789,oh no .
790,eso no es cristiano .
791,.
792,so if you're hungry you can become a Hare_Krishna .
793,just get the soup and then get the Bhagavad_Gita and sing with us and dance with us and ...
794,oye eso no es /.
795,it's kind of a manipulation .
796,no eso no es //.
797,porque por lo menos los cristianos le los misioneros /.
798,it's marketing .
799,it's a good way to I don't know give someone a bowl of soup and some I don't know comfort for the soul .
800,no no no porque eso no se supone que sea así .
801,porque por lo menos .
802,lo mi entendimiento de las misiones católicas .
803,en eh le daban comida .
804,no y después si querían aprender del cristianismo pues le enseñaban .
805,pero eso no era de /.
806,okay so it's a mission .
807,we give you food .
808,and if you want to hear about Jesus_Christ that's fine .
809,you're more than welcome .
810,but a couple of centuries ago you do not want to hear about Jesus_Christ so you are going to lose your head .
811,I know .
812,decapitated !
813,we have come a long way por lo menos .
814,yeah but we were counting .
815,like Hare_Krishna .
816,Hare_Krishna sí .
817,"and I had well my mantras and my stuff ""/."
818,Hare_Krishna Hare_Krishna Krishna Krishna Hare Hare Hare Rama Hare Rama Hare Rama Rama Rama Hare Hare !
819,qué significa eso ?
820,es una forma de bendecir al señor Krishna .
821,ahhah .
822,y agradecerle por la existencia .
823,pero es bonito .
824,eso se supone que te relaja .
825,ahhah .
826,eh fue interesante .
827,ellos suelen meditar .
828,ahhah sí sí sí .
829,meditar .
830,y comer saludable .
831,son personas sanas buenas .
832,los monjes hacían eso .
833,hm .
834,hm .
835,sí .
836,hacían los vespers cada ...
837,sí .
838,estuve en otro grupo que llamaban Madame_Blavatsky_H_P_B .
839,ahhah .
840,que era como de metafísica .
841,estuve en uno que se llamaba El_Subuth .
842,que era un poco extraño .
843,y estuve muy poco tiempo ahí porque yo visitaba mucho y no me gustaba y me iba .
844,ahhah .
845,a ver estuve en otro que se llamaba ...
846,eh Rosacrucismo .
847,mhm .
848,cómo le dicen en inglés ?
849,no sé .
850,no me acuerdo cómo se dice .
851,y qué otro estuve ?
852,El_Cuarto_Camino .
853,estuve en El_Camino .
854,estuve en .
855,estuve también en este de //.
856,que eso fue hace veinte años .
857,fue hace como diez .
858,estaba yo muy joven .
859,ahhah .
860,en cómo se llama este ?
861,el de este negrito que tiene el lleno de pelo grande que hace magia .
862,ay carajo !
863,cómo se llama ?
864,mm ...
865,Satia_Saibaba .
866,Saibaba es muy conocido en India .
867,es que en India hay más de mil religiones reconocidas .
868,sí sí .
869,and then I just read that I wasn't able to find God or find inner peace .
870,mhm .
871,so I just eventually stopped looking .
872,and I became a rebel .
873,and I just told /.
874,un rebelde sin causa .
875,"yeah like just told Jesus or whatever god or representation there was at that time in my mind ""/."
876,mhm .
877,it's okay I'm just tired of looking for you .
878,and I got nothing .
879,I feel nothing .
880,I haven't got any more faith .
881,so I'm just going to stop looking .
882,if you want to see me just look for me .
883,so I'm not going to look for you .
884,mhm .
885,I don't know .
886,then I became a atheist and then agnostic and plenty of stuff .
887,and then I came here to the US seven years ago .
888,and attend like Christian meetings and Christian churches and stuff .
889,protestante .
890,yeah protestante .
891,and at the end I just realized that I am just a Catholic person that wants to be better .
892,and I don't know I'm just trying to be a good man .
893,un besito .
894,no no no un besito .
895,no un poquito no un poquito no .
896,ay !
897,okay un besito en la .
898,así que regresasteis .
899,regresasteis a la familia .
900,por lo menos entendemos o sea los católicos entendemos que esto es un proceso .
901,porque y nos tenemos que ayudar los unos a los otros .
902,a la meta que es la santidad .
903,pues eh Jesus nos dijo que este todos podíamos ser santos .
904,mhm .
905,y por eso es yo fui amada por él .
906,a hacer un apostolado de los The_Ravers .
907,ravers ?
908,?
909,ravers ?
910,no no tengo ni idea qué es eso .
911,es es la gente joven que le gusta la música electrónica .
912,rave music ?
913,sí .
914,música electrónica ?
915,sí tecno .
916,eso no me gusta .
917,este //.
918,bueno no importa que no te guste .
919,pero como a mí me gusta //.
920,y como en verdad /.
921,so like techno music ?
922,me encanta me /.
923,isn't that the one that people use to get stoned or get high with these ecstasies ?
924,sí sí sí .
925,sí .
926,pero es que a mi me gustaba //.
927,yo probé éxtasis a los veintiuno .
928,pero a mi me encantaba esa música ya de joven .
929,I have never tried ecstasies .
930,a los /.
931,I just smoked marijuana for a couple of years .
932,a los dieciséis /.
933,a los dieciséis los diecisiete me yo oía esa música .
934,just minor stuff .
935,marijuana just .
936,but you know what ?
937,bueno /.
938,what ?
939,I want to try sooner or later in my life at least once LSD .
940,uy !
941,at least once .
942,no te lo //.
943,bueno es que como yo tengo mis issues .
944,pues no te lo recomiendo .
945,yo traté algo que era similar era LSA .
946,era unas semillas .
947,se llamaban Hawaiian_Baby_Woodrose .
948,y yo hice un té .
949,se supone que eran con cinco semillas .
950,it was something natural ?
951,sí .
952,so then it's not LSD .
953,LSD is totally a chemical stuff .
954,no esto es LSA .
955,en vez de D es LSA .
956,that has nothing to //.
957,well LSD is made in a lab .
958,sí sí no es similar .
959,no no no cállate .
960,no .
961,yo he leído todo esto .
962,I /.
963,so it's some sort of seed that cause the same effect like LSD or something like that ?
964,yes .
965,yes !
966,yes .
967,but they're some sort of mushrooms or something like that ?
968,no no no no es una semilla se llama Hawaii /.
969,I might try something natural maybe .
970,lo lo que lo que pasó fue .
971,bueno es que yo quiero que tú aprendas de mi experiencia .
972,este lo que pasó fue que /.
973,I know about your experience .
974,but you know what ?
975,still //.
976,I told you the other day .
977,sometimes life is like flat .
978,like without I don't know intereses o intensidades o ...
979,mhm .
980,sometimes just being an adult is a little boring .
981,yes I know .
982,and you can drink sometimes .
983,mhm .
984,and you feel different .
985,could be nice to drink once in a while .
986,mhm .
987,you can smoke cigarettes which is stupid .
988,mhm .
989,the worst thing that you can do .
990,like Marlboro ones .
991,mhm .
992,you can smoke some marijuana .
993,o Lucky_Strike .
994,that I used to smoke marijuana .
995,and for me it was great .
996,mhm .
997,pero es que /.
998,and I experienced nothing wrong about that and nothing .
999,but I never tried anything else .
1000,mhm .
1001,so lo que te estoy diciendo es que cuando yo fumé marijuana //.
1002,yo sentí cosas que no sentí jamás de otra forma .
1003,sí .
1004,so there wasn't for me any other way to feel what I felt ...
1005,no .
1006,through marijuana just with marijuana .
1007,.
1008,I can experience what is love ...
1009,what it is to drink .
1010,different things .
1011,but what marijuana made me feel nothing else would have made me feel .
1012,mhm .
1013,you understand what I'm saying ?
1014,yes completely understand .
1015,yo no me arrepiento de haber fumado marijuana .
1016,and it's just marijuana for a couple of years .
1017,mhm .
1018,so and I just stopped doing it .
1019,mhm .
1020,it was so easy to just not do it I just decided not to do it .
1021,and I stopped doing it .
1022,but still I know that there are some ways to feel things in life that just flat main basic emotions are not going to make you feel .
1023,just like that .
1024,because I might love someone /.
1025,ese ese ese es el espíritu santo .
1026,yeah the Holy_Spirit is nice but ah ...
1027,no ese es el espíritu santo .
1028,no I have never felt nothing close to the espíritu santo never /.
1029,no porque tú no /.
1030,I do not have faith .
1031,because /.
1032,I was not raised to have faith .
1033,sí pero /.
1034,and I have looked for that .
1035,and I wanted to have faith but ...
1036,mira tú necesitas catecismo /.
1037,I'm still a very nice person and I /.
1038,but you know what ?
1039,I am actually one of the //.
1040,I don't know .
1041,I consider myself a useful person a nice person that has been doing nice stuff for people all his life .
1042,yeah .
1043,I always have been useful .
1044,so I'm a good citizen .
1045,yeah .
1046,and maybe not really with a big faith .
1047,but I have been better than other people that have faith and has done bad stuff .
1048,sí pero imagínate si tú tuvieras fé .
1049,.
1050,"con la buena persona que tú eres tienes que pedir a Dios ""/."
1051,dame fé Dios .
1052,yo quiero creer en ti .
1053,yo creo que sí es cierto .
1054,si yo tuviera más fé sería una persona mejor tal vez más feliz pero bueno .
1055,uno .
1056,bueno lo que te estaba diciendo era lo siguiente este ...
1057,ahhah .
1058,yo sé que ya no fumo nada ni hago nada .
1059,pero un día de estos me gustaría probar algo una sola vez .
1060,mhm .
1061,just give a try once .
1062,and something that is going to make me feel something different and nice .
1063,exciting .
1064,something //.
1065,I don't know an experience out of myself .
1066,something !
1067,and I have heard that LSD can make you feel like that .
1068,yeah yeah .
1069,yeah /.
1070,so just once maybe .
1071,no bueno es que /.
1072,and then keep on with my life .
