,sentence
142,por eso te digo que o salimos a buscar algo o hago pasta porque pasta es rápido .
143,tal vez una sopa de plátanos .
144,no ?
145,y los niños ?
146,sopa de plátano .
147,qué más te iba a decir ?
148,Chicken Kitchen ?
149,ah Chicken Kitchen that's a good idea .
150,that's a good idea .
151,y qué estaba diciendo yo ?
152,de la señora del museo de México .
153,que te dijo que sí era .
154,si .
155,son como cuatro días .
156,pero allí no sé si me quedo con Jessica o ...
157,por qué ?
158,su familia que tiene que tiene que ver Jessica ?
159,Antonio take a shower as soon as like in fifteen minutes okay ?
160,I want you to go with me to get some ...
161,bueno no take a shower .
162,I'll go by myself .
163,I'll just get some chicken kitchen later .
164,yeah yeah .
165,pero tienes que bañarte antes .
166,báñate mejor .
167,báñate .
168,y vienes conmigo .
169,tu crees que entendió lo que le acabo de decir ?
170,sí lo que no le pareció .
171,ah .
172,no quiere ir en la pijama ?
173,no se quiere bañar .
174,ah .
175,báñate bien .
176,Mirna quería venir porque pensó que si venía a hacer esto le iban a pagar .
177,pero sí le pagan .
178,sí pero con quién va a hablar ?
179,no sé .
180,pero tú crees que habla suficiente español para hacerlo ?
181,no .
182,yo le dije .
183,dio .
184,yo le dije .
185,qué más ?
186,y porque tienes que ser en español ?
187,no creo ...
188,tiene que ser bilingües .
189,pero yo honestamente no pienso que ellos son bilingües .
190,en el sentido ...
191,que Antonio y Diego son bilingües ?
192,no creo que son bilingües .
193,no .
194,no porque medio entender o medio leer algo no quiere decir que sean bilingües .
195,que la .
196,por eso yo digo .
197,yo no ese no es el concepto mío del bilingüalismo .
198,pero si nosotros grabamos todo en español qué tiene que ver con ser bilingüe ?
199,I don't know .
200,I don't know .
201,he didn't tell me .
202,they didn't explain .
203,it might it might have something to do with the something else that has to do with an attribute of bilingual people .
204,that doesn't necessarily have to do with the actual language that they're speaking but .
205,I don't know cadence .
206,I don't know .
207,I can't imagine because I /.
208,o hacer lo que estás haciendo que tú hablas en inglés y yo te contesto en español ?
209,o algo así pero no creo .
210,la verdad es que no creo .
211,yo lo estoy haciendo interesante .
212,.
213,a que estudien .
214,tú crees que podemos hablar por treinta minutos ?
215,si es que tú no hablas .
216,yo hablo .
217,tú no hablas .
218,yo hablo cuando hay algo que algún tema que a mí me interesa .
219,yo hablo .
220,pero a ti te desespera cuando yo hablo porque quieres que me apure .
221,no te gusta cuando yo empiezo a /.
222,no no no no no no no no .
223,es que /.
224,no déjame hablar .
225,que a ti no te gusta cuando yo empiezo a dar detalles y a contar y esto y el otro .
226,tú quieres el punto .
227,tú quieres que te dé las bullet points .
228,y que te diga esto es así .
229,y ya .
230,no es eso .
231,es cuando quieres decir algo .
232,"primero me dices ""/."
233,se mató .
234,y luego empieza como fue que llegó a matarse .
235,no porque entonces .
236,ya que me dijiste que se mató .
237,huy chica me tienes que decir cómo se murió .
238,no .
239,y tú también eres así .
240,pero eso es parte de la narración .
241,no dime no dime .
242,que tú vas creando como un suspenso .
243,para que te pongan atención porque /.
244,no quiero no quiero el suspenso .
245,"entonces ahora yo de ahora en adelante no se los digo ""/."
246,fulano se mató porque se descalabró en la motocicleta .
247,ya .
248,y entonces yo te voy pidiendo los datos .
249,pero yo siento que no te va a interesar porque a veces cuando yo te cuento cosas que me interesan a mí yo te veo la cara que a ti no te interesa .
250,y que estás sólo escuchando sólo por educación .
251,no .
252,es que cuando comiences con Lorenzo a veces no me interesa .
253,pero ese es mi trabajo es parte de mi vida .
254,yo paso ahí nueve horas del día .
255,y te lo cuento porque quiero compartir algo que hago yo durante la mayor parte de mi día que es importante para mí .
256,yo te lo quiero compartir .
257,pero .
258,y a ti no te interesa .
259,pero muchas veces a ti tampoco te interesa lo mío .
260,entonces después qué te voy a contar ?
261,que vine aquí a cocinar .
262,que vine a lavar ropa .
263,que le di la comida al gato .
264,que .
265,no pero hay otras cosas por ejemplo .
266,número uno cuando yo te he llevado al museo y te he mostrado un trabajo que haya hecho a veces te interesa a veces como que ...
267,si pero yo no te interrumpo cuando tú me empieces a contar cosas por ejemplo de estas /.
268,no estoy hablando de interrumpir .
269,estoy hablando de interés .
270,o de a tampoco te apuro .
271,"aunque no me interese aunque no me interese yo no te voy a decir ""/."
272,bueno y entonces y .
273,yeah what's the point .
274,como me dices tú .
275,tú a veces no me dejas ni siquiera contarte la historia .
276,tú siempre me estás apresurando .
277,yo sí te dejo contar historia .
278,no .
279,yo a veces pregunto .
280,pero tú te pones brava que yo pregunte .
281,porque déjame contarte déjame contarte la /.
282,pero no es algo fuera del normal que te pregunte .
283,no es fuera del normal .
284,no pero no es que me preguntes .
285,es que a veces tú hasta con las manos tú haces así para que yo me apure .
286,porque quiero saber .
287,como sacándomelo con cuchara .
288,no .
289,pero no es por apurarte .
290,es por querer saber cómo termina la cosa .
291,qué tiene que porque me interesa saber cómo termina .
292,bueno pero entonces ten ten impaciencia porque cuando tú vas a ver una película de dos horas no estás ahí desesperado para ver cómo termina .
293,ah no .
294,por favor yo te cuento de lo que yo estoy un libro .
295,y estás dormida en dos minutos .
296,y yo no me enojo .
297,porque tú lees libros aburridos .
298,no hombre .
299,.
300,no son cosas muy interesantes .
301,no pero .
302,a parte es que tú me cuentes algo a las diez de la mañana a me lo cuentas a las once de la noche que ideas no aguanto más .
303,no estás bien .
304,y cuando yo empiezo a hablar se te va la onda .
305,no estoy bien .
306,porque cuando yo me acuesto en la cama ya en cinco minutos estoy del otro lado .
307,y eso porque está en negro ahí otra vez ?
308,porque se quedó en negro .
309,y nunca lo arreglamos .
310,no no yo lo pinté .
311,no lo pintaste .
312,y lo que pintaste fue allá .
313,cuando se salió el agua del aire condicionado se manchó allá .
314,pero esto es lo del baño .
315,yo puse Killz ahí .
316,tú pusiste qué ?
317,Killz .
318,es un producto contra el moho .
319,aquí ?
320,.
321,uhuh .
322,es una lata que tira para arriba .
323,no sé .
324,tal vez siguieron creciendo .
325,no creo que siguieron creciendo .
326,pero la mancha se quedó .
327,eso hay que pintarlo o arreglarlo .
328,entonces ?
329,quiero ganarme mi plata .
330,hable .
331,dime algo .
332,.
333,bueno ahora tenemos que repensar qué vamos a hacer con los dos mil dólares menos que estamos recibiendo del income tax .
334,no hay cuatro mil .
335,yo estaba esperando tres mil .
336,yo pensé que ...
337,yo pensé que iban a ser cuatro mil .
338,no el año pasado era tres mil trescientos .
339,.
340,este lo que vamos a hacer es pagar la tarjeta .
341,qué tú crees que hay que repensar ?
342,no hay nada que repensar .
343,no porque habíamos pensado hacer el baño hacer el techo .
344,ah no eso es para pagar la tarjeta .
345,yo digo que hay que pagar las tarjetas .
346,y aguantarse .
347,yo el baño lo voy haciendo según lo que pueda .
348,si saco todo ahí .
349,compro el toilet .
350,y lo instalo yo .
351,son ciento cincuenta pesos .
352,si lo voy haciendo yo pedazo a pedazo no nos va a salir en diez mil pesos con lo que piden la gente este dos mil pesos para un baño .
353,es la mano de obra lo que más cuesta .
354,acabo de ahorrar los dos mil pesos ya fue pintando yo .
355,nada hay que pagar las tarjetas .
356,digo yo .
357,hay que pagar todas las deudas .
358,si .
359,no quiero estar en deuda .
360,pero no es sólo pagar sino que dejar de gastar también .
361,no me ves gastando .
362,yo estoy aquí todos los días .
363,menos mañana que voy a ir a ver una película en Miami_Beach en .
364,se llama The_King_of //.
365,con quién ?
366,sólo .
367,no es una película .
368,es un documental .
369,se llama The_King_of_Corn .
370,solo ?
371,sí voy solo .
372,nadie quiere ir conmigo .
373,yo te invitaría .
374,pero no //.
375,"tú dices ""/."
376,ah eso es bueno eso no no .
377,qué voy a hacer con los niños ?
378,es de lo que se trata .
379,el la primera parte del libro que leí sobre Omnivores_Dilemma .
380,mhm .
381,es eso .
382,la industria del ...
383,maíz .
384,del maíz en este país .
385,y los efectos negativos .
386,.
387,y cómo la industria del maíz es equivalente a cierta parte de la obesidad en este país .
388,ah hoy estaba leyendo en una noticia que salió en el periódico .
389,creo que del Perú .
390,para //.
391,parece que el precio del trigo está tan alto para hacer pan que ahora están haciendo pan de harina de papas .
392,oh my god .
393,que rico la harina de papa .
394,porque sí pero sale más barato que hacer harina de trigo .
395,no y y no hubo un molote por el precio de las tortillas ?
396,pero eso fue en México .
397,en México por eso por el maíz también .
398,sí pero no puedes hacer tortillas de papas .
399,no .
400,pero que te iba a ah me tienes que dar plata porque necesito pesetas .
401,para el meter .
402,mhm .
403,yo te di .
404,que me dijo .
405,yo te el otro día .
406,el otro día .
407,que hiciste ?
408,eso de café en café me lo tomo .
409,es es cierto .
410,tengo como un peso cincuenta en pesetas .
411,es que necesito más por si acaso .
412,pero ahora lo puedes pagar con la tarjeta no ?
413,yo no voy a poner mi tarjeta .
414,.
415,yo lo hice una vez y no ...
416,prefiero pesetas o un peso .
417,en esa cosa azul tú dices ?
418,comenzando con no sé si hay de eso ahí .
419,uhuh .
420,pero María me dijo ya dónde puedo estacionarme .
421,cerca de ahí yo le enseñé dónde era la puerta .
422,es que son dos horas no más o menos .
423,dice ocho y media a diez y media .
424,pero yo no me imagino que son dos //.
425,bueno puede ser .
426,un documental de dos horas ?
427,te voy a enseñar .
428,it's in the Miami Miami_Beach Cinematic se llama .
429,Cinematec .
430,ah lo voy a decir a este tipo tal vez quiere ir conmigo .
431,o lo dejamos ahí con los niños ?
432,si .
433,.
434,no ?
435,no .
436,dejaste la computadora ahí arriba ?
437,sí la apagué .
438,ah pero este no sé si le interesa porque eso tiene que ver con los Estados_Unidos verdad ?
439,qué cosa ?
440,lo del maíz .
441,no pero si no tiene nada más que hacer tal vez .
442,y cuánto es que cuesta la entrada ?
443,diez pesos .
444,diez dólares por ver un documental de dos horas .
445,a ver qué te pasa man .
446,ah tú sabes qué van a dar ahí que sí quiero que que vengas conmigo ?
447,los shorts .
448,the shorts films que nominaron para los Oscars .
449,casi todos son de otros países .
450,lo van a dar uno tras el otro .
451,mhm .
452,son como quince veinte minutos cada uno .
453,y son como cuatro o cinco .
454,y lo van a dar ahí todo en una noche .
455,the the Oscar shorts .
456,mhm .
457,creo que es el veintinueve de marzo .
458,you ahora le voy a enseñar //.
459,eso sí que quisiera //.
460,y eso son sólo diez pesos .
461,y son bonitas .
462,yo estaba viendo los clips que dan los que pusieron los Oscars .
463,bonito bonito .
464,pero qué son ?
465,sobre qué ?
466,diferentes cosas son .
467,cómo historias cortas ?
468,historias cortas .
469,pero son muñequitos .
470,pero diferentes tipos de muñequitos .
471,la animación es completamente diferente una de la otra .
472,una de Rusia una de .
473,pero son muy bonitas .
474,ahí mismo en ese lugar ?
475,en ese lugar .
476,voy a ver si busco un pamphlet o algo .
477,y vamos .
478,veo cómo es la cosa .
479,eso sí quiero verlo también .
480,hay cosas que hacer en esta ciudad .
481,si uno sabe buscar .
482,sí no que hay que hacer .
483,hay que hacer .
484,lo que pasa es que cuando tienes niños tienes que buscar alguien que te cuida a los niños .
485,si no tienes alguien que te los cuide gratis tienes que pagar .
486,y sale caro pagarle a alguien que te cuide tus niños .
487,hablando de eso .
488,ya tenemos que mañana llamar a //.
489,llamamos nosotros .
490,o dejamos que Antonio pide que es por ejemplo Antonio /.
491,a Juanita .
492,si Antonio se iba a quedar con Sebastian .
493,y Ann también se puede quedar ahí no ?
494,y Lilian ?
495,donde Carlita .
496,entonces tiene /.
497,o tal vez sea esa ilusión de Carla .
498,ellas dos estaban tramando de hace de julio .
499,yo no creo que dejen bueno .
500,pero lo que pasa /.
501,pero el otro día que supuestamente el fin de semana era dormir donde Jenny por su cumpleaños la mamá dijo que no porque ella había sacado malas notas .
502,por eso por eso .
503,no es seguro con esa mujer por eso no quiero hacerlo ya .
504,sí .
505,bueno entonces tú llama a la otra entonces y a la Juanita .
506,para asegurar el negocio .
507,sí ?
508,si .
509,lo llamo yo .
510,a ti no te dicen que no .
511,no me dicen que no ?
512,no .
513,tú eres charming .
514,Juanita no me dice que no pero ...
515,Paula tampoco .
516,no sé no sé .
517,esa Paula no me para bolas .
518,cómo no .
519,siempre es ay Noah no sé que //.
520,jamás !
521,sí .
522,cuándo tú has visto que //.
523,ella siempre es amable contigo .
524,esa paleta está de lado .
525,está de lado .
526,todas son de lado .
527,pero están de lado estas ?
528,está .
529,no ahora no lo hagas niño .
530,se va //.
531,eso está bien .
532,deja deja que eso va a soltar polvo .
533,yo lo veo más de lado .
534,por favor .
535,no va a soltar más .
536,yo lo limpio .
537,yo me paré ahí a limpiar el día que limpié toda esta casa .
538,qué te iba a decir ?
539,no esa gente no me para bolas .
540,tal vez la Juanita porque la pobre ...
541,mal servicio sí alguno .
542,y me ve ahí trabajando y con los niños y eso .
543,le da cosa porque son mujeres .
544,no es cierto ?
545,y la otra no igual .
546,la otra está sola igual .
547,pero la otra yo creo que se mueve más .
548,trabaja .
549,y tiene la mamá ahí .
550,debe tener quien le dé amor .
551,.
552,ese Mauricio no la vuelve a mirar ni a ...
553,tú le dijiste a Mauricio ?
554,no .
555,no eso es un muchacho .
556,Mauricio tiene otro concepto completamente //.
557,ah hablando de Mauricio estábamos mirando .
558,Lilian puso //.
559,no sé dónde lo encontró .
560,una página electrónica parecida a la que yo busqué en Washington para ver dónde ir a pasar el rato .
561,y decía ahí los lugares donde se puede ir a escuchar música latina y bailar .
562,estaba hoy como que es que los dos queremos ir a ver cómo es .
563,eh Bungles que se convierte en cosa de baile después de no sé qué hora .
564,La_Covacha .
565,y La_Coacha .
566,"entonces yo le dije ""."
567,bueno yo no sé la Coacha porque dice Teresa /.
568,Covacha .
569,Covacha .
570,sí .
571,y yo le dije /.
572,yo no sé pero a mí me parece que eso es para ir a buscar //.
573,levante .
574,yo leí en inglés que es para hunting .
575,es for hunting .
576,que ahí va a cazar mi amigo Mauricio .
577,a ver si se la prestan .
578,a quién le dijiste eso ?
579,a Teresa .
580,mhm .
581,yeah .
582,y no sé si Lilian me hizo mucho caso .
583,y Teresa no tiene una amiga soltera ?
584,recomendable ?
585,para ?
586,para Mauricio .
587,no lo sé .
588,es que yo no le puedo echar nadie a Mauricio porque después quedo mal .
589,mhm .
590,sí cuando la le de vueltas .
591,y después la deja .
592,no .
593,es que él no trata de darle vueltas .
594,él trata de ser claro .
595,trata en lo posible de darle impresión de que él no .
596,pero todas las mujeres aunque están viendo que el hombre dice /.
597,pero cómo es que el el dice que no quiere ningún compromiso ?
598,mhm .
599,pero en el fondo él quiere encontrar a alguien con quien compartir su vida o no ?
600,o pretende quedarse soltero el resto de su vida ?
601,.
602,no .
603,yo creo que él quiere encontrar alguien no ?
604,yo creo que él //.
605,no sé .
606,pero si comienza con que no quiere nada con nadie entonces nunca va a encontrar a nadie que vale la pena .
607,es que ya está //.
608,mira Mauricio él ha siempre ha sido como de mente como de persona mayor .
609,de .
610,y ?
611,y ahora que ya está medio maduro peor todavía .
612,sí .
613,él está muy acostumbrado a lo de él .
614,sí pero eso no quiere decir .
615,él lo que tiene que hacer es ponerse claro .
616,qué es lo que quiere ?
617,quiere seguir de picaflor hasta que sea un viejo verde sólo saliendo con una .
618,no un viejo verde que eso es discriminación .
619,bueno .
620,un viejo picaflor ?
621,picaflor todo el mundo tiene derecho .
622,o o quiere eventualmente encontrar a alguien con quien el quiere casarse y formar una familia .
623,pero entonces claro que se defina qué es lo que quiere .
624,no es que la primer mujer que se le va a cruzar por enfrente se va a casar con él .
625,y no quiere decir tampoco que a los tres meses de estar saliendo con alguien que se va a casar .
626,pero que tenga la mente abierta que no sale ese pánico que le da que solamente de mencionar la palabra matrimonio se friquea .
627,no creo que se friquea .
628,yo no creo que se friquea .
629,pero no quiere que lo estén jodiendo .
630,no quiere aguantar locura .
631,ah bueno si no quiere que le están jodiendo que no se case .
632,no quiere //.
633,por qué tú me jodes .
634,porque tú siempre dices que así es que yo te jodo mucho .
635,yo jamás te he dicho que tú /.
636,pero lo piensas .
637,.
638,y yo te leo la mente .
639,acuérdate que yo sé leer la mente .
640,sí .
641,ajá ajá ajá .
642,sí .
643,el medium .
644,cómo se llama la chava esa ?
645,mhm medium rare .
646,medium rare .
647,cómo se llama la chava esa ?
648,Alison .
649,Alison .
650,Alison Plaza .
651,mhm .
652,mhm .
653,.
654,seguro que .
655,.
656,y seguro que .
657,ah sí .
658,nombre .
659,choca carro .
660,a saber que .
661,porque él debe gozar de eso .
662,.
663,muy lindo .
664,pues sí han pasado .
665,no sé .
666,no vi qué hora era cuando comenzamos .
667,en número .
668,a ver .
669,sí .
670,a ver .
671,creo que aquí dice veintiuno .
672,pero no sé si se está cambiando ese número .
673,no sé no sé .
674,.
675,nunca hablamos tanto .
676,por eso lo que te digo que tú crees que tenemos suficiente de qué hablar para llenar treinta minutos .
677,pero eso no es triste ?
678,sí es triste .
679,pero por qué no tenemos ?
680,no tenemos de qué hablar .
681,pues porque somos feos .
682,o que somos /.
683,no sé si es porque llega un punto en que ...
684,no creo que no sea que no tengamos de qué hablar .
685,sino que vamos seleccionando las cosas .
686,o deseleccionando las cosas que creemos que el otro //.
687,por lo menos eso es lo que me pasa a mí .
688,que ya yo sé qué cosas que a ti no te interesan .
689,entonces digo yo para qué voy a hablar de eso ?
690,para qué se lo voy a decir si es como que si se los estoy diciendo a una silla porque ni_fu_ni_fa .
691,de repente me interesa ?
692,no porque ya yo he tratado .
693,y no te interesa entonces para qué .
694,qué cosa a ver dime un ejemplo .
695,como cosas del trabajo por ejemplo que yo sé que en cuanto te empiezo a contar que de la convención .
696,o te empiezo a contar que del un proyecto que estoy haciendo algo así es como que se te va la atención por ahí .
697,y entonces mhm mhm .
698,y entonces en cualquier en cuanto tienes la oportunidad se cambia el tema .
699,entonces después digo yo .
700,pero hay otras cosas sobre qué hablar la filosofía la política .
701,sí pero una no siempre está //.
702,por por ejemplo yo no siempre estoy de como de humor .
703,para hablar de cosas así abstractas .
704,a veces quiero contarte de lo que me está pasando de lo que me preocupa o de lo que me emociona o de lo que me interesa .
705,pero tú puedes decirme eso .
706,sí pero si yo te empiezo a contar algo que a mí me interesa algo que me preocupa entonces me regañas .
707,sí que tú te preocupas mucho que te eso que te lo otro .
708,no porque todo te preocupa .
709,no pero todo te preocupa .
710,si te cuento algo que a mí me interesa por ejemplo del trabajo entonces o te pones celoso porque sí .
711,sólo de Lorenzo sólo de Lorenzo .
712,pero es que Lorenzo por allá .
713,y tus cubanos aquí y tus cubanos allá .
714,entonces como que se me quitan las ganas de decirte ...
715,de hablarme de los cubanos .
716,no es que te esté hablando de los cubanos .
717,es que eso es parte de mí día a día .
718,.
719,sí .
720,entonces ...
