,sentence
167,I'm not gonna pick up the whole thing .
168,okay ?
169,I mean Esmerelda's room is disgusting .
170,she needs to pick that up .
171,and Paul's not here .
172,I imagine he went to work .
173,mhm .
174,y tengo un dolor de cabeza de este tamaño .
175,.
176,why don't you take some Tylenol ?
177,I'm gonna take some .
178,and as usual .
179,I put it next to your side of the bed !
180,as usual every time Easter comes .
181,and I have to do all this stuff in the parish .
182,I get sick .
183,Gordo is sick too .
184,me dio una entrada de patadas anoche .
185,I don't know how many times he kicked me in the bed .
186,no .
187,I don't remember him kicking me .
188,so he must have been facing me the whole time .
189,no it was me .
190,it was me .
191,he was kicking me the whole time .
192,I didn't sleep very well either .
193,I was waking up at three and at four and at five .
194,I slept pretty well .
195,yeah I know you did .
196,you were snoring .
197,yeah I must have slept well .
198,and quite loud I might add .
199,and Paco was snoring really loud too .
200,so anyway .
201,I'm gonna go drop that off at the motor home when I leave for the parish .
202,bueno de qué más quieres hablar ?
203,yesterday the principle called me in .
204,.
205,"she goes ""/."
206,I wanna talk to you before I speak to that teacher .
207,the one that has that problem .
208,yes .
209,"and and I go ""/."
210,I wanna //.
211,"she goes to me ""/."
212,I wanna speak to you before I talk to her because I want the union to be okay with this .
213,"and and I go ""/."
214,okay .
215,"and so I go to her ""/."
216,yeah well you know let me know about what's going on .
217,"and she goes ""/."
218,no I'm telling you what I'm planning to do because you know when she comes in she's probably gonna be upset or whatever .
219,she might come to you .
220,oh because she's coming back to work ?
221,okay .
222,she came back to work .
223,she came back to work .
224,yeah you know I was mentioning that you know people talk about the catholic church and how priests that molest children like get transfered /.
225,just get transfered from one place to another and the school system is doing the same thing .
226,but the school system is about just about the same category then .
227,because her dad is an attorney and her brother is an attorney .
228,so they're more scared of the lawsuit than they are of ethical things .
229,right they're more scared of the lawsuit from her the employee than the lawsuit from the parents .
230,yeah .
231,because the parents didn't do anything but the parents are more concerned and took them took the kids out .
232,imagine that's a free program .
233,you know and so anyhow she goes //.
234,"she had come to the principle had come to me a couple days ago and she goes ""/."
235,the person that you sent me an email and the resume do you know them personally ?
236,"and I go ""/."
237,truthfully no .
238,I know her boyfriend .
239,I know her via email but you know because you know we've gone back and forth .
240,then she is in a position where she wants to ...
241,who's this ?
242,la novia de ...
243,the manager of Payway .
244,oh okay yeah .
245,but he //.
246,right right right that she was in that school in //.
247,she's in Belair .
248,she's in Belair .
249,she's in fifth grade .
250,ESE .
251,well that's exactly what she needs over here .
252,pero ella no quiere traer a alguien .
253,tú sabes she goes .
254,so then tell them that they have to leave again .
255,no no .
256,because she's been working there less than three years .
257,she has to get that approved .
258,she you know it's the bureaucracy .
259,it takes a while .
260,"so she goes ""/."
261,I need the person that I have up there now .
262,no da la talla .
263,you know I mean I need to get rid of them .
264,and I need to bring in somebody else .
265,but with that other person they're already in the system .
266,so it's gonna take a long return .
267,even though they're in the system they're somewhere else so it has to get approved by the district the change .
268,even if /.
269,even the principals and stuff right ?
270,the principal //.
271,.
272,you remember what I went through okay .
273,and so she goes //.
274,because I had told her if she comes back what we need to do is don't put her don't put her in that classroom put her in a higher grade you know where kids can talk and kids can talk and kids can tell you exactly what's going on .
275,"and so she goes ""."
276,yeah but I think she's only certified for pre-K .
277,entonces estamos you know stuck with her .
278,"entonces she she goes to me ""/."
279,no but I looked up her stuff .
280,and she is K through six pre-K and K through six elementary .
281,well perfect .
282,and she is emotionally /.
283,put her with six grades six grades .
284,no no we don't have six grade .
285,oh that's right .
286,fifth grade .
287,put her with fifth grade students .
288,they will eat her alive .
289,then she'll leave .
290,of course eso es lo que tú quieres .
291,"le dije ""/."
292,la unión me va a botar porque yo no estoy .
293,she goes .
294,I go no .
295,eso pero es que ...
296,"yo le dije ""/."
297,eso es lo que tú tenías que hacer desde un principio .
298,yo sí pero es que yo no sabía que ella estaba you know certificada hasta quinto grado .
299,y ellos no miran nada los papeles y los expedientes de la gente ?
300,ay mi amor ella es una principal nueva .
301,.
302,you know ?
303,ella está ...
304,tú sabes .
305,she's great .
306,but she's new .
307,ella no se sabe todavía cómo access the things or and how to you know ...
308,she goes .
309,she asks people .
310,you know the person that gave her the position or whatever .
311,"and told her ""/."
312,listen look at what she's you know certified in .
313,because that's the first thing I had asked her .
314,what is she certified in ?
315,put her somewhere else .
316,but I guess she hadn't really done any until she you know somebody told her how to do it .
317,"entonces yo le dije ""/."
318,ahí sí que no puedo haber decir nada porque si es una decisión administrativa .
319,si a mí me cambian mañana de first grade a algo que yo no quiero .
320,quinto grado como me hizo la principal de la otra escuela .
321,eh she has every right to do so .
322,ahí it's her administrative decision that I would do best in this class .
323,whether I like it or not I mean they should take that into consideration .
324,but they don't have to .
325,but at any rate didn't they get somebody to replace her while she was gone ?
326,they had a sub .
327,and so what happened when this woman came back ?
328,well she requested not to have the people that you know made the allegations in the classroom .
329,"and she said ""/."
330,look I've nowhere else to put them .
331,so she obviously felt very uncomfortable working there .
332,good .
333,but then that's also something that our principal la principal me dijo como ella me había dicho que ella quería no estar con esta persona yo le voy a decir que mira como tú te sientes que piense que sea por ella .
334,mhm mhm .
335,"yo dije ""/."
336,perfecto .
337,así ella piensa que tú le estás haciendo un favor a ella .
338,y ella no va a dar la talla para eso .
339,porque ahí eh me lo dijo .
340,y todos esos chiquitos hablan .
341,oh yeah .
342,they're emotionally you know disabled .
343,pero le dicen hasta alma mía .
344,entonces por eso la otra no podía .
345,ESE is really really really difficult .
346,mhm mhm .
347,y más when you have you know kids that are the violent ones los que ...
348,ah entonces la cosa pasó que ayer durante ...
349,ella tenía una reunión .
350,like a CST it's a child study team .
351,so she was meeting with some parents and a counselor whatever .
352,so she wasn't in the classroom .
353,y entonces quién me vino a decir eso Dios mío ?
354,yo creo que fue Pili .
355,me vino a decir no que uno de los niños de la clase de ahí de ella lo encontraron en la calle descalzo running through the street .
356,entonces figúrate .
357,la principal les cayó a ellos .
358,"y dijo ""/."
359,pero qué pasó ?
360,entonces la principal fue adentro de la clase que you know to find out what happened .
361,how could this child just walk out ?
362,entonces there was like an electrical cord that didn't keep the door from closing all the way .
363,the child snuck out .
364,but this is from your school ?
365,yeah from her class .
366,where are you going ?
367,okay hurry up because I don't want you to leave your brother out there alone .
368,and the child snuck out .
369,so the principal went in there to try to see how could this happen and how to prevent it from happening again .
370,porque dice que two people that found ...
371,you know figúrate .
372,around the park people walk around .
373,.
374,you know so they found este es un niñito chiquitico sin zapatos .
375,because it was nap time .
376,corriendo por ahí .
377,entonces they brought him back dice que el señor was a Vietnam veteran .
378,y dice que estaba hasta llorando .
379,porque dice que le recordó a los niños en Vietnam you know running with the bombs and stuff and barefoot .
380,and you know dice que you know he was really traumatized with the whole thing .
381,figúrate it looks horrible on the school .
382,"entonces she goes ""/."
383,I went in there .
384,I was talking to the aids .
385,y tú sabes dónde estaba la dueña ?
386,I know she was in a meeting during that time .
387,"she goes ""/."
388,yeah but it's her classroom .
389,she estaba recogiendo como si no fuera nada con ella .
390,"she was ""/."
391,si es tu clase donde algo que pasó con tu estudiante tú no vas a estar ahí presente para que no ocurra de nuevo ?
392,y ésta es la misma que fue acusada ?
393,sí .
394,so she doesn't give a damn about the kids .
395,no she doesn't !
396,of course she doesn't !
397,y ésta no es la primera vez que le ha caído esto arriba .
398,en otra escuela o sea yo le había dicho ...
399,eventualmente ella se va a ir .
400,pero le va a tirar ese problema a otra persona .
401,ahora la cosa es que in fifth grade ESE ella está en el building de nosotros donde ella puede estar constantentemente vigilando .
402,y tiene personas al lado .
403,y ella seguro que le va a decir a las maestras de al lado que sean bien vigilantes you know .
404,y además de eso ella puede estar constantemente chequeándole los ...
405,because ella es un desastre .
406,she doesn't have plans .
407,you know she comes up with things al último minuto .
408,ella no toma eso en serio .
409,bueno .
410,"pero yo le dije ""/."
411,perfecto eso es lo perfecto .
412,porque yo eso es exactamente lo que yo le había dicho a la principal desde un principio .
413,"y yo le había dicho ""/."
414,tenemos que meterla en una clase para acá .
415,donde podemos estar ...
416,y ustedes tú sabes caminan you know en la clase lo que sea .
417,"entonces yo le dije ""/."
418,oye a mí no me van a botar .
419,nos van a botar para el carajo .
420,she was .
421,you know because sinceramente la unión es secundario .
422,para mí lo primero //.
423,es los niños .
424,es los niños .
425,absolutely .
426,y además eso es lo que dice el contrato .
427,que the primary purpose of the educators is the student .
428,so I'm going by the contract .
429,el que me diga ...
430,pero además ella no está haciendo nada ...
431,claro las dos sabemos que lo que queremos es que se vaya para el carajo pero ...
432,.
433,pero ahí sí que puede ella documentar .
434,porque ahí ella sí que tiene que tener las cosas bien organizadas .
435,yeah .
436,.
437,I think Katie is gonna start in a school in June .
438,she already resigned ?
439,mhm well I don't know if she's resigned .
440,but she hasn't signed the contract yet .
441,then she hasn't resigned .
442,but I think they started calling people down to sign their contracts on Thursday .
443,mhm .
444,I mean not Thursday yesterday .
445,yesterday was Wednesday .
446,but yeah yesterday .
447,no yesterday was Thursday .
448,yes .
449,no Wednesday .
450,I'm sorry .
451,they started calling people down .
452,so I imagine that they'll be calling her soon to go sign her contract .
453,and then the nun said that to see if she could be coming in you know at some point maybe for like a week or something .
454,just to see how things are .
455,and then probably start in June to try and get the ...
456,yo te digo sinceramente .
457,yo sé que Emily really wants to you know work there or whatever pero .
458,it may be better for her not to .
459,for you and for her .
460,porque qué pasa con las cosas de Pedrito ?
461,te vienen a ti .
462,qué va a pasar con las cosas de ella ?
463,they are gonna come to me .
464,right .
465,so .
466,no mi papá me lo dijo .
467,"mi papá me lo dijo ""/."
468,mira alégrate de que no le den trabajo ahí a Paul .
469,y esta chiquita bueno ya está ahí .
470,y Paul es muy hotheaded ?
471,no Paul uff .
472,a Paul lo van a botar de varios lugares si no se cuida .
473,"what I told her is ""/."
474,get your certification ...
475,exactly .
476,in social studies so that you can work at a public school .
477,"and then she told me ""/."
478,no Janet was saying that in Ferguson there is gonna be openings for six new teachers in every department .
479,"and I go ""/."
480,well there is your entry right there .
481,exactly .
482,you know .
483,there's always openings in .
484,"and she said ""/."
485,yeah but you know I don't wanna work in public schools .
486,"and I go ""/."
487,well you know what .
488,if you work in a public school you are gonna make more money than what I'm making right now .
489,okay .
490,"and I said ""/."
491,so go ahead .
492,and start doing that .
493,and the only way you are gonna get fired is if you do something to one of the kids .
494,but yes unless you have during the first thirty days or first day they have the option to you know if they see that you are really bad they can throw you out //.
495,come on .
496,within the first thirty days .
497,cuando estábamos en la clase el sábado .
498,was talking about that //.
499,he's such a jerk .
500,it was a teacher .
501,yeah I know .
502,I can't stand him .
503,that there was a teacher .
504,mhm .
505,that they had you know done a whole bunch of things .
506,.
507,I know exactly who they were talking about from you know from the school I was at before .
508,.
509,"and I go ""/."
510,did you get hired somewhere else ?
511,y esa maestra no hacía nada .
512,se sentaba en la clase tú sabes qué a comer y a organizar la cartera .
513,"entonces le preguntaba a los muchachos ""/."
514,are you sick ?
515,are you sick ?
516,"and if they were sick and they were out they would ask them ""."
517,what did you have ?
518,oh no I you know I had you know a stomach virus .
519,oh a stomach virus okay .
520,she would come back and say .
521,no she's sick .
522,and she she would ask for worker's compensation because she got the stomach virus from a kid in the class .
523,how do people like that get jobs ?
524,espérate .
525,that's not the worse .
526,y se robaba cosas .
527,ella yo la cogí una vez going through my desk y mirando cosas .
528,oh that's the one that you caught going through your desk over here ?
529,yeah no not here .
530,at the other one .
531,at the over right .
532,right right right .
533,y ya me lo había dicho mi hermana .
534,"me lo habían dicho varias personas ""."
535,cuidado no dejes nada de valor porque ésta se lo lleva .
536,así que a thief .
537,no y todavía está en el sistema .
538,that's just amazing to me .
539,y entonces cuando ya had done everything because you have to document those things for a long time .
540,okay .
541,"cuando ya él lo tenía todo la principal dijo ""/."
542,no a mí me da .
543,tú sabes .
544,era la otra principal no ésta .
545,ésta la hubiera botado antes you know .
546,si le caía mal la hubiera hubiera botado .
547,that's the thing with my school since we work on contract .
548,you break your contract you're out .
549,they have to .
550,here they give you the opportunity to put you on an improvement plan .
551,and if you don't improve then it takes a long time .
552,no no I mean here they you know we try to help you out .
553,a lot of bureaucracy .
554,you know we'll put a mentor .
555,we'll give you ideas .
556,we'll talk to you but if it doesn't improve you're out .
557,you're out .
558,I wish they would do that with the kids .
559,you know .
560,because the parents in essence sign a contract with you know with the kids when they get there which is the handbook .
561,you break that you should be out .
562,right .
563,oh no no no but the kids continue to go .
564,you know .
565,it's just I don't know .
566,it really bothers me .
567,I'm looking for a rough year next year I'm telling you .
568,it's gonna be rough .
569,I have the teachers on one side expecting me to do everything .
570,tienes que tú sabes /.
571,I have ...
572,I don't know .
573,invita a a alguna de las celebraciones .
574,y díselo a sister porque si él le gusta ella y ella //.
575,tú sabes se caen bien .
576,yeah I'll tell her .
577,bueno not her I gotta tell sister .
578,para el año que viene you know to put him on schedule for to go and celebrate mass .
579,right .
580,.
581,because father Derrik used to bring people all the time but that was him but now father Nichols is going to be doing the same thing so ...
582,I'm hungry .
583,tú no tienes hambre ?
584,I'm still having coffee .
585,I already had my coffee .
586,I'm hungry .
587,ve a buscar algo .
588,viernes no se puede comer carne .
589,pastelito de queso ?
590,that sounds pretty good .
591,de coco ?
592,pero bueno .
593,estamos conectados .
594,I guess we could hop in the car with it and go get it .
595,.
596,.
597,it's portable .
598,do you want to ?
599,just hop in the car and go get some pastelitos ?
600,no .
601,no .
602,.
603,y lo dejamos ahí como babysitting ?
604,yeah he could be babysitting .
605,he's outside right now .
606,I mean apparently he's keeping the kids entertained .
607,.
608,ay mañana es día de del carajo .
609,oh .
610,and my cyberloafing paper .
611,I have six pages .
612,it has to be ten .
613,I don't know what I'm gonna do that paper on .
614,so I need to come up with more .
615,I have no idea .
616,what ethical //.
617,come on you must have done it something like that person coming /.
618,what ethical dilemma do I have in my place of business ?
619,let me see .
620,I hate my boss .
621,I think she's a hypocrite .
622,ah my ethical dilemma ?
623,the fact that I'm choosing to work with her closer now in my new position .
624,that's my ethical dilemma .
625,I don't know how I'm going to work that out .
626,isn't there something you done in Saint_Thomas about ethics ?
627,porque esta señora no even though that's what the guidelines say tú sabes que ella te da full credit for just doing it .
628,she hasn't given me back my grade on the presentation .
629,and it really bothers me that Peter got the same thing that I got .
630,how do you know ?
631,you don't know this .
632,because everybody was saying it .
633,everybody got a twenty on their presentation .
634,I mean come on .
635,my presentation was a hell of a lot better than a lot of other people's there .
636,yes but ...
637,.
638,I got my grade the day after and I posted my thing during class .
639,I I sent her my thing on Monday the day right after class and it's Friday today and she still hasn't posted my grade .
640,then you send her an email .
641,doctor Beckerman I just wanted to confirm that you did receive my /.
642,she did .
643,she sent me an email that she received it .
644,oh okay .
645,were you able to open it alright you know .
