,sentence
119,esos niños de la familia Brown donde todos cinco hijos están tocando .
120,el del piano ?
121,uhuh .
122,sí .
123,ellos están ahí ahora .
124,ahí también ?
125,sí mhm .
126,esto es fantástico como tocan ellos .
127,tener cinco personas que tocan tan ...
128,tan bien el piano y .
129,tan fantásticamente .
130,y que lo toquen al mismo tiempo .
131,varias composiciones según los c_ds que yo tengo .
132,uno de los Cds ellos han tocado varias composiciones todos cinco al mismo tiempo .
133,fantástico .
134,cierta mezcla .
135,sí sí .
136,saben lo que tiene .
137,uno tiene /.
138,aquí no debe estar .
139,uno toca el bajo .
140,otro toca la melodía .
141,otro toca otras cosas más es decir /.
142,algunas partes o especiales y .
143,el chiquito no estaba tocando originalmente .
144,cuando lo pusieron la primera vez en Sesenta_Minutos /.
145,el chiquito no estaba solamente los dos muchachos y las dos muchachas .
146,lo .
147,pero son tres muchachas y dos muchachos .
148,son tres muchachas .
149,bueno yo sé que el menor es un niño .
150,no no bueno no .
151,yo no sé .
152,no /.
153,pero ahora todos parecen de a /.
154,todos .
155,sí .
156,no el menor se ve menor todavía .
157,pero todos .
158,y la madre empezó a enseñarles a los tres años .
159,ah yo tengo que llamar a Lisa porque le dije que el piano no es un juguete .
160,y qué pasa ?
161,que no está .
162,no está qué ?
163,no está aprendiendo ?
164,el el niño .
165,no está tomando clases todavía .
166,"y y no es una cosa para que alguien diga ""/."
167,ay que lindo y que bueno que le mandan un piano .
168,es una cosa para estudiar .
169,y cuando yo le hablo a Juan_Pablo se pone bien serio .
170,dice que no .
171,pero a él sí le gusta esa /.
172,no entiendes .
173,sí .
174,pero él no tiene ninguno que le diga cómo es que suena cierta nota .
175,sí sí eso es lo que pasa ahí .
176,y Lisa quedó en buscarle al maestro .
177,y después que la maestra en el edificio no quería porque ella toca en la sinfónica .
178,y yo no sé qué .
179,ella no tiene tiempo para eso .
180,ella no tiene tiempo para eso .
181,pero hay maestros en el colegio .
182,él está yendo a un colegio adventista .
183,está yendo a un colegio adventista ?
184,costándole los ojos de la cara pero .
185,quién lo está pagando ?
186,la mamá la ?
187,yo no sé .
188,la mamá del muchacho ?
189,no sé .
190,la mamá del muchacho .
191,la mamá es Lisa .
192,del padre .
193,no sé .
194,la mamá del padre de él .
195,no no sé .
196,ella ella trabaja en otro colegio .
197,pero el colegio que ella trabaja no es adventista .
198,mhm .
199,y pero sí le gusta él le gustan las canciones y los .
200,no él me dijo que le gusta el colegio .
201,está fascinado con el colegio porque nunca antes ha entrado en ese //.
202,en esa clase de de colegio .
203,yo creo que él va a escuela sabática .
204,escuela no con //.
205,no es lo mismo que la escuela .
206,pero en colegio adventista no he estado anteriormente .
207,escuela porque él todavía está muy pequeño para coger al colegio .
208,escuela te refieres .
209,no lo sé .
210,escuela tiene que ser una escuela .
211,escuela escuelita .
212,y a y sale desde bien temprano .
213,y llega bien tarde .
214,pero sí sí le gusta //.
215,cuando yo hablé con él la última vez estaba encantado de las //.
216,y dice que sí lo toca .
217,y según /.
218,cuándo tú hablaste con él ?
219,hace como dos meses dos o tres meses .
220,en su casa ?
221,sí bueno no él estaba donde Steven .
222,y y estaban ahí entonces lo pusieron en el teléfono .
223,ah .
224,y .
225,porque a él le fascina hablar por teléfono .
226,sí ?
227,cuando suena el teléfono él dice yo quiero hablar con mi tía .
228,sí él me estaba diciendo de que sí le gustaba la música esa .
229,pero no toda esa es lo /.
230,y Lisa ?
231,según Lisa dice que le él se sienta .
232,y se empieza a poner un disco tras otro uno tras otro uno tras otro .
233,ella nunca me dijo eso .
234,sí según ellos .
235,"y yo le dije ""."
236,Lisa eso debo ser lo último que él oye por la noche .
237,no de esas basuras y esas novelas que tú estás oyendo .
238,sí .
239,pero tú no puedes controlar eso desde aquí .
240,eso lo controla ella allá .
241,bueno lo estoy yo estoy controlando a ella desde aquí .
242,ella lo tiene que controlar desde allá .
243,eso sí que le han sacado plata a a esa canción Time_to_say_goodbye .
244,mhm .
245,yo creo que la tienen en todo disco de toda clase para todo el mundo .
246,ese Paul Potts y la persona de Inglaterra .
247,yo no lo conozco .
248,él es de Inglaterra ?
249,sí .
250,y cantó en uno de sus programas cómo .
251,es algo similar a America .
252,es el mismo señor que lo //.
253,America que ?
254,Americas_Idol .
255,ah ah ídolo americano .
256,sí .
257,pero allá no le llaman ídolo americano .
258,ellos lo llaman /.
259,sí claro en cada lugar ponen un nombre distinto .
260,algo que resuene más .
261,yo no sé cómo es que lo llaman allá .
262,pero es una cosa distinta .
263,y me parece raro que ese majadero del hombre ese no ha podido decirle vamos a buscar una canción para ti .
264,para quién ?
265,para que sea la canción de él .
266,así sea nueva .
267,o sea vieja .
268,pero que sea algo nuevo .
269,quién a quién al cantante ?
270,Potts .
271,él está cantando Nessun_Dorma en todas partes donde va .
272,cantó para la reina de Inglaterra la semana pasada .
273,mhm .
274,no la semana antepasada o en enero .
275,y entonces estaba en ABC la semana pasada .
276,y cantó la misma canción otra vez .
277,mhm .
278,Nessun_Dorma es la canción con la cual se clasifica .
279,que se que se identifica a Paverotti .
280,ah Pavorotti .
281,no tenía que coger esa .
282,sí .
283,yo no estoy diciendo que sí tal vez él canta esa más que cualquiera otra .
284,mhm .
285,pero una persona que canta tan bien así muy bien podrían prepararlo con una canción así ya sea ...
286,qué orquesta .
287,cómo es que se dice ?
288,It's_Been_a_Day ?
289,esa eh que canta el el cuarteto ese de hombres .
290,ah sí sí sí .
291,cualquiera de esa canción no tenía que ser clásica nada .
292,no pero es es que él //.
293,por ejemplo Pavarotti se hizo famoso con esa canción pues será porque lo hacía tan bien .
294,y entonces muchas personas están tratando de imitar a Pavarotti y a ver si se identifica //.
295,bueno ahora Pavarotti ya murió así que /.
296,entonces la otra canción que tiene es Time_to_Say_Goodbye .
297,esa ya tiene su dueño .
298,él no puede estar cantando esa tantas veces .
299,sí pero bueno ese .
300,yo voy a tener que escribirle una noticia a Paul .
301,entonces tiene creo que Ave_María /.
302,eso es tu opinión .
303,no todo el mundo está diciendo eso que no tiene una canción de sí mismo .
304,una canción que lo identifica a él .
305,sí .
306,mhm .
307,y va a tener que ir a un dentista también porque tiene esos dientes encaramados uno encima de los otros .
308,.
309,o un .
310,tal vez a un cirujano plástico y que le abra más los labios para que le quepan los dientes .
311,ajá .
312,ya yo lo estoy arreglando .
313,.
314,me causa risa porque de seguro que muchas otras personas ha podido notar eso .
315,si y con el dinero que ganan pues /.
316,sí .
317,y porque no lo pueden hacer entonces ?
318,está bien vestido ahora .
319,mhm mhm .
320,eso sí .
321,sí porque tiene dinero .
322,y el pelo está bien cortado .
323,pero hay que cambiar las canciones .
324,.
325,porque .
326,ya ya lo /.
327,yo le voy a mandar una lista de los que yo quiero .
328,deber tener una cosa en el //.
329,cómo es que se llama ?
330,en el internet uno puede mandarle mensajes .
331,ajá una ...
332,sí una cómo se llama eso ?
333,una ...
334,eh blog ?
335,sí no un blog bueno blog es para que ellos escriben .
336,el blog es para ellos escribir cosas en términos más .
337,por eso .
338,es decir de cualquier cosas que quieran escribir .
339,pero ellos tienen que tener un lugar donde ellos reciben mensajes críticas .
340,sí ahí uno puede escribirlas ahí .
341,pero eso sería un blog tuyo hacia ellos .
342,sí pero ellos lo leen ahí de todas maneras .
343,ellos leen lo que él escribe .
344,y lo que la gente corresponde .
345,lo lo que la gente le contesta ?
346,bueno sí .
347,yo no sé mucho de eso .
348,así que yo le voy a decir .
349,tiene que arreglarse lo dientes .
350,.
351,tiene que echarse un poquito de sol .
352,bueno .
353,y tiene que encontrar esa canción que solamente sea para él .
354,y yo creo que esa .
355,tú tienes manera de hacerlo ?
356,entonces /.
357,sí yo creo que lo //.
358,mientras no se haga sucio no no tengo restricciones .
359,sí .
360,ah esa canción que cantan It's_Been a It's_Been_a_Day .
361,it's the end of the the .
362,sí .
363,esa es la que yo creo que él debería cantar .
364,bueno recomiéndalo .
365,"hay una que dice ""/."
366,it's five o'clock somewhere .
367,quizás te quizás te //.
368,son las cinco de la tarde en algún eh .
369,en alguna parte tiene que ser las cinco de la tarde .
370,yo no creo eso porque .
371,sí sí puede sí .
372,a toda hora no puede haber un lugar donde es las cinco de la tarde .
373,sí .
374,mira el imperio inglés se vanagloriaba de que el sol no se ponía en todo su imperio .
375,sí eso sí es cierto .
376,ajá .
377,el sol nunca estaba puesto en todo su imperio .
378,porque ellos tenían .
379,exacto .
380,porque ellos tenían eh dominios en tantos lugares a través de todo el hemisferio .
381,sí .
382,tú sabes esos relojes relajo que tienen la hora .
383,qué hora es en Francia ?
384,qué hora es en Egipto ?
385,que ?
386,sí .
387,okay .
388,hay //.
389,tú pones cada uno en las cinco la hora no son muchos los lugares .
390,eh tú tendrás unos para Israel tiene unas horas distintas creo .
391,ah Londres tiene una hora distinta .
392,sí hay hay .
393,París tiene otra hora .
394,Inglaterra tiene otra hora .
395,Japón tiene otra hora .
396,Alaska tiene otra hora .
397,pero no creo que hay veinticuatro lugares que tenga .
398,sí bueno sí hay espacio digamos el océano .
399,es que es una canción .
400,ahí donde hay lugares donde no va a haber digamos zona .
401,es decir no hay un lugar específico con una zona de .
402,es decir un lugar que esté en una zona de hora de .
403,es decir opuesta a Greenwich .
404,así que yo no creo que es .
405,es una canción de este señor que anda cantando música regular .
406,y dice que en alguna parte tiene que ser las cinco de la tarde .
407,pero es lo que quiere decir .
408,que en cualquiera parte tiene que ser hora de tomar .
409,de tomar .
410,eso es lo que quiere decir .
411,sí sí .
412,no es el reloj que dice que es las cinco de la tarde .
413,sí sí tiene otro significado completamente .
414,este es lo que quiero que el sello tenga .
415,ustedes lo pueden hacer en una manera bonita o .
416,no .
417,tú tienes que buscarte un artista que te haga eso .
418,ay yo no puedo encontrar un artista así no más .
419,entonces cada uno y entonces para sellar ponerle el sello a cosas distintas .
420,sí bueno pero también hay letras que ya están hechas más o menos en esta forma .
421,hay hay .
422,y usted las tienen ?
423,sí .
424,hay catálogos que //.
425,hay ir a buscar sí yo te traigo un /.
426,pero la tinta entonces de qué color se //.
427,uno //.
428,sí no una cualquiera tinta ?
429,por qué ?
430,porque tal vez un día lo quiero brillante y otro día lo quiero rosado .
431,.
432,bueno la forma de hacer eso es hacerlo de caucho .
433,y tener almohadillas de diferentes colores .
434,será que en esto sí puede decir que tengo ganas de ir para el baño ?
435,no no .
436,por qué no ?
437,porque /.
438,es una cosa natural .
439,no .
440,me vas a decir que .
441,tú puedes aguantar hasta que ya no falta si no como unos diez minutos .
442,oh .
443,entonces van a tener que esperarse de que yo puedo hacer eso .
444,mhm .
445,eh el Sam trató de conseguir al señor que le arreglara la computadora porque él dice que está muy lenta .
446,el bendito hombre le dijo //.
447,y temí que iba a hacer eso .
448,y no creo que es por la distancia .
449,que qué ?
450,le dijo que era muy lejos .
451,que no valía la pena .
452,lo que yo creo es que tal vez no quería ...
453,Sam no le gusta la gente de Iran .
454,de Iran ?
455,yeah .
456,ninguno de esos países /.
457,mira a a a Sam no le gusta la gente latina tampoco .
458,no no dice eso a la gente latina /.
459,sí cuando él fue /.
460,mentira no no no no no no no .
461,sí sí .
462,cuando yo fui con él a recoger los muebles esos .
463,"él me habló dice ""."
464,esta gente latina este esto .
465,no y y Charlie .
466,yo quisiera que se los llevaron a todos .
467,no Charlie Freddy .
468,y él ama a Freddy como el alma de como su propia madre .
469,mhm .
470,no es cierto que no los quiere .
471,pero .
472,pero él dice que son irresponsables que son mentirosos que son esto lo de más .
473,que no cumplen con lo que dicen .
474,ah eso sí .
475,le han causado tantos problemas .
476,eso sí es cierto .
477,yo no más he escuchado una solo dos canciones de este señor .
478,sí sí yo .
479,y de Scarlatti no más hay dos que me gustan .
480,.
481,.
482,.
483,y yo .
484,no de Scarlatti ?
485,sí .
486,porque yo compré una específica .
487,y no tenía lo que yo quería .
488,pero .
489,son dos hermanos Scarlatti .
490,padre y madre .
491,padre e hijo .
492,no no padre e hijo .
493,pero el hijo tocó sonatas puras sonatas en piano .
494,sí es padre e hijo .
495,y él trabajó para el reinado de España y de Portugal .
496,y él puras sonatas ...
497,bueno en en aquel entender era harpsichord .
498,sí .
499,pero son como composiciones bien corticas .
500,.
501,sí mhm .
502,es este Domenico .
503,el padre se llamaba Lorenzo .
504,no era ?
505,no .
506,no me acuerdo ahora el padre pero .
507,y tenían otro creo que tenía el otro hermano también que era músico .
508,pero que no hizo gran cosa .
509,"alguien dijo el otro día ""/."
510,el pobre //.
511,a no estaba pensando en Bach .
512,tenía once hijos .
513,y todos estaban en el mismo cuarto .
514,cómo se la arreglaba para hacer tantos hijos y hacer música también ?
515,.
516,bueno pero era tenían la vida //.
517,bueno especialmente si trabajaban para una iglesia o para un príncipe .
518,él no .
519,sí .
520,no dicen que él está /.
521,Bach .
522,ves ?
523,ahí está .
524,con todo .
525,Bach él trabaja para //.
526,y bueno él tenía padres y hermanos que eran músicos también .
527,bueno él enseñaba en la escuela de Lepsis .
528,pero por la noche se iba para su casa .
529,sí pero estaba trabajando en aquel entonces estaba trabajando para un príncipe .
530,pero después de ahí cuando terminó de ahí fue a trabajar en otra iglesia .
531,y era haciendo las composiciones .
532,imagínate que tenía que tener una composición distinta para cada fin de semana .
533,mhm .
534,Handel también //.
535,digo Haydn también .
536,sí Haydn también .
537,eso debe ser cansón no ?
538,pero tenían tanta práctica .
539,pero ellos muchas veces se robaban de aquí y de allí .
540,bueno .
541,bueno sí todos ellos copiaban .
542,es decir no que robaban pero copiaban digamos .
543,copiaban algo que ya tenían .
544,y lo combinaban con algo nuevo .
545,y Bach tomó varias composiciones de Vivaldi .
546,y él también las arreglaba a la manera de él .
547,ah ya .
548,cómo se llama ?
549,en Brasil hay un hombre que escribió Bachianas brasileñas .
550,sí .
551,y es a base de .
552,ese es guitarrista .
553,cómo se llamaba él ?
554,.
555,no sé va //.
556,lo tenían en en la radio //.
557,yo sé cuál es el .
558,Lobo .
559,sí .
560,something Lobo .
561,.
562,y bien sofisticado .
563,y pero también él tenía /.
564,él dice que él las composiciones de él tenían el espíritu de los brasileros .
565,ah .
566,él él componía con el espíritu de la calle de de los brasileros .
567,qué maluco que están esta gente .
568,tú has escuchado las composiciones de violín y guitarra de ?
569,y eran supuestamente aristocráticos .
570,no guitarra .
571,violín y guitarra de cómo es el violinista que acabamos de decir que era el ?
572,Paganini ?
573,Paganini ?
574,oh yeah .
575,ah tremendo .
576,él tiene unos de violín que y guitarra sí .
577,violín y guitarra .
578,violín .
579,él también composiciones que eran pura guitarra .
580,hay una tal Gabriela que toca la música de él .
581,y .
582,y también de de Joe .
583,cómo es que se llama ?
584,cómo es el gobernador de Nueva York cuando el nueve once ?
585,Giuliani .
586,Giuliani hay un compositor Giuliani también que escribió muchas composiciones de guitarra y violín .
587,bonitas canciones bonitas piezas .
588,yo no sé .
589,yo creo que Juan_Pablo debe concentrarse primero en piano .
590,aunque piano uno puede aprenderlo cuando esté mayor también .
591,pero puesto que ahora todo el que tiene piano va a tener que aprender piano primero .
592,sí .
593,pero .
594,pero el violín es para muchos es más fácil .
595,lo que tienen que aprender es .
596,no no no no violín no es fácil .
597,lo siento mucho .
598,Grace ellos cómo es el programa ?
599,mhm .
600,lo que pasa es que el violín .
601,el programa ese de japonés .
602,cómo es que se llama eso ?
603,Suzuki ?
604,Suzuki pero no es porque el violín es más fácil .
605,no es más fácil .
606,y es que tienen que aprender a leer la //.
607,"uno de los violinistas dice ""."
608,tú puedes aprender piano cualquiera hora de tu vida .
609,pero violín no .
610,no pero lo aprenden de pequeño .
611,y y y no .
612,bueno si aprenden de pequeño bien con alguien que valga la pena .
613,pero yo creo que ese maestro que Stephen tenía no /.
614,él él tocaba tal vez cuatro rancheras y y un vals .
615,y eso no no /.
616,pero lo lo primero que tiene que aprender es aprender a leer la música .
617,y se ha probado que la gente que aprende a tocar un instrumento //.
618,a leer música aprenden a leer //.
619,es decir se le desarrolla el cerebro más rápido para otras cosas para otras disciplinas en la vida o en la universidad o en el colegio .
620,bueno la cosa es que en el lugar donde él vive se coge un milagro para sacar algo bueno de ahí .
621,"sí pero el que tiene talento el que tiene talento no ""/."
622,un milagro y entonces después algo más .
623,el que tiene talento sale .
624,"y dicen que el que como Ortil_Carrera tenía un dicho ""/."
625,el el que va a salir .
626,él se murió no ?
627,no .
628,por qué ?
629,quién te ha dicho que él se ha muerto ?
630,él llegó a ser doctor .
631,él se murió .
632,no .
633,sí porque Esmeralda fue al entierro .
634,cuándo ?
635,yo no recuerdo .
636,fue el año antepasado o pasado que alguien me dijo .
637,oiga eso es noticia para mí .
638,sí estaba hinchado y los riñones y otra cosa .
639,y quién te dijo eso ?
640,y él estaba casado con otra persona y .
641,Hillary .
642,y entonces me dijo pero este estaba ahí con los hijos .
