,sentence
85,pues supuestamente íbamos a tapinear pero al final yo no tomé pues .
86,entonces pero igual ahí me quedé a dormir .
87,después el sábado nos fuimos ahí a la casa de Manu .
88,y ahí estuvimos pues toda toda la tarde y toda la noche pues jugando board games y jodiendo .
89,me entiendes ?
90,pues .
91,después el domingo no hice ni turca .
92,aquí pasé encerrado .
93,y nada más .
94,ni sé qué día es hoy .
95,.
96,y vos qué hiciste ?
97,no vos conocéis a Landew pues el maje bajó de pues anda aquí de pues en un break .
98,y vino con la novia .
99,mhm .
100,y entonces salimos la novia él yo dos amigas y el primo de él .
101,viste pues fuimos al mall .
102,y después fuimos a un house_party en la casa de un amigo de él .
103,mhm .
104,y whatever .
105,nada del otro mundo la verdad .
106,no hice nada del otro mundo .
107,el domingo no hice nada .
108,ya y no no has hablado con la Lea ...
109,hablé con la Lea el sábado que me llamó para putearnos porque no fui a la fiesta de Din .
110,en serio ?
111,la verdad es que no tenía ganas de ir .
112,yo no he hablado con ella de la vez de Bahama_Brize .
113,en serio ?
114,like literally para nada he hablado con ella /.
115,ella está clavada con su Ruto .
116,ni chat ni nada .
117,?
118,está con su Ruto .
119,maje definitivamente o sea .
120,y a mí pues que el Ruto no me no sé lo mastico pero no me lo trago .
121,a mí no me cae muy bien .
122,a mí tampoco entonces /.
123,ni Fred .
124,?
125,ni Fred .
126,no a mí Fred sí .
127,pues yo a Fred tengo siglos de conocerlo .
128,yo lo conozco desde high_school me entiendes .
129,y pues no es que sea mi bróder ni nada .
130,pero pues me cae regular pues me cae bien .
131,ves y pero este Ruto no sé no me da buena espina .
132,y como que ...
133,no sé pues .
134,la pues .
135,if it's good for her .
136,me entiendes le ...
137,si ella lo quiere y eso pues .
138,cosa de ella me entiendes pero .
139,pero ojalá que no la cague pues me entiendes .
140,ay no a huevo loco .
141,porque vos sabéis que la Lea es bien sensible bien sentimental .
142,y pues si si el maje la corta la Lea se va ahuevar .
143,pues sí no pero es que el maje ha insistido tanto con ella pues .
144,like no sé pues como que se está alejando de mí la maje por salir con el maje me entiendes .
145,sí .
146,entonces es como que ...
147,bueno idiay cosa de ella me entiendes .
148,she knows de que I'm gonna be here whenever she needs me pues pero ...
149,a huevo .
150,pero no sé o sea .
151,no después de Bahama_Breeze hablé con ella creo que el siguiente día que salimos Filberto Manu y yo .
152,ah huevo .
153,y entonces pues supuestamente el plan del día de Bahama_Breeze era que íbamos a salir todos juntos me entiendes ?
154,mhm .
155,o sea ella estaba ahí .
156,pues dijo que sí que iba a ir con nosotros que no sé cuánto .
157,y la maje como que hagamos algo bacanal algo desturque que no sé cuánto .
158,y entonces todo de a verga pues .
159,ah huevo .
160,de eso habíamos planeado .
161,pero después la maje como que no sé me estoy desanimando hagamos algo chill .
162,y yo okay pues .
163,entonces ya después al rato .
164,no sé vamos al cine .
165,"me dice la maje ""."
166,y yo .
167,vamos pues .
168,"le digo ""."
169,a ver qué ?
170,ya sabéis .
171,"me dice Step_Up_Two ""."
172,y esa película pues para nada que me llama la atención .
173,.
174,"entonces bueno le digo ""/."
175,al final creo que terminaría yendo a ver Step_up_two .
176,"le digo ""."
177,pero seguramente pues va a ir Ruto .
178,y pues you know what I think .
179,"le digo entonces ""."
180,va a ir quién ?
181,va Ruto va a ir ?
182,ah ?
183,supuestamente dijiste que iba a ir Ruto .
184,"sí yo le dije ""/."
185,entonces la película pues vale verga al final pues la voy a terminar la voy a terminar de ver por vos .
186,"le digo ""."
187,pero sé que va a ir Ruto .
188,"le digo ""."
189,entonces prefiero mejor ...
190,like para sentirme incómodo para qué me entiendes .
191,"entonces le digo ""/."
192,pues disfrutala pues pasala bien .
193,y la maje como que ah okay que no sé qué .
194,y nunca más ni me volvió a escribir .
195,ni ni a llamar ni ni verga .
196,entonces como que .
197,.
198,y cómo van las y cuánto es ya te vas a graduar verdad .
199,seis semanas me quedan .
200,la puta ya casi estás en Nicaragua pues .
201,no sé fíjate .
202,?
203,no sé fíjate ya ...
204,es que mira yo te digo sinceramente o sea con la carrera que estás llevando en Nicaragua no /.
205,no yo sé .
206,o sea es que el no sé like están pasando un montón de cosas en mi vida ahorita .
207,es que como que me están cambiando mi vida y mi rumbo me entiendes entonces ...
208,yo soy de la opinión pues de que la verdad que con te iría mejor aquí .
209,no pues sí o sea like creo que al final terminaré quedándome aunque no quiera pues pero idiay .
210,pero te vas a ir todo el summer para allá .
211,no no no no creo .
212,no tengo reales para eso .
213,hasta cuándo piensas ir ?
214,será hasta Diciembre si Dios quiere .
215,ahorita que te gradúes vas a empezar a buscar trabajo .
216,sí sí o sea estoy bien en mi trabajo en Univisión .
217,con eso lo estoy de a verga .
218,eso no lo suelto por nada del mundo .
219,no yo sé pero te digo o sea ya en tu carrera me entiendes ?
220,tal vez no sé .
221,o sea igual en Univisión lo que estoy haciendo es programas de cocina y eso idiay .
222,I would rather dejar mi carrera a un lado por quedarme en Univisión me entiendes like ...
223,sí bueno tal vez puedes hacer se pueda hacer con Univisión me entiendes .
224,mhm pues a huevo .
225,ahí vi que ah conociste a los de Rebelde .
226,ahí vi en la foto .
227,ah sí viste las fotos en Facebook .
228,sí .
229,no es que lo que pasa es de que o sea los majes siempre llegan .
230,pero siempre andan como con mil seguridad bróder .
231,y esta vez los majes andaban como Pedro por su casa .
232,entonces they were like more available .
233,entonces pude tomar fotos pero la cámara siempre le anda ...
234,yeah .
235,bueno .
236,ya .
237,y qué planes tenéis vos para el fin de semana ?
238,para este fin de semana ?
239,el viernes voy a salir con Manu y Filberto .
240,no sé pues todavía estamos viendo como qué vamos a hacer Manu y Filberto el //.
241,hagamos algo ?
242,ah yeah ven con nosotros .
243,we wanna do like algo bacanal me entiendes vamos ...
244,a huevo .
245,Manu Filberto Moncho y yo y ...
246,bueno me apunto vamos .
247,bueno te aviso pues .
248,hagamos algo .
249,todavía no es seguro .
250,y el sábado pues mi mamá se va para Nicaragua .
251,qué rico !
252,y entonces no sé .
253,creo que we are gonna get together aquí en mi casa .
254,o no sé .
255,pues igual yo te aviso .
256,you know you are welcome pues .
257,claro gracias .
258,.
259,ves así que a ver qué onda pues ?
260,porque todavía estamos viendo como que qué hacemos el viernes .
261,porque estos majes están como que queremos ir a bailar queremos ir a un solo desturque .
262,algo bacanal .
263,sí algo desturque .
264,and I'm like fine pues .
265,porque yo tengo siglos de no ir a bailar me entiendes .
266,oh huevo .
267,y pues sí pues .
268,y .
269,y vos no tenéis planes ?
270,pues todavía no tengo ningún plan específico .
271,yo creo un día de estos viene uno de mis mejores amigos de Nicaragua .
272,te acuerdas de Mini_Gente Armando el chiquitito .
273,Pocket_Person !
274,Pocket_Person ese es .
275,en serio ?
276,viene el dieciocho espérate qué fecha huevón ?
277,ah no la próxima semana es que viene Armando .
278,entonces idiay cuando venga Armando pues lo voy a sacar y todo pues para que salga con nosotros .
279,avísame ese maje no sé .
280,o sea yo nunca me lo han presentado ni mi turca .
281,pero no sé siempre me ha dado la curiosidad de conocerlo .
282,se mira buena gente pues .
283,es mirá .
284,te cagas de la risa .
285,divertidísimo buenísimo es él .
286,también es uno de mis mejores amigos .
287,desde chiquito lo conozco .
288,a huevo entonces creo que yo lo tengo en mi Facebook Armando Cura no ?
289,sí Armando Cura .
290,sí creo que a no lo tengo .
291,yo lo había agregado sí o no ?
292,bueno no sé .
293,salgamos que de a verga .
294,que el maje por cuánto tiempo viene ?
295,creo que viene por diez días .
296,viene por poquito viene .
297,sí por poquito .
298,sólo viene a pasar el spring_break y ...
299,ah pues semana santa no ?
300,como al veinticinco ocho días algo así .
301,viene a pasar semana santa no ?
302,viene por la semana santa nada más .
303,.
304,hay no joda esa gente que está en Nicaragua debe venir loco .
305,me vengo para acá .
306,rico me quedo en el mar bróder .
307,no pero él no está en Nicaragua él está en México .
308,está en México ?
309,sí .
310,o sea en diciembre que me lo encontré en Nicaragua el maje andaba de vacaciones ?
311,andaba de vacaciones .
312,el estudia en el Instituto_tecnológico_de_Monterrey .
313,a qué de verga pues no sé .
314,México no es una de mis ciudades ...
315,sabes no es uno de mis países uhuh pero que de a verga pues y ...
316,.
317,a ver qué onda pues que demos una salidita no sé .
318,le contar a mis bróder para ver se van a cagar de la risa cuando les cuente .
319,y uno de mis mejores amigos de Nicaragua Rober .
320,ahhah .
321,el maje se va a venir a vivir aquí porque él estudiaba en el Lincoln /.
322,Rober qué ?
323,Carrera .
324,yo lo conozco ?
325,no no creo que lo conozcas ?
326,déjame ver si lo tengo .
327,es que me suena muchísimo ese nombre .
328,lo tengo si ves en mi Facebook él es el número uno .
329,aquí está /.
330,.
331,pero bueno la cosa es que idiay lo corrieron del colegio por estar tapineando en clase .
332,por estar qué ?
333,por estar bebiendo guaro claro .
334,.
335,"entonces la cosa es que le dijeron al maje ""/."
336,pues mira vas a tener que hacer home_school .
337,"le dicen ""/."
338,sólo vas a venir a presentar exámenes .
339,y pero o sea no puedes ir a la fiesta de graduación ni a la graduación .
340,a la puta .
341,claro /.
342,esa sí es cagada .
343,eso es horrible .
344,en puta loco .
345,te imaginas lo que es eso ?
346,sobre todo o sea no poder ir a la fiesta ni a la graduación qué triste de verdad /.
347,no eso sí es triste o sea .
348,la graduación que es lo más /.
349,te lo .
350,si me dan a escoger entre la fiesta y la graduación prefiero la graduación .
351,a huevo .
352,eso es una vez en tu vida bróder fiestas van a haber un montón .
353,a huevo no yo prefiero ir a la fiesta hijo de puta .
354,cómo ?
355,yo prefiero ir a la fiesta hijo .
356,no yo prefiero .
357,no es //.
358,.
359,qué te iba a decir /?
360,igual tal vez se termina colando por la fiesta .
361,a no a huevo eso al final sí la verdad .
362,eso es facilísimo te colas y vale verga me entiendes .
363,sobre todo porque hacen esa cosa que es de máscara .
364,a sí es muy /.
365,muchísimo más fácil se le hace .
366,por fin y qué más ?
367,nada pues ni turca .
368,y cuánto tiempo llevamos ya ?
369,no sé como /.
370,siento como que llevamos como tres días ya platicando .
371,llevamos faltan diez todavía .
372,faltan diez //.
373,es que lo llevan contados ?
374,sí .
375,a la gran puta no de puta yo pensé que falta más no jodas .
376,faltan diez .
377,y por veinte dólares hablar media hora no le hace daño a nadie loco .
378,.
379,.
380,le voy a decir que me los deje .
381,y yo te los doy .
382,que es mentira me los voy a gastar pues .
383,me los dejas .
384,.
385,no no yo te los guardo .
386,y te los doy el fin de semana .
387,a huevo .
388,a ver no iba el dice el maje que pues que tenemos que llenar un formulario algo así .
389,y el formulario vos lo tenéis ?
390,el maje seguramente aquí lo tiene .
391,"pero el maje está afuera leyendo porque me dijo ""/."
392,me voy a ir a fuera .
393,"me dice ""/."
394,para que no se sientan incómodos .
395,pues como que vos sabéis que por lo general cuando hay una persona que no habla español it's kind of rude de que te pongas a hablar en español pues o sea ...
396,sí .
397,aunque el maje pues no esté escuchando ni nada pues /.
398,ya .
399,"entonces el maje me dijo ""/."
400,para que para que se sientan más cómodos pues .
401,y no sientan que tiene que hablar inglés .
402,"me dice pues ""/."
403,me voy a ir a fuera a leer .
404,se trajo una revista el maje .
405,y allá está afuera leyendo .
406,ya pero no crees que es como estúpido que hablemos de esto ?
407,cómo ?
408,no crees que es estúpido que hablamos de esto en en la grabadora ?
409,no pero el maje es quien sabe .
410,ni él debe entender el maje lo que estamos hablando .
411,pero para qué lo quiere ?
412,no tengo la menor idea .
413,.
414,una mierda otra cosa .
415,Manrique me dijo ?
416,qué te dijo Manrique ?
417,de que alguien español para para ayudar a dar clases o algo así .
418,puede ser .
419,tal vez están tratando de ver cómo se comunica la gente me entiendes para dar una clase platicada .
420,o tal vez están developing un curso nuevo o algo así .
421,qué sé yo .
422,el maje me dijo que trabajaba para no sé que no sé qué compañía que hace research .
423,algo así me dijo el maje .
424,no le entendí muy bien .
425,ya .
426,qué chismosos somos los latinos .
427,a huevo para probar qué tulos que somos .
428,.
429,imaginate de cuánta gente no hemos hablado .
430,.
431,pero lo que pasa es que si nos agarran de verdad cuando cagamos a alguien loco se queman los micrófonos .
432,.
433,ni quiera dios .
434,y eso la verdad no hemos hablado nada malo de nadie /.
435,no pues sí de hecho no pues we've solo nos hemos estado poniendo al día pues .
436,pero no /.
437,al día de lo que sucede en un barrio fino .
438,no .
439,a huevo de lo de lo que pasa en el Reparto_Chip .
440,.
441,oye y qué películas hay en el cine ahorita ?
442,no sé .
443,tengo ganas de ir .
444,pero no tengo reales hasta el jueves .
445,igual .
446,si yo es que aquí estoy yo sentado frente a la computadora .
447,y no sé estoy viendo .
448,pero ahí no_más .
449,meterme a ver qué hay .
450,y entonces ?
451,y entonces .
452,qué más hermano ?
453,pues ni turca ni turca .
454,qué te iba a decir y .
455,vos fuiste a Frost este jueves con todos estos majes ?
456,no no fui .
457,por qué ?
458,no tenía ganas .
459,quiénes fueron ?
460,no sé .
461,yo no fui tampoco .
462,que tu no sabes si yo tengo rato de no salir bróder .
463,sí .
464,espera me está llamando Manu .
465,aló .
466,estoy hablando con DP .
467,es que estoy ayudando //.
468,te acuerdas que te dije que íbamos a ayudar a un maje para /.
469,entonces nos están grabando .
470,sí no no no tranquilo vale turca .
471,el maje simplemente quería escuchar como hablábamos o algo así .
472,o sea el maje no pudo venir .
473,entonces lo tengo en speaker del teléfono de la casa .
474,entonces pero todo tranquilón .
475,estoy chateando con la Tania también .
476,.
477,bueno .
478,.
479,no tranquilo vale turca .
480,no /.
481,a huevo ya nos quedan no sé nos quedan como .
482,el maje que le habláramos por media hora .
483,y ya nos quedan como cinco minutos .
484,te llamo ahorita que termino .
485,dale pues hermano .
486,un abrazo pues te quiero .
487,chao .
488,ajá .
489,ajá entonces ?
490,a pues sí qué estábamos diciendo ?
491,lo de Fronz .
492,no sé pues .
493,y dónde fue lo de Pin ?
494,cómo ?
495,y dónde fue lo de Pin ?
496,lo de Pin ?
497,sí .
498,encantado todavía .
499,no lo de su cumpleaños el fin de semana .
500,fue en la casa de Richard Corso .
501,no sé quién es .
502,?
503,no sé quién es .
504,el de la Marla .
505,ah ah a Xavier yo te oí decir Richard Corso .
506,"y yo ""."
507,.
508,sería qué estupidez que se llama Richard .
509,a meaning Xavier Corso .
510,.
511,es que tengo uno que se llama Richard Corso también por eso me equivoco .
512,yaquis /.
513,pero fue en la casa de ese maje .
514,y por qué no fuiste ?
515,porque prefería salir con Mathew que tenía rato de no verlo .
516,a huevo .
517,e igual Pin tampoco es mi bróder .
518,a huevo .
519,yo hubiera ido solo verlo bailar .
520,.
521,eso es un show .
522,para que pongan Calabria ?
523,Calabria y el maje .
524,.
525,ves .
526,maje ese es un cagado de la risa .
527,.
528,cómo ?
529,?
530,qué pasó ?
531,que eso es cagado de la risa .
532,"te dije ""."
533,a huevo .
534,eso fue en el cumpleaños de la Mariela verdad ?
535,sí loco .
536,creo que lo borré ese video ni siquiera lo puse en el Facebook pues .
537,.
538,no vale la pena .
539,a huevo no vale la pena .
540,pues pero bueno .
541,qué aburrido .
542,y vos cuándo vas a Nicaragua ?
543,mira si dios quiere hasta en agosto .
544,si dios así lo permite ?
545,si dios lo permite .
546,si la divina providencia lo lo sustenta .
547,.
548,hasta en agosto vamos a ver .
549,qué te iba a decir .
550,maje ya no sé de qué hablar .
551,no sé qué decir hijo de puta .
552,cómo ?
553,no sé ni qué decir .
554,o sea que cuando te están grabando no sabes qué decir .
555,y si no nos estuvieran grabando estaríamos hablando tantas mierdas ahorita .
556,si .
557,y y óyeme .
558,y qué pasó con Ryan y Ana se siguen jalando ?
559,quien sabe .
560,idiay if it's not on Facebook it's not official así que déjame revisar .
561,sí no sí yo no tengo ninguno de los dos en Facebook .
562,.
563,Ryan Pimons .
564,idiay el maje está en sí ahí está in a relationship with Eva Hinojosa así que siguen jalando los majes .
565,ah huevo .
566,le voy a escribir de paso .
567,cómo ?
568,le voy a escribir en su wall de paso .
569,pero ese nunca responde .
570,no yo sé .
571,sí ahí miro que el último mensaje es Happy_Valentine's_Day .
572,sí .
573,así que ...
574,nunca responde .
575,ni se mete ni nada .
576,sí si .
577,y qué me cuentas ?
578,nada nuevo la verdad .
579,ahorita que tengo pagar mi celular .
580,quiero ver cuándo me toca el pago .
581,creo que me toca .
582,ojalá que me toque el jueves para pagar el mero jueves .
583,porque hoy qué fecha es ?
584,hoy es once .
585,cómo ?
586,hoy es once .
587,once .
588,ya nos quedan cinco minutos para que se acabe .
589,.
590,a la puta la verdad es que los llevas contados .
591,tengo hambre .
592,ala me toca pagarlo hoy .
593,.
594,idiay si no te lo cortan .
595,te lo .
596,no no me lo cortan pero ...
597,ay .
598,Pocket_person .
599,ves les estoy contando a mis bróderes de Armando .
600,qué tiene Armando ?
601,no de que el maje viene para acá .
602,.
603,es que nosotros siempre lo mirábamos .
604,y decíamos como qué edad tendrá ese maje la gran puta que no se cuánto .
605,.
606,el rábano va por el tamaño entonces .
607,tiene diecinueve Armando .
608,pero parece que tiene diez .
609,a huevo .
610,.
611,no pues sí se le nota pues .
612,sí .
613,.
614,no sé se le nota pues que es tranquilo pues el maje como que ...
615,de hecho creo que tengo una foto de él en mi profile .
616,no sé si la has visto .
617,sí yo la vi .
618,yo la tagueé .
619,funny funny ah sí que sí es cierto .
620,vos me contasteis que yo le había puesto pocket_person .
621,y que vos le pusisteis Armando Lupa .
622,.
623,.
624,"no me estaban preguntando mis bróderes ""."
625,en serio y cómo que no sé qué y de qué palo ?
626,.
627,ala que qué hablamos .
628,decidme algo ?
629,espera .
630,?
631,sí este qué más ?
632,?
633,qué más ?
634,y Tulio cuándo vuelve ?
635,a dónde no sé .
636,ni me recordé que ahueva cada vez que me acuerdo que él no está aquí .
637,me hace una falta .
638,me imagino .
639,me imagino .
640,este el maje me o sea pues igual pasamos hablando por teléfono y chat y todo pues .
641,pero pues no es lo mismo .
642,mhm .
643,entonces el maje pues tienes sus bróderes ahí y eso .
644,"entonces contándome el maje que ""/."
645,álame y si vieras que me pongo a platicar en las noches con este mi otro bróder .
646,"dice ""/."
647,y no es lo mismo .
648,"me dice ""."
649,me pongo a contarles las mierdas .
650,y no es lo mismo .
651,como que después me pongo a pensar .
652,y me doy cuenta que ala it's not Miguel .
653,"dice el ""."
654,ves me hace una falta horrible .
655,pero bueno idiay .
656,qué se le va a hacer ?
657,creo que regresará igual hasta en diciembre el maje .
658,pues igual que como ahorita que estuvo .
659,cuánto tiempo estuvo aquí ?
660,casi tres meses .
661,estuvo bastante .
662,ah huevo .
663,y lo sentí rapidísimo pues .
664,sentí como que fue menos .
665,pero bueno idiay .
666,tal vez o sea le dije que el maje tal vez que se viniera para summer pues .
667,pero el maje dice no sé .
668,me dice porque si me vengo para summer sería por menos tiempo me dice y ...
669,y no sé si valdría la pena pues llegar para trabajar me entiendes sólo por un mes o algo así .
670,y que le den dos pay_checks o sea no sé .
671,sí en un mes puede ganarse sus trescientos .
672,pues sí pues para a ver si lo convenzo para que se venga el maje .
673,no pero es que igual eso no le saldría como que para pagar el pasaje y ...
674,y las cosas que se quiera comprar y eso me entiendes .
675,bueno .
676,pero quien sabe pues .
677,igual se lo voy a decir al maje .
678,a ver si lo convenzo .
679,si .
680,ves .
681,qué más ?
682,tengo hambre .
683,yo también .
684,me está rugiendo la tripa .
685,bueno te voy dejando ya .
686,que ya no .
687,espérate que no ha entrado de regreso el maje .
688,me imagino que está tomando el tiempo .
689,a bueno .
690,ves idiay .
691,pues a ver qué onda .
692,a ver si yo puedo llenar el formulario por vos .
693,y no sé .
694,sí yo creo que no hay problema .
695,o si no cualquier pregunta me preguntas .
696,y pues yo te digo las respuestas .
697,no pues sí .
698,no me imagino que debe ser para firmar al final o algo así .
699,pues te doy autorización de que firmes .
700,gracias .
701,ojalá que no sea largo porque me enturca llenar esos formularios largos y .
702,y estar leyendo .
703,me sofoca leer bróder .
704,like a mí no /.
705,yo no leo .
706,a mí me leen o sea .
707,pero bueno guevón .
708,creo que está entretenido el muy hijo de su madre con la revista esa .
709,y qué más ?
710,estaba ahorita viendo mi cuenta del teléfono pues de mi llamada .
711,.
712,tengo una llamada con una amiga mía Sandra .
713,hablamos por doscientos veintidós minutos .
714,la gran puta bróder .
715,cuántas horas son esas ?
716,o sea .
717,como cuatro horas ?
718,no no sé .
719,hubieras hecho con ella el esta mierda no ?
720,no ella habla inglés .
721,?
722,ella solo habla inglés .
723,pues qué cagada .
724,es latina .
725,pero no habla español .
726,qué estúpida .
727,o sea como alguien latino no habla español en vez de no sé .
728,si yo fuera latino y no hablara español me preocuparía por aprenderlo .
729,si .
730,yo también .
731,tal pues también no es solo culpa de ella sino que idiay de su mami y su papa .
732,si .
733,eso te lo tiene que enseñar desde chiquito .
734,o sea son tus raices loco .
735,si .
736,pero pero bueno idiay .
737,.
738,pues si .
739,0o sea no es tanto culpa de ella .
740,pero idiay ya está grande ya debería preocuparse por aprender .
741,pero bueno idiay qué se le va hacer .
742,así está la cosa .
743,qué se le va hacer .
744,no has hablado con la Maritza ?
745,ah ?
746,no has hablado con la Maritza ?
747,no para nada fijate .
748,creo que le escribí en su Facebook pero .
749,o sea a mí se me olvidó contestarle un comentario que me dejó el otro día .
750,cómo ?
751,se me olvidó responderle a un comentario que me dejó el otro día en Facebook .
752,yaquis no pero no he hablado con ella .
753,ni la he visto online ni nada .
754,like últimamente no ha habido nada interesante online .
755,no sé qué está pasando .
756,sí se ha calmado todo .
757,sí el mundo de la farándula está calladito .
758,como que está planeando algo grande .
759,.
760,algún suceso inmenso que viene .
761,.
762,hoy vos viste la Marina Pirone desde que vino .
763,no ni si .
764,yo me di cuenta hoy que está aquí .
765,o sea hoy me di cuenta .
766,sí yo me di cuenta desde el día que vino .
767,un día antes que ella me dijo .
768,me mandó un comentario pero no la vi /.
769,qué estúpida a mí no me escribió nada .
770,yo le puse /.
771,sois una estúpida .
772,"le digo ""."
773,no me avisaste que ya estabas aquí .
774,si .
775,no sé que le pasa ?
776,.
777,y qué más ?
778,pues sí no sé .
779,.
780,no aguanto el hambre .
781,.
782,loco a mí también me está sonando la tripa .
783,ojalá que este maje no se dilate mucho .
784,no hombre .
785,?
786,el te dijo que él iba a volver cuando ya ?
787,no me imagino que él debe estar tomando su tiempo idiay o sea .
788,yo digo que no porque ya /.
789,ahí viene .
790,ya se levantó .
791,vamos a ver qué dice pues .
792,si el maje dice algo .
793,ya pues ya miré que se levantó .
794,y que ya miró su reloj .
795,qué estúpido se volvió a sentar .
796,loco pero ya está .
797,?
798,ya está .
799,idiay tal vez él empezó a contar desde otro momento .
800,no sé .
801,.
802,seguramente empezó a contar desde el momento en que se sentó ahí en la silla el maje .
803,seguro /.
804,y yo diciéndole estúpido y toda verga .
805,y después lo vayan .
806,"y le dicen ""/."
807,te dijo estúpido .
808,.
809,me manda a turquear el hijo de puta .
810,cómo ?
811,me manda a turquear el hijo de puta .
812,te va a dar veinte a vos y veinte a mí .
813,supongo .
814,capaz y que son veinte por los dos hijo de puta diez y diez .
815,y me cago de la risa .
816,cuidado me estás dando vuelta .
817,.
818,me cago de la risa .
819,no vamos a ver no idiay .
820,tiene que ser veinte y veinte bróder .
821,cincuenta nos hubiera dado no jodas que maje más tacaño .
822,si .
823,los británicos tienen reales loco .
824,ya me duele la nuca de sostener por teléfono con el hombro .
825,?
826,ya me duele la nuca de sostener el teléfono con el hombro .
827,idiay pues sois pura empleada de él .
828,sosteniendo el teléfono con el hombro y con las otras dos manos está pelando la yuca .
829,.
830,pelando el lote qué bárbaro es que .
831,una verga sois .
832,de viaje pura cachifa .
833,pura cachifa .
834,si .
835,sois todo una doméstico .
836,estás lampaseando también seguramente .
837,solo verga sois .
838,.
839,qué de viaje .
840,me da risa una amiga que se disfrazó de doméstica francesa .
841,.
842,.
843,ay yo estoy disfrazada de doméstica francesa que no sé qué .
844,todo el mundo no joda esta hija de puta .
845,.
846,se puso enturcada la maje .
847,todo el mundo vulgareándola .
848,me imagino .
849,casi choco guevón .
850,cómo ?
851,porque me iba a .
852,iba saliendo en la mañana de mi casa .
853,.
854,este pero y me iba cruzando de carril o sea .
855,todavía eran las seis y pico de la mañana .
856,ni siquiera había amanecido .
857,entonces yo cambiándome de carril en en el expressway .
858,y no jodas .
859,y había un carro a la par mío .
860,y yo no lo vi .
861,y loco solo oí que el maje pegó frenazo y yo .
862,si .
863,se me fue el alma al culo .
864,yo también el otro día casi choco .
865,no jodas estamos /.
866,puta y todavía estoy con la mierda del cheque /.
867,con la mierda de qué ?
868,con lo del cheque que me dieron el treinta y uno .
869,y no lo has pagado ?
870,sí lo que pasa es que todavía no ha pasado a la corte .
871,todavía no sé si .
872,o sea ya él es abogado .
873,.
874,pero todavía no sé si me van a dar .
875,me entiendes ?
876,pero todavía y supuestamente la corte iba ser el tres del juicio .
877,pero no lo cancelaron .
878,y no me han dado el nuevo día .
879,no te han dado un nuevo notice .
880,no .
881,ya .
