,sentence
412,no te cabe .
413,ah .
414,just .
415,gross .
416,no .
417,put girl .
418,I know what I'm gonna do .
419,and gap .
420,.
421,.
422,now what do I do ?
423,eh ?
424,lo qué ?
425,and now what do I do ?
426,go down a minute .
427,and let me see that quick post .
428,oh I'll tell you where .
429,okay copy the thing .
430,copy .
431,okay now open My_space .
432,or should I copy it like that ?
433,yeah .
434,that's what I would do yeah .
435,that's gonna take forever .
436,okay .
437,yeah .
438,eh .
439,copy .
440,copy .
441,now go to your My_space .
442,now you have to go into going home .
443,.
444,profile about me okay .
445,go into profile there .
446,dónde ?
447,ahí mismo profile profile .
448,ahí ?
449,ahí .
450,about me .
451,ahora tienes que buscar el countdown .
452,imagínate tú .
453,debe estar en ...
454,go all the way down .
455,debe estar abajo .
456,I can más o menos ...
457,go down a ver .
458,yeah .
459,espérate espérate espérate .
460,counters .
461,let me see .
462,where does it say counters ?
463,here .
464,no no no .
465,ve arriba arriba .
466,to the top .
467,this is ...
468,does it say something countdown ?
469,yeah there it is .
470,.
471,dónde ?
472,no ves New_York ?
473,pero ahora no sé ...
474,at okay go sí I know pero it doesn't start there .
475,éste mira el countdown aquí está .
476,it probably starts all the way on the top .
477,go down a minute .
478,because you have to ...
479,countdowns .
480,oh it starts all the way there then .
481,es de aquí para arriba no ?
482,mira bien en la página donde está el countdown cómo empieza .
483,you took it away right .
484,the countdown no .
485,where is it ?
486,it's in the page .
487,just stick it under where I like to meet .
488,and where is that ?
489,right there .
490,here ?
491,see how it starts .
492,see embedded type .
493,now look for the same thing on the top .
494,but then erase from there .
495,it doesn't have the same thing does it ?
496,nope .
497,no .
498,es que you might erase your background that's why .
499,okay .
500,así mismo lo pongo .
501,put previous section ahí .
502,there it is .
503,but that's not the one I picked .
504,oh it's down there .
505,look at it down there .
506,I don't know how to get rid of ...
507,are you gonna change your layout ?
508,no .
509,because I need it .
510,yeah go save the changes .
511,so now what I can do is /.
512,now go to view my profile .
513,dónde está eso ?
514,ahí arriba .
515,right there in the corner .
516,arriba arriba arriba there .
517,ahora tienes que quitar el de arriba .
518,pero no sé ...
519,pero yo puedo volver a hacerlo de ahí mismo ?
520,I thought you could .
521,but you can't .
522,I'm gonna put the other one now .
523,oh just like mine that I have double .
524,you do ?
525,yeah I have two of them .
526,and now fun hearts .
527,qué romántico .
528,oh .
529,we are going in September .
530,.
531,no .
532,.
533,y por fin Peggy cogió el esto o no ?
534,five six seven .
535,no .
536,you have to change the year .
537,she's not going ?
538,at all ?
539,she she doesn't get it cheap .
540,did she go ...
541,when is she leaving for the cruise ?
542,ay no I wanna go back .
543,how do I go back ?
544,.
545,god it's still three hundred and eleven days away .
546,.
547,me muero .
548,oh my god .
549,that's a long time .
550,why ?
551,there is only three hundred and sixty five days of the year .
552,.
553,that doesn't sound right .
554,it can't be three hundred days from now .
555,it's ...
556,right now we're in March .
557,April May June July August .
558,uno dos tres cuatro cinco .
559,no that's wrong .
560,six times thirty .
561,it's a hundred and eighty .
562,okay when finish .
563,no that's not right .
564,finish putting it there and then .
565,it probably hasn't refreshed or ...
566,.
567,a hundred and sixty .
568,that's what I thought .
569,I was like hello .
570,copy .
571,.
572,I'm gonna go to ...
573,dónde ahora ?
574,profile no ?
575,home .
576,then profile .
577,y voy a ...
578,profile ahí abajo .
579,aquí ?
580,no aquí en éste en control panel tiene que ser .
581,ah en .
582,sí but now I don't know which one is ...
583,lo voy a poner aquí abajo .
584,I'd like to meet .
585,and what I'll do is I'll separate it .
586,you think you will .
587,but I doubt it's separated .
588,yeah look .
589,ya .
590,preview .
591,preview .
592,ah pero tienes que sacar el de arriba .
593,yeah but now I gotta figure out how the heck to do that .
594,now .
595,go into save .
596,save all changes .
597,I wonder where the countdown begins for that one .
598,it should be the first thing .
599,I would wanna say to take off all of that until a ver .
600,.
601,go in the bottom a ver .
602,right there .
603,no that's your background .
604,that I know .
605,here ?
606,all that is your background .
607,go up go up .
608,yeah that's your .
609,este I think it's up to here .
610,from object all the way to C_countdown New_York New_York .
611,go down a little bit more .
612,go down .
613,go down .
614,I can't .
615,espérate .
616,where it says A H R .
617,aquí ?
618,hasta aquí .
619,hasta object .
620,no pero no quites la A esa .
621,no ?
622,al final .
623,no because that's probably the beginning of ...
624,everything starts when you are /.
625,aquí .
626,uhuh right .
627,no pero no quites la cosita esa .
628,ah .
629,no ahí ahí right .
630,.
631,lo coge .
632,okay so separate it .
633,espérate .
634,there .
635,yeah .
636,delete .
637,ay dios mío .
638,now do a preview .
639,not that one .
640,the bottom .
641,down .
642,see if it did it .
643,what is this ?
644,whatever we did we did it .
645,there you go .
646,go down .
647,we did it .
648,no pero qué es esto ?
649,there it is Paige .
650,oh okay okay .
651,y esto no me salió ?
652,that's who you use to do your background .
653,so that's gonna come out .
654,so entonces save all changes .
655,ay dios mío .
656,now go into view my profile on the top .
657,okay .
658,.
659,there you go .
660,vieja mira la canción esa .
661,I know .
662,I gotta .
663,y todo eso de Hannah_Montana .
664,girls just wanna have fun .
665,dónde estaba música ?
666,cómo lo quito ?
667,no .
668,tiene que ir en música arriba .
669,here ?
670,no .
671,yeah .
672,and then you gotta find the ...
673,aquí pongo la música .
674,yeah .
675,who sings that ?
676,Madonna .
677,girls just wanna have fun .
678,that's Cyndi_Louper .
679,right that's what I thought Cyndi_Louper right .
680,go back .
681,el nombre de la canción .
682,ay I don't know .
683,that thing is so annoying .
684,and you're not typing anything .
685,sometimes you can't even find the artist .
686,.
687,she may not even be there .
688,y dónde está la canción ?
689,now you gotta go into her site .
690,cuál ?
691,ésta ?
692,cualquiera porque now we don't know which one's which .
693,we don't know which one's true and which one's not .
694,they have material girls material girls .
695,material material .
696,but that's Madonna .
697,that's Madonna .
698,go back and try the other one .
699,let's see .
700,true colors .
701,true colors .
702,I see your true colors .
703,ah so si no la tiene no la puedo coger .
704,uhuh .
705,es que yo no creo que ella tiene un site porque those are just people I think .
706,maybe is this a Chinese pop ?
707,nope .
708,digo I don't know how to go to that other site and like look for it you know .
709,you can go into top artist .
710,and search on the top .
711,and see .
712,but she's not a top artist anymore .
713,.
714,or you can do a ...
715,no se puede ni mover esto .
716,pero go down .
717,oh there you go .
718,eh nice glasses .
719,what up .
720,he's going to the airport .
721,en qué lo puedo ayudar ?
722,vas al aeropuerto ?
723,discúlpame .
724,it sounds like you're saying escúpame .
725,escúpame .
726,.
727,oh .
728,escúpame .
729,.
730,discúlpame .
731,.
732,en qué te puedo ayudar ?
733,.
734,.
735,that's just .
736,.
737,oh god .
738,dime .
739,.
740,sí ?
741,muy bien .
742,adiós pues entonces .
743,hasta luego .
744,passport office .
745,of course not it's never on .
746,it's never on .
747,nunca !
748,yeah nunca la tienes puesta .
749,.
750,you are being recorded .
751,yes .
752,hello .
753,.
754,.
755,why and then who ?
756,.
757,mhm partners in crime .
758,M I A mean F I .
759,oh he's going to the airport .
760,.
761,.
762,and she doesn't even work here .
763,and I don't even work here .
764,and she knows .
765,.
766,.
767,.
768,what is he talking about ?
769,qué es eso ?
770,what is he talking about ?
771,is he making fun of my cups ?
772,oh .
773,.
774,.
775,they're so small .
776,qué lindo !
777,I know like everybody who keeps coming to me and telling me are you teasing me .
778,you see .
779,like I have forty three days for my first one and a hundred and sixty two ...
780,tienes que quitar todo eso de Hannah_Montana ya .
781,ay I know .
782,dale go into ...
783,that's easy because you just have it in one section .
784,go into home .
785,look I'm jolly .
786,ay how nice .
787,go into home .
788,you should seem nauseated .
789,home .
790,go into profile .
791,eso está aquí abajo .
792,music under music borra todo lo que hay under music .
793,all the way down .
794,ya .
795,bueno .
796,oh so I can even add things in here huh .
797,of course you can add them anywhere .
798,that's where people add their slide shows and stuff .
799,oh podíamos empezar a jugar aquí .
800,you add them in different sections .
801,you don't have to add it in one place .
802,ya ahora view profile .
803,ahí arriba .
804,me duele la muela otra vez .
805,ya .
806,ah muy bien .
807,do it .
808,ah ya yo sé jugar con eso .
809,so now you have all that //.
810,everything that you have come out on this side .
811,because you have nothing on this side .
812,yo voy a agregar .
813,all you have is under the general section .
814,eh ?
815,ya yo sé cómo jugar aquí .
816,voy ahora a mi casa .
817,y voy a cambiar todo si me acuerdo .
818,y la canción ...
819,you can just go and pick /.
820,no la canción es a meterme ahí en music .
821,y ya .
822,no me voy de aquí que va no me puedo meter .
823,qué ?
824,tengo hambre .
825,qué pasó ?
826,que ya .
827,okay I think we are done .
828,where is that ?
829,Julio then here .
830,qué lindo !
831,now I'm gonna change it around .
832,now I know what to do .
833,I did mine already .
834,yeah I think New_York is old .
835,old news .
836,I need to clean it .
837,but now I know how to play .
838,old news .
