,sentence
154,en los dorms they have a laundry room .
155,ah .
156,I think so .
157,I don't know .
158,that'd be cool .
159,sí .
160,actually yo quiero ir a China .
161,y me gustaría .
162,y vivir allá .
163,y enseñar .
164,pero la cosa es que es muchos meses .
165,y como estoy involucrada en la iglesia .
166,pues a veces no me veo como en otro país por más de un meses .
167,por ejemplo .
168,you never know .
169,maybe the Lord sends me over there .
170,exactly .
171,porque sí por ejemplo si pues dios te manda para allá .
172,tiene que ser así o sea .
173,es como hay un yo estaba viendo una película .
174,ajá .
175,de un tipo que él vivía en UK .
176,ah .
177,and he didn't know to speak Spanish .
178,y dios le lo despierta una noche .
179,y le dice que él tiene que ir a California .
180,ajá .
181,a California .
182,pero que ahí va a haber una familia que es una familia mexicana .
183,ajá .
184,"y entonces dice ""/."
185,but I don't know Spanish .
186,ajá .
187,and he start taking Spanish .
188,ajá .
189,and learning Spanish .
190,and learning Spanish because he knows that you gotta go there and speak in Spanish .
191,like now like now I'm trying to learn in English because I I mean not English Chinese cause I want to go to China .
192,and they have a program of peace corps look .
193,of what ?
194,peace corps .
195,what is that ?
196,ah peace corps .
197,yeah .
198,like volunteering .
199,and they have one in China .
200,and like to teach English .
201,like you volunteer ?
202,yeah .
203,and they send you there and they //?
204,yeah .
205,but they pay for everything .
206,all right that's //.
207,they pay for your food .
208,your food your house everything everything .
209,you're not gonna have a lack in in the area .
210,oh my God I want something like that but in here .
211,like oh I'm gonna send you to .
212,.
213,.
214,see like in university English teaching teach the people .
215,and I would really love that .
216,I would do that .
217,you know why would I do that ?
218,just if I when I just graduate .
219,yeah .
220,just for the experience of going somewhere else another country .
221,yeah .
222,yeah I would love to do it .
223,you get the ...
224,but there's the thing like I'm really like I wanna be involved in the church and stuff .
225,and like I feel like I wouldn't be able to leave because of that .
226,but I guess I just pray about it .
227,the lord knows .
228,but that peace corps is what is only for people Chinese or what ?
229,no it's every country .
230,oh my God yo quiero ver .
231,.
232,but what do they do there ?
233,like //.
234,whatever the country needs .
235,like helping kids .
236,taking care of hungers .
237,building .
238,business .
239,even in businesses .
240,they're helping businesses start build like classrooms .
241,oh my God .
242,you know what .
243,all kind of stuff .
244,I wanna go .
245,but where do they need people missy ?
246,everywhere .
247,oh maths and science teaching .
248,I wanna do that .
249,maths and science teaching .
250,where is this thing //.
251,education experience experience university English teaching .
252,special education secondary English .
253,it's super cool /.
254,I wanna go there .
255,and community development construction and skills traits education .
256,when I graduate I wanna go there .
257,like Rome or no sé .
258,I would like to go to China Thailand and ...
259,Macedonia .
260,oh my goodness .
261,I wanna go no Armenia no .
262,yo quiero ...
263,oh Mozambique .
264,ahí hay un orfanato en Mozambique .
265,y súper chévere .
266,puedes ir a volunteer allá .
267,es súper chévere .
268,yo quiero ir .
269,todas esas cosas me encantan .
270,mi amiga fue a Ukraine por un ...
271,bueno iba todos los veranos por cuarenta y cinco días .
272,but I'm not in here .
273,cómo ?
274,I'm not in .
275,what do you mean ?
276,Venezuela is not there .
277,no .
278,no entran a Venezuela por la situación política me imagino .
279,no we don't need help .
280,probably they think that the president says .
281,oh it's okay .
282,la mayoría van a África wow .
283,yeah exactly .
284,thirty seven percent it's a lot of people .
285,porque hay una necesidad grande en África .
286,.
287,the Caribbean is like not much and and in Latin_America are the top ones .
288,but I would go oh my God Guatemala ?
289,yeah .
290,I would go there just for the thing /.
291,it's cool .
292,I went to Guatemala .
293,just for going to Machu_Picchu and all stuff .
294,yeah .
295,Machu_Picchu is in Guatemala right ?
296,the ruins //.
297,I don't know .
298,I don't know either .
299,I went to Guatemala as a city .
300,and I went to lake Alitlán with the volcanos are .
301,and other people .
302,that was really cool .
303,"pero en la iglesia la gente nos decían ""/."
304,no te pares porque la gente era tan pequeña .
305,ajá .
306,que si porque //.
307,iglesia es bien tradicionales allá .
308,donde la gente se para .
309,aleluya .
310,"entonces cuando nos parábamos nos decían ""/."
311,no te pares que después la gente no puede ver en el frente porque todos son bajitos .
312,oh my goodness .
313,y al frente de la iglesia hay un field de puro maíz .
314,y tomamos fotos ahí .
315,y todos están entre el maíz todos chiquiticos ahí .
316,es chévere .
317,me gustó .
318,Macedonia .
319,y ahí en las iglesias bailábamos por horas y horas y horas .
320,era super chévere .
321,era una fiesta .
322,sí .
323,de las //.
324,la iglesia comenzaba a las siete .
325,salíamos ahí a las doce de la noche .
326,y era primero el servicio y era tan chévere porque ahí ni predicaban .
327,"era toda la gente ""/."
328,wow .
329,y ahí bailando bailando por horas en la presencia de dios .
330,y ni bailando no era bailando unos con otros .
331,era y tú like todo el mundo like en su propio momento con dios .
332,en su propio momento sí .
333,sí .
334,I loved it .
335,wow .
336,íbamos por los mercados .
337,es chévere .
338,es que yo el único país que yo conozco de South América es el mío .
339,.
340,eh well a little bit of Colombia .
341,Colombia ?
342,Colombia yeah because is next to //.
343,oh you been to Colombia ?
344,ah just to Cúcuta .
345,and that's it .
346,ah .
347,I like going Bogotá .
348,I would like to go to Venezuela .
349,what people tell me //.
350,tell me it's cool .
351,I can go there like in five years .
352,wow .
353,and I become a citizen .
354,it's really nice been in another country .
355,yeah .
356,you know where I'm gonna go ?
357,I wanna go here here here here here .
358,everywhere .
359,yeah .
360,travel the world .
361,I know all of that because in my history class we're estamos viendo todo eso .
362,ajá .
363,oh my goodness pero es demasiado .
364,como eh eh cuando vimos Rome .
365,the Roman empire .
366,yo dije quiero ir a Roma ya .
367,.
368,estábamos viendo también las Egipto todos esos .
369,ajá .
370,también quiero ir //.
371,ahorita estamos viendo es esto mismo .
372,a Mexico South America //.
373,wow tú me hiciste un sueño que tuve de Italia .
374,and stuff /.
375,hablando de Roma .
376,y siguen .
377,y entonces estamos viendo las ruinas Machu_Picchu Tenochtitlán y todo eso de los Mayan Aztecs .
378,y todo es súper interesante ?
379,sí .
380,"o sea yo las veo y yo ""/."
381,wow I wanna go there .
382,I wanna know .
383,I wanna watch .
384,I want experience .
385,cool .
386,quiero experimentar todo eso .
387,pero quiero /.
388,oye sigue .
389,all around the world .
390,just para captar por mi vista todo .
391,chévere chévere .
392,sí .
393,porque es cool .
394,yo he soñado con dos lugares .
395,y sin nunca ir ahí .
396,uno es China .
397,soñé que estaba en China .
398,que estaba en frente de una universidad en China .
399,y pero había un ataque en los buses .
400,estaban atacando a los estudiantes .
401,y nos sentamos ahí al lado .
402,y todos los estudiantes estaban corriendo .
403,raro .
404,y el otro sueño que estaba jugando fútbol en Italia .
405,what ?
406,yo qué sueño raro .
407,que habían unas unas calles eran así como esto .
408,las calles en vez de las calles ser de concrete .
409,eran de estos bloquecitos .
410,y yo estaba jugando soccer .
411,y nos metíamos en los .
412,y había un círculo donde estaban alrededor de edificios .
413,y adentro ahí estaba jugando soccer .
414,"y yo ""/."
415,qué raro .
416,.
417,Kazakhstan .
418,eso no es de donde era Borat ?
419,Kazakhstan .
420,yeah .
421,.
422,Borat was from there .
423,but it is so big that country ?
424,no dónde ?
425,here fifty four .
426,fifty five .
427,no .
428,ah fifty four .
429,look .
430,.
431,it's huge !
432,yeah .
433,my mom didn't even know it existed .
434,"she's like ""/."
435,it's bigger than Colombia .
436,ah .
437,"my mom started laughing like ""."
438,ahhah Kazakhstan he made that up .
439,"and I'm like no ""/."
440,no exist .
441,talk like that .
442,?
443,Kurdish republic .
444,Morocco .
445,ay Morocco is cool .
446,pues sí .
447,it's just here .
448,Morocco .
449,next to //.
450,you can go to Spain .
451,or those countries also .
452,you couldn't travel because if you're helping people there just doing that .
453,what do you mean ?
454,"because if for example I mean in the case you're going to Morocco si estás ahí tú no puedes decir ""/."
455,no me voy a pasar para España .
456,"a lo menos que algo pase y dicen ""/."
457,es que por eso es tan chévere estar aquí like tener la vida con dios .
458,"me dicen ""/."
459,ah mira resulta que te necesitan en España este fin de semana porque una familia tan tan tan tan tan .
460,y bajas ahí .
461,sí pero sí sí sí .
462,I mean .
463,si si estás en Marruecos nada más .
464,es para que sirvas en Marruecos .
465,porque para eso estás //.
466,en España no está aquí so .
467,you wouldn't need to go to Spain .
468,pues no es un ...
469,pero si un fin de semana quieres ir a Morroco .
470,country ah ?
471,a España .
472,ah en España .
473,I don't think you could because you're volunteer in there .
474,oh but they give you /.
475,I think you are twenty four seven .
476,yeah but they probably give you a day off two days off .
477,yeah but just going for one day .
478,what happens if you're working here ?
479,and Spain is over there .
480,it's like being in Boston .
481,.
482,and you want just go to Mexico .
483,and you have only one day off .
484,.
485,that's //.
486,not possible .
487,I guess so .
488,I don't know .
489,but I wanna go where is Mozambique ?
490,.
491,Mozambique .
492,Mozambique .
493,Mozambique .
494,thirty six right there .
495,this is Madagascar .
496,I know where's Madagascar .
497,ah .
498,Japan .
499,no Philippines .
500,Philippines .
501,Japan is this one .
502,Japan is ...
503,no are you crazy ?
504,yes it's /.
505,no it's not .
506,it's an island that it's just next to China .
507,are you crazy ?
508,no .
509,over here .
510,that's Japan .
511,and what is this ?
512,Thailand .
513,like part of Malaysia .
514,yeah .
515,Philippines .
516,Malaysia .
517,Japan .
518,Rome I wanna go Rome okay .
519,experience .
520,to teach English in another country it's super fun .
521,well you gotta know the language of the other ...
522,yeah yeah I spoke to the lady who give me the brochure .
523,and she said that they teach you English for two years .
524,I mean not English .
525,they teach you the language of the country you're going to for two years and the /.
526,wow but this program is long .
527,yeah it's twenty seven months you have to volunteer .
528,twenty seven months ?
529,that's more than two years .
530,yeah .
531,no .
532,I won't do that .
533,sí it's a long time right ?
534,yeah .
535,it's only volunteer .
536,well they pay for everything .
537,yeah .
538,but it's like you you don't get a saving .
539,but /.
540,it's like //.
541,for example if your career is doing that it's good .
542,but my case wouldn't be .
543,.
544,because this helps you to develop a curriculum .
545,it's not about developing curriculum either .
546,but pero es para ayudar a la gente y todo eso .
547,.
548,mira esa vaca flaca .
549,oh my goodness .
550,hasta la vaca está ...
551,estás segura que es una vaca ?
552,sí .
553,are you sure it's a cow ?
554,.
555,or a horse ?
556,it's look like a cow .
557,no it is a cow .
558,even the cow is starving dude .
559,that's horrible .
560,no se la pueden comer .
561,.
562,si las matan nada más tienen para el huesito .
563,hueso .
564,interesting .
565,is a volunteer in Mongolia .
566,it's super cool .
567,but it's an experience of a lifetime .
568,a ver ?
569,let me see .
570,oh my God .
571,even if you don't go with peace corps it's like if you go on mission work .
572,that's so awesome .
573,I love it .
574,you get to meet so so many people ...
575,.
576,but ...
577,sí después le digo lo que era .
578,.
579,ah .
580,me da pena no lo quería rechazar .
581,what was that ?
582,ah un amigo .
583,pero después yo le digo .
584,ah es que estamos haciendo un recording .
585,ah .
586,pero de todas maneras no ...
587,él podía venir .
588,sí ?
589,sí .
590,ay yo no lo sabía .
591,whatever .
592,"ya el te dijo ""/."
593,if you've to answer the phone .
594,you can answer it .
595,don't worry .
596,ah bueno bueno .
597,de todas maneras .
598,it's just talking .
599,qué es esto ?
600,oh look .
601,a butterfly !
602,dónde ?
603,oh my God !
604,it's huge !
605,de qué hablas ?
606,.
607,.
608,ay no !
609,.
610,un butterfly .
611,.
612,rosado y negro .
613,hay balones ahí arriba .
614,.
615,no sé .
616,te estás divirtiendo ahora ?
617,yo creo .
618,viste techo que es super cool ?
619,sí a ti te gusta ese diseño ?
620,ah ?
621,a ti te gusta ese diseño ?
622,sí y no .
623,o sea it's like /.
624,a mí no me gusta .
625,experimentándolo .
626,se ensucia .
627,lo ves .
628,es que de eso se trata architecture .
629,de qué ?
630,de experimentar todo y verlo .
631,o sea yo yo he de verdad que cuando uno estudia eso uno cambia el concepto en como ve todo .
632,te empiezas a desarrollar como a develop esas cosas de ver todo de forma diferente .
633,like the approach you have for everything .
634,entonces como ves este scenario .
635,tú sabes yo lo veo y como que me inspiro para hacer algo .
636,lo estoy viendo no estoy pendiente del espacio sino que estoy pendiente de la estructura .
637,estoy pendiente de cómo circula la gente .
638,de la luz .
639,de que es muy oscuro .
640,verdad ?
641,es muy oscuro .
642,sí porque de repente ellos querían hacer /.
643,y es como que muy .
644,hacer algo bastante macizo pero querían mantener la conexión entre esta parte de college y la otra parte .
645,porque si no hubiese estado este hueco acá las personas hubiesen tenido que dar toda la vuelta alrededor .
646,and that would be like bothersome because /.
647,entonces qué hubieran podido hacer .
648,nada this was the only options .
649,pero como la librería is so huge you gotta make a whole to make a room over there .
650,yeah but how do how cómo lo puedes improve ?
651,but it's good also /.
652,because //.
653,ah I don't know .
654,the building would have to be thinner .
655,but what's good about this it's because is this deep it allows the air go beneath the building so /.
656,.
657,so that's why this is so fresh .
658,they did it in that way because this is always like that .
659,yeah .
660,aunque haya brisa fuera o no haya brisa fuera el aire siempre va a entrar por aquí como ...
661,brisa .
662,imagínate .
663,it's like pressure .
664,todo el aire está fuera pero se mete por un huequito así .
665,siempre va a fluir .
666,después esta parte siempre va a estar refrescada así .
667,pero por ejemplo ellos pudieron haberlo hecho más clara poniendo un piso más claro .
668,sí pero ...
669,en vez de hacer concrete esto con un piso de marble se vería super cool .
670,sí .
671,o en vez de usar pintura gris usar pintura clara .
672,pero después cuando llueve se pone muy slippery .
673,slippery .
674,esa es la cuestión .
675,pero y si también sabes lo que I picture ?
676,dos la librería separada entre dos edificios y después en el medio un corredor que la gente puede cruzar al otro lado de la librería .
677,y así hubiera espacio .
678,ah .
679,pero sería el mismo tamaño el edificio pero estás quitándole todo ese hueco para ese corredor .
680,sí .
681,es es //.
682,entonces ...
683,estás gastando ...
684,estás gastando espacio .
685,ah .
686,eso se llama efficiency .
687,o bueno este hueco más alto .
688,y el edificio más alto .
689,o sea sigue siendo siete pies .
690,.
691,pero todo más alto para que ese hueco sea más largo .
692,that would mean more //.
693,pero para la gente .
694,o sea es como se /.
695,pero es que esa es la cuestión .
696,would it be people friendly ?
697,like .
698,I like furniture and buildings and I like people friendly not //.
699,como ayer por ejemplo en el bookstore al frente a mí me gustó ese hueco .
700,cuál hueco ?
701,el huequito donde están todos los paintings en la pared .
702,ah sí .
703,y es un poco de sillas .
704,se siente así todo como comfortable that .
705,ahí todo .
706,sí .
707,te puedes tirar y eso .
708,pero lo que pasa es que que cuando ya estás en estas cosas en arquitectura y eso tienes que ver que hay mucha cosa más que tienes /.
709,intereses del dinero ?
710,claro porque budget .
711,tú diseñas pero tú no eres el que está pagando por el diseño .
712,sí .
713,somebody else .
714,you design it for somebody else .
715,pero si totalmente tendrías que ...
716,o sea //.
717,entonces ellos te /.
718,si ...
719,ellos más o menos te dicen podemos gastar tanto y //.
720,pero tú tienes que limitarte a eso .
721,pero vamos a decir //.
722,no estoy hablando de actual realistic jobs .
723,estoy hablando de tu creatividad .
724,o sea tú diseñar algo porque te gusta por aesthetically .
725,like porque te gusta .
726,ay yo me comí un así de grande .
727,.
728,qué ver un pan con el ...
729,.
730,yo tengo hambre ahora quiero ...
731,no porque te vi yawning .
732,quiero comer .
733,me comí unas papitas de Jane .
734,oh my goodness .
735,Jane .
736,y cómo está Jane ?
737,Jane ?
738,pues ahí en su casa .
739,yo cuando yo la vi el primer día yo estuve bien con ella .
740,no se si te contó .
741,ay sí .
742,"que le digo ""/."
743,Jane ya por favor .
744,ay no .
745,cállate .
746,.
747,ay pero ay ay .
748,"me decía ""."
749,ay ay Connor .
750,pero de Gabrielle !
751,oh no .
752,oh .
753,yo papi papi .
754,yo no me esperaba eso .
755,.
756,discúlpame y perdona .
757,pero dónde dónde quedó ..?
758,ah ah no no .
759,dónde quedó qué .
760,"ella decía ""/."
761,dónde quedó la cristiandad y .
762,no papi no .
763,eso no se hace .
764,no no no no no .
765,"pues yo le decía ""/."
766,.
767,pero y ella se estaba enfocando //.
768,pues sí .
769,ay yo no sé .
770,anyway .
771,oh my goodness .
772,pero qué tu hiciste eso de verdad ?
773,pero mira .
774,it's like .
775,no !
776,.
777,"le dije ""/."
778,toma la cámara .
779,y me fui .
780,porque estaba la sangre me estaba hirviendo .
781,no sabía qué hacer .
782,why ?
783,porque mira .
784,yo estaba llamado a gente verdad ?
785,y ese viene .
786,y era un grupo grande .
787,y era el domingo .
788,estaba ahí por cuatro horas solamente .
789,y ella se tiró enfrente del //.
790,o sea ni se tiró enfrente de mí .
791,cogió mi cliente .
792,lo llevó .
793,le tomó fotos .
794,al cliente le llegó tres cuatro familias .
795,y le tomó fotos a todos ellos .
796,y les vendió y ya .
797,quedó en su número .
798,"entonces yo ""/."
799,okay Jane yo juego contigo pero no se /.
800,no te pases .
801,o sea ...
802,ella lo que me dijo fue que como tú tenías a un montonón de gente y ya ahí .
803,le estabas tomando fotos entonces que llegó otra persona /.
804,no .
805,ella me lo cogió desde antes .
806,no llegó gente .
807,"ella después comenzó a torcer la historia ""/."
808,no es que te es para ayudarte .
809,no Jane no fue para ayudarme .
810,tú lo llamaste antes que yo lo pude hacer llegar a la cámara .
811,entonces por eso me molesté porque ella asumió y tomó //.
812,sentí que estaba abusando de la amistad .
813,o sea como se estaba riendo y todo .
814,se cogió el cliente .
815,y yo me fui .
816,pero de todas maneras para mí fue una lección porque mira .
817,cuando yo estaba hirviendo verdad ?
818,"y yo sentía al señor diciéndome ""/."
819,cálmate cálmate cálmate .
820,"entonces dios me dijo ""/."
821,no te preocupes que yo te voy a mandar otra venta que va a ser aún más .
822,pero yo no tuve paciencia para esperar en el señor .
823,"porque cuando vino ese otro cliente yo sentía algo que me dijo ""/."
824,este es el cliente .
825,ese te va a comprar bastante .
826,pero entonces vino Jane y otra vez me iba a coger la cámara .
827,y ahí es donde se me fue hasta la cabeza .
828,"yo le dije ""/."
829,toma la cámara .
830,y me fui .
831,"porque ella jugando ""/."
832,ven yo te lo hago .
833,así riéndose otra vez .
834,"y yo ""/."
835,oh toma la cámara .
836,y me fui caminando .
837,y después regresé .
838,"y le dije ""/."
839,mira .
840,"y ella me dijo ""/."
841,ay por qué te pusiste así tal cosa ?
842,no se qué .
843,y entonces yo le dije .
844,"yo le dije ""/."
845,yo preferí no reaccionar así .
846,obviamente no me hubiera gustado reaccionar así .
847,pero ya me molestó porque sentí que te estabas like pasando .
848,entonces ahí ya hablamos tal cosa .
849,y resulta .
850,el cliente ese que se quedó lo atendió Marta .
851,y les vendió setenta dólares que era más de lo que Jane les había vendido .
852,o sea dios tenía la razón .
853,me estaba mandando el cliente .
854,pero yo no tuve paciencia para esperar .
855,y dejar que se me pasara la rabia .
856,me entiendes ?
857,entonces ahí eh aprendí .
858,pues ella se estaba poniendo mal .
859,"y yo dije ""/."
860,pero tú no tienes razón de ponerte mal .
861,ella no tiene razón de estar rabiosa de nada si ella se metió //.
862,o sea .
863,me entiendes ?
864,esa era una sola persona entonces .
865,no es que venía /.
866,no .
867,era una familia toda grande .
868,pero yo llamé una persona .
869,ella me quitó esa persona .
870,entonces como ya me lo quitó atendí el hermano o el amigo de él .
871,después llegaron más gente pero ella les tomó fotos a todo el grupo .
872,incluso le dijo a todo el grupo que se pararan juntos .
873,y les tomó fotos .
874,morcilla ?
875,no sé .
876,el de la morcilla fue un poco de negros .
877,sí fue un poco de negros juntos .
878,"dijo ""/."
879,digan morcilla !
880,sí dijeron morcilla .
881,porque eran cuarenta negros .
882,ajá ellos .
883,entonces eso yo ya me estaba viendo ...
884,es como si me estaba hirviendo la sangre poquito a poquito .
885,primero me llamó el cliente .
886,"y dijo ""/."
887,ah no importa .
888,después llegó otro otro otro .
889,y después llegó toda la familia .
890,y les vendió a otro .
891,"y ni una vez me preguntó ""/."
892,Gabrielle te ayudo ?
893,o son tuyos .
894,o nada nada nada .
895,entonces yo me puse like //.
896,y después todo eso y ya //.
897,atendiéndolos todos .
898,eso me puso mal .
899,mal mal mal .
900,me molesté .
901,Marta me entendió .
902,she was like pues cada persona tiene un vaso .
903,y si tú lo vas llenando ...
904,y yo ella ella le dijo a Jane que se estaba exagerado porque yo solo me fui .
905,"ella dijo ""/."
906,preferiblemente que te hubieras ido que te hubieras explotado aquí .
907,pero yo en mí yo siento que tengo ...
908,cómo se dice standard en español ?
909,standard ?
910,un estándar .
911,yo tengo un estándar más alto .
912,yo nunca me hubiera explotado ahí .
913,a por o sea yo no lo planeaba .
914,para mí lo que hice en irme eso fue una explosión .
915,o sea para mi personalidad eso lo considero una explosión .
916,"aunque Marta dijo ""/."
917,no estuvo bien lo que hiciste .
918,tú te fuiste en vez de decir algo .
919,o ponerte mal acá .
920,eso está bien .
921,pero yo sentí que no me hubiera ido .
922,pero es que en ese momento tenía que haber aplicado la sangre de Jesús porque no había manera de controlar lo que estaba pasando dentro de mí .
923,entonces me puse súper mal .
924,.
925,pero of course me duele .
926,o sea me duele porque pues no quiero like dañar mi relación con ella .
927,ah .
928,me entiendes ?
929,qué piensas ?
930,qué puedo hacer ahora que ya pasó ?
931,o sea preferiblemente no hubiera hecho eso .
932,"yo vi ""/."
933,guau señor si hubiera mantenido la paciencia tú me hubieras bendecido aún más y todo .
934,y hubiera hablado con ella calladamente .
935,pero en ese momento no tuve self control .
936,you know what I mean ?
937,I know .
938,no importa no entienden español .
939,sí no porque Jane se ...
940,la historia que ella me contó es un poquito diferente .
941,"ella y entonces ella le dice a Marta ""/."
942,cállase la boca .
943,"y después Marta dice ""/."
944,ella le dijo cállese la boca ?
945,eso es lo que Marta dijo a lo que ella le dijo .
946,.
947,"y entonces Marta dijo ""/."
948,tú me dijiste eso .
949,"y entonces Jane ""/."
950,no yo no dije eso .
951,ahí entonces otra hora hablando con Marta .
952,arguing .
953,discutiendo que si dijo o no dijo cállate la boca .
954,y yo ay señor por favor .
955,no yo no creo que Jane le haya dicho cállate la boca .
956,ella lo que me dijo ella que estaba hablando contigo .
957,"y que vino Marta ""/."
958,Jane no se qué no se qué .
959,"y ella de dijo ""/."
960,Marta espérate que estoy hablando con Gabrielle .
961,ajá pero a Marta no le gusta eso porque ella es la manager .
962,sí pero la entiendo y tal .
963,pero me dio un risa como que no it's too much .
