,sentence,pos,language,switch
55,.,None,,0
56,or satellite dish ?,coord n n ?,ENG ENG ENG,0
57,.,None,,0
58,I still don't understand the advantage of that over cable .,pro:sub adv mod v det:art n prep det:dem prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
59,but I gave up .,conj pro:sub v adv .,ENG ENG ENG ENG,0
60,.,None,,0
61,is it ?,aux pro:per ?,ENG ENG,0
62,.,None,,0
63,I know .,pro:sub v .,ENG ENG,0
64,.,None,,0
65,ah but they've divided them by groups .,co conj pro:sub part pro:obj prep n .,ENG ENG ENG ENG ENG ENG ENG,0
66,.,None,,0
67,so you're not flicking seven hundred channels .,adv pro:per neg part det:num det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
68,you're flicking the /.,pro:per part det:art +/.,ENG ENG ENG,0
69,.,None,,0
70,but you're not doing all seven hundred channels !,conj pro:per neg part qn det:num det:num n !,ENG ENG ENG ENG ENG ENG ENG ENG,0
71,.,None,,0
72,they have them by groups .,pro:sub v pro:obj prep n .,ENG ENG ENG ENG ENG,0
73,.,None,,0
74,it's too much because you have seven hundred channels .,pro:per adv adv conj pro:per v det:num det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
75,and you still have nothing to find .,coord pro:per adv v pro:indef inf v .,ENG ENG ENG ENG ENG ENG ENG,0
76,for what ?,prep pro:int ?,ENG ENG,0
77,.,None,,0
78,oh shit no .,co n co .,ENG ENG ENG,0
79,.,None,,0
80,why ?,pro:rel ?,ENG,0
81,.,None,,0
82,I have no idea what I did that day .,pro:sub v qn n pro:int pro:sub v det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
83,I've got to make it up .,pro:sub part inf v pro:per adv .,ENG ENG ENG ENG ENG ENG,0
84,so why do you have to wait for me ?,adv pro:int mod pro:per v inf v prep pro:obj ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
85,.,None,,0
86,you pick a date .,pro:per v det:art n .,ENG ENG ENG ENG,0
87,and it doesn't matter .,coord pro:per mod v .,ENG ENG ENG ENG,0
88,.,None,,0
89,.,None,,0
90,Adam can I get a look at that closely ?,n:prop mod pro:sub v det:art v prep pro:dem adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
91,.,None,,0
92,he's not like Eddie .,pro:sub neg v n:prop .,ENG ENG ENG ENG,0
93,.,None,,0
94,well ...,co +...,ENG,0
95,that's because she didn't tell anybody .,pro:dem conj pro:sub mod v pro:indef .,ENG ENG ENG ENG ENG ENG,0
96,and she didn't gain practically any weight .,coord pro:sub mod v adv qn n .,ENG ENG ENG ENG ENG ENG ENG,0
97,and she wore clothes who hide the fact that she was pregnant .,coord pro:sub v n:pt pro:rel n det:art n pro:rel pro:sub cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
98,so don't believe the line she's giving you !,adv mod v det:art n pro:sub part pro:per !,ENG ENG ENG ENG ENG ENG ENG ENG,0
99,.,None,,0
100,because I was here !,conj pro:sub cop adv !,ENG ENG ENG ENG,0
101,.,None,,0
102,Claudia .,n:prop .,ENG,0
103,.,None,,0
104,Claudia the Christmas party .,n:prop det:art n:prop n .,ENG ENG ENG ENG,0
105,.,None,,0
106,we all suspected /.,pro:sub post v +/.,ENG ENG ENG,0
107,.,None,,0
108,but /.,conj +/.,ENG,0
109,.,None,,0
110,and thank you very much Laura .,coord v pro:per adv adv n:prop .,ENG ENG ENG ENG ENG ENG,0
111,.,None,,0
112,so no believe half of what she tells you unless you get somebody else to corroborate the story .,co co v n prep pro:int pro:sub v pro:per conj pro:per v pro:indef post inf v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
113,.,None,,0
114,.,None,,0
115,right she /.,adv pro:sub +/.,ENG ENG,0
116,.,None,,0
117,she /.,pro:sub +/.,ENG,0
118,.,None,,0
119,she didn't show .,pro:sub mod v .,ENG ENG ENG,0
120,she really /.,pro:sub adv +/.,ENG ENG,0
121,and she wore not like big clothes .,coord pro:sub v neg v adj n:pt .,ENG ENG ENG ENG ENG ENG ENG,0
122,but it was not tight fitting like she normally wears .,conj pro:per aux neg adv part conj pro:sub adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
123,.,None,,0
124,and she still didn't tell anybody until she had to like at six or seven months so .,coord pro:sub adv mod v pro:indef conj pro:sub v prep co prep det:num coord det:num n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
125,don't blame poor Eddie for being lost .,mod v adj n:prop prep n:gerund v .,ENG ENG ENG ENG ENG ENG ENG,0
126,.,None,,0
127,well you didn't help the matter .,co pro:per mod v det:art v .,ENG ENG ENG ENG ENG ENG,0
128,.,None,,0
129,she didn't look that pregnant .,pro:sub mod cop det:dem adj .,ENG ENG ENG ENG ENG,0
130,.,None,,0
131,thank you .,v pro:per .,ENG ENG,0
132,.,None,,0
133,at all .,prep pro:indef .,ENG ENG,0
134,thank you Laura .,v pro:per n:prop .,ENG ENG ENG,0
135,.,None,,0
136,she did not .,pro:sub mod neg .,ENG ENG ENG,0
137,she really and truly did not look pregnant .,pro:sub adv coord co mod neg v adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
138,.,None,,0
139,particularly because the woman sits in this corner not that way .,adv conj det:art n v prep det:dem n neg adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
140,.,None,,0
141,how did you not see me pregnant with Brian ?,pro:int mod pro:per neg v pro:obj adj prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
142,weren't you here ?,cop pro:per adv ?,ENG ENG ENG,0
143,.,None,,0
144,ah .,co .,ENG,0
145,.,None,,0
146,oh boy mhm .,co co co .,ENG ENG ENG,0
147,.,None,,0
148,yes that's about right .,co pro:dem adv co .,ENG ENG ENG ENG,0
149,seven .,det:num .,ENG,0
150,.,None,,0
151,.,None,,0
152,.,None,,0
153,.,None,,0
154,.,None,,0
155,I'm sorry what ?,pro:sub adj pro:int ?,ENG ENG ENG,0
156,.,None,,0
157,.,None,,0
158,.,None,,0
159,.,None,,0
160,.,None,,0
161,huh ?,co ?,ENG,0
162,.,None,,0
163,yeah ?,co ?,ENG,0
164,.,None,,0
165,remember we had this conversation last week ?,v pro:sub v det:dem n adj n ?,ENG ENG ENG ENG ENG ENG ENG,0
166,.,None,,0
167,you mean the post ?,pro:per v det:art n ?,ENG ENG ENG ENG,0
168,.,None,,0
169,yeah .,co .,ENG,0
170,they end up pouring a footing for .,pro:sub v adv part det:art n prep .,ENG ENG ENG ENG ENG ENG ENG,0
171,.,None,,0
172,no it's not concrete .,co pro:per neg adj .,ENG ENG ENG ENG,0
173,.,None,,0
174,what do you mean by bunny ears ?,pro:int mod pro:per v prep n n ?,ENG ENG ENG ENG ENG ENG ENG,0
175,.,None,,0
176,huh ?,co ?,ENG,0
177,.,None,,0
178,uhhuh .,co .,ENG,0
179,.,None,,0
180,yeah .,co .,ENG,0
181,.,None,,0
182,.,None,,0
183,.,None,,0
184,qué quiere ahora ?,pro:int v adv ?,ENG ENG ENG,0
185,.,None,,0
186,I was gonna say .,pro:sub aux part v .,ENG ENG ENG ENG,0
187,.,None,,0
188,sí pero cada vez que él pide algo se lo dan .,co conj det:indef n pro:rel pro:sub v pro:dem pro:refl pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
189,.,None,,0
190,muchacho ?,n ?,ENG,0
191,.,None,,0
192,must be nice .,mod cop adj .,ENG ENG ENG,0
193,.,None,,0
194,yep .,co .,ENG,0
195,.,None,,0
196,.,None,,0
197,.,None,,0
198,I thought it was a cheap judge .,pro:sub v pro:per cop det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
199,.,None,,0
200,it's never just been Miami .,pro:per adv adv cop n:prop .,ENG ENG ENG ENG ENG,0
201,it's everywhere .,pro:per n .,ENG ENG,0
202,.,None,,0
203,"cada vez que alguien me sale con eso ""/.","det:indef n prep pro:indef pro:obj v prep pro:dem +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
204,oh no Miami .,co co n:prop .,ENG ENG ENG,0
205,eh un momentico .,co L2 L2 .,ENG ESP ESP,1
206,.,None,,0
207,we're just a little more colorful .,pro:sub adv det:art adj qn adj .,ENG ENG ENG ENG ENG ENG,0
208,.,None,,0
209,because we're more colorful !,conj pro:sub qn adj !,ENG ENG ENG ENG,0
210,but corruption hello .,conj n n .,ENG ENG ENG,0
211,.,None,,0
212,it's older than anything .,pro:per adj prep pro:indef .,ENG ENG ENG ENG,0
213,.,None,,0
214,Laura he's a criminal .,L2 pro:sub det:art n .,ESP ENG ENG ENG,1
215,.,None,,0
216,cómo le van a poner un nombre de un criminal a la Corte .,pro:int pro:ind v aprep inf det:art v prep det:art n aprep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
217,.,None,,0
218,it isn't gonna be a tourist part is it ?,pro:per aux part cop det:art n n cop pro:per ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
219,.,None,,0
220,.,None,,0
221,yes .,co .,ENG,0
222,.,None,,0
223,I started working here in nineteen ninety nine .,pro:sub v part adv prep det:num det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ENG,0
224,.,None,,0
225,when did you start ?,conj mod pro:per v ?,ENG ENG ENG ENG,0
226,.,None,,0
227,see I started in July .,v pro:sub v prep n:prop .,ENG ENG ENG ENG ENG,0
228,.,None,,0
229,I started in July .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
230,.,None,,0
231,I started in July .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
232,.,None,,0
233,hey Tom .,co n:prop .,ENG ENG,0
234,go .,v .,ENG,0
235,tablet pens ?,n v ?,ENG ENG,0
236,tablet //.,n +//.,ENG,0
237,you know la que yo compré ?,pro:per v L2 L2 L2 L2 ?,ENG ENG ESP ESP ESP ESP,1
238,yo creo que están en la oficina in that little niche .,L2 L2 L2 L2 L2 L2 L2 prep det:dem adj n .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG,1
239,.,None,,0
240,okay .,co .,ENG,0
241,la botasteis ?,pro:obj v ?,ENG ENG,0
242,okay check in there .,co n prep n .,ENG ENG ENG ENG,0
243,si no tienen ink bótalas .,L2 L2 L2 n L2 .,ESP ESP ESP ENG ESP,1
244,están en la oficina en el other niche .,L2 L2 L2 L2 L2 L2 qn n .,ESP ESP ESP ESP ESP ESP ENG ENG,1
245,cómo vas ?,pro:int v ?,ENG ENG,0
246,qué estás haciendo ?,pro:int aux ger ?,ENG ENG ENG,0
247,mhm .,co .,ENG,0
248,okay .,co .,ENG,0
249,what about science ?,pro:int prep n ?,ENG ENG ENG,0
250,you need to write a paragraph .,pro:per v inf v det:art n .,ENG ENG ENG ENG ENG ENG,0
251,okay .,co .,ENG,0
252,puedo hablar con Rosaura ?,v inf prep n:prop ?,ENG ENG ENG ENG,0
253,déjame hablar con Rosaura .,imp inf prep n:prop .,ENG ENG ENG ENG,0
254,.,None,,0
255,aló Rosaura ?,co n:prop ?,ENG ENG,0
256,aló Rosaura ?,co n:prop ?,ENG ENG,0
257,hola cómo estás ?,co pro:int cop ?,ENG ENG ENG,0
258,bien .,adv .,ENG,0
259,cómo están los niños ?,pro:int cop det:art n ?,ENG ENG ENG ENG,0
260,ya estamos en //.,adv cop prep +//.,ENG ENG ENG,0
261,le dio el jarabe que yo traje o no ?,pro:ind v det:art n pro:rel pro:sub v coord adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
262,uhhuh .,co .,ENG,0
263,uhhuh .,co .,ENG,0
264,uhhuh .,co .,ENG,0
265,sí mucho jugo sí .,co adv n co .,ENG ENG ENG ENG,0
266,Ave María !,n:prop n:prop !,ENG ENG,0
267,.,None,,0
268,.,None,,0
269,.,None,,0
270,.,None,,0
271,.,None,,0
272,sí .,co .,ENG,0
273,sí .,co .,ENG,0
274,y eso los refrescó .,coord pro:dem pro:obj v .,ENG ENG ENG ENG,0
275,uhhuh .,co .,ENG,0
276,ah que entonces se siente mejor ?,co L2 L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP ESP,1
277,con la bañada sí .,prep det:art part co .,ENG ENG ENG ENG,0
278,y //.,coord +//.,ENG,0
279,sí .,co .,ENG,0
280,sí .,co .,ENG,0
281,para que se le baje sí .,prep pro:rel pro:refl pro:ind v co .,ENG ENG ENG ENG ENG ENG,0
282,no .,adv .,ENG,0
283,sí //.,co +//.,ENG,0
284,pero él no se deja nada de eso sí .,conj pro:sub adv pro:refl imp imp prep pro:dem co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
285,sí .,co .,ENG,0
286,para que se le baje /.,prep pro:rel pro:refl pro:ind v +/.,ENG ENG ENG ENG ENG,0
287,ah está más contento .,co L2 L2 L2 .,ENG ESP ESP ESP,1
288,qué bien .,pro:int adv .,ENG ENG,0
289,ah bueno .,co L2 .,ENG ESP,1
290,sí .,co .,ENG,0
291,sí .,co .,ENG,0
292,bueno porque todavía no sabe .,co conj adv adv v .,ENG ENG ENG ENG ENG,0
293,sí .,co .,ENG,0
294,y Alex ya no tiene tos verdad ?,L2 n:prop L2 L2 L2 L2 L2 ?,ESP ENG ESP ESP ESP ESP ESP,1
295,Alex ?,n:prop ?,ENG,0
296,sí ella está bien .,co pro:sub cop adv .,ENG ENG ENG ENG,0
297,ella no tiene /.,pro:sub adv v +/.,ENG ENG ENG,0
298,sí .,co .,ENG,0
299,sí .,co .,ENG,0
300,bueno él tiene que estar todavía cansado porque no durmió casi nada anoche .,co pro:sub v pro:rel inf adv part conj adv v adv v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
301,se despertó tres o cuatro veces .,pro:refl v det:num coord det:num n .,ENG ENG ENG ENG ENG ENG,0
302,no se sentía bien .,adv pro:refl v adv .,ENG ENG ENG ENG,0
303,uhhuh .,co .,ENG,0
304,sí .,co .,ENG,0
305,yo creo que estaba estúpido .,pro:sub v pro:rel cop co .,ENG ENG ENG ENG ENG,0
306,entonces no podía respirar bien .,adv adv v inf adv .,ENG ENG ENG ENG ENG,0
307,uhhuh .,co .,ENG,0
308,sí .,co .,ENG,0
309,si tiene que estar cansadito .,conj v pro:rel inf part .,ENG ENG ENG ENG ENG,0
310,no si yo lo vi .,adv conj pro:sub pro:obj v .,ENG ENG ENG ENG ENG,0
311,cuando yo llegué estaba dormido .,conj pro:sub v aux part .,ENG ENG ENG ENG ENG,0
312,"digo ""/.","v +""/.",ENG,0
313,qué fresco .,pro:int adj .,ENG ENG,0
314,sí .,co .,ENG,0
315,uhhuh .,co .,ENG,0
316,uhhuh .,co .,ENG,0
317,sí .,co .,ENG,0
318,ajá sí .,co co .,ENG ENG,0
319,sí .,co .,ENG,0
320,.,None,,0
321,.,None,,0
322,sí no tiene hambre .,co adv v n .,ENG ENG ENG ENG,0
323,ayer tampoco quiso comer .,adv adv v inf .,ENG ENG ENG ENG,0
324,también ayer ellos estaban conmigo .,L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP,0
325,y cuando se levantó el señor Robert yo me fui a dormir .,L2 L2 L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP,1
326,y cuando yo me levanté él estaba dormido en el sofá .,coord conj pro:sub pro:obj v pro:sub aux part prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
327,y siguió durmiendo .,coord v ger .,ENG ENG ENG,0
328,y nada más que quería jugo leche .,coord v adv pro:rel v n n .,ENG ENG ENG ENG ENG ENG ENG,0
329,no estaba desganado .,adv cop adj .,ENG ENG ENG,0
330,estaba jugando bien .,aux ger adv .,ENG ENG ENG,0
331,pero no se sentía /.,conj adv pro:refl v +/.,ENG ENG ENG ENG,0
332,uhhuh .,co .,ENG,0
333,uhhuh .,co .,ENG,0
334,sí exacto a la temperatura de ambiente .,co co aprep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
335,uhhuh .,co .,ENG,0
336,uhhuh .,co .,ENG,0
337,.,None,,0
338,en lo que a la otra le gusta caliente a él le gusta frío .,prep pro:obj pro:rel aprep det:art det:indef pro:ind v v aprep pro:sub pro:ind v adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
339,sí .,co .,ENG,0
340,.,None,,0
341,sí .,co .,ENG,0
342,y aunque de vez en cuando me pide el jugo .,coord conj prep n prep conj pro:obj v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
343,"y le digo ""/.","coord pro:ind v +""/.",ENG ENG ENG,0
344,no .,adv .,ENG,0
345,el jugo no se calienta .,det:art n adv pro:refl v .,ENG ENG ENG ENG ENG,0
346,y después anda pidiéndome la leche chocolate caliente .,coord adv v ger det:art n n adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
347,"le digo ""/.","pro:ind v +""/.",ENG ENG,0
348,no la leche chocolate tampoco se toma calienta .,adv det:art n n adv pro:refl v v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
349,sí .,co .,ENG,0
350,.,None,,0
351,sí .,co .,ENG,0
352,sí .,co .,ENG,0
353,pues ella lo vuelve loco .,co pro:sub pro:obj v adj .,ENG ENG ENG ENG ENG,0
354,lo vuelve loco al pobre chiquito .,pro:obj v adj aprep co:voc n .,ENG ENG ENG ENG ENG ENG,0
355,sí .,co .,ENG,0
356,el pobre .,det:art co:voc .,ENG ENG,0
357,sí .,co .,ENG,0
358,bueno pues .,co co .,ENG ENG,0
359,bueno hasta luego .,co prep adv .,ENG ENG ENG,0
360,sí porque el pobrecito no estaba bien .,co conj det:art co:voc adv cop adv .,ENG ENG ENG ENG ENG ENG ENG,0
361,yeah .,co .,ENG,0
362,sí .,co .,ENG,0
363,bueno .,co .,ENG,0
364,sí .,co .,ENG,0
365,bueno hasta luego .,co prep adv .,ENG ENG ENG,0
366,bueno .,co .,ENG,0
367,.,None,,0
368,yes .,co .,ENG,0
369,.,None,,0
370,oh god !,co n !,ENG ENG,0
371,I don't wanna do that work .,pro:sub mod v v det:dem n .,ENG ENG ENG ENG ENG ENG,0
372,.,None,,0
373,oh okay .,co co .,ENG ENG,0
374,.,None,,0
375,I know nothing .,pro:sub v pro:indef .,ENG ENG ENG,0
376,.,None,,0
377,.,None,,0
378,Bob Sullivan .,n:prop n:prop .,ENG ENG,0
379,.,None,,0
380,Thursday .,n:prop .,ENG,0
381,.,None,,0
382,I gave him four and eleven by seventeens .,pro:sub v pro:obj det:num coord det:num prep det:num .,ENG ENG ENG ENG ENG ENG ENG ENG,0
383,and they have them electronics signed and sealed .,coord pro:sub v pro:obj n:pt v coord v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
384,.,None,,0
385,and they also /.,coord pro:sub adv +/.,ENG ENG ENG,0
386,.,None,,0
387,Joe has them electronically .,n:prop aux pro:obj adv .,ENG ENG ENG ENG,0
388,.,None,,0
389,Mike was the one who emailed that .,n:prop cop det:art det:num pro:int part pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
390,.,None,,0
391,Mike was //.,n:prop cop +//.,ENG ENG,0
392,but didn't Peter list them ?,conj mod n:prop v pro:obj ?,ENG ENG ENG ENG ENG,0
393,.,None,,0
394,I could just forchange orders .,pro:sub mod adv neo n .,ENG ENG ENG ENG ENG,0
395,there's not even a bid .,pro:exist neg adv det:art n .,ENG ENG ENG ENG ENG,0
396,.,None,,0
397,because he doesn't know what he's doing .,conj pro:sub mod v pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG,0
398,.,None,,0
399,surprise surprise .,adj n .,ENG ENG,0
400,.,None,,0
401,yeah .,co .,ENG,0
402,.,None,,0
403,so .,co .,ENG,0
404,.,None,,0
405,they normally go fly a kite .,pro:sub adv v v det:art n .,ENG ENG ENG ENG ENG ENG,0
406,they normally go fly a kite .,pro:sub adv v v det:art n .,ENG ENG ENG ENG ENG ENG,0
407,.,None,,0
408,yes .,co .,ENG,0
409,.,None,,0
410,yes .,co .,ENG,0
411,.,None,,0
412,I'm sorry what ?,pro:sub adj pro:int ?,ENG ENG ENG,0
413,am I go to be here on Thursday yes ?,aux pro:sub v inf cop adv prep n:prop co ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
414,ah .,co .,ENG,0
415,yes .,co .,ENG,0
416,.,None,,0
417,.,None,,0
418,Swanson is not a cafeteria .,n:prop cop neg det:art n .,ENG ENG ENG ENG ENG,0
419,.,None,,0
420,who was there with you ?,pro:int cop adv prep pro:per ?,ENG ENG ENG ENG ENG,0
421,just you two ?,adv pro:per det:num ?,ENG ENG ENG,0
422,.,None,,0
423,I don't understand why you /.,pro:sub mod v pro:int pro:per +/.,ENG ENG ENG ENG ENG,0
424,.,None,,0
425,okay .,co .,ENG,0
426,.,None,,0
427,you have just gone there ?,pro:per v adv part adv ?,ENG ENG ENG ENG ENG,0
428,you were ready to leave ?,pro:per cop adj inf v ?,ENG ENG ENG ENG ENG,0
429,.,None,,0
430,nagging .,part .,ENG,0
431,.,None,,0
432,all those things are expensive ...,qn det:dem n cop adj +...,ENG ENG ENG ENG ENG,0
433,.,None,,0
434,four bucks !,det:num n !,ENG ENG,0
435,.,None,,0
436,for four dollars yeah .,prep det:num n co .,ENG ENG ENG ENG,0
437,.,None,,0
438,aw trust me I bought it at the zoo the other day .,co v pro:obj pro:sub v pro:per prep det:art n det:art qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
439,and I was like /.,coord pro:sub cop prep +/.,ENG ENG ENG ENG,0
440,.,None,,0
441,yes .,co .,ENG,0
442,.,None,,0
443,it's just icecream .,pro:per adj n .,ENG ENG ENG,0
444,.,None,,0
445,.,None,,0
446,really ?,adv ?,ENG,0
447,.,None,,0
448,maybe I take them in the summer .,adv pro:sub v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
449,they have water ?,pro:sub v n ?,ENG ENG ENG,0
450,.,None,,0
451,yeah but you come also and visit your mum all the time .,co conj pro:per part adv coord v det:poss n qn det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
452,.,None,,0
453,hi mum bye mum !,co n co n !,ENG ENG ENG ENG,0
454,.,None,,0
455,I was about to make that comment just based on your statement that she's very /.,pro:sub cop adv inf v adv v adv part prep det:poss n pro:rel pro:sub adv +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
456,.,None,,0
457,this is Betty .,pro:dem cop n:prop .,ENG ENG ENG,0
458,.,None,,0
459,oh yeah .,co co .,ENG ENG,0
460,.,None,,0
461,fortunately not after Brian .,adv neg adv:tem n:prop .,ENG ENG ENG ENG,0
462,.,None,,0
463,no I don't think it makes a difference .,co pro:sub mod v pro:per v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
464,.,None,,0
465,well it's probably during pregnancy because you're swelling .,co pro:per adv prep n conj pro:per part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
466,and so then you know you stop wearing the smaller shoes .,coord adv adv:tem pro:per v pro:per v part det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
467,"and the next time you go shopping you know you're like ""/.","coord det:art adj n pro:per v part pro:per v pro:per prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
468,ugh I don't fit in a nine .,co pro:sub mod part prep det:art det:num .,ENG ENG ENG ENG ENG ENG ENG,0
469,you try the nine .,pro:per v det:art det:num .,ENG ENG ENG ENG,0
470,"and you go ""/.","coord pro:per v +""/.",ENG ENG ENG,0
471,man my foot don't fit in there .,v det:poss n mod n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
472,"so it's like ""/.","adv pro:per conj +""/.",ENG ENG ENG,0
473,okay nine and a half .,co det:num coord det:art n .,ENG ENG ENG ENG ENG,0
474,oh that's comfortable .,co pro:dem adj .,ENG ENG ENG,0
