,sentence,pos,language,switch
20,so cuándo tú cogiste tus braces ?,adv L2 L2 L2 L2 n ?,ENG ESP ESP ESP ESP ENG,1
21,yo mis braces me lo colocaron hace tres semanas .,L2 L2 n L2 L2 L2 L2 L2 L2 .,ESP ESP ENG ESP ESP ESP ESP ESP ESP,1
22,cool .,adj .,ENG,0
23,my dentist she said I had to take very good care of them .,det:poss n pro:sub v pro:sub v inf v adv adj n prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
24,and they hurt you know horribly .,coord pro:sub v pro:per v adv .,ENG ENG ENG ENG ENG ENG,0
25,oh my gosh I can make like six pages of list that you can't eat .,co det:poss co pro:sub mod v co det:num n prep n pro:rel pro:per mod v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
26,sometimes no soda no popcorn no gum no tootsie rolls I could go on and on .,adv qn n qn n qn n qn n n pro:sub mod v adv coord adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
27,it's horrible .,pro:per adj .,ENG ENG,0
28,pero te tienes que acostumbrar a eso .,conj pro:obj v pro:rel inf aprep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
29,yeah I'm gonna get my top braces on soon during the summer .,co pro:sub part v co adj n adv adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
30,oh .,co .,ENG,0
31,I I'm sure you'll be fine you know .,pro:sub pro:sub adj pro:per cop adj pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
32,so what's your favorite color ?,adv pro:int det:poss n n ?,ENG ENG ENG ENG ENG,0
33,my favorite color is rosado .,det:poss n n cop L2 .,ENG ENG ENG ENG ESP,1
34,it's a very pretty color .,pro:per det:art adv adj n .,ENG ENG ENG ENG ENG,0
35,it would translate to pink .,pro:per mod v prep n .,ENG ENG ENG ENG ENG,0
36,what about yours ?,pro:int adv pro:poss ?,ENG ENG ENG,0
37,mine is red because in the Bible Jesus spoke in red .,n cop adj conj prep det:art n:prop n:prop n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
38,that's very cool .,pro:dem adv adj .,ENG ENG ENG,0
39,let's talk about our hobbies .,v v prep det:poss n .,ENG ENG ENG ENG ENG,0
40,what are you favorite hobbies ?,pro:int cop pro:per n n ?,ENG ENG ENG ENG ENG,0
41,I draw .,pro:sub v .,ENG ENG,0
42,I sing .,pro:sub v .,ENG ENG,0
43,and sometimes I go play golf .,coord adv pro:sub v n n .,ENG ENG ENG ENG ENG ENG,0
44,muy chévere .,adv adj .,ENG ENG,0
45,I /.,pro:sub +/.,ENG,0
46,and swimming .,coord part .,ENG ENG,0
47,I love to play basketball .,pro:sub v prep n n .,ENG ENG ENG ENG ENG,0
48,I'm in my team in my school .,pro:sub prep det:poss n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
49,I also love to swim .,pro:sub adv n inf v .,ENG ENG ENG ENG ENG,0
50,you know in the pool it's very very fun .,pro:per v prep det:art n pro:per adv adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
51,I know .,pro:sub v .,ENG ENG,0
52,remember the other day when cuando nosotros fuimos a la piscina aquí ?,v det:art qn n conj L2 L2 L2 L2 L2 L2 L2 ?,ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
53,y fue tan chévere .,coord v adv adj .,ENG ENG ENG ENG,0
54,te acuerdas ?,pro:obj v ?,ENG ENG,0
55,"just said ""/.","adv part +""/.",ENG ENG,0
56,tan chévere .,adv adj .,ENG ENG,0
57,estamos haciendo como vueltas y todo eso en la piscina .,aux ger adv n coord det:indef pro:dem prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
58,estamos nadando mucho .,aux ger adv .,ENG ENG ENG,0
59,mhm .,co .,ENG,0
60,también nos solíamos un poquito .,adv pro:obj v det:art pro:indef .,ENG ENG ENG ENG ENG,0
61,we got a great tan .,pro:sub v det:art adj n .,ENG ENG ENG ENG ENG,0
62,hablamos mucho de la parque de café Sergio Diana .,L2 L2 L2 L2 L2 L2 L2 n:prop n:prop .,ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
63,y hablamos de las tías .,coord v prep det:art n .,ENG ENG ENG ENG ENG,0
64,sí let's talk about our aunts .,L2 v v prep det:poss n .,ESP ENG ENG ENG ENG ENG,1
65,well your mom my tía Ana is so nice you know .,co det:poss n det:poss L2 n:prop cop adv adj pro:per v .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG,1
66,yo Ana Howell .,L2 n:prop n:prop .,ESP ENG ENG,1
67,que yo sé .,pro:rel pro:sub v .,ENG ENG ENG,0
68,ella es muy chévere .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
69,she's very muy chévere .,pro:sub adv L2 L2 .,ENG ENG ESP ESP,1
70,es muy linda .,cop adv adj .,ENG ENG ENG,0
71,e mi tía Francesca es muy linda .,L2 L2 L2 n:prop L2 L2 L2 .,ESP ESP ESP ENG ESP ESP ESP,1
72,tiene dos niños Sergio y David .,L2 L2 L2 n:prop L2 n:prop .,ESP ESP ESP ENG ESP ENG,1
73,.,None,,0
74,David tiene cuatro años .,n:prop L2 L2 L2 .,ENG ESP ESP ESP,1
75,y Sergio tiene diecisiete .,L2 n:prop L2 L2 .,ESP ENG ESP ESP,1
76,diecisiete .,det:num .,ENG,0
77,well /.,co +/.,ENG,0
78,y yo tengo mi tía Magdalena .,L2 L2 L2 L2 L2 n:prop .,ESP ESP ESP ESP ESP ENG,1
79,that's my mom .,pro:dem det:poss n .,ENG ENG ENG,0
80,y ella tiene dos hijas .,L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP,0
81,una que se llama Valerie que es cinco años y que está en kindergarten .,L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
82,y otra que se llama the lovely Chantal que es twelve .,L2 L2 L2 L2 L2 det:art adj n:prop L2 L2 det:num .,ESP ESP ESP ESP ESP ENG ENG ENG ESP ESP ENG,1
83,y está en sixth grade .,L2 L2 L2 adj n .,ESP ESP ESP ENG ENG,1
84,yes sixth grade .,co adj n .,ENG ENG ENG,0
85,well let's talk about our uncles by marriage .,co v v prep det:poss n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
86,well let's talk about uncle dad your dad .,co v v prep n n det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
87,as you know I call him uncle dad because he's my uncle and he's like my dad .,conj pro:per v pro:sub v pro:obj n n conj pro:sub det:poss n coord pro:sub prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
88,oh my dad .,co det:poss n .,ENG ENG ENG,0
89,so it's like uncle slash dad right ?,co pro:per co n n n adj ?,ENG ENG ENG ENG ENG ENG ENG,0
90,sí .,co .,ENG,0
91,yo lo amo mucho .,pro:sub pro:obj v adv .,ENG ENG ENG ENG,0
92,I know he's like so cool .,pro:sub v pro:sub v adv adj .,ENG ENG ENG ENG ENG ENG,0
93,I love him very much .,pro:sub v pro:obj adv adv .,ENG ENG ENG ENG ENG,0
94,he's very very cool .,pro:sub adv adv adj .,ENG ENG ENG ENG,0
95,remember yesterday when he took us like shopping ?,v adv:tem conj pro:sub v pro:obj prep n:gerund ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
96,that was fun .,pro:dem cop adj .,ENG ENG ENG,0
97,de compras .,prep v .,ENG ENG,0
98,"as he would say in Spanish "".","conj pro:sub mod v prep n:prop +"".",ENG ENG ENG ENG ENG ENG,0
99,you know these old jeans estaban tan lindos .,pro:per v det:dem adj n L2 L2 L2 .,ENG ENG ENG ENG ENG ESP ESP ESP,1
100,I love the jeans .,pro:sub v det:art n .,ENG ENG ENG ENG,0
101,let's talk about Andrew now .,v v prep n:prop adv .,ENG ENG ENG ENG ENG,0
102,he's new in our family .,pro:sub adj prep det:poss n .,ENG ENG ENG ENG ENG,0
103,but he's a great person .,conj pro:sub det:art adj n .,ENG ENG ENG ENG ENG,0
104,yeah they actually just got married in June .,co pro:sub adv adj v v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
105,exactly .,adv .,ENG,0
106,you were there .,pro:per cop adv .,ENG ENG ENG,0
107,you did a great job .,pro:per v det:art adj n .,ENG ENG ENG ENG ENG,0
108,I was there .,pro:sub cop adv .,ENG ENG ENG,0
109,thank you .,v pro:per .,ENG ENG,0
110,we came in a limo .,pro:sub v prep det:art n .,ENG ENG ENG ENG ENG,0
111,remember ?,co ?,ENG,0
112,that was really fun you know .,pro:dem cop adv adj pro:per v .,ENG ENG ENG ENG ENG ENG,0
113,that was like OMG .,pro:dem cop co n:prop .,ENG ENG ENG ENG,0
114,Andrew has a lot of childhood in him .,n:prop v det:art n prep n prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
115,easter egg hunting ...,adj n part +...,ENG ENG ENG,0
116,oh yeah totally .,co co adv .,ENG ENG ENG,0
117,that's very very funny .,pro:rel adv adv adj .,ENG ENG ENG ENG,0
118,and rare .,coord adj .,ENG ENG,0
119,I know .,pro:sub v .,ENG ENG,0
120,he is not afraid to sit down with you and laugh .,pro:sub cop neg adj inf v adv prep pro:per coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
121,él es muy chistoso .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
122,y también nació en Honduras which makes him much more funnier because they say a lot of good jokes .,L2 L2 L2 L2 n:prop pro:rel v pro:obj adv adv adj conj pro:sub v det:art n prep adj n .,ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
123,so let's move on to you and me .,adv v v adv prep pro:per coord pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
124,you've been here since Thursday last Thursday which was the nineteenth .,pro:per cop adv prep n:prop adj n:prop pro:rel cop det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
125,yes .,co .,ENG,0
126,el ...,det:art +...,ENG,0
127,el diecinueve exactly .,L2 L2 adv .,ESP ESP ENG,1
128,no it was the twentieth .,co pro:per cop det:art adj .,ENG ENG ENG ENG ENG,0
129,yeah no it was the nineteenth .,co co pro:per cop det:art adj .,ENG ENG ENG ENG ENG ENG,0
130,yeah the nineteenth .,co det:art adj .,ENG ENG ENG,0
131,and you actually got there .,coord pro:per adv v adv .,ENG ENG ENG ENG ENG,0
132,and we started decorating for my easter party class .,coord pro:sub v part prep det:poss adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
133,sí el día de pascua .,co det:art n prep n .,ENG ENG ENG ENG ENG,0
134,así no para celebrar de Jesus y también del easter bunny .,L2 L2 L2 L2 L2 L2 L2 L2 L2 adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
135,yeah fue tan chévere .,co L2 L2 L2 .,ENG ESP ESP ESP,1
136,like we had the party and everything .,conj pro:sub v det:art n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
137,and we wrote this really funny letter to uncle dad slash dad .,coord pro:sub v det:dem adv adj n prep n n n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
138,and can I tell them about it ?,coord mod pro:sub v pro:obj prep pro:per ?,ENG ENG ENG ENG ENG ENG ENG,0
139,sure then why don't we talk about it .,adj adv:tem pro:int mod pro:sub v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
140,yeah it said happy easter on the front .,co pro:per v adj adj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
141,"and then it said ""/.","coord adv:tem pro:per v +""/.",ENG ENG ENG ENG,0
142,dear uncle dad slash dad .,adj n n n n .,ENG ENG ENG ENG ENG,0
143,uncle dad slash dad .,n n n n .,ENG ENG ENG ENG,0
144,we love you .,pro:sub v pro:per .,ENG ENG ENG,0
145,and we appreciate everything you do for us .,coord pro:sub v pro:indef pro:per v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
146,I know .,pro:sub v .,ENG ENG,0
147,we do .,pro:sub v .,ENG ENG,0
148,this should be your easter present .,pro:dem mod cop det:poss adj n .,ENG ENG ENG ENG ENG ENG,0
149,we will hang you by your toes if you don't give us more money .,pro:sub mod v pro:per prep det:poss n conj pro:per mod v pro:obj adv n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
150,happy easter !,adj adj !,ENG ENG,0
151,"and then we put ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
152,just kidding !,adv part !,ENG ENG,0
153,in really tiny letters .,prep adv adj n .,ENG ENG ENG ENG,0
154,"and then in even tinier letters we put ""/.","coord adv:tem adv adv adj n pro:sub v +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
155,not !,neg !,ENG,0
156,nope .,co .,ENG,0
157,"and then we put ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
158,love Chacha and Gili .,n n:prop coord n:prop .,ENG ENG ENG ENG,0
159,"and then we wrote ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
160,always read the small print .,adv v det:art adj n .,ENG ENG ENG ENG ENG,0
161,we also wrote one to my mother right ?,pro:sub adv v det:num prep det:poss n adj ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
162,yes .,co .,ENG,0
163,I'm gonna read it also .,pro:sub part v pro:per adv .,ENG ENG ENG ENG ENG,0
164,.,None,,0
165,.,None,,0
166,happy easter .,adj adj .,ENG ENG,0
167,dear tía slash mommy .,adj L2 n n .,ENG ESP ENG ENG,1
168,happy easter .,adj adj .,ENG ENG,0
169,we love you .,pro:sub v pro:per .,ENG ENG ENG,0
170,you have been very good with both of us .,pro:per v aux adv adj prep qn prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
171,we love you a lot .,pro:sub v pro:per det:art n .,ENG ENG ENG ENG ENG,0
172,thank you for helping us learn about the path of Jesus .,v pro:per prep n:gerund pro:obj v prep det:art n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
173,we love you .,pro:sub v pro:per .,ENG ENG ENG,0
174,and in this easter season we wish you the best .,coord prep det:dem adj n pro:sub v pro:per det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
175,PS for your present it's a certificate for free jokes when you need them .,n:prop prep det:poss n pro:per det:art n prep adv n conj pro:per v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
176,five dollars per joke LOL .,det:num n prep n n:prop .,ENG ENG ENG ENG ENG,0
177,that is so funny you know .,pro:rel cop adv adj pro:per v .,ENG ENG ENG ENG ENG ENG,0
178,mucha creatividad en nuestras cabezas .,det:indef n prep pro:pos n .,ENG ENG ENG ENG ENG,0
179,we have a lot of creativity .,pro:sub v det:art n prep n .,ENG ENG ENG ENG ENG ENG,0
180,do you remember when we went ice skating today ?,mod pro:per v conj pro:sub v n part adv:tem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,oh patinando en el hielo .,co L2 L2 L2 L2 .,ENG ESP ESP ESP ESP,1
182,that was fun .,pro:dem cop adj .,ENG ENG ENG,0
183,that was really fun .,pro:dem cop adv adj .,ENG ENG ENG ENG,0
184,yeah remember after the Zamboni came it was like so glossy .,co v prep det:art n:prop v pro:per cop prep adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
185,sí .,co .,ENG,0
186,it was really fun you know .,pro:per cop adv adj pro:per v .,ENG ENG ENG ENG ENG ENG,0
187,yo sé .,pro:sub v .,ENG ENG,0
188,te acuerdas cuando llegamos a la casa ?,pro:obj v conj v aprep det:art n ?,ENG ENG ENG ENG ENG ENG ENG,0
189,y después mi papi puso un huevos con plata adentro .,coord adv det:pos n v det:art n prep n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
190,fue cuatro huevos .,v det:num n .,ENG ENG ENG,0
191,tres tenían un dólar .,det:num v det:art n .,ENG ENG ENG ENG,0
192,y solo una de la cuatro tenía diez adentro .,coord adj pro:dem prep det:art det:num v det:num adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
193,I know .,pro:sub v .,ENG ENG,0
194,I know .,pro:sub v .,ENG ENG,0
195,that was so fun you know hunting for money .,pro:dem cop adv adj pro:per v part prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
196,o_m_g I found the ten dollar one .,co pro:sub v det:art det:num n det:num .,ENG ENG ENG ENG ENG ENG ENG,0
197,you found the ten dollar I know .,pro:per v det:art det:num n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
198,but it was fun .,conj pro:per cop adj .,ENG ENG ENG ENG,0
199,I'll split it with you .,pro:sub v pro:per prep pro:per .,ENG ENG ENG ENG ENG,0
200,don't worry .,mod v .,ENG ENG,0
201,it's fine .,pro:per adj .,ENG ENG,0
202,so well it's been really fun these couple days I've been here .,adv adv pro:per cop adv adj det:dem qn n pro:sub cop adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
203,I've been practicing my Spanish a lot .,pro:sub aux part det:poss n:prop det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
204,mucho español con mi tía y Juanjo and you .,L2 L2 L2 L2 L2 L2 n:prop coord pro:per .,ESP ESP ESP ESP ESP ESP ENG ENG ENG,1
205,yeah .,co .,ENG,0
206,we've been lately watching home videos of me .,pro:sub cop adv part adv v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
207,and I was about three or two and a half in one .,coord pro:sub cop prep det:num coord det:num coord det:art n prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
208,and we were watching videos of my Christmas .,coord pro:sub aux part n prep det:poss n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
209,and when we were going to places .,coord conj pro:sub aux part prep n .,ENG ENG ENG ENG ENG ENG ENG,0
210,and it was awesome you know .,coord pro:per cop adj pro:per v .,ENG ENG ENG ENG ENG ENG,0
211,I know .,pro:sub v .,ENG ENG,0
212,and one of the videos we saw my cousin Chantal in them .,coord pro:indef prep det:art n pro:sub v det:poss n n:prop prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
213,you know what I ...,pro:per v pro:int pro:sub +...,ENG ENG ENG ENG,0
214,yes you know what I've seen from the videos ?,co pro:per v pro:int pro:sub part prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
215,we've been really close since we were little girls .,pro:sub cop adv adj conj pro:sub cop adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
216,you know dancing to Shakira .,pro:per v part prep n:prop .,ENG ENG ENG ENG ENG,0
217,and it was really fun .,coord pro:per cop adv adj .,ENG ENG ENG ENG ENG,0
218,you know in Columbia when you came to visit it was awesome .,pro:per v prep n:prop conj pro:per v inf v pro:per cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
219,before Venesa and Diana were around things were a lot different .,prep n:prop coord n:prop cop prep n cop det:art n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
220,not much noise .,neg qn n .,ENG ENG ENG,0
221,very peaceful .,adv adj .,ENG ENG,0
222,you know .,pro:per v .,ENG ENG,0
223,mucha paz en la familia .,det:indef n prep det:art n .,ENG ENG ENG ENG ENG,0
224,.,None,,0
225,very peaceful .,adv adj .,ENG ENG,0
226,but we love them so much .,conj pro:sub v pro:obj adv adv .,ENG ENG ENG ENG ENG ENG,0
227,even if they chipped our tooth .,adv conj pro:sub v det:poss n .,ENG ENG ENG ENG ENG ENG,0
228,from a distance .,prep det:art n .,ENG ENG ENG,0
229,so Venesa she's like so close to us .,co n:prop pro:sub v adv adj prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
230,we love her so much .,pro:sub v pro:obj adv adv .,ENG ENG ENG ENG ENG,0
231,and we think she's like the best ever .,coord pro:sub v pro:sub prep det:art adj adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
232,and you know she's five .,coord pro:per v pro:sub det:num .,ENG ENG ENG ENG ENG,0
233,and she's about to graduate kinder .,coord pro:sub adv inf v adj .,ENG ENG ENG ENG ENG ENG,0
234,I know she's so big for her age .,pro:sub v pro:sub adv adj prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
235,es muy grande muy muy grande para su edad .,cop adv adj adv adv adj prep det:pos n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
236,she's very talkative .,pro:sub adv adj .,ENG ENG ENG,0
237,they live in New_Jersey .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
238,yeah in New_Jersey .,co prep n:prop .,ENG ENG ENG,0
239,said mucha gente que habla español allá .,v L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP,1
240,I know that's like so surprising .,pro:sub v comp v adv part .,ENG ENG ENG ENG ENG ENG,0
241,mucha gente .,det:indef n .,ENG ENG,0
242,yo sé .,pro:sub v .,ENG ENG,0
243,I mean casi todo el mundo de los países suramericanos se van para New_Jersey or New_York you know .,pro:sub v L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 n:prop coord n:prop pro:per v .,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
244,yeah I know remember when we /.,co pro:sub v v conj pro:sub +/.,ENG ENG ENG ENG ENG ENG,0
245,porque there's a lot of chance of jobs .,L2 pro:exist det:art n prep n prep n .,ESP ENG ENG ENG ENG ENG ENG ENG,1
246,remember when we went to New_York ?,v conj pro:sub v prep n:prop ?,ENG ENG ENG ENG ENG ENG,0
247,and like we went in all these awesome stores like the M_and_M store .,coord co pro:sub v prep adv det:dem adj n prep det:art n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
248,it had like four floors .,pro:per v co det:num n .,ENG ENG ENG ENG ENG,0
249,I know all chocolate .,pro:sub v qn n .,ENG ENG ENG ENG,0
250,mucho mucho chocolate .,adv adv n .,ENG ENG ENG,0
251,there's this one floor that you had a total view of Times_Square .,pro:exist pro:dem pro:indef n pro:rel pro:per v det:art n n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
252,serious .,adj .,ENG,0
253,I know it was fun .,pro:sub v pro:per cop adj .,ENG ENG ENG ENG ENG,0
254,so /.,co +/.,ENG,0
255,and if you ever go to New_York like you have to go in the giant MacDonalds .,coord conj pro:per adv v prep n:prop prep pro:per v inf v prep det:art n n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
256,it's like awesome right ?,pro:per conj adj co ?,ENG ENG ENG ENG,0
257,I know MacDonalds you know .,pro:sub v n:prop pro:per v .,ENG ENG ENG ENG ENG,0
258,that MacDonalds is always in the movies .,comp n:prop cop adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
259,haven't you noticed ?,aux pro:per v ?,ENG ENG ENG,0
260,yeah I know !,co pro:sub v !,ENG ENG ENG,0
261,like the Pink_Panther the inspector I think .,prep det:art n:prop det:art n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
262,I think it was in this other movie .,pro:sub v pro:per cop prep det:dem qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
263,he comes to New_York .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
264,and he /.,coord pro:sub +/.,ENG ENG,0
265,orders a hamburger .,v det:art n .,ENG ENG ENG,0
266,yeah he calls it hamburger .,co pro:sub v pro:per n .,ENG ENG ENG ENG ENG,0
267,but you know the exciting thing is he was standing exactly where me and my cousin Chantal //.,conj pro:per v det:art adj n cop pro:sub aux part adv pro:int pro:obj coord det:poss n n:prop +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
268,"the people doing this are like ""/.","det:art n part pro:dem cop prep +""/.",ENG ENG ENG ENG ENG ENG,0
269,we're standing .,pro:sub part .,ENG ENG,0
270,and it was like awesome !,coord pro:per cop prep adj !,ENG ENG ENG ENG ENG,0
271,how do you say hamburger in Spanish ?,pro:int mod pro:per v n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
272,I'm just wondering .,pro:sub adv part .,ENG ENG ENG,0
273,hamburguesa .,n .,ENG,0
274,that's muy chévere .,pro:dem L2 L2 .,ENG ESP ESP,1
275,so why don't we talk about our grandfather .,adv pro:int mod pro:sub v prep det:poss grand#n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
276,yeah we have a grandfather named abuelito Alfredo .,co pro:sub v det:art grand#n v L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP ENG,1
277,Alfredo .,n:prop .,ENG,0
278,he is very cool .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
279,yes muy muy chistoso .,co L2 L2 L2 .,ENG ESP ESP ESP,1
280,he's pretty much the only grandfather we have .,pro:sub adv adv det:art qn grand#n pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
281,tú te sientas con él ...,pro:sub pro:obj v prep pro:sub +...,ENG ENG ENG ENG ENG,0
