,sentence,pos,language,switch
45,y todas las chicas aquí son bien inteligentes .,coord det:indef det:art n adv cop adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
46,sí .,co .,ENG,0
47,they're very smart .,pro:sub adv adj .,ENG ENG ENG,0
48,and they all have background in what they do which is broadcasting videos .,coord pro:sub post v n prep pro:int pro:sub v pro:rel aux part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
49,wow .,co .,ENG,0
50,and like actually recording .,coord co adv part .,ENG ENG ENG ENG,0
51,and editing and all that stuff .,coord part coord qn pro:dem v .,ENG ENG ENG ENG ENG ENG,0
52,and it's gonna be great trying to learn from them because they're all experts .,coord pro:per part cop adj n:gerund inf v prep pro:obj conj pro:sub adv n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
53,so I'm kind of looking forward to doing that .,adv pro:sub n prep part adv prep n:gerund comp .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
54,always learn from the experts .,adv v prep det:art n .,ENG ENG ENG ENG ENG,0
55,exactly .,adv .,ENG,0
56,you can always become good yourself .,pro:per mod adv part adj pro:refl .,ENG ENG ENG ENG ENG ENG,0
57,well yeah they're good trainers .,co co pro:sub adj n .,ENG ENG ENG ENG ENG,0
58,so I have faith that I'll be able to do it eventually .,co pro:sub v n comp pro:sub cop adj inf v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
59,y entonces allá entonces en el edificio cien .,coord adv adv adv prep det:art n det:num .,ENG ENG ENG ENG ENG ENG ENG ENG,0
60,está la command staff .,L2 L2 n n .,ESP ESP ENG ENG,1
61,ahí está el lieutenant .,L2 L2 L2 n .,ESP ESP ESP ENG,1
62,ahí está el major .,L2 L2 L2 n .,ESP ESP ESP ENG,1
63,so for instance I report to the lieutenant .,adv prep n pro:sub v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
64,.,None,,0
65,and the whole place reports to the major .,coord det:art adj n v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
66,they report to different people .,pro:sub v prep adj n .,ENG ENG ENG ENG ENG,0
67,right .,co .,ENG,0
68,but he's the one in charge ultimately .,conj pro:sub det:art det:num prep n adv .,ENG ENG ENG ENG ENG ENG ENG,0
69,aquí hay una muchacha que se llama Ana que she's very sweet .,L2 L2 L2 L2 L2 L2 L2 n:prop L2 pro:sub adv co .,ESP ESP ESP ESP ESP ESP ESP ENG ESP ENG ENG ENG,1
70,y entonces está encinta .,coord adv cop adj .,ENG ENG ENG ENG,0
71,oh .,co .,ENG,0
72,y y no va poder venir she's not gonna be able to come in for another seven months .,L2 L2 L2 L2 L2 L2 pro:sub neg part cop adj inf v adv prep qn det:num n .,ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
73,but everybody reports to her .,conj pro:indef v prep pro:obj .,ENG ENG ENG ENG ENG,0
74,but I report to the lieutenant which is in the command staff .,conj pro:sub v prep det:art n pro:rel cop prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
75,she's so beautiful .,pro:sub adv adj .,ENG ENG ENG,0
76,she's very young .,pro:sub adv adj .,ENG ENG ENG,0
77,una muchacha bien joven bien bonita .,det:art n adv adj adv co:voc .,ENG ENG ENG ENG ENG ENG,0
78,y muy capacitada .,coord adv part .,ENG ENG ENG,0
79,gracias a dios que dios la bendiga .,n aprep co pro:rel co pro:obj v .,ENG ENG ENG ENG ENG ENG ENG,0
80,exacto .,co .,ENG,0
81,because you know being a mother is no easy task .,conj pro:per v n det:art n cop qn adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
82,no that I know /.,co pro:rel pro:sub v +/.,ENG ENG ENG ENG,0
83,but it's the best that anybody could experience in life /.,conj pro:per det:art adj adv pro:indef mod v prep n +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
84,well you have a lot of experience being a .,co pro:per v det:art n prep n n:gerund det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
85,you reared us all .,pro:per v pro:obj post .,ENG ENG ENG ENG,0
86,yeah .,co .,ENG,0
87,you had six of us .,pro:per v det:num prep pro:obj .,ENG ENG ENG ENG ENG,0
88,and you put us all through school .,coord pro:per v pro:obj post prep n .,ENG ENG ENG ENG ENG ENG ENG,0
89,.,None,,0
90,a mí me ayudaste increíblemente .,aprep pro:prep pro:obj v adv:adj .,ENG ENG ENG ENG ENG,0
91,.,None,,0
92,I probably could never have done anything without you .,pro:sub adv mod adv v part pro:indef prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
93,thank you sis .,v pro:per n .,ENG ENG ENG,0
94,you're welcome mamita /.,pro:per adj L2 +/.,ENG ENG ESP,1
95,and now you're putting Carmencita my daughter through school which is not an easy task either .,coord adv pro:per part n:prop det:poss n prep n pro:rel cop neg det:art adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
96,and your children too .,coord det:poss n adv .,ENG ENG ENG ENG,0
97,I tell you I think that now is difficult .,pro:sub v pro:per pro:sub v comp adv cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
98,it's very difficult nowadays porque es que la calle está mala .,pro:per adv adj adv:tem L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
99,.,None,,0
100,no todo está malo /.,co L2 L2 L2 +/.,ENG ESP ESP ESP,1
101,las muchachas no saben portarse bien porque las muchachas hoy en día it's a problem .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 pro:per det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG,1
102,exactamente .,adv:adj .,ENG,0
103,huh .,co .,ENG,0
104,y /.,coord +/.,ENG,0
105,yo no entiendo a estas muchachas hoy en día /.,pro:sub adv v aprep det:dem n adv prep n +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
106,and my daughter now is using you know .,coord det:poss n adv aux part pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
107,I got her the phone as a protection when she goes to school whatever she has to call but they're text messaging .,pro:sub v pro:obj det:art n prep det:art n conj pro:sub v prep n pro:int pro:sub aux prep n conj pro:sub n part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
108,yeah now they don't even have to use your minutes .,co adv pro:sub mod adv v inf v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
109,es todo es text message .,L2 L2 L2 n n .,ESP ESP ESP ENG ENG,1
110,exacto /.,co +/.,ENG,0
111,yo te digo la verdad que ahora vamos a tener que hacer algo para saber qué es lo que está hablando en ese text message .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
112,I'm looking yo lo miro .,pro:sub part L2 L2 L2 .,ENG ENG ESP ESP ESP,1
113,sí ?,co ?,ENG,0
114,I have to check my son you know .,pro:sub v inf v det:poss n pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
115,you haven't checked at all ?,pro:per aux part prep pro:indef ?,ENG ENG ENG ENG ENG,0
116,yo no .,pro:sub adv .,ENG ENG,0
117,no .,adv .,ENG,0
118,so when do you plan to ?,co conj v pro:per v prep ?,ENG ENG ENG ENG ENG ENG,0
119,no I'm gonna ask Ivan to do it for me porque /.,co pro:sub part v n:prop inf v pro:per prep pro:obj L2 +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
120,you porque tú no lo puedes hacer you can't go to it and start checking this ?,pro:per L2 L2 L2 L2 L2 L2 pro:per mod v prep pro:per coord v part pro:dem ?,ENG ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
121,es que he is such an technologically advanced .,L2 L2 pro:sub aux qn det:art adv part .,ESP ESP ENG ENG ENG ENG ENG ENG,1
122,his his phone .,det:poss det:poss n .,ENG ENG ENG,0
123,yeah y yo no sé ni cómo prenderlo .,co L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP ESP,1
124,porque el teléfono mío tú sabes /.,conj det:art n pro:pos pro:sub v +/.,ENG ENG ENG ENG ENG ENG,0
125,no pero el tuyo sí sabe .,adv conj det:art pro:pos co v .,ENG ENG ENG ENG ENG ENG,0
126,tú sabes bastante de eso .,pro:sub v adv prep pro:dem .,ENG ENG ENG ENG ENG,0
127,aunque no lo creas tú entiendes bastante .,conj adv pro:obj v pro:sub v adv .,ENG ENG ENG ENG ENG ENG ENG,0
128,pero yo como nunca me interesé en eso de text message yo ahora a quién voy a hablarle ?,L2 L2 L2 L2 L2 L2 L2 L2 L2 n n L2 L2 L2 L2 L2 L2 L2 ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
129,bueno tú tienes mucha gente que te quiere .,co pro:sub v det:indef n pro:rel pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
130,en text message .,L2 n n .,ESP ENG ENG,1
131,sí pero /.,co conj +/.,ENG ENG,0
132,but it takes time it's very tedious /.,conj pro:per v n pro:per adv adj +/.,ENG ENG ENG ENG ENG ENG ENG,0
133,yeah .,co .,ENG,0
134,y entonces están usando los dedos .,coord adv aux ger det:art n .,ENG ENG ENG ENG ENG ENG,0
135,eso de los dedos va a dar artritis .,pro:dem prep det:art n v aprep inf n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
136,todo el día en eso oh my god .,L2 L2 L2 L2 L2 co det:poss n .,ESP ESP ESP ESP ESP ENG ENG ENG,1
137,fíjate que en mi teléfono tanto que yo marco que ya se me está acabando en the face of my phone .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 det:art n prep det:poss n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
138,really ?,adv ?,ENG,0
139,it's already smeared .,pro:per adv part .,ENG ENG ENG,0
140,entonces el problema es que /.,adv det:art n cop pro:rel +/.,ENG ENG ENG ENG ENG,0
141,see look the number eight it's like it's all messed up /.,co v det:art n det:num pro:per conj pro:per adv part adv +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
142,y entonces en qué letra entonces cuando uno tiene que marcar la letra uno no sabe .,coord adv prep pro:int n co pro:rel pro:dem v pro:rel inf det:art n pro:dem adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
143,pero los niños hoy en día they memorize it .,L2 L2 L2 L2 L2 L2 pro:sub v pro:per .,ESP ESP ESP ESP ESP ESP ENG ENG ENG,1
144,Carmencita is really fast .,n:prop cop adv adv .,ENG ENG ENG ENG,0
145,que que number seven is a I don't know IGT whatever /.,L2 L2 v det:num cop det:art pro:sub mod v n:prop pro:int +/.,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
146,Carmencita is so fast on that email or the text messaging on her phone .,n:prop cop adv adv prep det:dem n coord det:art n part prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
147,she'll answer faster to a text message than to answer her phone .,pro:sub v adj prep det:art n n prep inf v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
148,I think so .,pro:sub v co .,ENG ENG ENG,0
149,I'm serious .,pro:sub adj .,ENG ENG,0
150,and they do this all day so now .,coord pro:sub v det:dem qn n adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
151,"and was telling me that since she is so close to that phone that another way to get to her so she behaves is say to her "".","coord aux part pro:obj adv conj pro:sub cop adv adj prep det:dem n pro:rel qn adv inf v prep det:poss adv pro:sub v cop co prep pro:obj +"".",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
152,you know if you miss behave .,pro:per v comp pro:per v v .,ENG ENG ENG ENG ENG ENG,0
153,because you know she has a tendency with her friends and everything .,conj pro:per v pro:sub v det:art n prep det:poss n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
154,then what they're gonna take the phone away when you get name from school you can't text message .,adv:tem pro:int pro:sub part v det:art n adv conj pro:per v n prep n pro:per mod n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
155,and then she says how quickly she's gonna be behave because she wants to do it .,coord adv:tem pro:sub v pro:rel adv pro:sub part cop v conj pro:sub v inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
156,you know I wish that would be a solution to the problem /.,pro:per v pro:sub v pro:dem mod cop det:art n prep det:art n +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
157,but it's a a at least it's a suggestion .,conj pro:per det:art det:art prep n pro:per det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
158,you know taking away .,pro:per v part adv .,ENG ENG ENG ENG,0
159,but what do you say ?,conj pro:int mod pro:per v ?,ENG ENG ENG ENG ENG,0
160,you know the .,pro:per v det:art .,ENG ENG ENG,0
161,you have psychology .,pro:per v n .,ENG ENG ENG,0
162,what's the best way ?,pro:int det:art adj n ?,ENG ENG ENG ENG,0
163,my philosophy is totally different that //.,det:poss n cop adv adj comp +//.,ENG ENG ENG ENG ENG ENG,0
164,I believe in you know look for something that she's doing right .,pro:sub v prep pro:per v co prep pro:indef pro:rel pro:sub n:gerund adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
165,and reward her .,coord v pro:obj .,ENG ENG ENG,0
166,yeah but what about the stuff that she's doing negative /?,co conj pro:int adv det:art n pro:rel pro:sub part adj +/?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
167,some how .,pro:indef pro:rel .,ENG ENG,0
168,how do you take that away ?,pro:int mod pro:per v comp adv ?,ENG ENG ENG ENG ENG ENG,0
169,you have to find a way to either overlook it .,pro:per v inf v det:art n prep coord v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
170,and then reframe the whole circumstances .,coord adv:tem re#v det:art n n .,ENG ENG ENG ENG ENG ENG,0
171,tienes que buscarle la onda porque es que toda la gente en psicología sabe que eso no trabaja /.,v pro:rel inf det:art n conj cop pro:rel det:indef det:art n prep n v pro:rel pro:dem adv v +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
172,bueno por ejemplo /.,co prep n +/.,ENG ENG ENG,0
173,taking away /.,part adv +/.,ENG ENG,0
174,por ejemplo hace dos días ella estaba bien grosera .,prep n imp det:num n pro:sub cop adv n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
175,she was extremely nasty .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
176,that's not good .,pro:dem neg adj .,ENG ENG ENG,0
177,so we're gonna punish her this weekend .,adv pro:sub part v pro:obj det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
178,she can't go out .,pro:sub mod v adv .,ENG ENG ENG ENG,0
179,she could go out .,pro:sub mod v adv .,ENG ENG ENG ENG,0
180,but she can't be with her friends that's a real punishment .,conj pro:sub mod cop prep det:poss n pro:rel det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,you know puede ser /.,pro:per v L2 L2 +/.,ENG ENG ESP ESP,1
182,yeah that to me that kind of punishment is like when you have finished all your recourses .,co adv prep pro:obj adv adj prep n cop co conj pro:per v v qn det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
183,to be with her friends not /.,inf cop prep det:poss n neg +/.,ENG ENG ENG ENG ENG ENG,0
184,to reframe the circumstances .,inf re#v det:art n .,ENG ENG ENG ENG,0
185,you've gotta find ways that she would wanna do it voluntarily to behave .,pro:per mod v n pro:rel pro:sub mod v v pro:per adv inf v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
186,to get her clothing out .,inf v det:poss n adv .,ENG ENG ENG ENG ENG,0
187,.,None,,0
188,finding ways /.,part n +/.,ENG ENG,0
189,well I think the fact that she wants to be with her friends every weekend .,co pro:sub v det:art n pro:rel pro:sub v inf cop prep det:poss n qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
190,and I'm not letting her do it this weekend because she didn't behave .,coord pro:sub neg part pro:obj v pro:per det:dem n conj pro:sub mod v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
191,I don't think she'll be nasty again .,pro:sub mod v pro:sub cop adj adv .,ENG ENG ENG ENG ENG ENG ENG,0
192,I think that she will be .,pro:sub v comp pro:sub mod cop .,ENG ENG ENG ENG ENG ENG,0
193,you do ?,pro:per v ?,ENG ENG,0
194,okay let's try .,co v v .,ENG ENG ENG,0
195,let's use it as as a test .,v v pro:per adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
196,try try it .,v v pro:per .,ENG ENG ENG,0
197,try it .,v pro:per .,ENG ENG,0
198,I mean some times you have to use that kind of ...,pro:sub v qn n pro:per v inf v adv adj prep +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
199,training .,part .,ENG,0
200,you know training yeah .,pro:per v part co .,ENG ENG ENG ENG,0
201,a lo mejor trabajo contigo .,aprep pro:obj adj v adv .,ENG ENG ENG ENG ENG,0
202,pero yo trato yo trato lo máximo de no usar esa técnica .,conj pro:sub v pro:sub v pro:obj n prep adv inf det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
203,so que tú dame un ejemplo .,adv L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP,1
204,vamos a suponer que tu hijo te contesta mal .,v aprep inf prep det:pos co:voc pro:obj v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
205,no .,adv .,ENG,0
206,qué tú haces ?,pro:int pro:sub v ?,ENG ENG ENG,0
207,well many times I give him the silent treatment .,co qn n pro:sub v pro:obj det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
208,for how long tú no le hablas ?,prep pro:int adj L2 L2 L2 L2 ?,ENG ENG ENG ESP ESP ESP ESP,1
209,bueno no I give him the silent treatment .,L2 L2 pro:sub v pro:obj det:art adj n .,ESP ESP ENG ENG ENG ENG ENG ENG,1
210,and he never gets the silent treatment porque se porta bien /.,coord pro:sub adv v det:art adj n L2 L2 L2 L2 +/.,ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
211,pero cuánto ?,conj det:int ?,ENG ENG,0
212,un minuto día o hora ?,det:art n n coord n ?,ENG ENG ENG ENG ENG,0
213,no .,adv .,ENG,0
214,instantáneamente ya él sabe que yo estoy disgustada .,adv:adj adv pro:sub v pro:rel pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
215,"and he'll ask me ""/.","coord pro:sub v pro:obj +""/.",ENG ENG ENG ENG,0
216,are you mad at me ?,cop pro:per adj prep pro:obj ?,ENG ENG ENG ENG ENG,0
217,"I say ""/.","pro:sub v +""/.",ENG ENG,0
218,yeah I am .,co pro:sub cop .,ENG ENG ENG,0
219,what do you expect ?,pro:int mod pro:per v ?,ENG ENG ENG ENG,0
220,you want me to have a smile on my face ?,pro:per v pro:obj inf v det:art n prep det:poss n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
221,mhm .,co .,ENG,0
222,but we have a very good communication thank god .,conj pro:sub v det:art adv adj n v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
223,and he knows that I'll you know do whatever I can to support him .,coord pro:sub v comp pro:sub pro:per v v pro:int pro:sub mod inf v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
224,yeah but like if he but if he answers you nasty .,co conj v conj pro:sub conj conj pro:sub v pro:per adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
225,and he goes into his room .,coord pro:sub v prep det:poss n .,ENG ENG ENG ENG ENG ENG,0
226,"I say you know ""/.","pro:sub v pro:per v +""/.",ENG ENG ENG ENG,0
227,is that necessary ?,cop det:dem adj ?,ENG ENG ENG,0
228,"I say ""/.","pro:sub v +""/.",ENG ENG,0
229,is that necessary ?,cop det:dem adj ?,ENG ENG ENG,0
230,we in this household believe in respect .,pro:sub prep det:dem n v prep n .,ENG ENG ENG ENG ENG ENG ENG,0
231,and we try to work it out .,coord pro:sub v inf v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG,0
232,hablando se entiende la gente .,ger pro:refl v det:art n .,ENG ENG ENG ENG ENG,0
233,claro .,co .,ENG,0
234,pero hasta ahora because él nada más tiene que quince añitos va para dieciséis next month .,L2 L2 L2 conj L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 adj n .,ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
235,a hundred and twenty god willing /.,det:art det:num coord det:num n adj +/.,ENG ENG ENG ENG ENG ENG,0
236,dios se lo bendiga .,co pro:refl pro:obj v .,ENG ENG ENG ENG,0
237,thank you .,v pro:per .,ENG ENG,0
238,and you know they go through some kind of osmosis when they hit sixteen .,coord pro:per v pro:sub v adv qn n prep n conj pro:sub v det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
239,sixteen seventeen .,det:num det:num .,ENG ENG,0
240,.,None,,0
241,"so you know he said to me the other day ""/.","co pro:per v pro:sub v prep pro:obj det:art qn n +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
242,oh you know mother .,co pro:per v n .,ENG ENG ENG ENG,0
243,you're the greatest .,pro:per det:art adj .,ENG ENG ENG,0
244,that was nice /.,pro:dem cop adj +/.,ENG ENG ENG,0
245,yeah .,co .,ENG,0
246,que te dijo eso .,pro:rel pro:obj v pro:dem .,ENG ENG ENG ENG,0
247,yeah .,co .,ENG,0
248,él siempre me da cumplidos así .,pro:sub adv pro:obj v part adv .,ENG ENG ENG ENG ENG ENG,0
249,"so I said to him ""/.","co pro:sub v prep pro:obj +""/.",ENG ENG ENG ENG ENG,0
250,talk to me in two more years .,n prep pro:obj prep det:num adv n .,ENG ENG ENG ENG ENG ENG ENG,0
