,sentence,pos,language,switch
77,but that's why you get Cubans so /.,conj pro:rel pro:rel pro:per v n:prop adv +/.,ENG ENG ENG ENG ENG ENG ENG,0
78,but I'm nice so I don't care .,conj pro:sub adj conj pro:sub mod v .,ENG ENG ENG ENG ENG ENG ENG,0
79,.,None,,0
80,but I don't care .,conj pro:sub mod v .,ENG ENG ENG ENG,0
81,.,None,,0
82,no but /.,co conj +/.,ENG ENG,0
83,but that the village people also wore /.,conj adv det:art n n adv v +/.,ENG ENG ENG ENG ENG ENG ENG,0
84,what ?,pro:int ?,ENG,0
85,clothes like that like .,n:pt prep pro:dem prep .,ENG ENG ENG ENG,0
86,this ?,pro:dem ?,ENG,0
87,yeah there was a guy that was military .,co adv cop det:art n pro:rel cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
88,there was a policeman .,pro:exist cop det:art n .,ENG ENG ENG ENG,0
89,and I've seen him dressed like that a couple of times .,coord pro:sub part pro:obj part co adv det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
90,you have moustache yeah .,pro:per v n co .,ENG ENG ENG ENG,0
91,I see you .,pro:sub v pro:per .,ENG ENG ENG,0
92,you know why are you getting away from that ?,pro:per v pro:int aux pro:per part adv prep pro:dem ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
93,no no no no no .,adv adv adv adv adv .,ENG ENG ENG ENG ENG,0
94,no no no .,adv adv adv .,ENG ENG ENG,0
95,está bien //.,cop adv +//.,ENG ENG,0
96,vamos ...,co +...,ENG,0
97,vamos a hablar .,v aprep inf .,ENG ENG ENG,0
98,people also have a lot of moustache .,n adv v det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
99,people yeah not that much .,n co neg pro:rel adv .,ENG ENG ENG ENG ENG,0
100,they are huge moustache you know .,pro:sub cop adj n pro:per v .,ENG ENG ENG ENG ENG ENG,0
101,yeah but mine is very trimmed .,co conj pro:poss aux adv part .,ENG ENG ENG ENG ENG ENG,0
102,el mío es bien ...,det:art pro:pos cop adv +...,ENG ENG ENG ENG,0
103,ah ?,co ?,ENG,0
104,it's manicure .,pro:per n .,ENG ENG,0
105,.,None,,0
106,what the yeah I know .,pro:int det:art co pro:sub v .,ENG ENG ENG ENG ENG,0
107,so a ti te gustaría ir a Cuba con las uñas bien cortadas .,co aprep pro:prep pro:obj v inf aprep n:prop prep det:art n adv part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
108,.,None,,0
109,a Cuba ?,aprep n:prop ?,ENG ENG,0
110,I'm not Cuban so I wouldn't know .,pro:sub neg n:prop conj pro:sub mod v .,ENG ENG ENG ENG ENG ENG ENG,0
111,but your wife is Cuban .,conj det:poss n cop n:prop .,ENG ENG ENG ENG ENG,0
112,no she doesn't wanna go to Cuba .,co pro:sub mod v v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
113,now que Fidel que se va a morir .,adv L2 n:prop L2 L2 L2 L2 L2 .,ENG ESP ENG ESP ESP ESP ESP ESP,1
114,now he is gonna be dead so probably they are gonna open the tourist .,adv pro:sub aux part cop adj adv adv pro:sub aux part v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
115,no y el hermano de él el hermano todavía está no no .,adv coord det:art n prep pro:sub det:art n adv cop adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
116,I'm not going there .,pro:sub neg part adv .,ENG ENG ENG ENG,0
117,no ?,co ?,ENG,0
118,no .,co .,ENG,0
119,so it doesn't call your attention ?,co pro:per mod v det:poss n ?,ENG ENG ENG ENG ENG ENG,0
120,no .,adv .,ENG,0
121,para nada .,prep v .,ENG ENG,0
122,maybe para visitar a la familia de ella pero ...,adv L2 L2 L2 L2 L2 L2 L2 L2 +...,ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
123,con el manicure hecho .,L2 L2 n L2 .,ESP ESP ENG ESP,1
124,con el manicure hecho está bien .,L2 L2 n L2 L2 L2 .,ESP ESP ENG ESP ESP ESP,1
125,so al comienzo you said to me that you are never gonna do it now you have said that ...,co L2 L2 pro:per v prep pro:obj comp pro:per aux adv part v pro:per adv pro:per v v pro:dem +...,ENG ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
126,.,None,,0
127,well if I have to I have to .,co conj pro:sub v prep pro:sub v prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
128,.,None,,0
129,ajá .,co .,ENG,0
130,.,None,,0
131,if I have to I have to .,conj pro:sub v prep pro:sub v prep .,ENG ENG ENG ENG ENG ENG ENG,0
132,what can I tell you .,pro:int mod pro:sub v pro:per .,ENG ENG ENG ENG ENG,0
133,so you changed your mind .,co pro:per v det:poss n .,ENG ENG ENG ENG ENG,0
134,yeah I change my mind a lot .,co pro:sub v det:poss n det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
135,that's bad .,pro:dem adj .,ENG ENG,0
136,yeah sometimes I have friends .,co adv pro:sub v n .,ENG ENG ENG ENG ENG,0
137,and then sometimes I change my mind .,coord adv:tem adv pro:sub v det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
138,and then they are not my friends anymore .,coord adv:tem pro:sub cop neg det:poss n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
139,depending on the conversation .,part prep det:art n .,ENG ENG ENG ENG,0
140,what about your friend Nick ?,pro:int adv det:poss n n:prop ?,ENG ENG ENG ENG ENG,0
141,your friend Nick does the manicure also ?,det:poss n n:prop v det:art n adv ?,ENG ENG ENG ENG ENG ENG ENG,0
142,no .,co .,ENG,0
143,not at all .,neg prep pro:indef .,ENG ENG ENG,0
144,and pedicure ?,coord n ?,ENG ENG,0
145,I don't know .,pro:sub mod v .,ENG ENG ENG,0
146,maybe he does .,adv pro:sub v .,ENG ENG ENG,0
147,.,None,,0
148,what about pedicure ?,pro:int prep n ?,ENG ENG ENG,0
149,no sé posiblemente .,adv v adv:adj .,ENG ENG ENG,0
150,ajá .,co .,ENG,0
151,.,None,,0
152,that's weird man .,pro:dem adj n .,ENG ENG ENG,0
153,I can't imagine that guy you know with a pedicure .,pro:sub mod v comp n pro:per v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
154,no .,co .,ENG,0
155,huh ?,co ?,ENG,0
156,I don't think so .,pro:sub mod v co .,ENG ENG ENG ENG,0
157,I don't think so .,pro:sub mod v co .,ENG ENG ENG ENG,0
158,why you are like a so I don't know like a la defensiva ?,pro:int pro:per cop prep det:art conj pro:sub mod v prep det:art L2 L2 ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
159,I'm not defensive .,pro:sub neg adj .,ENG ENG ENG,0
160,.,None,,0
161,I just have certain friends that are a little strange .,pro:sub adv v adj n pro:rel cop det:art adj adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
162,.,None,,0
163,and tú sabes .,coord L2 L2 .,ENG ESP ESP,1
164,like Nick or ...,conj n:prop coord +...,ENG ENG ENG,0
165,no like other people .,co prep qn n .,ENG ENG ENG ENG,0
166,I won't mention names .,pro:sub mod v n .,ENG ENG ENG ENG,0
167,it could be somebody in this room .,pro:per mod cop pro:indef prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
168,what about what about Mary ?,pro:int prep pro:int prep n:prop ?,ENG ENG ENG ENG ENG,0
169,I mean what about Mary ?,pro:sub v pro:int prep n:prop ?,ENG ENG ENG ENG ENG,0
170,Mary let's not even discuss Mary .,n:prop v neg adv v n:prop .,ENG ENG ENG ENG ENG ENG,0
171,.,None,,0
172,what does Mary have to do with manicure ?,pro:int mod n:prop v inf v prep n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
173,.,None,,0
174,Philip .,n:prop .,ENG,0
175,no Philip yo no conozco .,co n:prop L2 L2 L2 .,ENG ENG ESP ESP ESP,1
176,.,None,,0
177,.,None,,0
178,ni lo conozco .,coord pro:obj v .,ENG ENG ENG,0
179,yo una vez yo lo vi .,pro:sub det:art n pro:sub pro:obj v .,ENG ENG ENG ENG ENG ENG,0
180,.,None,,0
181,yeah ?,co ?,ENG,0
182,yeah that's it .,co pro:dem pro:per .,ENG ENG ENG,0
183,quién más ?,pro:int adv ?,ENG ENG,0
184,quién más ?,pro:int adv ?,ENG ENG,0
185,so no hard feelings Mary .,adv qn adj n:gerund n:prop .,ENG ENG ENG ENG ENG,0
186,with Mary no I have not hard feelings .,prep n:prop co pro:sub v neg adj n:gerund .,ENG ENG ENG ENG ENG ENG ENG ENG,0
187,and Philip .,coord n:prop .,ENG ENG,0
188,.,None,,0
189,I have no hard feelings for .,pro:sub v qn adj n:gerund prep .,ENG ENG ENG ENG ENG ENG,0
190,cómo se llamaba el jefe del car dealership ?,L2 L2 L2 L2 L2 L2 n n ?,ESP ESP ESP ESP ESP ESP ENG ENG,1
191,el jefe del car dealership cuál ?,L2 L2 L2 n n L2 ?,ESP ESP ESP ENG ENG ESP,1
192,el el que le íbamos a hacer lo de la casa .,det:art det:art pro:rel pro:ind v aprep inf pro:obj v det:art imp .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
193,ahora no me doy cuenta .,adv adv pro:obj v co .,ENG ENG ENG ENG ENG,0
194,.,None,,0
195,like the Chrysler .,prep det:art n:prop .,ENG ENG ENG,0
196,ah .,co .,ENG,0
197,cómo se llamaba eh ...,pro:int pro:refl v co +...,ENG ENG ENG ENG,0
198,.,None,,0
199,Troski .,n:prop .,ENG,0
200,Troski qué piensas tú de Troski ?,n:prop L2 L2 L2 L2 n:prop ?,ENG ESP ESP ESP ESP ENG,1
201,ése sí ése es un ...,pro:dem co pro:dem cop det:art +...,ENG ENG ENG ENG ENG,0
202,maricón .,adj .,ENG,0
203,eso es lo que yo iba a decir pero .,pro:dem cop pro:obj pro:rel pro:sub v aprep inf conj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
204,.,None,,0
205,vamos a dejar eso .,v aprep inf pro:dem .,ENG ENG ENG ENG,0
206,.,None,,0
207,él se hacía mucho las uñas las ...,pro:sub pro:refl v adv det:art n det:art +...,ENG ENG ENG ENG ENG ENG ENG,0
208,él se hacía .,pro:sub pro:refl v .,ENG ENG ENG,0
209,sí él es medio ...,co pro:sub cop adj +...,ENG ENG ENG ENG,0
210,yo creo que sí .,pro:sub v pro:rel co .,ENG ENG ENG ENG,0
211,.,None,,0
212,o sea que tú lo que piensas es que la gente que se hace las uñas es //.,coord cop pro:rel pro:sub pro:obj pro:rel v cop pro:rel det:art n pro:rel pro:refl v det:art n cop +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
213,no .,adv .,ENG,0
214,.,None,,0
215,no yo sé lo que me vas a preguntar no .,adv pro:sub v pro:obj pro:rel pro:obj v aprep inf adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
216,carece de algún gusto .,v prep det:indef v .,ENG ENG ENG ENG,0
217,I don't think so .,pro:sub mod v co .,ENG ENG ENG ENG,0
218,I think that it's you know it's okay if you want to do it for you yourself .,pro:sub v adv pro:per pro:per v pro:per adj conj pro:per v inf v pro:per prep pro:per pro:refl .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
219,that's it .,pro:dem pro:per .,ENG ENG,0
220,so tú en cierta manera no apoyas eso lo de las uñas .,co pro:sub prep adj n adv v pro:dem pro:obj v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
221,I don't care .,pro:sub mod v .,ENG ENG ENG,0
222,.,None,,0
223,I don't care .,pro:sub mod v .,ENG ENG ENG,0
224,"so si ahora mismo la señora que está ahí te viene y te dice ""/.","co conj adv adj det:art n pro:rel cop adv pro:obj v coord pro:obj v +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
225,mire quiero hacerle las uñas a usted y el pedicure .,L2 L2 L2 L2 L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
226,está bien .,cop adv .,ENG ENG,0
227,usted se lo hace ?,pro:sub pro:refl pro:obj v ?,ENG ENG ENG ENG,0
228,el pedicure no .,L2 n co .,ESP ENG ENG,1
229,.,None,,0
230,el pedicure no .,L2 n co .,ESP ENG ENG,1
231,pero sí son uñas de todos modos .,conj co cop n prep det:indef n .,ENG ENG ENG ENG ENG ENG ENG,0
232,yeah I know yeah but give me a break .,co pro:sub v co conj v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
233,eso no me importa tampoco .,pro:dem adv pro:obj v adv .,ENG ENG ENG ENG ENG,0
234,ah .,co .,ENG,0
235,no yo no estoy interesado .,adv pro:sub adv cop part .,ENG ENG ENG ENG ENG,0
236,nails are nails .,n cop n .,ENG ENG ENG,0
237,that's okay .,pro:dem adj .,ENG ENG,0
238,you can do it .,pro:per mod v pro:per .,ENG ENG ENG ENG,0
239,tú dices que tú te comes las uñas .,pro:sub v pro:rel pro:sub pro:obj v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
240,sí .,co .,ENG,0
241,o sea que muchas veces te comes las //.,coord cop prep det:indef n pro:obj v det:art +//.,ENG ENG ENG ENG ENG ENG ENG ENG,0
242,no yo no me lo como .,adv pro:sub adv pro:obj pro:obj adv .,ENG ENG ENG ENG ENG ENG,0
243,me lo muerdo .,pro:obj pro:obj v .,ENG ENG ENG,0
244,te lo muerdes .,pro:obj pro:obj v .,ENG ENG ENG,0
245,.,None,,0
246,es diferente .,cop adj .,ENG ENG,0
247,te gusta la sensación de morderte las uñas ?,pro:obj v det:art n prep inf det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
248,diferente .,adj .,ENG,0
249,no not at all .,co neg prep pro:indef .,ENG ENG ENG ENG,0
250,entonces te comerías las uñas de los pies también .,adv pro:obj v det:art n prep det:art v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
251,no .,adv .,ENG,0
252,no .,adv .,ENG,0
253,no .,adv .,ENG,0
254,I can't reach that far .,pro:sub mod v pro:dem adv .,ENG ENG ENG ENG ENG,0
255,.,None,,0
256,.,None,,0
257,wow so qué vas a hacer ahora de noche ?,co L2 L2 L2 L2 L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
258,adónde te vas ?,pro:int pro:obj v ?,ENG ENG ENG,0
259,I have to go pick up my daughter .,pro:sub v inf v v adv det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
260,she's at church .,pro:sub prep n .,ENG ENG ENG,0
261,at around eight thirty .,prep adv det:num det:num .,ENG ENG ENG ENG,0
262,which means I only have a little bit of time .,pro:rel v pro:sub adv v det:art adj n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
263,it's Sunday night after that what are you gonna do .,pro:per n:prop n prep pro:dem pro:int aux pro:per part v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
264,.,None,,0
265,after that I'm gonna turn off my phone so that you can't reach me .,prep pro:dem pro:sub part v prep det:poss n co comp pro:per mod v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
266,and chill out at home .,coord v adv prep n .,ENG ENG ENG ENG ENG,0
267,oh yeah hay un lugar por aquí que es lo de los bolos .,co co L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
268,los qué ?,det:art pro:int ?,ENG ENG,0
269,los bolos como para jugar a bolos .,det:art n adv prep inf aprep n .,ENG ENG ENG ENG ENG ENG ENG,0
270,bolos .,n .,ENG,0
271,tú me dijiste que había un lugar en el centro cerca de aquí como para jugar a bolos .,pro:sub pro:obj v pro:rel aux det:art n prep det:art n adv prep adv adv prep inf aprep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
272,yeah no know .,co co v .,ENG ENG ENG,0
273,sí hay .,co v .,ENG ENG,0
274,.,None,,0
275,sí hay .,co v .,ENG ENG,0
276,sí hay ?,co v ?,ENG ENG,0
277,yeah .,co .,ENG,0
278,en dónde ?,prep pro:int ?,ENG ENG,0
279,there's one on university .,pro:exist pro:indef prep n .,ENG ENG ENG ENG,0
280,mhm .,co .,ENG,0
281,and right off of .,coord adj adv prep .,ENG ENG ENG ENG,0
282,mhm .,co .,ENG,0
283,y cuánto cuesta la entrada para ir ?,coord det:int v det:art n prep inf ?,ENG ENG ENG ENG ENG ENG ENG,0
284,no you don't pay by /.,co pro:per mod v adv +/.,ENG ENG ENG ENG ENG,0
285,you pay by the game .,pro:per v prep det:art n .,ENG ENG ENG ENG ENG,0
286,you don't pay .,pro:per mod v .,ENG ENG ENG,0
287,how much is a game ?,pro:int adv cop det:art n ?,ENG ENG ENG ENG ENG,0
288,a game could be depending on the day Sundays is cheaper .,det:art n mod aux part prep det:art n n:prop cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
289,during the week it's like two dollars and fifty cents a game .,prep det:art n pro:per co det:num n coord det:num n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
290,so it's better for us to go /.,adv pro:per adj prep pro:obj inf v +/.,ENG ENG ENG ENG ENG ENG ENG,0
291,to go Sunday morning .,inf v n:prop n .,ENG ENG ENG ENG,0
292,Sunday morning .,n:prop n .,ENG ENG,0
293,yeah .,co .,ENG,0
294,and you go with the kids .,coord pro:per v prep det:art n .,ENG ENG ENG ENG ENG ENG,0
295,what about shoes ?,pro:int prep n ?,ENG ENG ENG,0
296,you can rent shoes there .,pro:per mod v n adv .,ENG ENG ENG ENG ENG,0
297,so how much are these shoes ?,adv pro:rel adv cop det:dem n ?,ENG ENG ENG ENG ENG ENG,0
298,shoes are probably another dollar in change .,n cop adv qn n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
299,so puedo usar los tuyos .,co v inf det:art pro:pos .,ENG ENG ENG ENG ENG,0
300,no .,co .,ENG,0
301,.,None,,0
302,your feet are too small .,det:poss n cop adv adj .,ENG ENG ENG ENG ENG,0
303,.,None,,0
304,your feet are too small .,det:poss n cop adv adj .,ENG ENG ENG ENG ENG,0
305,I don't think so .,pro:sub mod v co .,ENG ENG ENG ENG,0
306,yeah .,co .,ENG,0
307,yeah they are too small .,co pro:sub cop adv adj .,ENG ENG ENG ENG ENG,0
308,qué size are you ?,L2 n cop pro:per ?,ESP ENG ENG ENG,1
309,ten and a half .,det:num coord det:art n .,ENG ENG ENG ENG,0
310,.,None,,0
311,ten and a half .,det:num coord det:art n .,ENG ENG ENG ENG,0
312,wow .,co .,ENG,0
313,I'm ten and a half too .,pro:sub det:num coord det:art n adv .,ENG ENG ENG ENG ENG ENG,0
314,wow .,co .,ENG,0
315,I didn't know that .,pro:sub mod v pro:dem .,ENG ENG ENG ENG,0
316,.,None,,0
317,seriously I didn't know that you are ten and a half .,adv pro:sub mod v comp pro:per cop det:num coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
318,depending on the day .,part prep det:art n .,ENG ENG ENG ENG,0
319,sometimes I'm a ten .,adv pro:sub det:art det:num .,ENG ENG ENG ENG,0
320,you lied .,pro:per v .,ENG ENG,0
321,no right now depending on the shoe it's a ten or a ten and a half .,co adv adv part prep det:art n pro:per det:art det:num coord det:art det:num coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
322,depending on the shoe .,part prep det:art n .,ENG ENG ENG ENG,0
323,some shoes I have to get a little bit bigger .,qn n pro:sub v inf v det:art adj n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
324,I'm selling shoes right now .,pro:sub part n adv adv .,ENG ENG ENG ENG ENG,0
325,yeah well .,co co .,ENG ENG,0
326,are you planning to buy some ?,cop pro:per part inf v qn ?,ENG ENG ENG ENG ENG ENG,0
