,sentence,pos,language,switch
40,don't drop it .,mod v pro:per .,ENG ENG ENG,0
41,entonces is working now .,L2 aux part adv .,ESP ENG ENG ENG,1
42,but why don't we sit in one of those things ?,conj pro:int mod pro:sub v prep pro:indef prep det:dem n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
43,because if we are around grass it's gonna be mosquitoes .,conj conj pro:sub cop prep n pro:per part cop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
44,she told me ...,pro:sub v pro:obj +...,ENG ENG ENG,0
45,ella lo dijo que si se vacía una mesa que podemos ir para allá .,pro:sub pro:obj v pro:rel conj pro:refl v det:art n pro:rel v inf prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
46,but the .,conj det:art .,ENG ENG,0
47,okay .,co .,ENG,0
48,el lío es no sentarnos en la misma mesa .,det:art n cop adv inf prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
49,look at the .,v prep det:art .,ENG ENG ENG,0
50,it's another ?,pro:per qn ?,ENG ENG,0
51,mhm .,co .,ENG,0
52,no this is .,qn pro:dem cop .,ENG ENG ENG,0
53,hm .,co .,ENG,0
54,do you wanna see it ?,mod pro:per v co pro:per ?,ENG ENG ENG ENG ENG,0
55,no .,co .,ENG,0
56,.,None,,0
57,.,None,,0
58,.,None,,0
59,anyway .,co .,ENG,0
60,with anything ?,prep pro:indef ?,ENG ENG,0
61,I think .,pro:sub v .,ENG ENG,0
62,no no she doesn't at all .,L2 co pro:sub mod prep pro:indef .,ESP ENG ENG ENG ENG ENG,1
63,her hair .,det:poss n .,ENG ENG,0
64,.,None,,0
65,let's just turn around .,v adj n adv .,ENG ENG ENG ENG,0
66,give her back .,v det:poss n .,ENG ENG ENG,0
67,yeah .,co .,ENG,0
68,so we don't look like crazy people .,co pro:sub mod v conj adj n .,ENG ENG ENG ENG ENG ENG ENG,0
69,so let's talk about something new .,adv v v prep pro:indef adj .,ENG ENG ENG ENG ENG ENG,0
70,let's talk one topic that we could talk about .,v v det:num n pro:rel pro:sub mod v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
71,Emilio .,n:prop .,ENG,0
72,Emilio ?,n:prop ?,ENG,0
73,Emilio is a very ...,n:prop cop det:art adv +...,ENG ENG ENG ENG,0
74,complicated .,part .,ENG,0
75,long complicated //.,adv part +//.,ENG ENG,0
76,mira para esto .,v prep pro:dem .,ENG ENG ENG,0
77,los mosquitos nos están siguiendo .,det:art n pro:obj aux ger .,ENG ENG ENG ENG ENG,0
78,.,None,,0
79,there's mosquitoes everywhere .,pro:exist n adv .,ENG ENG ENG,0
80,I'm wondering if inside there's just mosquitoes like actually inside the building .,pro:sub part conj adv pro:exist adv n prep adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
81,yeah I know .,co pro:sub v .,ENG ENG ENG,0
82,but who cares ?,conj pro:rel v ?,ENG ENG ENG,0
83,well I give it a break .,co pro:sub v pro:per det:art n .,ENG ENG ENG ENG ENG ENG,0
84,let me see .,v pro:obj v .,ENG ENG ENG,0
85,maybe they just followed us over here .,adv pro:sub adv v pro:obj prep n .,ENG ENG ENG ENG ENG ENG ENG,0
86,and now they are gonna leave .,coord adv pro:sub aux part v .,ENG ENG ENG ENG ENG ENG,0
87,mosquitoes .,n .,ENG,0
88,okay .,co .,ENG,0
89,so ...,co +...,ENG,0
90,Emilio .,n:prop .,ENG,0
91,.,None,,0
92,Emilio is a very complicated person .,n:prop aux det:art adv part n .,ENG ENG ENG ENG ENG ENG,0
93,I know .,pro:sub v .,ENG ENG,0
94,we could talk about something else .,pro:sub mod v adv pro:indef post .,ENG ENG ENG ENG ENG ENG,0
95,not not him ?,neg neg pro:obj ?,ENG ENG ENG,0
96,no .,co .,ENG,0
97,okay .,co .,ENG,0
98,Peter ?,n:prop ?,ENG,0
99,Annie .,n:prop .,ENG,0
100,but Annie is what ?,conj n:prop cop pro:int ?,ENG ENG ENG ENG,0
101,Annie today was talking to Peter .,n:prop adv:tem cop part prep n:prop .,ENG ENG ENG ENG ENG ENG,0
102,but nothing .,conj pro:indef .,ENG ENG,0
103,yeah .,co .,ENG,0
104,yeah .,co .,ENG,0
105,okay .,co .,ENG,0
106,I don't know how Selena always governs Laura ?,pro:sub mod v pro:rel n:prop adv v n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
107,she does ?,pro:sub v ?,ENG ENG,0
108,she wants yeah she went to Selena .,pro:sub v co pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
109,"y she tells me "".","L2 pro:sub v pro:obj +"".",ESP ENG ENG ENG,1
110,dile a Selena que vaya a almorzar .,imp aprep n:prop pro:rel co aprep inf .,ENG ENG ENG ENG ENG ENG ENG,0
111,que vaya a almorzar ?,pro:rel co aprep inf ?,ENG ENG ENG ENG,0
112,yeah so I called her .,co conj pro:sub v pro:obj .,ENG ENG ENG ENG ENG,0
113,pero Selena was eating or ella no estaba comiendo ?,L2 n:prop aux part coord L2 L2 L2 L2 ?,ESP ENG ENG ENG ENG ESP ESP ESP ESP,1
114,Selena was eating right ?,n:prop cop n:gerund adj ?,ENG ENG ENG ENG,0
115,and then she got out of the lunch .,coord adv:tem pro:sub v adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
116,"and she was like "".","coord pro:sub cop prep +"".",ENG ENG ENG ENG,0
117,y ahora que Selena coma .,coord adv pro:rel n:prop v .,ENG ENG ENG ENG ENG,0
118,dile que venga a comer .,imp pro:rel co aprep inf .,ENG ENG ENG ENG ENG,0
119,like como si fuera una madre .,L2 adv conj adv pro:dem n .,ESP ENG ENG ENG ENG ENG,1
120,por qué ?,prep pro:int ?,ENG ENG,0
121,I don't know man .,pro:sub mod v n .,ENG ENG ENG ENG,0
122,she I don't like that lady .,pro:sub pro:sub mod v det:dem n .,ENG ENG ENG ENG ENG ENG,0
123,that lady like she is always like //.,det:dem n conj pro:sub cop adv co +//.,ENG ENG ENG ENG ENG ENG ENG,0
124,she's too bossy .,pro:sub adv adj .,ENG ENG ENG,0
125,she's always bossing /.,pro:sub adv part +/.,ENG ENG ENG,0
126,oh you okay you wanna hear a story ?,co pro:per co pro:per v v det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
127,okay .,co .,ENG,0
128,before yesterday Iria gave me a job to do .,conj adv:tem n:prop v pro:obj det:art n inf v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
129,mhm .,co .,ENG,0
130,so then I ...,adv adv:tem pro:sub +...,ENG ENG ENG,0
131,terminé el trabajo para ahí sí .,v det:art v prep adv co .,ENG ENG ENG ENG ENG ENG,0
132,.,None,,0
133,and then the next step that I had to do was divide the patients by their case manager .,coord adv:tem det:art adj n pro:rel pro:sub v inf v aux v det:art n prep det:poss n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
134,mhm .,co .,ENG,0
135,so there was a stack of papers for Clara .,co pro:exist cop det:art n prep n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
136,and there was a stack of patients for ...,coord adv cop det:art n prep n prep +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
137,Selena .,n:prop .,ENG,0
138,Selena right .,n:prop co .,ENG ENG,0
139,so then lo que Iria me dijo que haga era coger los files de Selena y entregárselos a su case_manager a Selena para que ella los file_in .,L2 L2 pro:obj pro:rel n:prop pro:obj v pro:rel v cop inf det:art L2 prep n:prop coord inf pro:clit det:pos L2 aprep n:prop prep pro:rel pro:sub pro:obj L2 .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ESP,1
140,right ?,co ?,ENG,0
141,so and I go to Selena .,adv coord pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
142,but the thing was that they were active patients right ?,conj det:art n cop pro:rel pro:sub cop adj n co ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
143,so then active patients she wanted to follow them into their .,adv adv:tem n n pro:sub v inf v pro:obj prep det:poss .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
144,so I whether it was built or not built right .,co pro:sub conj pro:per aux part coord neg v adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
145,so then all the ones that I had finished were all built .,adv adv:tem qn det:art det:num pro:rel pro:sub aux part aux post v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
146,and they were active .,coord pro:sub cop adj .,ENG ENG ENG ENG,0
147,and they were all built .,coord pro:sub aux post part .,ENG ENG ENG ENG ENG,0
148,so then I went to Selena .,adv adv:tem pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
149,"y yo le dije "".","coord pro:sub pro:ind v +"".",ENG ENG ENG ENG,0
150,Selena ya estos pacientes están .,n:prop adv det:dem n cop .,ENG ENG ENG ENG ENG,0
151,pero Iria me pidió que los filees en su .,conj n:prop pro:obj v pro:rel pro:obj L2 prep det:pos .,ENG ENG ENG ENG ENG ENG ESP ENG ENG,1
152,no mentira .,adv n .,ENG ENG,0
153,habían dos que tenían problemas .,aux det:num pro:rel v n .,ENG ENG ENG ENG ENG,0
154,verdad ?,co ?,ENG,0
155,mhm .,co .,ENG,0
156,"so yo le dije "".","L2 pro:sub pro:ind v +"".",ESP ENG ENG ENG,1
157,Selena estos dos tienen problemas .,n:prop det:dem det:num v n .,ENG ENG ENG ENG ENG,0
158,and I didn't even write on the post-it the problem .,coord pro:sub mod adv v prep det:art n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
159,Iria wrote it with her handwriting .,n:prop v pro:per prep det:poss n .,ENG ENG ENG ENG ENG ENG,0
160,and it was simple .,coord pro:per cop adj .,ENG ENG ENG ENG,0
161,it was a simple simple problem .,pro:per cop det:art adj adj n .,ENG ENG ENG ENG ENG ENG,0
162,one of them was to call the nurse and verify that there was a sharp container in the house .,det:num prep pro:obj cop inf v det:art n coord v comp adv cop det:art adj n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
163,and the other one was to call the nurse and verify that it was that her son was still the care giver or something like that .,coord det:art qn pro:indef cop inf v det:art n coord v comp pro:per cop adv det:poss n cop adv det:art n n coord pro:indef prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
164,very simple .,adv adj .,ENG ENG,0
165,que se puede hacer en cinco minutos .,pro:rel pro:refl v inf prep det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
166,yeah that you could do it in five minutes .,co pro:dem pro:per mod v pro:per prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
167,I understood what Selena was telling me .,pro:sub v pro:int n:prop aux part pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
168,but that's not my problem because I'm just telling her what Iria is telling me to do .,conj pro:dem neg det:poss n conj pro:sub adv part det:poss pro:int n:prop aux part pro:obj inf v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
169,so whatever Selena ...,adv pro:int n:prop +...,ENG ENG ENG,0
170,esto eran como diez pacientes .,pro:dem cop adv det:num n .,ENG ENG ENG ENG ENG,0
171,and out of all those ten two of them had problems .,coord adv prep qn det:dem det:num det:num prep pro:obj v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
172,"y le dije "".","coord pro:ind v +"".",ENG ENG ENG,0
173,Selena estos dos pacientes tienen problemas .,n:prop det:dem det:num n v n .,ENG ENG ENG ENG ENG ENG,0
174,el póster está ahí mismo explicándote el problema para que tú lo puedas hacer .,det:art n cop adv adj ger det:art n prep pro:rel pro:sub pro:obj v inf .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
175,entonces ella me mira .,adv pro:sub pro:obj v .,ENG ENG ENG ENG,0
176,"and she goes "".","coord pro:sub v +"".",ENG ENG ENG,0
177,eh y por qué .,co coord prep pro:int .,ENG ENG ENG ENG,0
178,yo no entiendo por qué la persona que revisó esto no lo hizo de una vez .,pro:sub adv v prep pro:int det:art n pro:rel v pro:dem adv pro:obj v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
179,no llamó al que resolvió el problema .,adv v aprep pro:rel v det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
180,mientras que no sea ella la que resolvió el problema .,adv pro:rel adv cop pro:sub pro:obj pro:rel v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,.,None,,0
182,"and she goes "".","coord pro:sub v +"".",ENG ENG ENG,0
183,yo no entiendo por qué la persona eh que revisó esto no lo hizo .,pro:sub adv v prep pro:int det:art n co pro:rel v pro:dem adv pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
184,no arregló el problema .,adv v det:art n .,ENG ENG ENG ENG,0
185,"and then it's funny because I should have just been like ""/.","coord adv:tem pro:per adj conj pro:sub mod aux adv aux prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
186,bueno hizo eso y no le da la gana de revisar eso porque ya te está pagando a ti un salario y quiere que tú tú eres el case_manager y quiere que el case_manager lo revise .,co v pro:dem coord adv pro:ind v pro:obj v prep inf pro:dem conj adv pro:obj aux ger aprep pro:prep det:art n coord v pro:rel pro:sub pro:sub cop det:art L2 coord v pro:rel det:art L2 pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ESP ENG ENG,1
187,.,None,,0
188,yeah like because it's true .,co co conj pro:per adj .,ENG ENG ENG ENG ENG,0
189,I mean yo le revisé .,pro:sub v L2 L2 L2 .,ENG ENG ESP ESP ESP,1
190,like if Iria is telling you /.,co conj n:prop aux part pro:per +/.,ENG ENG ENG ENG ENG ENG,0
191,"Iria told you ""/.","n:prop v pro:per +""/.",ENG ENG ENG,0
192,revisa esto .,v pro:dem .,ENG ENG,0
193,no resuelve esto no revise .,adv v pro:dem adv v .,ENG ENG ENG ENG ENG,0
194,exactly because there's a reason that they are the case managers so they could resolver los problemas .,adv conj pro:exist det:art n pro:rel pro:sub cop det:art n n conj pro:sub mod L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP,1
195,and not only that .,coord neg adv pro:dem .,ENG ENG ENG ENG,0
196,like if she says she doesn't feel like doing it she doesn't feel like doing it .,co conj pro:sub v pro:sub mod v co part pro:per pro:sub mod v co part pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
197,she is paying Selena a salary of a case manager so she could solve those problems .,pro:sub aux part n:prop det:art n prep det:art n n conj pro:sub mod v det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
198,so the reason she's the case manager for the patient .,co det:art n pro:sub det:art n n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
199,right .,co .,ENG,0
200,so ella yo la miró .,L2 pro:sub pro:sub pro:obj v .,ESP ENG ENG ENG ENG,1
201,"y yo le dije ""/.","coord pro:sub pro:ind v +""/.",ENG ENG ENG ENG,0
202,no sé Selena .,adv v n:prop .,ENG ENG ENG,0
203,porque the thing is with Selena I've already learned to just have patience with her .,L2 det:art n cop prep n:prop pro:sub adv part prep adj v n prep pro:obj .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
204,I'm not gonna bitch at her .,pro:sub neg part v prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
205,oh yeah no you can't talk to her if you don't have patience .,co co co pro:per mod v prep pro:obj conj pro:per mod v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
206,I'm not gonna talk back to her .,pro:sub neg part v adv prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
207,I'm not gonna talk back to her .,pro:sub neg part v adv prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
208,and I'm not gonna bitch at her because there's just no point .,coord pro:sub neg part v prep pro:obj conj pro:exist adv qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
209,so I go to her //.,co pro:sub v prep pro:obj +//.,ENG ENG ENG ENG ENG,0
210,I looked at her .,pro:sub v prep pro:obj .,ENG ENG ENG ENG,0
211,"yo le dije ""/.","pro:sub pro:ind v +""/.",ENG ENG ENG,0
212,no sé eh no sé Selena esto me lo dio /.,adv v co adv v n:prop pro:dem pro:obj pro:obj v +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
213,Selena .,n:prop .,ENG,0
214,all these mosquitoes !,qn det:dem n !,ENG ENG ENG,0
215,esto me lo dio Iria .,pro:dem pro:obj pro:obj v n:prop .,ENG ENG ENG ENG ENG,0
216,y ella me lo pasó para ti .,coord pro:sub pro:obj pro:obj v prep pro:prep .,ENG ENG ENG ENG ENG ENG ENG,0
217,entonces ella lo cogió .,adv pro:sub pro:obj v .,ENG ENG ENG ENG,0
218,like she got it from my hand .,conj pro:sub v pro:per prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
219,and she goes .,coord pro:sub v .,ENG ENG ENG,0
220,she put it to the completely to the side .,pro:sub v pro:per prep det:art adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
221,"and she goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
222,bueno I'm not gonna stop when .,L2 pro:sub neg part n pro:rel .,ESP ENG ENG ENG ENG ENG,1
223,.,None,,0
224,bueno I'm not gonna stop what I'm doing right now to solve this .,L2 pro:sub neg part v pro:int pro:sub part adv adv inf v det:dem .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
225,so this is gonna be later on whenever I have a chance .,adv pro:dem aux part cop adv adv pro:rel pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
226,"y yo le dije "".","coord pro:sub pro:ind v +"".",ENG ENG ENG ENG,0
227,no no no sin apuro Selena .,adv adv adv prep v n:prop .,ENG ENG ENG ENG ENG ENG,0
228,tú haz eso mañana por la mañana .,pro:sub imp pro:dem adv prep det:art adv .,ENG ENG ENG ENG ENG ENG ENG,0
229,when you are más calmada whenever you want .,conj pro:per cop L2 L2 pro:rel pro:per v .,ENG ENG ENG ESP ESP ENG ENG ENG,1
230,you're good already .,pro:per adj adv .,ENG ENG ENG,0
231,yeah .,co .,ENG,0
232,and then I gave her the other eight patients .,coord adv:tem pro:sub v pro:obj det:art qn det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
233,and then I go to her .,coord adv:tem pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
234,"and then she goes ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
235,ah .,co .,ENG,0
236,mal trabajo .,adv v .,ENG ENG,0
237,no no no no no pero yo no entiendo .,adv adv adv adv adv conj pro:sub adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
238,and I'm like //.,coord pro:sub prep +//.,ENG ENG ENG,0
239,like I looked at her .,conj pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG,0
240,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
241,Selena si tú quieres se lo das a Pedro .,n:prop conj pro:sub v pro:refl pro:obj v aprep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
242,you know her assistant .,pro:per v det:poss adj .,ENG ENG ENG ENG,0
243,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
244,se lo puede dar a Pedro .,pro:refl pro:obj v inf aprep n:prop .,ENG ENG ENG ENG ENG ENG,0
245,y que él te lo filee .,coord pro:rel pro:sub pro:obj pro:obj L2 .,ENG ENG ENG ENG ENG ESP,1
246,and then she just turned around .,coord adv:tem pro:sub adv part adv .,ENG ENG ENG ENG ENG ENG,0
247,"and she goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
248,here Pedro véame esto .,L2 n:prop n pro:dem .,ESP ENG ENG ENG,1
249,ay .,co .,ENG,0
250,y él dijo .,coord pro:sub v .,ENG ENG ENG,0
251,"entonces le dijo así Selena ""/.","adv pro:ind v adv n:prop +""/.",ENG ENG ENG ENG ENG,0
252,yo te lo hago ahora .,pro:sub pro:obj pro:obj v adv .,ENG ENG ENG ENG ENG,0
253,or I'll do it for you first thing in the morning .,coord pro:sub v pro:per prep pro:per adv n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
254,you know to put it to the side .,pro:per v inf v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
255,mhm .,co .,ENG,0
256,so it was funny because that's the way Selena reacted .,co pro:per cop adj conj pro:rel det:art n n:prop v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
257,but then I went to Clara .,conj adv:tem pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
258,Clara had her own stack .,n:prop v det:poss adj n .,ENG ENG ENG ENG ENG,0
259,and Clara had one patient with one problem .,coord n:prop v det:num n prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
260,and I go up to her .,coord pro:sub v adv prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
261,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
262,Clara estos eran los pacientes tuyos ?,n:prop det:dem cop det:art n pro:pos ?,ENG ENG ENG ENG ENG ENG,0
263,y éste de adelante tiene algún problema .,coord pro:dem prep adv v det:indef n .,ENG ENG ENG ENG ENG ENG ENG,0
264,"and she is like ""/.","coord pro:sub cop co +""/.",ENG ENG ENG ENG,0
265,a ver ya lo leyó ?,aprep inf adv pro:obj v ?,ENG ENG ENG ENG ENG,0
266,"she goes ""/.","pro:sub v +""/.",ENG ENG,0
267,ah okay eso es facilito .,co co pro:dem cop adj .,ENG ENG ENG ENG ENG,0
268,like she handled it with such patience .,conj pro:sub v pro:per prep qn n .,ENG ENG ENG ENG ENG ENG ENG,0
269,the thing is //.,det:art n cop +//.,ENG ENG ENG,0
270,I think she saw me ...,pro:sub v pro:sub v pro:obj +...,ENG ENG ENG ENG ENG,0
271,she saw the situation with Selena .,pro:sub v det:art n prep n:prop .,ENG ENG ENG ENG ENG ENG,0
272,she saw how Selena had reacted to it .,pro:sub n pro:rel n:prop aux part prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
273,so I think Clara is being smart in the sense of like I'm not gonna be a bitch .,co pro:sub v n:prop cop aux v prep det:art n prep co pro:sub neg part cop det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
274,I'm not gonna talk bad .,pro:sub neg part v adj .,ENG ENG ENG ENG ENG,0
275,of course .,prep n .,ENG ENG,0
276,and not even that .,coord neg v pro:dem .,ENG ENG ENG ENG,0
277,I'm not gonna handle .,pro:sub neg part v .,ENG ENG ENG ENG,0
278,I'm not gonna look .,pro:sub neg part v .,ENG ENG ENG ENG,0
279,I'm not gonna look .,pro:sub neg part v .,ENG ENG ENG ENG,0
280,or like I'm gonna handle the job with ease .,coord co pro:sub part v det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
281,do you get me ?,mod pro:per v pro:obj ?,ENG ENG ENG ENG,0
282,so she looks at me .,co pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG,0
283,"and she goes ""/.","coord pro:sub v +""/.",ENG ENG ENG,0
284,hay uno solamente .,v pro:dem adv .,ENG ENG ENG,0
285,qué bueno qué bueno qué bueno .,pro:int co pro:int co pro:int co .,ENG ENG ENG ENG ENG ENG,0
286,and she like clapped her hand .,coord pro:sub co v det:poss n .,ENG ENG ENG ENG ENG ENG,0
287,"and then she goes ""/.","coord adv:tem pro:sub v +""/.",ENG ENG ENG ENG,0
