,sentence,pos,language,switch
66,and she wants you to like feel bad for her .,coord pro:sub v pro:per inf v v adj prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
67,"because she's like ""/.","conj pro:sub prep +""/.",ENG ENG ENG,0
68,I don't feel good .,pro:sub mod v adj .,ENG ENG ENG ENG,0
69,.,None,,0
70,.,None,,0
71,but I was like tell her .,conj pro:sub cop prep v pro:obj .,ENG ENG ENG ENG ENG ENG,0
72,.,None,,0
73,like yesterday /.,conj adv:tem +/.,ENG ENG,0
74,how how are your brothers ?,pro:int pro:rel cop det:poss n ?,ENG ENG ENG ENG ENG,0
75,that's what I was about to tell you .,pro:dem pro:int pro:sub cop adv inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
76,Almí's a Almí's a snitch .,adj det:art adj det:art v .,ENG ENG ENG ENG ENG,0
77,yesterday he wanted to use my computer .,adv:tem pro:sub v inf v det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
78,but like I get really moody .,conj conj pro:sub v adv adj .,ENG ENG ENG ENG ENG ENG,0
79,like when I get home and like I'm tired .,co conj pro:sub v adv coord co pro:sub part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
80,and like all I wanna do is be on my computer .,coord co pro:indef pro:sub v v cop cop prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
81,like whether I'm playing Snood or on Facebook or like googling random stuff .,co conj pro:sub part n:prop coord prep n:prop coord co part adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
82,uhuh .,co .,ENG,0
83,so /.,co +/.,ENG,0
84,Snood .,n:prop .,ENG,0
85,so he comes in .,co pro:sub v adv .,ENG ENG ENG ENG,0
86,and he's like //.,coord pro:sub prep +//.,ENG ENG ENG,0
87,they love to like use my computer .,pro:sub v prep co v det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
88,.,None,,0
89,mind you we have another computer in the house .,v pro:per pro:sub v qn n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
90,but my computer is the only one that's hooked up to a printer .,conj det:poss n cop det:art qn det:num pro:rel part adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
91,"so he's like ""/.","co pro:sub prep +""/.",ENG ENG ENG,0
92,oh I gotta print something out .,co pro:sub mod v pro:indef adv .,ENG ENG ENG ENG ENG ENG,0
93,he doesn't have to print out anything .,pro:sub mod v inf v adv pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
94,.,None,,0
95,he wants to go check Sports_net like ...,pro:sub v inf v n n:prop prep +...,ENG ENG ENG ENG ENG ENG ENG,0
96,yeah .,co .,ENG,0
97,you know what I mean ?,pro:per v pro:int pro:sub v ?,ENG ENG ENG ENG ENG,0
98,like it's a fantasy football .,conj pro:per det:art n n .,ENG ENG ENG ENG ENG,0
99,and so whatever I locked the door so that he can't come in my room .,coord adv pro:int pro:sub v det:art n adv comp pro:sub mod v adv det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
100,because he loves to come in there .,conj pro:sub v inf v prep n .,ENG ENG ENG ENG ENG ENG ENG,0
101,and then he's like snitching on me .,coord adv:tem pro:sub v part prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
102,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
103,mom she won't let me use the computer .,n pro:sub mod v pro:obj v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
104,and I have to do something for school .,coord pro:sub v inf v pro:indef prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
105,so there comes my mom with her patch on her eye .,adv adv v det:poss n prep det:poss n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
106,.,None,,0
107,feel bad for them oh oh pobrecito .,v adj prep pro:obj co co L2 .,ENG ENG ENG ENG ENG ENG ESP,1
108,.,None,,0
109,they love your brothers ?,pro:sub v det:poss n ?,ENG ENG ENG ENG,0
110,who my mom ?,pro:rel det:poss n ?,ENG ENG ENG,0
111,yeah .,co .,ENG,0
112,no my mom kind of forgets they exist .,qn det:poss n n prep v pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
113,they're always at my grandma's house .,pro:sub adv prep det:poss grand#adj n .,ENG ENG ENG ENG ENG ENG,0
114,.,None,,0
115,yeah they don't live with us so .,co pro:sub mod v prep pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG,0
116,why ?,pro:rel ?,ENG,0
117,.,None,,0
118,yeah they're always at abuela's house .,co pro:sub adv prep L2 n .,ENG ENG ENG ENG ESP ENG,1
119,?,None,,0
120,yeah .,co .,ENG,0
121,like they don't really like my house .,conj pro:sub mod adv co det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
122,so who lives at your house ?,adv pro:rel v prep det:poss n ?,ENG ENG ENG ENG ENG ENG,0
123,you your mom and Larry ?,pro:per det:poss n coord n:prop ?,ENG ENG ENG ENG ENG,0
124,no !,co !,ENG,0
125,me my mom Larry which is my step dad Larry's brother who came from Cuba with his girlfriend who //.,pro:obj det:poss n n:prop pro:rel cop co n n adj n pro:rel v prep n:prop prep det:poss n pro:rel +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
126,his mistress who she's had for thirteen years .,det:poss n pro:rel pro:sub part prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
127,yeah .,co .,ENG,0
128,is this the story you told to miss Smith ?,cop pro:dem det:art n pro:per v prep n n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
129,no this is a true story .,qn pro:dem cop det:art n n .,ENG ENG ENG ENG ENG ENG,0
130,.,None,,0
131,this isn't even /.,pro:dem cop adv +/.,ENG ENG ENG,0
132,this is like new people .,pro:dem cop co adj n .,ENG ENG ENG ENG ENG,0
133,.,None,,0
134,this is like new people that I didn't even know existed .,pro:dem cop co adj n pro:rel pro:sub mod adv v part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
135,this is one of like Larry's //.,pro:dem cop pro:indef prep co adj +//.,ENG ENG ENG ENG ENG ENG,0
136,remember I told you Larry has like five brothers .,v pro:sub v pro:per n:prop aux co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
137,uhuh .,co .,ENG,0
138,this is one of his five brothers .,pro:dem cop pro:indef prep det:poss det:num n .,ENG ENG ENG ENG ENG ENG ENG,0
139,with his mistress .,prep det:poss n .,ENG ENG ENG,0
140,with his mistress .,prep det:poss n .,ENG ENG ENG,0
141,he left his wife and his two kids in Cuba .,pro:sub v det:poss n coord det:poss det:num n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
142,.,None,,0
143,and they're both living at my house .,coord pro:sub qn part prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
144,and then on top of everything Larry's dad is living at my house .,coord adv:tem adv n prep pro:indef adj n aux part prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
145,because he just got separated from his girlfriend .,conj pro:sub adv v v prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
146,like here in Miami when he came from Cuba he started hanging out with this lady .,conj adv prep n:prop conj pro:sub v prep n:prop pro:sub v part adv prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
147,then her son came from Cuba .,adv:tem det:poss n v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
148,and then he's the one who's forming problems between Larry's and the girlfriend .,coord adv:tem pro:sub det:art det:num pro:rel part n prep adj coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
149,so Larry's dad got fed up and moved out .,adv adj n aux part adv coord v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
150,but now he's not even home half the time .,conj adv pro:sub neg adj n n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
151,because he's still with her .,conj pro:sub adv prep pro:obj .,ENG ENG ENG ENG ENG,0
152,but now they're in a dating stage .,conj adv pro:sub prep det:art n:gerund n .,ENG ENG ENG ENG ENG ENG ENG,0
153,ah .,co .,ENG,0
154,you know what I mean ?,pro:per v pro:int pro:sub v ?,ENG ENG ENG ENG ENG,0
155,they're in a dating .,pro:sub prep det:art n:gerund .,ENG ENG ENG ENG,0
156,.,None,,0
157,they're getting to know each other .,pro:sub part inf v qn qn .,ENG ENG ENG ENG ENG ENG,0
158,they're getting to know each other .,pro:sub part inf v qn qn .,ENG ENG ENG ENG ENG ENG,0
159,and then that's how it is .,coord adv:tem pro:dem pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG,0
160,it's ridiculous .,pro:per adj .,ENG ENG,0
161,so your house is crazy .,co det:poss n cop adj .,ENG ENG ENG ENG ENG,0
162,oh my house is /.,co det:poss n cop +/.,ENG ENG ENG ENG,0
163,how many bedrooms do you have ?,pro:int qn n v pro:per v ?,ENG ENG ENG ENG ENG ENG,0
164,I have three .,pro:sub v det:num .,ENG ENG ENG,0
165,which is my mom's that was split down the middle because it used to be two .,pro:rel cop det:poss adj pro:dem cop n prep det:art adj conj pro:per v inf cop det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
166,mine .,pro:poss .,ENG,0
167,and then like the garage which is like a big room .,coord adv:tem conj det:art n pro:rel cop co det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
168,but they like they remade everything .,conj pro:sub v pro:sub re#v pro:indef .,ENG ENG ENG ENG ENG ENG,0
169,oh yeah no no no .,co co co co co .,ENG ENG ENG ENG ENG,0
170,my brothers don't sleep in the same room because they can't stand each other breathing .,det:poss n mod v prep det:art adj n conj pro:sub mod v qn qn n:gerund .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
171,mhm .,co .,ENG,0
172,they both breathe too loud .,pro:sub post v adv adj .,ENG ENG ENG ENG ENG,0
173,that's what they say .,pro:dem pro:int pro:sub v .,ENG ENG ENG ENG,0
174,they breathe too loud .,pro:sub v adv adj .,ENG ENG ENG ENG,0
175,so we have one brother who sleeps in there .,co pro:sub v det:num n pro:rel v prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
176,oh and they don't even have furniture .,co coord pro:sub mod adv v n .,ENG ENG ENG ENG ENG ENG ENG,0
177,because since we redid that entire room we were gonna redo furniture .,conj conj pro:sub re#v det:dem adj n pro:sub aux part re#v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
178,like give them furniture .,co v pro:obj n .,ENG ENG ENG ENG,0
179,but then now they decided to put back up the wall in my mom's room so one of them can have that one .,conj adv:tem adv pro:sub v inf v adj adv det:art n prep det:poss adj n adv det:num prep pro:obj mod aux det:dem pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
180,and the other one can have the other one .,coord det:art qn pro:indef mod v det:art qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,and the other one can have the other one .,coord det:art qn pro:indef mod v det:art qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
182,and then I have another room that Larry has like his work stuff in there .,coord adv:tem pro:sub v qn n pro:rel n:prop aux prep det:poss n n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
183,and then ...,coord adv:tem +...,ENG ENG,0
184,like whatever .,prep pro:int .,ENG ENG,0
185,so we didn't never get them finished thinking that we were gonna put up a wall .,co pro:sub mod adv v pro:obj v part comp pro:sub aux part part prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
186,but we never put up the wall .,conj pro:sub adv v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
187,so now Oliver sleeps on a mattress in the garage .,co adv n:prop v prep det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
188,sleeps on a mattress in my mom's room with my mom and Larry .,v prep det:art n prep det:poss adj n prep det:poss n coord n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
189,Ana and Lexi sleep on another mattress in like where the t_v room .,n:prop coord n:prop n prep qn n adv prep pro:int det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
190,and Paco which is Larry's dad sleeps on a .,coord n:prop pro:rel cop adj n n prep det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
191,.,None,,0
192,.,None,,0
193,on a cot .,prep det:art n .,ENG ENG ENG,0
194,on a cot outside like in the sala .,prep det:art n adv prep prep det:art L2 .,ENG ENG ENG ENG ENG ENG ENG ESP,1
195,outside ?,adv ?,ENG,0
196,not outside .,neg adv .,ENG ENG,0
197,like outside in like the formal sala you know that like it's only for show .,prep adv prep prep det:art adj L2 pro:per v adv conj pro:per adv prep n .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
198,like you're not allowed to sit in it .,conj pro:per neg part inf v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
199,you know what I'm talking about .,pro:per v pro:int pro:sub part adv .,ENG ENG ENG ENG ENG ENG,0
200,.,None,,0
201,yeah .,co .,ENG,0
202,it's like furniture that like it's like fifty years old .,pro:per co n pro:rel conj pro:per co det:num n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
203,nobody can sit on it .,pro:indef mod v prep pro:per .,ENG ENG ENG ENG ENG,0
204,can I ask you something ?,mod pro:sub v pro:per pro:indef ?,ENG ENG ENG ENG ENG,0
205,in your oven //.,prep det:poss n +//.,ENG ENG ENG,0
206,this is super random .,pro:dem cop adj n .,ENG ENG ENG ENG,0
207,do you keep pots in your oven ?,mod pro:per v n prep det:poss n ?,ENG ENG ENG ENG ENG ENG ENG,0
208,yes !,co !,ENG,0
209,full of like oil .,adj prep co n .,ENG ENG ENG ENG,0
210,that's super Cuban .,pro:dem adj n:prop .,ENG ENG ENG,0
211,full of aceite .,adj prep L2 .,ENG ENG ESP,1
212,everyone I've asked today no one does that .,pro:indef pro:sub part adv:tem qn pro:indef mod pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
213,oh my god my mom loves /.,co det:poss n det:poss n n +/.,ENG ENG ENG ENG ENG ENG,0
214,that is super Cuban .,pro:dem cop adj n:prop .,ENG ENG ENG ENG,0
215,my mom fries stuff and then she puts it in the oven .,det:poss n v n coord adv:tem pro:sub v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
216,like she doesn't let the /.,conj pro:sub mod v det:art +/.,ENG ENG ENG ENG ENG,0
217,that's very Cuban .,pro:rel adv n:prop .,ENG ENG ENG,0
218,she doesn't even let the the oil like ...,pro:sub mod adv v det:art det:art n prep +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
219,to cool cool .,inf v adj .,ENG ENG ENG,0
220,cool .,adj .,ENG,0
221,she just puts it in the oven .,pro:sub adv v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
222,that's very Cuban .,pro:rel adv n:prop .,ENG ENG ENG,0
223,like for me to bake a cake I have to take out like twenty pots .,co prep pro:obj inf v det:art n pro:sub v inf v adv co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
224,.,None,,0
225,no and /.,co coord +/.,ENG ENG,0
226,the top of my horno's like like topped like stacked .,det:art n prep det:poss L2 co co part co v .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
227,"I'm like ""/.","pro:sub prep +""/.",ENG ENG,0
228,mom this is /.,n pro:dem cop +/.,ENG ENG ENG,0
229,no but not only that you also have pans in like the pans like what you cook on in there .,co conj neg adv pro:rel pro:per adv v n prep prep det:art n prep pro:int pro:per v adv prep adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
230,yeah .,co .,ENG,0
231,you do have it in there ?,pro:per v v pro:per prep n ?,ENG ENG ENG ENG ENG ENG,0
232,so you have to take out like twenty things .,co pro:per v inf v adv co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
233,yes .,co .,ENG,0
234,okay .,co .,ENG,0
235,and then finally get the one you want .,coord adv:tem adv v det:art pro:indef pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
236,"everyone's like ""/.","adj prep +""/.",ENG ENG,0
237,no .,co .,ENG,0
238,that's a very Cuban thing .,pro:dem det:art adv n:prop n .,ENG ENG ENG ENG ENG,0
239,and then after you have to wait for everything to cool or if you're gonna be able to put everything back in again .,coord adv:tem conj pro:per v inf v prep pro:indef inf adj coord comp pro:per part cop adj inf v pro:indef adj adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
240,yes .,co .,ENG,0
241,so you have that .,co pro:per v pro:dem .,ENG ENG ENG ENG,0
242,I have that .,pro:sub v pro:dem .,ENG ENG ENG,0
243,and at my grandma's house too .,coord prep det:poss grand#adj n adv .,ENG ENG ENG ENG ENG ENG,0
244,a lot of people don't do that .,det:art n prep n mod v pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
245,.,None,,0
246,it's very Cuban .,pro:per adv n:prop .,ENG ENG ENG,0
247,it's very Cuban .,pro:per adv n:prop .,ENG ENG ENG,0
248,no that's like do you cook with Mazola ?,co pro:dem conj v pro:per v prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
249,yeah .,co .,ENG,0
250,.,None,,0
251,come on .,v adv .,ENG ENG,0
252,people use like olive oil .,n v co adj n .,ENG ENG ENG ENG ENG,0
253,no no no .,co co co .,ENG ENG ENG,0
254,Mazola .,n:prop .,ENG,0
255,we use Mazola .,pro:sub v n:prop .,ENG ENG ENG,0
256,or that yellow powder that you put in like ...,coord adv n n comp pro:per v adv prep +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
257,my family puts it on everything on like chicken soup everything .,det:poss n v pro:per prep pro:indef prep co n n pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
258,and it has like a hen on it .,coord pro:per aux prep det:art n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
259,oh yeah it's chicken broth .,co co pro:per n n .,ENG ENG ENG ENG ENG,0
260,but like powdered chicken broth ?,conj co v n n ?,ENG ENG ENG ENG ENG,0
261,yeah it's like a little cube .,co pro:per conj det:art adj n .,ENG ENG ENG ENG ENG ENG,0
262,yeah .,co .,ENG,0
263,yeah little //.,co adj +//.,ENG ENG,0
264,it's /.,pro:per +/.,ENG,0
265,it's a good flavor .,pro:per det:art adj n .,ENG ENG ENG ENG,0
266,yeah .,co .,ENG,0
267,like chicken flavor .,co n n .,ENG ENG ENG,0
268,that's very Cuban too .,pro:rel adv n:prop post .,ENG ENG ENG ENG,0
269,my mom loves it .,det:poss n v pro:per .,ENG ENG ENG ENG,0
270,"she always tells me ""/.","pro:sub adv v pro:obj +""/.",ENG ENG ENG ENG,0
271,los cubitos de pollo .,det:art n prep n .,ENG ENG ENG ENG,0
272,yeah .,co .,ENG,0
273,but it's chicken broth .,conj pro:per n n .,ENG ENG ENG ENG,0
274,that's funny .,pro:dem adj .,ENG ENG,0
275,and how's everything with your mom ?,coord pro:rel pro:indef prep det:poss n ?,ENG ENG ENG ENG ENG ENG,0
276,she's good .,pro:sub adj .,ENG ENG,0
277,.,None,,0
278,how's your mom ?,pro:int det:poss n ?,ENG ENG ENG,0
279,she's there .,pro:sub adv .,ENG ENG,0
280,how's your brother ?,pro:int det:poss n ?,ENG ENG ENG,0
281,bratty .,adj .,ENG,0
282,.,None,,0
283,bratty .,adj .,ENG,0
284,brattier than .,adj prep .,ENG ENG,0
285,what school does he go to ?,pro:int n mod pro:sub v prep ?,ENG ENG ENG ENG ENG ENG,0
286,Westwood_christian .,n:prop .,ENG,0
287,oh .,co .,ENG,0
288,how come he didn't go to like Columbus ?,pro:int v pro:sub mod v inf v n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
289,.,None,,0
290,he went for a year .,pro:sub v prep det:art n .,ENG ENG ENG ENG ENG,0
291,but then he didn't want to .,conj adv:tem pro:sub mod v prep .,ENG ENG ENG ENG ENG ENG,0
292,he didn't like ?,pro:sub mod co ?,ENG ENG ENG,0
293,and then when we started going to this church like all his friends went to Westwood .,coord adv:tem conj pro:sub v part prep det:dem n prep qn det:poss n v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
294,so then he wanted to go to Westwood .,adv adv:tem pro:sub v inf v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
295,you go to church ?,pro:per v prep n ?,ENG ENG ENG ENG,0
296,every Sunday ?,qn n:prop ?,ENG ENG,0
297,mhm .,co .,ENG,0
