,sentence,pos,language,switch
56,I know I need to find /.,pro:sub v pro:sub v inf v +/.,ENG ENG ENG ENG ENG ENG,0
57,el real homepático ah medicina homeopática .,L2 L2 L2 co L2 L2 .,ESP ESP ESP ENG ESP ESP,1
58,es que yo lo /.,cop pro:rel pro:sub pro:obj +/.,ENG ENG ENG ENG,0
59,ajá .,co .,ENG,0
60,el doctor te mira .,det:art n pro:obj v .,ENG ENG ENG ENG,0
61,y te analiza el tipo de sangre y otras características .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
62,mhm .,co .,ENG,0
63,sí yo tengo que /.,co pro:sub v pro:rel +/.,ENG ENG ENG ENG,0
64,y de acuerdo con tu peso tu tipo de sangre tu personalidad y otras cosas .,coord prep v prep det:pos v det:pos n prep imp det:pos n coord det:indef v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
65,yo no he hecho eso .,pro:sub adv aux part pro:dem .,ENG ENG ENG ENG ENG,0
66,yeah yeah yeah yeah yeah .,co co co co co .,ENG ENG ENG ENG ENG,0
67,that's the thing .,pro:dem det:art n .,ENG ENG ENG,0
68,I've been /.,pro:sub cop +/.,ENG ENG,0
69,that's what I think .,pro:dem pro:int pro:sub v .,ENG ENG ENG ENG,0
70,I've been /.,pro:sub cop +/.,ENG ENG,0
71,this might be even more effective if a real homeopathic doctor like .,pro:dem mod cop adj adv adj comp det:art adj adj n prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
72,es que no he tenido receta .,cop pro:rel adv aux part v .,ENG ENG ENG ENG ENG ENG,0
73,this is all prescribed .,pro:dem aux adv part .,ENG ENG ENG ENG,0
74,I need to go to a good homeopath .,pro:sub v inf v prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
75,and the thing is that a lot of them are not covered under regular health insurance .,coord det:art n cop comp det:art n prep pro:obj aux neg part adv adj n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
76,mhm .,co .,ENG,0
77,so you have to pay the whole //.,co pro:per v inf v det:art n +//.,ENG ENG ENG ENG ENG ENG ENG,0
78,you have to pay extra .,pro:per v inf v adj .,ENG ENG ENG ENG ENG,0
79,I don't know maybe later ah in a couple of minutes we can check some books there in .,pro:sub mod v adv adv co prep det:art n prep n pro:sub mod v qn n adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
80,yeah yes this is also good .,co co pro:dem cop adv adj .,ENG ENG ENG ENG ENG ENG,0
81,I was going to say Starbucks eh Barnes_and_Noble because //.,pro:sub aux part inf v n:prop co n:prop conj +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
82,I'm also /.,pro:sub adv +/.,ENG ENG,0
83,.,None,,0
84,there's always ways that you can help yourself .,pro:exist adv n pro:rel pro:per mod v pro:refl .,ENG ENG ENG ENG ENG ENG ENG ENG,0
85,that's why I also have that .,pro:dem pro:int pro:sub adv v pro:dem .,ENG ENG ENG ENG ENG ENG,0
86,it's a massage oil .,pro:per det:art n n .,ENG ENG ENG ENG,0
87,I put it on my womb en el vientre por aquí y por detrás .,pro:sub v pro:per prep det:poss n L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
88,así que eso me calma también .,adv pro:rel pro:dem pro:obj v adv .,ENG ENG ENG ENG ENG ENG,0
89,y qué tiene eso ?,coord pro:int v pro:dem ?,ENG ENG ENG ENG,0
90,esto tiene eh el coconut oil .,L2 L2 co L2 n n .,ESP ESP ENG ESP ENG ENG,1
91,eso es coconut oil .,L2 L2 n n .,ESP ESP ENG ENG,1
92,so you have your kit .,co pro:per v det:poss n .,ENG ENG ENG ENG ENG,0
93,ah yo tengo mi kit .,co L2 L2 L2 n .,ENG ESP ESP ESP ENG,1
94,tú tienes .,pro:sub v .,ENG ENG,0
95,sí sí .,co co .,ENG ENG,0
96,grape seed oil lavanda eh este eh aceite de trigo .,n n n L2 co L2 co L2 L2 L2 .,ENG ENG ENG ESP ENG ESP ENG ESP ESP ESP,1
97,like herbs and natural components whatever .,prep n coord adj n pro:int .,ENG ENG ENG ENG ENG ENG,0
98,sí eh sí sí sí .,L2 co L2 L2 L2 .,ESP ENG ESP ESP ESP,1
99,eh eh bueno te voy a decir lo que es el lo de aromaterapia .,co co L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
100,yes .,co .,ENG,0
101,it might help .,pro:per mod n .,ENG ENG ENG,0
102,but the good stuff is that it's never going to do anything like wrong to you like it's not going to affect you negatively .,conj det:art adj n cop adv pro:per adv part inf v pro:indef prep adj prep pro:per v pro:per neg part inf v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
103,no exactamente .,adv adv:adj .,ENG ENG,0
104,that's why I like it .,pro:dem pro:int pro:sub v pro:per .,ENG ENG ENG ENG ENG,0
105,and there might be a good effect .,coord adv mod cop det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
106,lavender /.,adj +/.,ENG,0
107,there's lavender que eso es lavanda .,pro:exist n L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP,1
108,y este cómo es ...,coord imp pro:int cop +...,ENG ENG ENG ENG,0
109,Clary sage es salvia .,n:prop n L2 L2 .,ENG ENG ESP ESP,1
110,sage es salvia .,n L2 L2 .,ENG ESP ESP,1
111,eh ...,co +...,ENG,0
112,ah sí yo no sabía .,co L2 L2 L2 L2 .,ENG ESP ESP ESP ESP,1
113,eh sí .,co L2 .,ENG ESP,1
114,salvia .,n .,ENG,0
115,este los otros aceites son aceites de tú sabes para que sean masajes para que se dilutan .,det:dem det:art pro:indef n cop n v pro:sub v prep pro:rel cop n prep pro:rel pro:refl L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
116,so they dilute .,co pro:sub v .,ENG ENG ENG,0
117,diluyan .,imp .,ENG,0
118,para que se diluyan .,prep pro:rel pro:refl v .,ENG ENG ENG ENG,0
119,y también este ...,coord adv det:dem +...,ENG ENG ENG,0
120,so by the way /.,adv prep det:art n +/.,ENG ENG ENG ENG,0
121,sí porque eso es bien concentrado .,co conj pro:dem cop adv part .,ENG ENG ENG ENG ENG ENG,0
122,sometimes you get words in English .,adv pro:per v n prep n:prop .,ENG ENG ENG ENG ENG ENG,0
123,and you force them to look like Spanish .,coord pro:per v pro:obj inf v conj n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
124,yeah exactly .,co adv .,ENG ENG,0
125,yeah .,co .,ENG,0
126,.,None,,0
127,y jazmín .,coord n .,ENG ENG,0
128,sometimes you can guess that .,adv pro:per mod v pro:dem .,ENG ENG ENG ENG ENG,0
129,and sometimes you can make it like //.,coord adv pro:per mod v pro:per conj +//.,ENG ENG ENG ENG ENG ENG ENG,0
130,but dilute it's how do you say ?,conj adj pro:per pro:int mod pro:per v ?,ENG ENG ENG ENG ENG ENG ENG,0
131,no sé .,adv v .,ENG ENG,0
132,diluir .,inf .,ENG,0
133,?,None,,0
134,eh no eh I know .,co L2 co pro:sub v .,ENG ESP ENG ENG ENG,1
135,it's diluyan sí sí .,pro:per L2 L2 L2 .,ENG ESP ESP ESP,1
136,diluir .,inf .,ENG,0
137,diluir diluir exactamente .,inf inf adv:adj .,ENG ENG ENG,0
138,I don't know .,pro:sub mod v .,ENG ENG ENG,0
139,it's good that you're doing this stuff .,pro:per adj adv pro:per part det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
140,and you have your things to take care of yourself .,coord pro:per v det:poss n inf v n prep pro:refl .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
141,it's good .,pro:per adj .,ENG ENG,0
142,it's good .,pro:per adj .,ENG ENG,0
143,but still what I was telling you is that we can check a couple of books and maybe ah like self help something .,conj adv pro:int pro:sub aux part pro:per cop comp pro:sub mod v det:art n prep n coord adv co co n n pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
144,and I actually need to check some books for myself .,coord pro:sub adv v inf v qn n prep pro:refl .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
145,and I have woman's Dong_Quai tonic .,coord pro:sub v n n:prop n .,ENG ENG ENG ENG ENG ENG,0
146,esto tiene cinnamon que es canela orange_peel que eso es eh la cáscara de naranja //.,pro:dem v L2 pro:rel cop n L2 pro:rel pro:dem cop co det:art n prep adj +//.,ENG ENG ESP ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
147,eh ginebra .,co L2 .,ENG ESP,1
148,no ginebra ginger .,adv n L2 .,ENG ENG ESP,1
149,ginger que ginger es ?,n L2 n L2 ?,ENG ESP ENG ESP,1
150,ginger ?,n ?,ENG,0
151,ginger .,n .,ENG,0
152,la con la galleta .,det:art prep det:art n .,ENG ENG ENG ENG,0
153,ajonjolí ?,n ?,ENG,0
154,no no no .,adv adv adv .,ENG ENG ENG,0
155,ginebra no es ginebra eh .,n adv cop n co .,ENG ENG ENG ENG ENG,0
156,eh eh ...,co co +...,ENG ENG,0
157,coño .,co .,ENG,0
158,ginger ?,n ?,ENG,0
159,ginger .,n .,ENG,0
160,Ginger_Snaps ginger cookies .,n:prop n n .,ENG ENG ENG,0
161,ginger ginger ginger .,n n n .,ENG ENG ENG,0
162,how do you call those ah seeds that ah buns have when you are having a hamburger .,pro:int mod pro:per v det:dem co n pro:rel co n v conj pro:per aux part det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
163,no no no it's sesame .,co co co pro:per n .,ENG ENG ENG ENG ENG,0
164,and they have those /.,coord pro:sub v pro:dem +/.,ENG ENG ENG ENG,0
165,eso es sesame .,pro:dem cop L2 .,ENG ENG ESP,1
166,oh yeah .,co co .,ENG ENG,0
167,ginger .,n .,ENG,0
168,ginger jengibre ?,n L2 ?,ENG ESP,1
169,coño !,co !,ENG,0
170,eso mismo .,L2 L2 .,ESP ESP,0
171,but it's not for cooking ?,conj pro:per neg prep n:gerund ?,ENG ENG ENG ENG ENG,0
172,it's like a little bitter ?,pro:per conj det:art adj adj ?,ENG ENG ENG ENG ENG,0
173,no .,L2 .,ESP,0
174,no sí porque eh sí sí sí .,adv co conj co co co co .,ENG ENG ENG ENG ENG ENG ENG,0
175,like strong .,prep adj .,ENG ENG,0
176,so ginger es jengibre .,co n L2 L2 .,ENG ENG ESP ESP,1
177,jengibre sí jengibre sí .,n co n co .,ENG ENG ENG ENG,0
178,este ...,det:dem +...,ENG,0
179,eh fennel .,co n .,ENG ENG,0
180,no sé qué es fennel este .,adv v pro:int cop L2 imp .,ENG ENG ENG ENG ESP ENG,1
181,esto tiene eh eh manzanilla .,pro:dem v co co n .,ENG ENG ENG ENG ENG,0
182,eh dandelion .,co n .,ENG ENG,0
183,eh no sé cómo se dice .,co adv v pro:int pro:refl v .,ENG ENG ENG ENG ENG ENG,0
184,and how long //.,coord pro:int adv +//.,ENG ENG ENG,0
185,how long are your eh periods ?,pro:int adj aux det:poss co n ?,ENG ENG ENG ENG ENG ENG,0
186,este /.,det:dem +/.,ENG,0
187,for how long ?,prep pro:int adv ?,ENG ENG ENG,0
188,three days five six ?,det:num n det:num det:num ?,ENG ENG ENG ENG,0
189,no siete .,adv det:num .,ENG ENG,0
190,fuck !,v !,ENG,0
191,yo sangro por siete días .,pro:sub v prep det:num n .,ENG ENG ENG ENG ENG,0
192,!,None,,0
193,no y por eso le dije hoy /.,adv coord prep pro:dem pro:ind v adv +/.,ENG ENG ENG ENG ENG ENG ENG,0
194,no puede ser de verdad ?,adv v inf prep co ?,ENG ENG ENG ENG ENG,0
195,sí .,co .,ENG,0
196,"por eso yo le dije a mami ""/.","prep pro:dem pro:sub pro:ind v aprep n +""/.",ENG ENG ENG ENG ENG ENG ENG,0
197,este like thanks for giving me you know your strong periodos .,L2 co co prep n:gerund pro:obj pro:per v det:poss adj L2 .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
198,for having inherit .,prep n:gerund v .,ENG ENG ENG,0
199,"and she is like ""/.","coord pro:sub cop co +""/.",ENG ENG ENG ENG,0
200,you're welcome .,pro:per adj .,ENG ENG,0
201,exactly .,adv .,ENG,0
202,sí eso es .,co pro:dem cop .,ENG ENG ENG,0
203,eso eso es de ...,pro:dem pro:dem cop prep +...,ENG ENG ENG ENG,0
204,oh that's a huge inconvenience !,co pro:dem det:art adj in#n !,ENG ENG ENG ENG ENG,0
205,eso es de .,pro:dem cop prep .,ENG ENG ENG,0
206,yeah I know .,co pro:sub v .,ENG ENG ENG,0
207,seven days !,det:num n !,ENG ENG,0
208,sí .,co .,ENG,0
209,no está //.,adv cop +//.,ENG ENG,0
210,lo que pasa es que los primeros como dos o tres días me siento como que .,pro:obj pro:rel v cop pro:rel pro:obj adj:num pro:rel det:num coord det:num n pro:obj v adv pro:rel .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
211,este tengo fatiga .,det:dem v v .,ENG ENG ENG,0
212,y después este estoy agitada y //.,coord adv det:dem aux part coord +//.,ENG ENG ENG ENG ENG ENG,0
213,y como que crispy y ...,L2 L2 L2 adj L2 +...,ESP ESP ESP ENG ESP,1
214,ah ...,co +...,ENG,0
215,you know what ?,pro:per v pro:int ?,ENG ENG ENG,0
216,consider all the facts of ah just been a woman .,v qn det:art n prep co adv cop det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
217,it's yeah it's a pain of fucking ass .,pro:per co pro:per det:art n prep n:gerund n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
218,.,None,,0
219,yeah like quarter of the time you have blood in yourself like you are bleeding .,co prep n prep det:art n pro:per v n prep pro:refl prep pro:per aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
220,yo .,L2 .,ESP,0
221,yes .,co .,ENG,0
222,like one week every four .,prep det:num n qn det:num .,ENG ENG ENG ENG ENG,0
223,no every //.,qn qn +//.,ENG ENG,0
224,yeah .,co .,ENG,0
225,mhm .,L2 .,ESP,0
226,so like a quarter /.,adv prep det:art n +/.,ENG ENG ENG ENG,0
227,cada mes //.,det:indef n +//.,ENG ENG,0
228,quarter of the month you are bleeding .,n prep det:art n pro:per aux part .,ENG ENG ENG ENG ENG ENG ENG,0
229,veintiocho días veintiocho días .,det:num n det:num n .,ENG ENG ENG ENG,0
230,and then you can have your own pleasure and eh have sex and whatever .,coord adv:tem pro:per mod v det:poss adj n coord co v n coord pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
231,but if you get pregnant you need to give birth through there .,conj conj pro:per v adj pro:per v inf v n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
232,yeah .,co .,ENG,0
233,.,None,,0
234,y eso se estira .,coord pro:dem pro:refl v .,ENG ENG ENG ENG,0
235,and it's painful .,coord pro:per adj .,ENG ENG ENG,0
236,y eso se estira .,coord pro:dem pro:refl v .,ENG ENG ENG ENG,0
237,no se estira no .,adv pro:refl v adv .,ENG ENG ENG ENG,0
238,yo no estoy de acuerdo con eso .,pro:sub adv cop imp v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
239,I don't like like natural birth .,pro:sub mod v prep adj n .,ENG ENG ENG ENG ENG ENG,0
240,for me natural birth it's just unnatural .,prep pro:obj adj n pro:per adj un#adj .,ENG ENG ENG ENG ENG ENG ENG,0
241,you think it's barbaric .,pro:per v pro:per adj .,ENG ENG ENG ENG,0
242,yeah it is .,co pro:per cop .,ENG ENG ENG,0
243,it was another way for God to punish people .,pro:per cop qn n prep n:prop inf v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
244,women once again .,n adv adv .,ENG ENG ENG,0
245,yeah yeah yo pensaba mira /.,co co L2 L2 L2 +/.,ENG ENG ESP ESP ESP,1
246,sí yo alguna vez me caso y le pido a mi esposa que por favor no tenga un parto natural porque eso es mucho dolor y mucha sangre .,co pro:sub det:indef n pro:obj v coord pro:ind v aprep det:pos n pro:rel prep n adv v det:art v adj conj pro:dem cop adv n coord det:indef v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
247,no .,adv .,ENG,0
248,no no no pero eso es lo mejor porque la cesárea /.,adv adv adv conj pro:dem cop pro:obj adj conj det:art n +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
249,it is not going to //.,pro:per aux neg part inf +//.,ENG ENG ENG ENG ENG,0
250,la cesárea es peor .,det:art n cop adv .,ENG ENG ENG ENG,0
251,no I know that I //.,co pro:sub v comp pro:sub +//.,ENG ENG ENG ENG ENG,0
252,but the person will be able to keep the same shape and the muscle tone and everything .,conj det:art n mod cop adj inf v det:art adj n coord det:art n n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
253,carajo carajo you're thinking about oh I don't want my wife to have stretch out her tight pussy .,L2 L2 pro:per part adv co pro:sub mod v det:poss n inf v n prep det:poss adj n .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
254,yeah .,co .,ENG,0
255,I am thinking that .,pro:sub aux part comp .,ENG ENG ENG ENG,0
256,well /.,co +/.,ENG,0
257,why would I want it that way like eh I don't know it's so uncomfortable .,pro:int mod pro:sub v pro:per det:dem n co co pro:sub mod v pro:per adv un#adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
258,pero es no es peor James porque //.,L2 L2 L2 L2 L2 n:prop L2 +//.,ESP ESP ESP ESP ESP ENG ESP,1
259,tú te imaginas .,pro:sub pro:obj v .,ENG ENG ENG,0
260,la persona se recupera más rápido con un parto natural .,det:art n pro:refl v adv adj prep det:art v adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
261,no .,adv .,ENG,0
262,exactamente yeah .,L2 co .,ESP ENG,1
263,adelgaza más rápido .,v adv adj .,ENG ENG ENG,0
264,sí .,co .,ENG,0
265,es mejor en muchos sentidos .,cop adj prep det:indef part .,ENG ENG ENG ENG ENG,0
266,sí .,co .,ENG,0
267,pero la destruye por allá .,conj pro:obj v prep adv .,ENG ENG ENG ENG ENG,0
268,pero para /.,conj v +/.,ENG ENG,0
269,it's going must likely the person is going to be like loose .,pro:per part mod adv det:art n aux part inf cop prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
270,and that's why you do Kegel muscles .,coord pro:dem pro:int pro:per v n:prop v .,ENG ENG ENG ENG ENG ENG ENG,0
271,oh not enough .,co neg adv .,ENG ENG ENG,0
272,I wouldn't say that it's enough //.,pro:sub mod v adv pro:per adv +//.,ENG ENG ENG ENG ENG ENG,0
273,I don't know .,pro:sub mod v .,ENG ENG ENG,0
274,I don't like that .,pro:sub mod v pro:dem .,ENG ENG ENG ENG,0
275,ah you know that I have blood phobia .,co pro:per v comp pro:sub v n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
276,did you know that ?,mod pro:per v pro:dem ?,ENG ENG ENG ENG,0
277,what ?,pro:int ?,ENG,0
278,no no sabía no sabía .,adv adv v adv v .,ENG ENG ENG ENG ENG,0
279,blood phobia .,n n .,ENG ENG,0
280,in Spanish is hematofobia .,prep n:prop cop L2 .,ENG ENG ENG ESP,1
281,sí que no te gusta ver sangre .,co pro:rel adv pro:obj v inf v .,ENG ENG ENG ENG ENG ENG ENG,0
282,ah who likes to see blood ?,co pro:rel v inf v n ?,ENG ENG ENG ENG ENG ENG,0
283,a mí tampoco .,aprep pro:prep adv .,ENG ENG ENG,0
284,no one .,qn pro:indef .,ENG ENG,0
285,a mí tampoco .,aprep pro:prep adv .,ENG ENG ENG,0
286,but I could faint .,conj pro:sub mod v .,ENG ENG ENG ENG,0
287,no ah coño tú eres como mi papá .,L2 co L2 L2 L2 L2 L2 L2 .,ESP ENG ESP ESP ESP ESP ESP ESP,1
288,you're just like my dad .,pro:per adv prep det:poss n .,ENG ENG ENG ENG ENG,0
289,I'm becoming stronger .,pro:sub part adj .,ENG ENG ENG,0
290,but ah like ten years ago //.,conj co co det:num n post +//.,ENG ENG ENG ENG ENG ENG,0
291,no .,co .,ENG,0
292,my dad was just the same .,det:poss n cop adv det:art adj .,ENG ENG ENG ENG ENG ENG,0
293,if I happens to see like running blood or something like that I feel disgust and I feel weak and I //.,conj pro:sub v inf v co part n coord pro:indef co adv pro:sub v n coord pro:sub v adj coord pro:sub +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
294,ajá .,co .,ENG,0
295,it's like my type kryptonite .,pro:per co det:poss n n .,ENG ENG ENG ENG ENG,0
296,that's the point about freaking where I always /.,pro:dem det:art n prep n:gerund pro:rel pro:sub adv +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
297,sí kryptonite .,L2 n .,ESP ENG,1
298,kryptonite yeah .,n co .,ENG ENG,0
299,no mi papá era igual .,adv det:pos n cop co .,ENG ENG ENG ENG ENG,0
300,.,None,,0
301,mi papá eh se las tuvo que aguantar para estar en el parto mío .,det:pos n co pro:refl pro:obj v pro:rel inf prep inf prep det:art v pro:pos .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
302,so it's not just about a loose vagina .,adv pro:per neg adv prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
303,it's about blood too .,pro:per prep n adv .,ENG ENG ENG ENG,0
304,I do not like when I don't know people is bleeding .,pro:sub mod neg v conj pro:sub mod v n aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
