,sentence,pos,language,switch
24,I know they adapted .,pro:sub v pro:sub v .,ENG ENG ENG ENG,0
25,adaptaron a la vida de ellos .,v prepart det:art n prep pro:sub .,ENG ENG ENG ENG ENG ENG,0
26,yeah .,co .,ENG,0
27,I got it .,pro:sub v pro:per .,ENG ENG ENG,0
28,I wanna see it I wanna see it .,pro:sub v v pro:per pro:sub v co pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
29,have you seen the first one ?,v pro:per part det:art adj pro:indef ?,ENG ENG ENG ENG ENG ENG,0
30,the one that came on the movie theater .,det:art pro:indef pro:rel v prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
31,the movie yeah yeah .,det:art n co co .,ENG ENG ENG ENG,0
32,I wanna buy it .,pro:sub v v pro:per .,ENG ENG ENG ENG,0
33,the special edition is the one that comes with the .,det:art adj n cop det:art pro:indef pro:rel v prep det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
34,yeah .,co .,ENG,0
35,it's like twenty twenty something bucks .,pro:per co det:num det:num pro:indef n .,ENG ENG ENG ENG ENG ENG,0
36,I wanna see it .,pro:sub v v pro:per .,ENG ENG ENG ENG,0
37,so yeah .,co co .,ENG ENG,0
38,and .,coord .,ENG,0
39,and in the book .,coord prep det:art n .,ENG ENG ENG ENG,0
40,hm .,co .,ENG,0
41,he drink the pills .,pro:sub v det:art n .,ENG ENG ENG ENG,0
42,ah it's like like you know .,co pro:per conj prep pro:per v .,ENG ENG ENG ENG ENG ENG,0
43,como que te enfocan que se fue como que se va yendo así you_know .,adv pro:rel pro:obj v pro:rel pro:refl v adv pro:rel pro:refl co part adv L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
44,but in the book there is a girl that betrayed him .,conj prep det:art n pro:exist cop det:art n pro:rel v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
45,que se hace pasar por humano .,pro:rel pro:refl v inf prep n .,ENG ENG ENG ENG ENG ENG,0
46,y no es humano .,coord adv cop n .,ENG ENG ENG ENG,0
47,es de los demás tipos .,cop prep det:art adj n .,ENG ENG ENG ENG ENG,0
48,oh really ?,co adv ?,ENG ENG,0
49,yeah .,co .,ENG,0
50,oh but .,co conj .,ENG ENG,0
51,that's the cool part that they don't show you in the movie .,pro:dem det:art adj adj comp pro:sub mod v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
52,yeah but they can't do that in the movie .,co conj pro:sub mod v pro:dem prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
53,why ?,pro:rel ?,ENG,0
54,because they look like zombies .,conj pro:sub v co n .,ENG ENG ENG ENG ENG,0
55,yeah .,co .,ENG,0
56,and the other people look like normal people .,coord det:art qn n v conj adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
57,so like there's no way .,co co pro:exist qn n .,ENG ENG ENG ENG ENG,0
58,que ella se puede pasar como humano si se parece como un zombie .,pro:rel pro:sub pro:refl v inf adv adj conj pro:refl v adv det:art L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
59,pero ella se estaba curando en la película ella se estaba curando .,conj pro:sub pro:refl aux part prep det:art n pro:sub pro:refl aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
60,remember he had that girl on the bed ?,v pro:sub v det:dem n prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
61,that one se estaba curando .,det:dem pro:indef L2 L2 L2 .,ENG ENG ESP ESP ESP,1
62,on the second ending they show you like the girl is like healthing .,prep det:art n n pro:sub v pro:per v det:art n cop co part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
63,cuando se la va a entregar le da un shot y se convierte de nuevo .,conj pro:refl pro:obj v prepart inf pro:ind v det:art L2 coord pro:refl v prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG,1
64,dude you saw that the girl was breathing like like a lot .,n pro:per v comp det:art n aux part conj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
65,yeah .,co .,ENG,0
66,ella después en el final estaba como más pasiva .,pro:sub adv prep det:art n cop adv adv adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
67,y el tipo le da un shot de otra no sé qué de las que tenía él .,coord det:art n pro:ind v det:art L2 prep qn adv v pro:int prep pro:obj pro:rel v pro:sub .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
68,y se pone monstruo de nuevo .,coord pro:refl v n prep adj .,ENG ENG ENG ENG ENG ENG,0
69,yeah .,co .,ENG,0
70,entonces they close the door and that's it .,L2 pro:sub v det:art n coord pro:dem pro:per .,ESP ENG ENG ENG ENG ENG ENG ENG,1
71,damn .,n .,ENG,0
72,but .,conj .,ENG,0
73,I wanna see it .,pro:sub v v pro:per .,ENG ENG ENG ENG,0
74,look at that over there .,v prep det:dem prep n .,ENG ENG ENG ENG ENG,0
75,yeah .,co .,ENG,0
76,oh my god bro .,co det:poss n n .,ENG ENG ENG ENG,0
77,so none none none of the endings is like relative to the to the book .,adv pro:indef pro:indef pro:indef prep det:art n cop co adj prep det:art prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
78,right //.,co +//.,ENG,0
79,yeah I heard that there's different versions of the movie and the book //.,co pro:sub v comp pro:exist adj n prep det:art n coord det:art n +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
80,there's a old movie like I_Am_Legend is a remake .,pro:exist det:art adj n v n:prop cop det:art re#v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
81,yeah it's like they got like three movies .,co pro:per conj pro:sub v co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
82,yeah .,co .,ENG,0
83,but I don't know why they can't do the movie by the book .,conj pro:sub mod v pro:int pro:sub mod v det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
84,they already got the book .,pro:sub adv v det:art n .,ENG ENG ENG ENG ENG,0
85,sometimes they gotta change stuff you know .,adv:tem pro:sub mod v v pro:per v .,ENG ENG ENG ENG ENG ENG ENG,0
86,sometimes it can't all be the same .,adv:tem pro:per mod adv cop det:art adj .,ENG ENG ENG ENG ENG ENG ENG,0
87,ah .,co .,ENG,0
88,so you have to work at twelve ?,co pro:per aux inf v prep det:num ?,ENG ENG ENG ENG ENG ENG ENG,0
89,yeah .,co .,ENG,0
90,damn why so early ?,n pro:rel adv adj ?,ENG ENG ENG ENG,0
91,because because they got a lot of clothes in .,conj conj pro:sub v det:art n prep n:pt adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
92,twelve till what ?,det:num n pro:int ?,ENG ENG ENG,0
93,till six my .,v det:num co .,ENG ENG ENG,0
94,ah .,co .,ENG,0
95,I start like at twelve I'm working with .,pro:sub v prep prep det:num pro:sub part prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
96,so you're doing more hours ?,adv pro:per part qn n ?,ENG ENG ENG ENG ENG,0
97,yeah but just for today .,co conj adv prep adv:tem .,ENG ENG ENG ENG ENG,0
98,more hours for you bro .,qn n prep pro:per n .,ENG ENG ENG ENG ENG,0
99,yeah I wish they give me at twelve every day .,co pro:sub v pro:sub v pro:obj prep det:num qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
100,Tom was telling me something about this show called Qué_Pasa_U_S_A .,n:prop aux part pro:obj pro:indef prep det:dem n v n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
101,have you seen it ?,v pro:per part pro:per ?,ENG ENG ENG ENG,0
102,which one ?,pro:int pro:indef ?,ENG ENG,0
103,Qué_Pasa_U_S_A .,n:prop .,ENG,0
104,I dunno .,pro:sub mod v,ENG ENG,0
105,bro el programa ese en el canal dos que la gente es una familia .,L2 det:art n det:dem prep det:art n det:num pro:rel det:art n cop det:art n .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
106,y hablan inglés y español .,coord v n coord n .,ENG ENG ENG ENG ENG,0
107,I have seen it .,pro:sub v part pro:per .,ENG ENG ENG ENG,0
108,you seen that show ?,pro:per part pro:dem v ?,ENG ENG ENG ENG,0
109,yeah but I wanna see more but I I don't know what channel it's in .,co conj pro:sub v co adv conj pro:sub pro:sub mod v pro:int n pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
110,es un programa viejo .,cop det:art n adj .,ENG ENG ENG ENG,0
111,ese en el .,det:dem prep det:art .,ENG ENG ENG,0
112,yeah I know .,co pro:sub v .,ENG ENG ENG,0
113,yeah .,co .,ENG,0
114,it's it's like Cubans or something like that .,pro:per pro:per conj n:prop coord pro:indef prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
115,uhhuh you Cubans .,co pro:per n:prop .,ENG ENG ENG,0
116,yeah and they speak Spanish and English .,co coord pro:sub v n:prop coord n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
117,it's in channel two ?,pro:per prep n det:num ?,ENG ENG ENG ENG,0
118,I dunno they give it like in the morning and like in the afternoon .,pro:sub mod v v pro:per v prep det:art n coord co prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
119,I'll check it out in in the online .,pro:sub v pro:per adv adv prep det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
120,yeah check it out .,co v pro:per adv .,ENG ENG ENG ENG,0
121,Qué_Pasa_U_S_A se llama ?,n:prop L2 L2 ?,ENG ESP ESP,1
122,Qué_Pasa_U_S_A ...,n:prop +...,ENG,0
123,he was telling me .,pro:sub aux part pro:obj .,ENG ENG ENG ENG,0
124,que quiere grabar el programa ese .,pro:rel v inf det:art n det:dem .,ENG ENG ENG ENG ENG ENG,0
125,who this guy ?,pro:int det:dem n ?,ENG ENG ENG,0
126,yeah .,co .,ENG,0
127,he talk in Spanish ?,pro:sub n prep n:prop ?,ENG ENG ENG ENG,0
128,a little bit he does .,det:art adj n pro:sub v .,ENG ENG ENG ENG ENG,0
129,oh yeah ?,co co ?,ENG ENG,0
130,yeah .,co .,ENG,0
131,have you seen the Heroes yet ?,v pro:per part det:art n:prop adv:tem ?,ENG ENG ENG ENG ENG ENG,0
132,I'm gonna see it today .,pro:sub part v pro:per adv:tem .,ENG ENG ENG ENG ENG,0
133,when I go home now I'm gonna go see like two episodes .,conj pro:sub v adv adv:tem pro:sub part v co co det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
134,yeah ?,co ?,ENG,0
135,how was it ?,pro:int cop pro:per ?,ENG ENG ENG,0
136,and the chapter nine bro it's awesome .,coord det:art n det:num n pro:per adj .,ENG ENG ENG ENG ENG ENG ENG,0
137,you saw it ?,pro:per v pro:per ?,ENG ENG ENG,0
138,yeah .,co .,ENG,0
139,you saw it last night ?,pro:per v pro:per adj n ?,ENG ENG ENG ENG ENG,0
140,no no I just got stuck on the chapter nine .,co co pro:sub adj v v prep det:art n det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
141,oh .,co .,ENG,0
142,I gotta see ten and eleven but ...,pro:sub mod v det:num coord det:num conj +...,ENG ENG ENG ENG ENG ENG ENG,0
143,eleven is the last one .,det:num cop det:art adj pro:indef .,ENG ENG ENG ENG ENG,0
144,I don't know that's why because in the eleven is when they got the the strike thing .,pro:sub mod v pro:dem pro:int conj prep det:art det:num aux conj pro:sub v det:art det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
145,strikes writer ?,n n ?,ENG ENG,0
146,yeah I I think that it just ended like right there like it ended because of the strike .,co pro:sub pro:sub v comp pro:per adv part co adv n prep pro:per v conj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
147,and now like they're gonna start it again /.,coord adv:tem conj pro:sub part v pro:per adv:tem +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
148,they yeah that's what I'm thinking but there is /.,pro:sub co pro:dem pro:int pro:sub part conj pro:exist cop +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
149,sorry .,co .,ENG,0
150,like seven pictures you know the seven pictures that they found ?,co det:num n pro:per v det:art det:num n comp pro:sub v ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
151,and they just got like four of them right four of them .,coord pro:sub adv v co det:num prep pro:obj adv det:num prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
152,what do you mean pictures ?,pro:int mod pro:per adj n ?,ENG ENG ENG ENG ENG,0
153,don't .,mod .,ENG,0
154,Isaac Méndez the painter .,n:prop n:prop det:art n .,ENG ENG ENG ENG,0
155,nah oh yeah yeah .,co co co co .,ENG ENG ENG ENG,0
156,él pintó seven pictures antes de morirse .,pro:sub v L2 L2 adv prep inf .,ENG ENG ESP ESP ENG ENG ENG,1
157,okay .,co .,ENG,0
158,and they found the pictures .,coord pro:sub v det:art n .,ENG ENG ENG ENG ENG,0
159,one of the pictures is is the guy of the Claire .,det:num prep det:art n cop cop det:art n prep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
160,you saw that part ?,pro:per v comp n ?,ENG ENG ENG ENG,0
161,the guy of the what ?,det:art n prep det:art pro:int ?,ENG ENG ENG ENG ENG,0
162,that he's like .,comp pro:sub prep .,ENG ENG ENG,0
163,ah como muerto que se ve como muerto con un tiro en el glass .,co adv part pro:rel pro:refl co adv part prep det:art n prep det:art L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
164,oh yeah yeah yeah .,co co co co .,ENG ENG ENG ENG,0
165,that's the one .,pro:dem det:art pro:indef .,ENG ENG ENG,0
166,the other one is the /.,det:art qn pro:indef cop det:art +/.,ENG ENG ENG ENG ENG,0
167,damn I don't like that one .,n pro:sub mod v det:dem pro:indef .,ENG ENG ENG ENG ENG ENG,0
168,which one ?,pro:int pro:indef ?,ENG ENG,0
169,I don't want him to die .,pro:sub mod v pro:obj inf v .,ENG ENG ENG ENG ENG ENG,0
170,no they gonna show you at the end of the chapter nine you gonna see .,co pro:sub part v pro:per prep det:art n prep det:art n det:num pro:per part co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
171,damn it can happen bro .,v pro:per mod v n .,ENG ENG ENG ENG ENG,0
172,damn I gotta see it bro .,n pro:sub mod v pro:per n .,ENG ENG ENG ENG ENG ENG,0
173,you gotta see it because it happens something that you see you see something that /.,pro:per mod v pro:per conj pro:per v pro:indef pro:rel pro:per v pro:per v pro:indef pro:rel +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
174,you wanna tell me but don't don't don't tell me .,pro:per v v pro:obj conj mod mod mod v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
175,I wanna tell you but I don't wanna tell you .,pro:sub v v pro:per conj pro:sub mod v v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
176,yeah yeah don't tell me don't tell me .,co co mod v pro:obj mod v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
177,you gonna see something that they can do with their abilities I mean with with that special ability .,pro:per part v pro:indef pro:rel pro:sub mod v prep det:poss n pro:sub v prep prep det:dem adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
178,that they can put it to another peoples .,comp pro:sub mod v pro:per prep qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
179,you know you're gonna see what happens in the chapter nine .,pro:per v pro:per part v pro:int v adv det:art n det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
180,that then you're gonna say what the fuck happened here .,pro:dem adv:tem pro:per part v pro:int det:art v part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
181,wow .,co .,ENG,0
182,I dunno bro .,pro:sub mod v .,ENG ENG ENG,0
183,I used to come to this movie theater so much .,pro:sub v inf v prep det:dem n n adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
184,huh ?,co ?,ENG,0
185,is this the movies you come to ?,cop det:dem det:art n pro:per v prep ?,ENG ENG ENG ENG ENG ENG ENG,0
186,no the Dolphin I go to the Dolphin .,qn det:art n:prop pro:sub v prep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
187,because this one close like earlier .,conj det:dem pro:indef adj prep adv .,ENG ENG ENG ENG ENG ENG,0
188,yeah it close earlier //.,co pro:per v adv +//.,ENG ENG ENG ENG,0
189,it open /.,pro:per v +/.,ENG ENG,0
190,that one is shorter ?,det:dem pro:indef cop adj ?,ENG ENG ENG ENG,0
191,shorter yeah .,adj co .,ENG ENG,0
192,yeah I want //.,co pro:sub v +//.,ENG ENG ENG,0
193,actually I saw /.,adv pro:sub v +/.,ENG ENG ENG,0
194,that's the one I wanna see .,pro:dem det:art pro:indef pro:sub v co .,ENG ENG ENG ENG ENG ENG,0
195,I saw the yesterday .,pro:sub v det:art n .,ENG ENG ENG ENG,0
196,mhm .,co .,ENG,0
197,oh it's awesome bro .,co pro:per adj n .,ENG ENG ENG ENG,0
198,yeah I wanna see it .,co pro:sub v v pro:per .,ENG ENG ENG ENG ENG,0
199,it looks like he works .,pro:per v conj pro:sub v .,ENG ENG ENG ENG ENG,0
200,this guy I remember the face .,det:dem n pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG,0
201,but it looks like one Spanish guy working on the movie .,conj pro:per v prep det:num n:prop n part prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
202,you know who's in that movie ?,pro:per v pro:rel prep det:dem n ?,ENG ENG ENG ENG ENG ENG,0
203,Ando you know Ando ?,n:prop pro:per v n:prop ?,ENG ENG ENG ENG,0
204,oh yeah .,co co .,ENG ENG,0
205,Ando from Heroes .,n:prop prep n:prop .,ENG ENG ENG,0
206,I thought that was a Spanish guy but it was Ando the one that I saw .,pro:sub n comp cop det:art n:prop n conj pro:per cop n:prop det:art pro:indef pro:rel pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
207,yeah .,co .,ENG,0
208,I saw it but it //.,pro:sub v pro:per conj pro:per +//.,ENG ENG ENG ENG ENG,0
209,you know like el perfil ?,pro:per v co L2 L2 ?,ENG ENG ENG ESP ESP,1
210,yeah .,co .,ENG,0
211,"y dije ""/.","coord v +""/.",ENG ENG,0
212,that's Ando !,pro:dem n:prop !,ENG ENG,0
213,.,None,,0
214,but they didn't put it again so you know I was like that isn't Ando then .,conj pro:sub mod v pro:per adv:tem conj pro:per v pro:sub cop prep pro:dem cop n:prop adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
215,yeah .,co .,ENG,0
216,él es modelo creo .,pro:sub cop n v .,ENG ENG ENG ENG,0
217,really ?,adv ?,ENG,0
218,yeah .,co .,ENG,0
219,go to go to Wikipedia la enciclopedia online .,v inf v prep n:prop L2 L2 adj .,ENG ENG ENG ENG ENG ESP ESP ENG,1
220,yeah Wikipedia .,co n:prop .,ENG ENG,0
221,y pon el profile there .,coord imp det:art L2 L2 .,ENG ENG ENG ESP ESP,1
222,sale él sale Micah .,v pro:sub v n:prop .,ENG ENG ENG ENG,0
223,Micah ?,n:prop ?,ENG,0
224,el chamaquito .,det:art n .,ENG ENG,0
225,oh yeah yeah .,co co co .,ENG ENG ENG,0
226,sale DL .,v n:prop .,ENG ENG,0
227,sale //.,imp +//.,ENG,0
228,quién más sale ?,pro:int adv v ?,ENG ENG ENG,0
229,sale Nathan .,v n:prop .,ENG ENG,0
230,Nathan ?,n:prop ?,ENG,0
231,Nathan Per //.,n:prop n:prop +//.,ENG ENG,0
232,yeah Nathan Petrelli .,co n:prop n:prop .,ENG ENG ENG,0
233,sale Peter también .,v n:prop adv .,ENG ENG ENG,0
234,sale el tipo este el hindú .,v det:art n cop det:art n .,ENG ENG ENG ENG ENG ENG,0
235,they're all models ?,pro:sub adv n ?,ENG ENG ENG,0
236,no .,adv .,ENG,0
237,oh .,co .,ENG,0
238,that guy Ando .,det:dem n n:prop .,ENG ENG ENG,0
239,eh el hindú no me acuerdo qué era es él es from Chicago .,co det:art n adv pro:obj v pro:int cop cop pro:sub cop L2 n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG,1
240,Suresh ?,n:prop ?,ENG,0
241,Suresh yeah .,n:prop co .,ENG ENG,0
242,Mohinder .,n:prop .,ENG,0
243,and you're gonna see what happened with Suresh too .,coord pro:per part v pro:int v prep n:prop post .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
244,yeah you're gonna say that it can't happen I don't know how he's changed you know .,co pro:per part v comp pro:per mod v pro:sub mod v pro:int pro:sub part pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
245,damn .,n .,ENG,0
246,what point he's changed ?,det:int n pro:sub part ?,ENG ENG ENG ENG,0
247,the cheerleader pisses me off bro .,det:art n v pro:obj prep n .,ENG ENG ENG ENG ENG ENG,0
248,yeah .,co .,ENG,0
249,she pisses me off .,pro:sub v pro:obj adv .,ENG ENG ENG ENG,0
250,siempre está en los mismos esa .,adv cop prep det:art adj det:dem .,ENG ENG ENG ENG ENG ENG,0
251,yeah everything is the same I wanna help people I wanna help people I wanna help people whee get out .,co pro:indef cop det:art adj pro:sub v v n pro:sub v v n pro:sub v v n co v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
252,yeah exactly .,co adv .,ENG ENG,0
253,I don't wanna .,pro:sub mod v .,ENG ENG ENG,0
254,yeah .,co .,ENG,0
255,yeah .,co .,ENG,0
256,and you saw her boyfriend ?,coord pro:per v det:poss n ?,ENG ENG ENG ENG ENG,0
257,yeah he's pissing me off even more !,co pro:sub part pro:obj adv adv adv !,ENG ENG ENG ENG ENG ENG ENG,0
258,.,None,,0
259,stupid Superman guy .,adj n:prop n .,ENG ENG ENG,0
260,thinks he's Superman and shit .,v pro:sub n:prop coord n .,ENG ENG ENG ENG ENG,0
261,yeah I can fly you can heal I can fly you can heal that's it .,co pro:sub mod v pro:per mod v pro:sub mod v pro:per mod v pro:dem pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
262,yeah .,co .,ENG,0
263,bro the only the interesting part that they do was when this girl the cheerleader this girl ?,n det:art qn det:art adj adj comp pro:sub v cop conj det:dem n det:art n det:dem n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
264,oh yeah yeah .,co co co .,ENG ENG ENG,0
265,you saw that part .,pro:per v comp n .,ENG ENG ENG ENG,0
266,que él la deja caer y ella se cae y .,pro:rel pro:sub pro:obj v inf coord pro:sub pro:refl v coord .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
267,did you see that part ?,mod pro:per v comp n ?,ENG ENG ENG ENG ENG,0
268,oh when they were on the mountain ?,co conj pro:sub cop prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG,0
269,wait what part was that ?,v pro:int n cop pro:dem ?,ENG ENG ENG ENG ENG,0
270,no no no no hay una parte que la pesada la cheerleader pesada está tomando ...,adv adv adv adv v det:art n pro:rel det:art part det:art L2 part aux part +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG,1
271,you didn't see that part ?,pro:per mod v det:dem n ?,ENG ENG ENG ENG ENG,0
272,well is that episode six or seven ?,co cop comp n det:num coord det:num ?,ENG ENG ENG ENG ENG ENG ENG,0
273,I don't really remember .,pro:sub mod adv v .,ENG ENG ENG ENG,0
274,six seven or eight ?,det:num det:num coord det:num ?,ENG ENG ENG ENG,0
275,because I haven't seen six I'm gonna see six today .,conj pro:sub aux part det:num pro:sub part v det:num adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
276,hay una parte que ella está tomando .,v det:art n prep pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG,0
277,y ellos quieren como asustarla como algo un escarmiento .,coord pro:sub v pro:rel inf adv pro:indef det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
278,y entonces ellos planean algo .,coord adv pro:sub v pro:indef .,ENG ENG ENG ENG ENG,0
279,y él se pone una máscara .,coord pro:sub pro:refl v det:art n .,ENG ENG ENG ENG ENG ENG,0
280,y él la sube .,coord pro:sub pro:obj v .,ENG ENG ENG ENG,0
