,sentence,pos,language,switch
30,I would love to go on a cruise .,pro:sub mod v inf v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
31,did you see the itinerary ?,mod pro:per v det:art n ?,ENG ENG ENG ENG ENG,0
32,the schedule thing ?,det:art n n ?,ENG ENG ENG,0
33,no I just saw Mexico .,co pro:sub adv v n:prop .,ENG ENG ENG ENG ENG,0
34,yeah .,co .,ENG,0
35,.,None,,0
36,"I'm like ""/.","pro:sub prep +""/.",ENG ENG,0
37,what all right fine .,pro:int qn n adv .,ENG ENG ENG ENG,0
38,Cozumel .,n:prop .,ENG,0
39,it's gonna be a lot of fun .,pro:per part cop det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
40,you think it's expensive over there ?,pro:per v pro:per adj prep n ?,ENG ENG ENG ENG ENG ENG,0
41,no I've been there .,co pro:sub cop adv .,ENG ENG ENG ENG,0
42,I told you I've been there .,pro:sub v pro:per pro:sub cop adv .,ENG ENG ENG ENG ENG ENG,0
43,it's Cozumel .,pro:per n:prop .,ENG ENG,0
44,Jamaica .,n:prop .,ENG,0
45,and it's what's the other one ?,coord pro:per pro:int det:art qn pro:indef ?,ENG ENG ENG ENG ENG ENG,0
46,the Caiman islands I think .,det:art n:prop n pro:sub v .,ENG ENG ENG ENG ENG,0
47,.,None,,0
48,and we go to Caiman island ?,coord pro:sub v prep n:prop n ?,ENG ENG ENG ENG ENG ENG,0
49,I think so .,pro:sub v co .,ENG ENG ENG,0
50,I'm gonna do it .,pro:sub part v pro:per .,ENG ENG ENG ENG,0
51,you should .,pro:per mod .,ENG ENG,0
52,it's a lot of fun .,pro:per det:art n prep n .,ENG ENG ENG ENG ENG,0
53,I've been to all of them .,pro:sub cop inf adv prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
54,we're getting our income tax money .,pro:sub part det:poss n n n .,ENG ENG ENG ENG ENG ENG,0
55,didn't we already get our income tax ?,mod pro:sub adv v det:poss n n ?,ENG ENG ENG ENG ENG ENG ENG,0
56,no .,co .,ENG,0
57,remember because of the recession .,v conj prep det:art n .,ENG ENG ENG ENG ENG,0
58,.,None,,0
59,how can you forget about that yo ?,pro:int mod pro:per v adv pro:rel co ?,ENG ENG ENG ENG ENG ENG ENG,0
60,oh my god .,co det:poss n .,ENG ENG ENG,0
61,how can you forget about that ?,pro:int mod pro:per v prep pro:dem ?,ENG ENG ENG ENG ENG ENG,0
62,I already have plans with that money yo .,pro:sub adv v n prep det:dem n co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
63,oh shit .,co n .,ENG ENG,0
64,I already have plans with that money .,pro:sub adv v n prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
65,all right ?,post co ?,ENG ENG,0
66,that's it .,pro:dem pro:per .,ENG ENG,0
67,that's it .,pro:dem pro:per .,ENG ENG,0
68,all you have to do is give two hundred and fifty dollars down .,post pro:per v inf v cop v det:num det:num coord det:num n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
69,mhm .,co .,ENG,0
70,and then that's it .,coord adv:tem pro:dem pro:per .,ENG ENG ENG ENG,0
71,shit .,n .,ENG,0
72,yeah .,co .,ENG,0
73,I already have plans for that money .,pro:sub adv v n prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
74,forget that .,v pro:dem .,ENG ENG,0
75,oh my god .,co det:poss n .,ENG ENG ENG,0
76,.,None,,0
77,oh my god I totally forgot about that .,co det:poss n pro:sub adv v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
78,I don't know how could you forget about such an important thing .,pro:sub mod v pro:int mod pro:per v prep qn det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
79,I know .,pro:sub v .,ENG ENG,0
80,I know .,pro:sub v .,ENG ENG,0
81,I know .,pro:sub v .,ENG ENG,0
82,oh definitely for sure .,co adv prep adj .,ENG ENG ENG ENG,0
83,so it's eight days .,adv pro:per det:num n .,ENG ENG ENG ENG,0
84,.,None,,0
85,the other cruise was much better .,det:art qn n cop qn adj .,ENG ENG ENG ENG ENG ENG,0
86,iba a San_Juan Puerto_Rico .,v aprep n:prop n:prop .,ENG ENG ENG ENG,0
87,oh I would have loved to go to Puerto_Rico .,co pro:sub mod aux part inf v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
88,Saint_Tomas .,n:prop .,ENG,0
89,Turks and Caicos .,n:prop coord n:prop .,ENG ENG ENG,0
90,and some other island .,coord qn qn n .,ENG ENG ENG ENG,0
91,but because it's John's birthday cruise .,conj conj pro:per adj n n .,ENG ENG ENG ENG ENG ENG,0
92,.,None,,0
93,but it'll be fine .,conj pro:per cop adj .,ENG ENG ENG ENG,0
94,ay .,co .,ENG,0
95,but we're gonna have so much fun .,conj pro:sub part v adv qn n .,ENG ENG ENG ENG ENG ENG ENG,0
96,I can't wait .,pro:sub mod v .,ENG ENG ENG,0
97,me too .,pro:obj adv .,ENG ENG,0
98,lo vamos a pasar tan bien .,pro:obj v aprep inf adv adv .,ENG ENG ENG ENG ENG ENG,0
99,right .,co .,ENG,0
100,a .,det:art .,ENG,0
101,.,None,,0
102,it's gonna be fun .,pro:per part cop n .,ENG ENG ENG ENG,0
103,we're gonna have a really really good time .,pro:sub part v det:art adv adv adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
104,a really really good time .,det:art adv adv adj n .,ENG ENG ENG ENG ENG,0
105,and I've never done it before .,coord pro:sub adv part pro:per adv .,ENG ENG ENG ENG ENG ENG,0
106,I mean I've been on cruises .,pro:sub v pro:sub cop prep n .,ENG ENG ENG ENG ENG ENG,0
107,but like you know those one day cruise where they take you out .,conj prep pro:per v det:dem qn n n pro:rel pro:sub v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
108,yeah .,co .,ENG,0
109,and then come back in .,coord adv:tem v adj adv .,ENG ENG ENG ENG ENG,0
110,you know there's one that /.,pro:per v pro:exist pro:indef pro:rel +/.,ENG ENG ENG ENG ENG,0
111,I told you .,pro:sub v pro:per .,ENG ENG ENG,0
112,it's twenty bucks .,pro:per det:num n .,ENG ENG ENG,0
113,if you go on a Friday /.,conj pro:per v prep det:art n:prop +/.,ENG ENG ENG ENG ENG ENG,0
114,oh yeah yeah .,co co co .,ENG ENG ENG,0
115,you have all la información ?,pro:per v qn L2 L2 ?,ENG ENG ENG ESP ESP,1
116,I think so .,pro:sub v co .,ENG ENG ENG,0
117,I don't know .,pro:sub mod v .,ENG ENG ENG,0
118,can you //.,mod pro:per +//.,ENG ENG,0
119,forward it to you ?,adv pro:per prep pro:per ?,ENG ENG ENG ENG,0
120,.,None,,0
121,yeah I don't know how to say in Spanish .,co pro:sub mod v pro:int inf v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
122,can you send it to me .,mod pro:per v pro:per prep pro:obj .,ENG ENG ENG ENG ENG ENG,0
123,anything happened at work today ?,pro:indef v prep n adv:tem ?,ENG ENG ENG ENG ENG,0
124,oh my god .,co det:poss n .,ENG ENG ENG,0
125,that's scary .,pro:dem adj .,ENG ENG,0
126,anything happened at work today ?,pro:indef v prep n adv:tem ?,ENG ENG ENG ENG ENG,0
127,.,None,,0
128,I didn't work today .,pro:sub mod v adv:tem .,ENG ENG ENG ENG,0
129,I just sat there .,pro:sub adv part adv .,ENG ENG ENG ENG,0
130,no I did a whole bunch of stuff .,co pro:sub v det:art adj n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
131,comiendo mierda .,ger n .,ENG ENG,0
132,no I did like a bunch of stuff .,co pro:sub v prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
133,I did all my trabajo .,pro:sub v qn det:poss L2 .,ENG ENG ENG ENG ESP,1
134,I didn't .,pro:sub mod .,ENG ENG,0
135,pick .,v .,ENG,0
136,.,None,,0
137,"I said ""/.","pro:sub v +""/.",ENG ENG,0
138,that's good .,pro:dem adj .,ENG ENG,0
139,that's how you do it .,pro:dem pro:int pro:per v pro:per .,ENG ENG ENG ENG ENG,0
140,así mismo .,adv adj .,ENG ENG,0
141,she needs yeah .,pro:sub v co .,ENG ENG ENG,0
142,she needs to that desk .,pro:sub v prep det:dem n .,ENG ENG ENG ENG ENG,0
143,okay mhm .,co co .,ENG ENG,0
144,tan reguero .,adv n .,ENG ENG,0
145,son un desorden .,cop det:art n .,ENG ENG ENG,0
146,you walk in .,pro:per v adv .,ENG ENG ENG,0
147,"and then you're like ""/.","coord adv:tem pro:per prep +""/.",ENG ENG ENG ENG,0
148,god !,co !,ENG,0
149,.,None,,0
150,we have .,pro:sub v .,ENG ENG,0
151,so .,co .,ENG,0
152,my sis is gonna go to the club to night .,det:poss n aux part v prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
153,I know you told me .,pro:sub v pro:per v pro:obj .,ENG ENG ENG ENG ENG,0
154,there is no way I'm telling her not to go .,pro:exist cop qn n pro:sub part det:poss neg inf v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
155,she will kick my ass .,pro:sub mod v det:poss n .,ENG ENG ENG ENG ENG,0
156,I can't believe it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
157,that's so funny .,pro:dem adv adj .,ENG ENG ENG,0
158,uhuh .,co .,ENG,0
159,does she's like //.,mod pro:sub prep +//.,ENG ENG ENG,0
160,does she wear heels ?,mod pro:sub v n ?,ENG ENG ENG ENG,0
161,no no no that's one thing .,co co co pro:dem pro:indef n .,ENG ENG ENG ENG ENG ENG,0
162,she'll wear her flat .,pro:sub v det:poss adj .,ENG ENG ENG ENG,0
163,just find her a chair .,adv v pro:obj det:art n .,ENG ENG ENG ENG ENG,0
164,and she is good to go .,coord pro:sub cop adj inf v .,ENG ENG ENG ENG ENG ENG,0
165,she just wants to be out ?,pro:sub adv v inf cop adv ?,ENG ENG ENG ENG ENG ENG,0
166,I think that's what it is .,pro:sub v pro:dem pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG,0
167,she just wants to be out .,pro:sub adv v inf cop adv .,ENG ENG ENG ENG ENG ENG,0
168,I think /.,pro:sub v +/.,ENG ENG,0
169,does she work ?,mod pro:sub v ?,ENG ENG ENG,0
170,yes she works .,co pro:sub v .,ENG ENG ENG,0
171,is she working ?,cop pro:sub part ?,ENG ENG ENG,0
172,yeah .,co .,ENG,0
173,what does she work at ?,pro:int v pro:sub v prep ?,ENG ENG ENG ENG ENG,0
174,she works in security .,pro:sub v prep n .,ENG ENG ENG ENG,0
175,she sits //.,pro:sub v +//.,ENG ENG,0
176,you know the people that sit and watch the cameras ?,pro:per v det:art n pro:rel v coord v det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
177,uhuh .,co .,ENG,0
178,she sits up there .,pro:sub v prep n .,ENG ENG ENG ENG,0
179,she watches the cameras .,pro:sub v det:art n .,ENG ENG ENG ENG,0
180,she sees any abnormal behavior .,pro:sub v qn adj n .,ENG ENG ENG ENG ENG,0
181,she'll tell the guys to go follow that person .,pro:sub v det:art n inf v v comp n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
182,oh okay .,co co .,ENG ENG,0
183,it's a nice job .,pro:per det:art adj n .,ENG ENG ENG ENG,0
184,ella está bien .,pro:sub cop adv .,ENG ENG ENG,0
185,she is okay .,pro:sub cop adj .,ENG ENG ENG,0
186,okay .,co .,ENG,0
187,sí no es nada stressful .,L2 L2 L2 L2 adj .,ESP ESP ESP ESP ENG,1
188,ni ...,coord +...,ENG,0
189,uhuh .,co .,ENG,0
190,ni nada que la vuelva loca .,coord v pro:rel pro:obj v adj .,ENG ENG ENG ENG ENG ENG,0
191,"and her boss is like ""/.","coord det:poss n cop co +""/.",ENG ENG ENG ENG ENG,0
192,just sit there .,adv v adv .,ENG ENG ENG,0
193,and watch the cameras .,coord v det:art n .,ENG ENG ENG ENG,0
194,don't do anything .,mod v pro:indef .,ENG ENG ENG,0
195,we don't need you to go follow anyone .,pro:sub mod v pro:per inf v v pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
196,because at first when she started working there .,conj prep adj conj pro:sub v part adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
197,she was only like a couple on months .,pro:sub cop qn prep det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
198,they would have to go follow people also .,pro:sub mod v inf v v n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
199,.,None,,0
200,but that was part of the job .,conj pro:dem cop n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
201,"but then the boss is like ""/.","conj adv:tem det:art n cop co +""/.",ENG ENG ENG ENG ENG ENG,0
202,ahhah .,co .,ENG,0
203,well I don't want something to happen to you .,co pro:sub mod v pro:indef inf v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
204,and then I //.,coord adv:tem pro:sub +//.,ENG ENG ENG,0
205,yeah she is pregnant .,co pro:sub cop adj .,ENG ENG ENG ENG,0
206,but I feel bad .,conj pro:sub v adj .,ENG ENG ENG ENG,0
207,she can't //.,pro:sub mod +//.,ENG ENG,0
208,.,None,,0
209,you're crazy ?,pro:per adj ?,ENG ENG,0
210,you shouldn't even have a female following someone .,pro:per mod adv v det:art n part pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
211,no my sister once manhandled a girl that stealing some jeans .,qn det:poss n conj v det:art n pro:rel part qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
212,she manhandled that girl .,pro:sub v comp n .,ENG ENG ENG ENG,0
213,my god .,det:poss n .,ENG ENG,0
214,.,None,,0
215,maybe grab your shoe .,adv v det:poss n .,ENG ENG ENG ENG,0
216,and throw it at her head .,coord v pro:per prep det:poss n .,ENG ENG ENG ENG ENG ENG,0
217,she tackled her ?,pro:sub v pro:obj ?,ENG ENG ENG,0
218,took her down ?,v pro:obj adv ?,ENG ENG ENG,0
219,my sister's strong .,det:poss adj adj .,ENG ENG ENG,0
220,my sister used to wrestle in high school .,det:poss n v inf v prep adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
221,holy fuck .,adj v .,ENG ENG,0
222,she used to wrestle guys .,pro:sub v inf v n .,ENG ENG ENG ENG ENG,0
223,she used to be the only female in her wrestling team .,pro:sub v inf cop det:art qn n adv det:poss part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
224,and when she went to tournaments she would only wrestle guys .,coord conj pro:sub v prep n pro:sub mod adv v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
225,because she qualified for the weight and height .,conj pro:sub v prep det:art n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
226,dam you're lucky she's not lesbian .,n pro:per adj pro:sub neg n .,ENG ENG ENG ENG ENG ENG,0
227,yeah .,co .,ENG,0
228,holly crap .,n n .,ENG ENG,0
229,yeah .,co .,ENG,0
230,mhm .,co .,ENG,0
231,wow .,co .,ENG,0
232,because she's taller than you too right ?,conj pro:sub adj prep pro:per adv co ?,ENG ENG ENG ENG ENG ENG ENG,0
233,yeah .,co .,ENG,0
234,she's big .,pro:sub adj .,ENG ENG,0
235,she is bigger than you .,pro:sub cop adj prep pro:per .,ENG ENG ENG ENG ENG,0
236,I remember .,pro:sub v .,ENG ENG,0
237,.,None,,0
238,oh my god .,co det:poss n .,ENG ENG ENG,0
239,pobrecita I don't know .,L2 pro:sub mod v .,ESP ENG ENG ENG,1
240,I really want her to get through this .,pro:sub adv v pro:obj inf v adj det:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
241,wow .,co .,ENG,0
242,I can't believe it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
243,you know what my ex told me today ?,pro:per v pro:int co adj v pro:obj adv:tem ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
244,what ?,pro:int ?,ENG,0
245,que he was gonna come to my house .,L2 pro:sub aux part v prep det:poss n .,ESP ENG ENG ENG ENG ENG ENG ENG,1
246,"I told him ""/.","pro:sub v pro:obj +""/.",ENG ENG ENG,0
247,no .,co .,ENG,0
248,he needs to stop .,pro:sub v inf v .,ENG ENG ENG ENG,0
249,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
250,if you're talking to someone .,comp pro:per part prep pro:indef .,ENG ENG ENG ENG ENG,0
251,even if you're not .,adv conj pro:per neg .,ENG ENG ENG ENG,0
252,if you are I'm gonna still go by your house today .,conj pro:per cop pro:sub part adv v prep det:poss n adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
253,what is his deal ?,pro:int cop det:poss n ?,ENG ENG ENG ENG,0
254,I don't know .,pro:sub mod v .,ENG ENG ENG,0
255,"and I told him ""/.","coord pro:sub v pro:obj +""/.",ENG ENG ENG ENG,0
256,listen .,v .,ENG,0
257,no .,co .,ENG,0
258,don't .,mod .,ENG,0
259,he needs to stop yeah .,pro:sub v inf v co .,ENG ENG ENG ENG ENG,0
260,yeah .,co .,ENG,0
261,he's gonna start harassing me bro .,pro:sub part v part pro:obj n .,ENG ENG ENG ENG ENG ENG,0
262,"I told you you need to tell him ""/.","pro:sub v pro:per pro:per v inf v pro:obj +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
263,look .,co .,ENG,0
264,leave me alone .,v pro:obj adv .,ENG ENG ENG,0
265,te voy a poner un restraining order .,L2 L2 L2 L2 L2 part n .,ESP ESP ESP ESP ESP ENG ENG,1
266,restraining order .,part n .,ENG ENG,0
267,yeah .,co .,ENG,0
268,that's it .,pro:dem pro:per .,ENG ENG,0
269,that's it .,pro:dem pro:per .,ENG ENG,0
270,you need to stop .,pro:per v inf v .,ENG ENG ENG ENG,0
271,you need to tell him to //.,pro:per v inf v pro:obj prep +//.,ENG ENG ENG ENG ENG ENG,0
272,he can't keep doing .,pro:sub mod v part .,ENG ENG ENG ENG,0
273,back off .,adv adv .,ENG ENG,0
274,.,None,,0
275,.,None,,0
276,I wanna kick his ass .,pro:sub v v det:poss n .,ENG ENG ENG ENG ENG,0
277,he's not a big guy right ?,pro:sub neg det:art adj n adj ?,ENG ENG ENG ENG ENG ENG,0
278,he's little .,pro:sub adj .,ENG ENG,0
279,or is he big ?,coord cop pro:sub adj ?,ENG ENG ENG ENG,0
280,yeah he's my height .,co pro:sub det:poss n .,ENG ENG ENG ENG,0
281,yeah .,co .,ENG,0
282,he's my height .,pro:sub det:poss n .,ENG ENG ENG,0
283,about my weight .,prep det:poss n .,ENG ENG ENG,0
284,yeah .,co .,ENG,0
285,I remember a ...,pro:sub v det:art +...,ENG ENG ENG,0
286,I don't remember him being big .,pro:sub mod v pro:obj part adj .,ENG ENG ENG ENG ENG ENG,0
287,he's .,pro:sub .,ENG,0
288,and and yo no lo iba a invitar .,coord coord L2 L2 L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP ESP ESP,1
289,baby shower of my sister I was not gonna invite him .,n n prep det:poss n pro:sub aux neg part v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
290,no no .,co co .,ENG ENG,0
291,"he text my sister because my sister Ana is like ""/.","pro:sub n det:poss n conj det:poss n n:prop cop co +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
292,oye is number is such and such and such ?,L2 aux n cop qn coord qn coord qn ?,ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
293,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
294,yeah .,co .,ENG,0
295,"she's like ""/.","pro:sub prep +""/.",ENG ENG,0
296,well he's over here texting me .,co pro:sub prep n part pro:obj .,ENG ENG ENG ENG ENG ENG,0
297,asking me when it is .,part pro:obj conj pro:per cop .,ENG ENG ENG ENG ENG,0
298,and that he's gonna go .,coord comp pro:sub part v .,ENG ENG ENG ENG ENG,0
299,and he's gonna buy me a gift .,coord pro:sub part v pro:obj det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
300,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
301,oh my god can he stop it ?,co det:poss n mod pro:sub v pro:per ?,ENG ENG ENG ENG ENG ENG ENG,0
302,he needs to stop .,pro:sub v inf v .,ENG ENG ENG ENG,0
303,he needs to stop .,pro:sub v inf v .,ENG ENG ENG ENG,0
304,.,None,,0
305,"he told me he's like ""/.","pro:sub v pro:obj pro:sub prep +""/.",ENG ENG ENG ENG ENG,0
306,oh I'm a go over there today at six .,co pro:sub det:art v prep n adv:tem prep det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
307,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
308,no because I'm doing something after work .,co conj pro:sub part pro:indef prep n .,ENG ENG ENG ENG ENG ENG ENG,0
309,y después I'm gonna go to the mall .,L2 L2 pro:sub part v prep det:art n .,ESP ESP ENG ENG ENG ENG ENG ENG,1
310,and then I'm gonna hang out with my girls .,coord adv:tem pro:sub part v adv prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
311,yeah I know .,co pro:sub v .,ENG ENG ENG,0
312,"he said ""/.","pro:sub v +""/.",ENG ENG,0
313,oh then I'm gonna see you tomorrow .,co adv:tem pro:sub part v pro:per adv:tem .,ENG ENG ENG ENG ENG ENG ENG,0
314,no no .,co co .,ENG ENG,0
315,"I was like ""/.","pro:sub cop prep +""/.",ENG ENG ENG,0
316,no .,co .,ENG,0
317,he needs to ya ya parar parar .,pro:sub v prep L2 L2 L2 L2 .,ENG ENG ENG ESP ESP ESP ESP,1
318,yeah he needs to stop .,co pro:sub v inf v .,ENG ENG ENG ENG ENG,0
319,.,None,,0
320,isn't it ?,cop pro:per ?,ENG ENG,0
321,ya .,adv .,ENG,0
322,it's over like //.,pro:per adv prep +//.,ENG ENG ENG,0
323,no no that's it .,co co pro:dem pro:per .,ENG ENG ENG ENG,0
324,it's over .,pro:per adv .,ENG ENG,0
325,a mí me pone mal .,aprep pro:prep pro:obj v adv .,ENG ENG ENG ENG ENG,0
326,me too .,pro:obj adv .,ENG ENG,0
327,.,None,,0
328,so you're gonna from here to Weston ?,adv pro:per part prep n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG,0
329,I have to .,pro:sub v prep .,ENG ENG ENG,0
330,yeah yeah .,co co .,ENG ENG,0
331,I have to buy a new shirt for Monday .,pro:sub v inf v det:art adj n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
332,I wanna find a shirt that says kiss me I'm Irish .,pro:sub v v det:art n pro:rel v n pro:obj pro:sub n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
333,yeah .,co .,ENG,0
334,and a //.,coord det:art +//.,ENG ENG,0
335,change shirt tonight ?,n n adv:tem ?,ENG ENG ENG,0
336,.,None,,0
337,.,None,,0
338,"you need to tell him "".","pro:per v inf v pro:obj +"".",ENG ENG ENG ENG ENG,0
339,okay we need to go to other places .,adj pro:sub v inf v prep qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
340,other places like that .,qn n prep pro:dem .,ENG ENG ENG ENG,0
341,we're just gonna go to like what you say .,pro:sub adv part v inf v pro:int pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
342,which was the one you said ?,pro:rel cop det:art pro:indef pro:per v ?,ENG ENG ENG ENG ENG ENG,0
343,oh movie code twenty four .,co n n det:num det:num .,ENG ENG ENG ENG ENG,0
344,movie code twenty four .,n n det:num det:num .,ENG ENG ENG ENG,0
345,off of Sheridan .,adv prep n:prop .,ENG ENG ENG,0
346,yeah .,co .,ENG,0
347,and right there hay un Fridays .,coord adv adv L2 L2 n:prop .,ENG ENG ENG ESP ESP ENG,1
348,van y comen ahí .,v coord v adv .,ENG ENG ENG ENG,0
349,and you just go .,coord pro:per adv v .,ENG ENG ENG ENG,0
350,it's right there .,pro:per adv adv .,ENG ENG ENG,0
351,yeah .,co .,ENG,0
352,all you gotta do .,post pro:per mod v .,ENG ENG ENG ENG,0
353,so you don't have to go .,co pro:per mod v inf v .,ENG ENG ENG ENG ENG ENG,0
354,every since I started talking to this guy I've seen him everyday bro .,qn prep pro:sub v part prep det:dem n pro:sub part pro:obj adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
355,.,None,,0
356,he hasn't given me like room .,pro:sub aux part pro:obj prep n .,ENG ENG ENG ENG ENG ENG,0
357,Victor ?,n:prop ?,ENG,0
358,yes .,co .,ENG,0
359,.,None,,0
360,no me ha dado not one minute .,L2 L2 L2 L2 neg det:num n .,ESP ESP ESP ESP ENG ENG ENG,1
361,yeah we don't have time to miss you .,co pro:sub mod v n inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
362,oh god .,co n .,ENG ENG,0
363,.,None,,0
364,he's there boom boom boom .,pro:sub adv n n co .,ENG ENG ENG ENG ENG,0
365,"like I'll just go ""/.","co pro:sub adv v +""/.",ENG ENG ENG ENG,0
366,I'm gonna go see .,pro:sub part v v .,ENG ENG ENG ENG,0
