,sentence,pos,language,switch
65,and whenever I mean whenever when in a situation like that before //.,coord pro:rel pro:sub v pro:rel pro:rel prep det:art n prep pro:dem adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
66,.,None,,0
67,but she seems always get more attention than me .,conj pro:sub cop adv v qn n prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
68,.,None,,0
69,so we were the these two guys who approached us ...,co pro:sub cop det:art det:dem det:num n pro:rel v pro:obj +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
70,and we were talking ...,coord pro:sub aux part +...,ENG ENG ENG ENG,0
71,"and they were kind of assessing the situation ""/.","coord pro:sub cop n prep n:gerund det:art n +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
72,no that one for me that one for you ...,qn det:dem pro:indef prep pro:obj det:dem pro:indef prep pro:per +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
73,oh that's so funny .,co pro:dem adv adj .,ENG ENG ENG ENG,0
74,you know what those guys are //.,pro:per v pro:int det:dem n cop +//.,ENG ENG ENG ENG ENG ENG,0
75,so okay good tell me about you .,co co adj v pro:obj prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
76,qué pereza .,pro:int n .,ENG ENG,0
77,"and I was ""/.","coord pro:sub cop +""/.",ENG ENG ENG,0
78,"well I am married ""/.","co pro:sub aux part +""/.",ENG ENG ENG ENG,0
79,I am married !,pro:sub aux part !,ENG ENG ENG,0
80,no but they've //.,co conj pro:sub +//.,ENG ENG ENG,0
81,choke .,v .,ENG,0
82,yeah .,co .,ENG,0
83,oh so they were there ...,co conj pro:sub cop adv +...,ENG ENG ENG ENG ENG,0
84,"and suddenly I was ""/.","coord adv pro:sub cop +""/.",ENG ENG ENG ENG,0
85,well I am married .,co pro:sub aux part .,ENG ENG ENG ENG,0
86,and Flavia estos these two guys they dropped her like she had butter you know .,coord n:prop L2 det:dem det:num n pro:sub v pro:obj conj pro:sub v n pro:per v .,ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
87,la patearon a mi amiga .,pro:obj v aprep det:pos n .,ENG ENG ENG ENG ENG,0
88,now /.,adv +/.,ENG,0
89,no la volvieron a hablar ?,adv pro:obj v aprep inf ?,ENG ENG ENG ENG ENG,0
90,no because I was much more interesting because I was married .,co conj pro:sub cop qn adv adj conj pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
91,.,None,,0
92,oh no ha they were starting talking to you !,co co co pro:sub aux part part prep pro:per !,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
93,to me !,prep pro:obj !,ENG ENG,0
94,because you were married .,conj pro:per aux part .,ENG ENG ENG ENG,0
95,my yeah my they ignored her .,det:poss co det:poss pro:sub v pro:obj .,ENG ENG ENG ENG ENG ENG,0
96,they didn't talk to her any more .,pro:sub mod v prep pro:obj qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
97,no everything was //.,qn pro:indef cop +//.,ENG ENG ENG,0
98,and talked to you because you were married .,coord v prep pro:per conj pro:per aux part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
99,yeah because I was married .,co conj pro:sub aux part .,ENG ENG ENG ENG ENG,0
100,is that weird or what ?,cop pro:dem adj coord pro:int ?,ENG ENG ENG ENG ENG,0
101,can you believe that ?,mod pro:per v pro:dem ?,ENG ENG ENG ENG,0
102,no .,co .,ENG,0
103,can you believe that ?,mod pro:per v pro:dem ?,ENG ENG ENG ENG,0
104,yo pensé que era que se habían ido corriendo porque eras casada .,pro:sub v pro:rel cop pro:rel pro:refl aux part ger conj cop part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
105,no !,co !,ENG,0
106,la repatearon //.,pro:obj re#v +//.,ENG ENG,0
107,yo juraba //.,pro:sub v +//.,ENG ENG,0
108,pero era funny funny porque a a visual thing you know .,L2 L2 adj adj L2 det:art det:art adj n pro:per v .,ESP ESP ENG ENG ESP ENG ENG ENG ENG ENG ENG,1
109,la estaban estaban los dos tú sabes así uum ...,pro:obj aux cop det:art det:num pro:sub v adv L2 +...,ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
110,y cuando yo dije married mm like that .,L2 L2 L2 L2 part co prep pro:dem .,ESP ESP ESP ESP ENG ENG ENG ENG,1
111,no !,co !,ENG,0
112,unbelievable !,un#adj !,ENG,0
113,pero sabes por qué ?,conj v prep pro:int ?,ENG ENG ENG ENG,0
114,Flavia //.,n:prop +//.,ENG,0
115,porque lo que querían es un affair .,conj pro:obj pro:rel v cop det:art L2 .,ENG ENG ENG ENG ENG ENG ESP,1
116,trampas son trampas .,n cop n .,ENG ENG ENG,0
117,quieren un affair ...,v det:art L2 +...,ENG ENG ESP,1
118,ya !,adv !,ENG,0
119,y no les interesa el compromiso de la soltera .,coord adv pro:ind v det:art n prep det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
120,ay oye qué increíble los hombres .,co co pro:int adj det:art n .,ENG ENG ENG ENG ENG ENG,0
121,qué te parece ?,pro:int pro:obj v ?,ENG ENG ENG,0
122,increíble .,adj .,ENG,0
123,no .,co .,ENG,0
124,yo estaba pero no puedo creer estos hijos de puta .,pro:sub aux conj adv v inf det:dem n prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
125,la cosa es que //.,det:art n cop pro:rel +//.,ENG ENG ENG ENG,0
126,ay dios .,co co .,ENG ENG,0
127,increíble .,adj .,ENG,0
128,y cuántos años tenían los tipos más o menos ?,coord pro:int n v det:art n adv coord adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
129,cuarenta y seis mi age .,L2 L2 L2 L2 n .,ESP ESP ESP ESP ENG,1
130,ay mira .,co co .,ENG ENG,0
131,yeah .,co .,ENG,0
132,es que tú no pareces cuarenta y seis tampoco Marcela .,cop pro:rel pro:sub adv v det:num coord det:num adv n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
133,no luego es funny //.,co L2 L2 adj +//.,ENG ESP ESP ENG,1
134,you don't seem forty six you're just like forty you know like thirty nine forty .,pro:per mod cop det:num det:num pro:per adv prep det:num pro:per v co det:num det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
135,yeah well I don't know .,co n pro:sub mod v .,ENG ENG ENG ENG ENG,0
136,yes you do !,co pro:per v !,ENG ENG ENG,0
137,yesterday the I don't know maybe because //.,adv:tem det:art pro:sub mod v adv conj +//.,ENG ENG ENG ENG ENG ENG ENG,0
138,after the vejestorio place //.,prep det:art L2 n +//.,ENG ENG ESP ENG,1
139,and you're petite you know .,coord pro:per adj pro:per v .,ENG ENG ENG ENG ENG,0
140,yeah .,co .,ENG,0
141,como eres así tan chiquitita tan delgadita .,adv cop adv adv adj adv adj .,ENG ENG ENG ENG ENG ENG ENG,0
142,pero //.,conj +//.,ENG,0
143,pero ayer they made references to my age in a few times .,L2 L2 pro:sub v n prep det:poss n prep det:art n n .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
144,what they said ?,pro:int pro:sub v ?,ENG ENG ENG,0
145,que era //.,pro:rel cop +//.,ENG ENG,0
146,"yo digo ""/.","pro:sub v +""/.",ENG ENG,0
147,porque estoy que estoy una vieja que //.,conj aux pro:rel cop det:art adj pro:rel +//.,ENG ENG ENG ENG ENG ENG ENG,0
148,no había un caso funny because yo les estaba diciendo que //.,co L2 L2 L2 adj conj L2 L2 L2 L2 L2 +//.,ENG ESP ESP ESP ENG ENG ESP ESP ESP ESP ESP,1
149,pues no sé que .,co adv v pro:rel .,ENG ENG ENG ENG,0
150,y yo hice como un chiste que me quiero poner //.,coord pro:sub v adv det:art n pro:rel pro:obj v inf +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
151,uhuh .,co .,ENG,0
152,hacer cirugía plástica .,inf n adj .,ENG ENG ENG,0
153,"y and they turned ""/.","L2 coord pro:sub v +""/.",ESP ENG ENG ENG,1
154,no no there's really not something very unattractive about //.,co co pro:exist adv neg pro:indef adv un#adj adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
155,huh ?,co ?,ENG,0
156,about plastic surgery .,prep n n .,ENG ENG ENG,0
157,I mean the fake hm /.,pro:sub v det:art adj co +/.,ENG ENG ENG ENG ENG,0
158,mhm .,co .,ENG,0
159,boobs .,n .,ENG,0
160,boobs .,n .,ENG,0
161,mhm .,co .,ENG,0
162,"and I was ""/.","coord pro:sub cop +""/.",ENG ENG ENG,0
163,well I don't //.,co pro:sub mod +//.,ENG ENG ENG,0
164,the ones I saw were okay with me you know .,det:art det:num pro:sub v cop adj prep pro:obj pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
165,.,None,,0
166,pero quién dijo eso el tipo ?,conj pro:int v pro:dem det:art n ?,ENG ENG ENG ENG ENG ENG,0
167,un sí .,det:art co .,ENG ENG,0
168,un señor ?,det:art co:voc ?,ENG ENG,0
169,"me dice ""/.","pro:obj v +""/.",ENG ENG,0
170,bueno es que las mujeres después que cumplen cuarenta ...,co cop pro:rel det:art n adv pro:rel v det:num +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
171,y se ven que no //.,coord pro:refl imp pro:rel adv +//.,ENG ENG ENG ENG ENG,0
172,sí es verdad .,co cop co .,ENG ENG ENG,0
173,pero yo no tengo cuarenta .,conj pro:sub adv v det:num .,ENG ENG ENG ENG ENG,0
174,y mi amiga se empezó a reír .,coord det:pos n pro:refl v aprep inf .,ENG ENG ENG ENG ENG ENG ENG,0
175,porque yo todo ofendida .,conj pro:sub det:indef part .,ENG ENG ENG ENG,0
176,y cuántos años tiene tu amiga ?,coord pro:int n v det:pos n ?,ENG ENG ENG ENG ENG ENG,0
177,porque él te ha dicho que tenías cuarenta .,conj pro:sub pro:obj aux part pro:rel v det:num .,ENG ENG ENG ENG ENG ENG ENG ENG,0
178,claro todo ofendida porque me había dicho que tenía cuarenta .,co det:indef part conj pro:obj aux part pro:rel v det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
179,yo no tengo cuarenta cuarenta y cinco .,pro:sub adv v det:num det:num coord det:num .,ENG ENG ENG ENG ENG ENG ENG,0
180,tengo cuarenta y seis .,v det:num coord det:num .,ENG ENG ENG ENG,0
181,pero cómo así ?,conj pro:int adv ?,ENG ENG ENG,0
182,my friend was cracking up .,det:poss n aux part adv .,ENG ENG ENG ENG ENG,0
183,cuántos años tiene ella ?,pro:int n v pro:sub ?,ENG ENG ENG ENG,0
184,ella no tiene cuarenta todavía .,pro:sub adv v det:num adv .,ENG ENG ENG ENG ENG,0
185,ah no esa está joven .,co adv det:dem cop adj .,ENG ENG ENG ENG ENG,0
186,no tiene treinta y siete me parece .,adv v det:num coord det:num pro:obj v .,ENG ENG ENG ENG ENG ENG ENG,0
187,ah pero está buena edad para empezar .,co conj cop adj n prep inf .,ENG ENG ENG ENG ENG ENG ENG,0
188,sí .,co .,ENG,0
189,cuántos años cuántos niños tiene ?,pro:int n pro:int n v ?,ENG ENG ENG ENG ENG,0
190,uno .,det:art .,ENG,0
191,trece .,det:num .,ENG,0
192,ay imagínate .,co imp .,ENG ENG,0
193,uno de trece años .,det:art prep det:num n .,ENG ENG ENG ENG,0
194,muchísimo mejor /.,det:indef adj +/.,ENG ENG,0
195,pero .,conj .,ENG,0
196,qué hace ella ?,pro:int v pro:sub ?,ENG ENG ENG,0
197,es maestra .,cop n .,ENG ENG,0
198,es maestra en la misma escuela donde trabajábamos juntas .,cop n prep det:art adj n pro:rel v v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
199,mhm .,co .,ENG,0
200,y nos hicimos amigas de trabajar .,coord pro:obj v n prep inf .,ENG ENG ENG ENG ENG ENG,0
201,.,None,,0
202,but she is very nice .,conj pro:sub cop adv adj .,ENG ENG ENG ENG ENG,0
203,nice ?,adj ?,ENG,0
204,where does she live Miami or here ?,pro:int v pro:sub v n:prop coord adv ?,ENG ENG ENG ENG ENG ENG ENG,0
205,very funny .,adv adj .,ENG ENG,0
206,she she used to live almost next door to the school where we used to work at in Sunset Lakes .,pro:sub pro:sub v inf v adv adj n prep det:art n pro:rel pro:sub v prep n prep prep n:prop n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
207,aw because you are working here now .,co conj pro:per aux part adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
208,yeah .,co .,ENG,0
209,I I don't know why I picture why I am picturing you .,pro:sub pro:sub mod v pro:int pro:sub v pro:int pro:sub aux part pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
210,yes now I am in Dania .,co adv pro:sub cop prep n:prop .,ENG ENG ENG ENG ENG ENG,0
211,what you are in Dania again ?,pro:int pro:per cop prep n:prop adv ?,ENG ENG ENG ENG ENG ENG,0
212,where's Dania ?,pro:int n:prop ?,ENG ENG,0
213,no .,co .,ENG,0
214,where's Dania ?,pro:int n:prop ?,ENG ENG,0
215,Dania is next to Fort south of Fort Lauderdale .,n:prop cop adv prep n:prop adj prep n:prop n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
216,sabes cuándo vas al aeropuerto de Fort Lauderdale ?,v pro:int v aprep n prep n:prop n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
217,sí que allí hay unos //.,co pro:rel adv v pro:dem +//.,ENG ENG ENG ENG ENG,0
218,que si vas a la izquierda vas a Fort Lauderdale ...,pro:rel conj v aprep det:art adj v aprep n:prop n:prop +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
219,sí ya sé Dania //.,co adv v n:prop +//.,ENG ENG ENG ENG,0
220,si vas a la derecha vas a Dania .,conj v aprep det:art n v aprep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
221,y derecha es Dania .,coord adj cop n:prop .,ENG ENG ENG ENG,0
222,ahhah Dania Beach ?,co n:prop n:prop ?,ENG ENG ENG,0
223,y bueno //.,coord co +//.,ENG ENG,0
224,I know where it is .,pro:sub v pro:int pro:per cop .,ENG ENG ENG ENG ENG,0
225,the pier .,det:art n .,ENG ENG,0
226,everybody knows the pier .,pro:indef v det:art n .,ENG ENG ENG ENG,0
227,sí .,co .,ENG,0
228,o un lugar que se llama Jacksons que venden helados .,coord det:art n pro:rel pro:refl v n:prop pro:rel v part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
229,bueno no he ido allá .,co adv aux part adv .,ENG ENG ENG ENG ENG,0
230,fui allá cuando se bautizó Carmencita .,v adv conj pro:refl v n:prop .,ENG ENG ENG ENG ENG ENG,0
231,creo que la hija de Laura is gonna get baptized on Sunday .,L2 L2 L2 L2 L2 n:prop aux part v v prep n:prop .,ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
232,aw that's true .,co pro:dem adj .,ENG ENG ENG,0
233,that's true .,pro:dem adj .,ENG ENG,0
234,yes she is gonna get baptized too .,co pro:sub aux part v part post .,ENG ENG ENG ENG ENG ENG ENG,0
235,yes I think I should come .,co pro:sub v pro:sub mod v .,ENG ENG ENG ENG ENG ENG,0
236,so sweet .,adv adj .,ENG ENG,0
237,she's so little .,pro:sub adv adj .,ENG ENG ENG,0
238,and she wants to get baptized .,coord pro:sub v inf aux part .,ENG ENG ENG ENG ENG ENG,0
239,at the beach on Sunday tomorrow .,prep det:art n prep n:prop adv:tem .,ENG ENG ENG ENG ENG ENG,0
240,that's nice .,pro:dem adj .,ENG ENG,0
241,Carmen se bautizó hace un año .,n:prop pro:refl v v det:art n .,ENG ENG ENG ENG ENG ENG,0
242,yes she was very excited about that .,co pro:sub aux adv part prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
243,sí .,co .,ENG,0
244,yeah .,co .,ENG,0
245,yeah I remember she told me .,L2 pro:sub v pro:sub v pro:obj .,ESP ENG ENG ENG ENG ENG,1
246,pero she used to live /.,L2 pro:sub v inf v +/.,ESP ENG ENG ENG ENG,1
247,well I used to work in Sunset Lakes right here .,co pro:sub v prep n prep n:prop n:prop adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
248,.,None,,0
249,sí .,co .,ENG,0
250,you know Sunset past where the Walmart is ?,pro:per v n:prop adj pro:int det:art n:prop cop ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
251,yeah .,co .,ENG,0
252,Walmart ?,n:prop ?,ENG,0
253,sí .,co .,ENG,0
254,okay si vas para por esa misma calle hasta Miramar .,co conj v prep prep det:dem adj v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
255,mhm .,co .,ENG,0
256,ahí está Sunset Lakes .,adv cop n:prop n:prop .,ENG ENG ENG ENG,0
257,okay .,co .,ENG,0
258,la escuela donde yo estaba .,det:art n pro:rel pro:sub cop .,ENG ENG ENG ENG ENG,0
259,que es un neighborhood very upscale there .,L2 L2 L2 n adv up#v adv .,ESP ESP ESP ENG ENG ENG ENG,1
260,yo sé sí .,pro:sub v co .,ENG ENG ENG,0
261,y qué tal la escuela ?,coord pro:int adj det:art n ?,ENG ENG ENG ENG ENG,0
262,aw excellent .,co adj .,ENG ENG,0
263,sí ?,co ?,ENG,0
264,excellent .,adj .,ENG,0
265,pero es middle school or what is it ?,L2 L2 adj n coord pro:int cop pro:per ?,ESP ESP ENG ENG ENG ENG ENG ENG,1
266,no es elementary .,L2 L2 adj .,ESP ESP ENG,1
267,elementary .,adj .,ENG,0
268,sí .,co .,ENG,0
269,que estoy buscando una escuela para mi sobrina middle school .,L2 L2 L2 L2 L2 L2 L2 L2 adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
270,middle school ?,adj n ?,ENG ENG,0
271,o middle school high school .,L2 adj n adj n .,ESP ENG ENG ENG ENG,1
272,well if you could bring the charter would be the best .,co conj pro:per mod v det:art n mod cop det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
273,maybe for next year .,adv prep adj n .,ENG ENG ENG ENG,0
274,but I don't know if they are gonna have .,conj pro:sub mod v comp pro:sub aux part v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
275,pero //.,conj +//.,ENG,0
276,tienen lista de espera sabes ?,v adj imp v co ?,ENG ENG ENG ENG ENG,0
277,sí .,co .,ENG,0
278,that's the thing .,pro:dem det:art n .,ENG ENG ENG,0
279,the waiting list is long .,det:art n:gerund n cop adv .,ENG ENG ENG ENG ENG,0
280,that's the thing .,pro:dem det:art n .,ENG ENG ENG,0
281,because she wants to come and study here .,conj pro:sub v inf v coord n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
282,yeah .,co .,ENG,0
283,yeah .,co .,ENG,0
284,for at least for a year .,conj prep n prep det:art n .,ENG ENG ENG ENG ENG ENG,0
285,she lives in New Jersey .,pro:sub v prep n:prop n:prop .,ENG ENG ENG ENG ENG,0
286,she started living up there .,pro:sub v part prep n .,ENG ENG ENG ENG ENG,0
287,y quien le quiere /.,coord pro:rel pro:ind v +/.,ENG ENG ENG ENG,0
288,but the schools are better there .,conj det:art n cop adj adv .,ENG ENG ENG ENG ENG ENG,0
289,no .,co .,ENG,0
290,no ?,co ?,ENG,0
291,and Elizabeth its a horrible place .,coord n:prop det:poss det:art adj n .,ENG ENG ENG ENG ENG ENG,0
292,I hate that place .,pro:sub v det:dem n .,ENG ENG ENG ENG,0
293,ah .,co .,ENG,0
294,.,None,,0
295,I mean what I saw my sister inlaw teaches in New Jersey in a small town .,pro:sub v pro:int pro:sub v det:poss n n v prep n:prop n:prop prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
296,cómo se llama ?,pro:int pro:refl v ?,ENG ENG ENG,0
297,se llama Nutley .,pro:refl v n:prop .,ENG ENG ENG,0
298,y como en New Jersey las escuelas están //.,coord adv prep n:prop n:prop det:art n cop +//.,ENG ENG ENG ENG ENG ENG ENG ENG,0
299,they are managed by the the cities .,pro:sub aux part prep det:art det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
300,.,None,,0
301,not the counties como aquí /.,neg det:art n L2 L2 +/.,ENG ENG ENG ESP ESP,1
302,uhuh .,co .,ENG,0
303,mucho mejor .,adv adj .,ENG ENG,0
304,claro entonces las comunidades son más pequeñas ...,co adv det:art n cop adv adj +...,ENG ENG ENG ENG ENG ENG ENG,0
305,las escuelas son más pequeñas .,det:art n cop adv adj .,ENG ENG ENG ENG ENG,0
306,pero mi hermana yo no sé por qué ella cree que es mala .,conj det:pos n pro:sub adv v prep pro:int pro:sub v pro:rel cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
307,because she doesn't know where what waits for her here .,conj pro:sub mod v pro:int pro:int v prep pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
308,because she doesn't know .,conj pro:sub mod v .,ENG ENG ENG ENG,0
309,exactly .,adv .,ENG,0
310,.,None,,0
311,exactly .,adv .,ENG,0
312,let's talk about Ronnie .,v v prep n:prop .,ENG ENG ENG ENG,0
313,I wanna know about Ronnie .,pro:sub v v prep n:prop .,ENG ENG ENG ENG ENG,0
314,Ronnie I don't know anything about /.,n:prop pro:sub mod v pro:indef prep +/.,ENG ENG ENG ENG ENG ENG,0
315,no ?,adv ?,ENG,0
