,sentence,pos,language,switch
52,well yeah maybe we get people in the summer .,co co adv pro:sub v n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
53,but for now we don't have anybody .,conj prep adv pro:sub mod v pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
54,and they don't hire under sixteen .,coord pro:sub mod v prep det:num .,ENG ENG ENG ENG ENG ENG,0
55,and if they were to hire /.,coord conj pro:sub cop inf v +/.,ENG ENG ENG ENG ENG ENG,0
56,under what eighteen or sixteen ?,adv pro:int det:num coord det:num ?,ENG ENG ENG ENG ENG,0
57,under eighteen .,adv det:num .,ENG ENG,0
58,but if they hired someone like sixteen they can only work certain amount of hours .,conj conj pro:sub v pro:indef co det:num pro:sub mod adv n adj n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
59,and they can't work before six .,coord pro:sub mod v adv det:num .,ENG ENG ENG ENG ENG ENG,0
60,they can't work after eleven .,pro:sub mod v prep det:num .,ENG ENG ENG ENG ENG,0
61,so I don't know if they're gonna hire younger kids in the summer .,co pro:sub mod v comp pro:sub part v adj n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
62,but I think they're not supposed to .,conj pro:sub v pro:sub neg part prep .,ENG ENG ENG ENG ENG ENG ENG,0
63,I think the law says that we're not supposed to .,pro:sub v det:art n v comp pro:sub neg part prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
64,then how come Publix hires .,adv:tem pro:int v n:prop v .,ENG ENG ENG ENG ENG,0
65,well because ...,co conj +...,ENG ENG,0
66,you only have to be fourteen to work at Publix ?,pro:per adv v inf cop det:num prep n prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
67,I know but the only job they give you is to bag groceries which is not hard .,pro:sub v conj det:art qn n pro:sub v pro:per cop inf v n pro:rel cop neg adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
68,so I think /.,co pro:sub v +/.,ENG ENG ENG,0
69,yeah you have to know where to put the eggs and then all the bread and that kind of stuff .,co pro:per v inf v pro:int inf v det:art n coord adv:tem adv det:art n coord adv adj prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
70,yeah but that's not hard .,co conj pro:rel neg adv .,ENG ENG ENG ENG ENG,0
71,I think it must be hard .,pro:sub v pro:per mod cop adv .,ENG ENG ENG ENG ENG ENG,0
72,no it's not .,co pro:per neg .,ENG ENG ENG,0
73,y el jueves I have a trainer meeting .,L2 L2 L2 pro:sub v det:art n part .,ESP ESP ESP ENG ENG ENG ENG ENG,1
74,which is ?,pro:rel cop ?,ENG ENG,0
75,a meeting where trainers go .,det:art n:gerund pro:rel n v .,ENG ENG ENG ENG ENG,0
76,and we talk about progress .,coord pro:sub v prep n .,ENG ENG ENG ENG ENG,0
77,and /.,coord +/.,ENG,0
78,that must suck .,pro:dem mod v .,ENG ENG ENG,0
79,no it doesn't .,co pro:per mod .,ENG ENG ENG,0
80,because no te acuerdas ?,conj L2 L2 L2 ?,ENG ESP ESP ESP,1
81,the first time we went we went to like Dave_and_Busters I think .,det:art adj n pro:sub v pro:sub v inf v n:prop pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
82,and then the second time /.,coord adv:tem det:art adj n +/.,ENG ENG ENG ENG ENG,0
83,lucky .,adj .,ENG,0
84,we went to Maggianos .,pro:sub v prep n:prop .,ENG ENG ENG ENG,0
85,what happened to discussing progress ?,pro:int v prep n:gerund n ?,ENG ENG ENG ENG ENG,0
86,we did .,pro:sub v .,ENG ENG,0
87,and then they gave us food .,coord adv:tem pro:sub v pro:obj n .,ENG ENG ENG ENG ENG ENG,0
88,and now we're going to Dave_and_busters again .,coord adv pro:sub part prep n:prop adv .,ENG ENG ENG ENG ENG ENG ENG,0
89,lucky .,adj .,ENG,0
90,yeah on Thursday .,co prep n:prop .,ENG ENG ENG,0
91,but how many people are trainers ?,conj pro:int qn n cop n ?,ENG ENG ENG ENG ENG ENG,0
92,a lot .,det:art n .,ENG ENG,0
93,like twenty .,co det:num .,ENG ENG,0
94,o es que hay como ...,coord cop pro:rel v adv +...,ENG ENG ENG ENG ENG,0
95,there's like about four or five cooks that are trainers .,pro:exist co prep det:num coord det:num n pro:rel cop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
96,there's /.,pro:exist +/.,ENG,0
97,.,None,,0
98,there's like in To_Go's there's only two .,pro:exist v prep adj pro:exist qn det:num .,ENG ENG ENG ENG ENG ENG ENG,0
99,but I think that I'm the only one that's going .,conj pro:sub v adv pro:sub det:art qn pro:indef pro:rel part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
100,and servers there's like ten servers .,coord n pro:exist co det:num n .,ENG ENG ENG ENG ENG ENG,0
101,ten about ten servers that are /.,det:num prep det:num n pro:rel cop +/.,ENG ENG ENG ENG ENG ENG,0
102,and what do trainers do ?,coord pro:int mod n v ?,ENG ENG ENG ENG ENG,0
103,trainers .,n .,ENG,0
104,train .,n .,ENG,0
105,show other people how the job works .,v qn n pro:rel det:art n n .,ENG ENG ENG ENG ENG ENG ENG,0
106,then why'd you put you as a trainer ?,adv:tem pro:rel pro:per v pro:per adv det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
107,very funny .,adv adj .,ENG ENG,0
108,yeah I know you're good at that .,co pro:sub v pro:per adj prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
109,but what I'm saying is that why'd they pick you out of everyone that there is ?,conj pro:int pro:sub n:gerund cop comp pro:int pro:sub v pro:per adv prep pro:indef adv adv cop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
110,because they see that I'm the one that knows how to do it .,conj pro:sub v comp pro:sub det:art pro:indef pro:rel v pro:int inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
111,that knows the job better than others .,pro:rel v det:art n adv prep n:pt .,ENG ENG ENG ENG ENG ENG ENG,0
112,that can explain it to others .,pro:rel mod v pro:per prep n:pt .,ENG ENG ENG ENG ENG ENG,0
113,okay .,co .,ENG,0
114,that's the thing that gets you the discount that trainer card thing on the back that says discount ?,pro:dem det:art n pro:rel v pro:per det:art n pro:rel n n n prep det:art n pro:rel v n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
115,yeah .,co .,ENG,0
116,oh cool .,co v .,ENG ENG,0
117,so that's an advantage .,co pro:dem det:art n .,ENG ENG ENG ENG,0
118,pero ...,conj +...,ENG,0
119,it's good to be a trainer .,pro:per adj inf cop det:art n .,ENG ENG ENG ENG ENG ENG,0
120,because you're helping your workplace by showing new people .,conj pro:per part det:poss n adv part adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
121,get it ?,v pro:per ?,ENG ENG,0
122,that's the whole point .,pro:dem det:art adj n .,ENG ENG ENG ENG,0
123,yeah .,co .,ENG,0
124,so yeah I have a meeting that day .,co co pro:sub v det:art n:gerund comp n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
125,okay .,co .,ENG,0
126,y la universidad cómo te va ?,coord det:art n pro:int pro:obj v ?,ENG ENG ENG ENG ENG ENG,0
127,bien .,L2 .,ESP,0
128,on Monday I have a midterm of art appreciation that class .,prep n:prop pro:sub v det:art mid#n prep n n det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
129,they give you midterms ?,pro:sub v pro:per mid#n ?,ENG ENG ENG ENG,0
130,oh I had a midterm .,co pro:sub v det:art mid#n .,ENG ENG ENG ENG ENG,0
131,I had midterms .,pro:sub v mid#n .,ENG ENG ENG,0
132,I did good .,pro:sub v adj .,ENG ENG ENG,0
133,.,None,,0
134,I only have for that class .,pro:sub adv v prep det:dem n .,ENG ENG ENG ENG ENG ENG,0
135,I don't have a midterm for English .,pro:sub mod v det:art mid#n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
136,you have finals ?,pro:per v n ?,ENG ENG ENG,0
137,yeah I have finals .,co pro:sub v n .,ENG ENG ENG ENG,0
138,I have to take an exit exam in English class .,pro:sub v inf v det:art n n prep n:prop n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
139,like in order to pass it I have to pass the class and I have to pass that exam to go on to English eleven O one yeah .,prep prep n inf v pro:per pro:sub v prep n det:art n coord pro:sub v inf v det:dem n inf v adv prep n:prop det:num n:prop det:num co .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
140,eleven O isn't it one O one ?,det:num n:prop cop pro:per pro:indef n:prop pro:indef ?,ENG ENG ENG ENG ENG ENG ENG,0
141,no .,co .,ENG,0
142,eleven O okay .,det:num n:prop adj .,ENG ENG ENG,0
143,.,None,,0
144,yeah so that .,co co pro:dem .,ENG ENG ENG,0
145,and in math not doing to well yeah .,coord prep n neg part prep n co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
146,got third /.,v n +/.,ENG ENG,0
147,I'm taking seventh grade math .,pro:sub part adj n n .,ENG ENG ENG ENG ENG,0
148,actually ninth .,adv adj .,ENG ENG,0
149,it's not seventh grade .,pro:per neg adj n .,ENG ENG ENG ENG,0
150,it's ninth grade actually .,pro:per adj n adv .,ENG ENG ENG ENG,0
151,but I'm gonna take it next year .,conj pro:sub part v pro:per adv n .,ENG ENG ENG ENG ENG ENG ENG,0
152,look I'm two years advanced .,co pro:sub det:num n v .,ENG ENG ENG ENG ENG,0
153,well I'm not doing bad .,co pro:sub neg part adj .,ENG ENG ENG ENG ENG,0
154,it's just I struggle with some parts of the math .,pro:per adj pro:sub v prep qn n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
155,but it's not really hard .,conj pro:per neg adv adv .,ENG ENG ENG ENG ENG,0
156,which are ?,pro:rel cop ?,ENG ENG,0
157,multiplication addition subtraction ?,n n n ?,ENG ENG ENG,0
158,no .,co .,ENG,0
159,that's the easy part .,pro:dem det:art adj n .,ENG ENG ENG ENG,0
160,division ?,n ?,ENG,0
161,it's like the problems .,pro:per conj det:art n .,ENG ENG ENG ENG,0
162,.,None,,0
163,you know like the ones where it says if this object has a height of this and it has a width of this so what is the area or something like that .,pro:per v prep det:art det:num pro:rel pro:per v comp det:dem n v det:art n prep det:dem coord pro:per aux det:art n prep det:dem adv pro:int cop det:art n coord pro:indef prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
164,that's not that hard .,pro:dem neg pro:rel adv .,ENG ENG ENG ENG,0
165,well it confuses me .,co pro:per v pro:obj .,ENG ENG ENG ENG,0
166,so I had kinda struggled on the problem ones .,co pro:sub v adv part prep det:art n pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
167,oh yeah that always happens to me .,co co pro:dem adv v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
168,I I just can't put I'm good with the math .,pro:sub pro:sub adv mod v pro:sub adj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
169,I just can't do the English part of the math .,pro:sub adv mod v det:art n:prop n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
170,English part of the math ?,n:prop n prep det:art n ?,ENG ENG ENG ENG ENG,0
171,well like the reading and the English and that stuff .,co prep det:art n:gerund coord det:art n:prop coord pro:dem v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
172,okay .,co .,ENG,0
173,yeah so I think I have like a B or a C in that class right now .,co conj pro:sub v pro:sub v prep det:art n:prop coord det:art n:prop prep det:dem n adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
174,but hopefully I can get my grades up .,conj adv pro:sub mod v det:poss n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
175,that's what I have in math .,pro:dem pro:int pro:sub v prep n .,ENG ENG ENG ENG ENG ENG,0
176,I have either a B_minus or a C_plus .,pro:sub v coord det:art n:prop coord det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
177,yeah because apparently everybody says that in architecture there's a lot of math .,co conj adv pro:indef v adv prep n pro:exist det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
178,yeah .,co .,ENG,0
179,you have to like measure the lines and all that stuff .,pro:per v prep co v det:art n coord qn pro:dem v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
180,yeah so I don't think I'll have problems .,co conj pro:sub mod v pro:sub aux n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
181,that's just people over exaggerate .,pro:dem adv n adv v .,ENG ENG ENG ENG ENG,0
182,I think .,pro:sub v .,ENG ENG,0
183,we'll see .,pro:sub v .,ENG ENG,0
184,I don't think I have that much math .,pro:sub mod v pro:sub v adv qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
185,but I don't know .,conj pro:sub mod v .,ENG ENG ENG ENG,0
186,it depends when I transfer .,pro:per v conj pro:sub v .,ENG ENG ENG ENG ENG,0
187,we'll see .,pro:sub v .,ENG ENG,0
188,do you know when you're planning to transfer ?,mod pro:per v pro:rel pro:per part inf v ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
189,no huh .,co co .,ENG ENG,0
190,probably hopefully next year .,adv adv adj n .,ENG ENG ENG ENG,0
191,five years .,det:num n .,ENG ENG,0
192,next year ?,adv n ?,ENG ENG,0
193,if I //.,conj pro:sub +//.,ENG ENG,0
194,well I don't think so .,co pro:sub mod v co .,ENG ENG ENG ENG ENG,0
195,but like maybe end of next year I'll finish in BCC .,conj v adv v prep adj n pro:sub v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
196,and then I'll start the winter in FIU if possible .,coord adv:tem pro:sub v det:art n prep n:prop conj adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
197,but we'll see .,conj pro:sub v .,ENG ENG ENG,0
198,okay .,co .,ENG,0
199,yeah .,co .,ENG,0
200,so cómo estás con las novias ?,adv L2 L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP ESP,1
201,?,None,,0
202,qué ?,pro:int ?,ENG,0
203,do I have to answer that ?,mod pro:sub v inf v pro:dem ?,ENG ENG ENG ENG ENG ENG,0
204,yeah .,co .,ENG,0
205,I'd rather not .,pro:sub adv neg .,ENG ENG ENG,0
206,okay you don't have to .,co pro:per mod v prep .,ENG ENG ENG ENG ENG,0
207,.,None,,0
208,you don't have to tell me if you like anybody .,pro:per mod v inf v pro:obj conj pro:per conj pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
209,you just have to tell me que como te va .,pro:per adv v inf v pro:obj L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
210,bien .,adv .,ENG,0
211,.,None,,0
212,bien te va bien ?,adv pro:obj v adv ?,ENG ENG ENG ENG,0
213,.,None,,0
214,.,None,,0
215,funny .,adj .,ENG,0
216,oh .,co .,ENG,0
217,mm .,co .,ENG,0
218,yeah so is there any movie you wanna see that's coming up ?,co adv cop adv qn n pro:per v co pro:rel part adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
219,mm ...,co +...,ENG,0
220,no ?,co ?,ENG,0
221,thinking thinking thinking .,part part part .,ENG ENG ENG,0
222,Meet_the_spartans .,n:prop .,ENG,0
223,but you don't want to see that .,conj pro:per mod v inf v comp .,ENG ENG ENG ENG ENG ENG ENG,0
224,no .,co .,ENG,0
225,that movies looks hilarious .,det:dem n cop adj .,ENG ENG ENG ENG,0
226,well I do too .,co pro:sub v adv .,ENG ENG ENG ENG,0
227,it wasn't in theaters when I went the other day .,pro:per cop prep n conj pro:sub v det:art qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
228,really ?,adv ?,ENG,0
229,I didn't see it .,pro:sub mod v pro:per .,ENG ENG ENG ENG,0
230,no they probably already took it out .,co pro:sub adv adv v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG,0
231,yeah .,co .,ENG,0
232,I wanna see one that's called Stop_loss .,pro:sub v co det:num pro:rel part n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
233,which is about what ?,pro:rel cop prep pro:int ?,ENG ENG ENG ENG,0
234,it's a movie about these guys that are in the army .,pro:per det:art n prep det:dem n pro:rel cop prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
235,and so they were in Iraq for I dunno I guess couple years or months or something .,coord co pro:sub cop prep n:prop prep pro:sub mod v v qn n coord n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
236,and then they come back to Texas .,coord adv:tem pro:sub v adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
237,because that's where they're from I guess .,conj pro:dem pro:int pro:sub prep pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
238,and so they're ready to get out of the army .,coord adv pro:sub adj inf v adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
239,and because they did their duty and everything .,coord conj pro:sub v det:poss n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
240,and then the army says that they're going back .,coord adv:tem det:art n v comp pro:sub part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
241,because they don't /.,conj pro:sub mod +/.,ENG ENG ENG,0
242,oh yeah I've heard about that one .,co co pro:sub part prep det:dem pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
243,yeah .,co .,ENG,0
244,they don't have enough people to fight the war over there .,pro:sub mod v adj n inf v det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
245,so they're sending them back .,adv pro:sub part pro:obj adv .,ENG ENG ENG ENG ENG,0
246,so that's what I think stop loss means .,co pro:dem pro:int pro:sub v n n v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
247,that's dumb .,pro:dem adj .,ENG ENG,0
248,and so like it's a battle deciding if they're going to do it or not .,coord adv conj pro:per det:art n part conj pro:sub part inf v pro:per coord neg .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
249,and it looks pretty cool .,coord pro:per v adv adj .,ENG ENG ENG ENG ENG,0
250,plus it has cute guys in it .,prep pro:per aux adj n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
251,yes .,co .,ENG,0
252,so yeah .,co co .,ENG ENG,0
253,since I love going to movies with cute guys .,conj pro:sub v part prep n prep adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
254,that's a plus .,pro:dem det:art adv .,ENG ENG ENG,0
255,so we'll see if hm yeah .,adv pro:sub v conj co co .,ENG ENG ENG ENG ENG ENG,0
256,we'll see if I go see that movie .,pro:sub v conj pro:sub v v comp n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
257,if we go see that movie because it looks cool .,conj pro:sub v v comp n conj pro:per v adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
258,yeah when I get ungrounded in two months .,co conj pro:sub v un#part prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
259,okay maybe not with you .,co adv neg prep pro:per .,ENG ENG ENG ENG ENG,0
260,.,None,,0
261,but maybe I'll go see it or something .,conj adv pro:sub v v pro:per coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
262,.,None,,0
263,qué cuentas ?,pro:int v ?,ENG ENG,0
264,ah nada más .,co v adv .,ENG ENG ENG,0
265,nothing new here .,pro:indef adj adv .,ENG ENG ENG,0
266,I applied for a credit card .,pro:sub v prep det:art n n .,ENG ENG ENG ENG ENG ENG,0
267,what ?,pro:int ?,ENG,0
268,I applied for a credit card .,pro:sub v prep det:art n n .,ENG ENG ENG ENG ENG ENG,0
269,don't you already have like .,mod pro:per adv v prep .,ENG ENG ENG ENG ENG,0
270,no credit cards .,qn n n .,ENG ENG ENG,0
271,what's the difference ?,pro:int det:art n ?,ENG ENG ENG,0
272,debit card is like they take the money out of your bank account .,de#v n cop co pro:sub v det:art n adv prep det:poss n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
273,yeah .,co .,ENG,0
274,and credit is that ah you have to pay for everything .,coord n cop comp co pro:per v inf v prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
275,you get a bill of the things you paid with your credit card .,pro:per v det:art n prep det:art n pro:per v prep det:poss n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
276,and then you have to pay them off .,coord adv:tem pro:per v inf v pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
277,so ...,co +...,ENG,0
278,isn't debit better ?,cop de#v adj ?,ENG ENG ENG,0
279,you don't have to worry about bills .,pro:per mod v inf v prep n .,ENG ENG ENG ENG ENG ENG ENG,0
280,well /.,co +/.,ENG,0
281,you just have to worry about losing all your money .,pro:per adv v prep n adv part qn det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
282,well it really depends .,co pro:per adv v .,ENG ENG ENG ENG,0
283,like I think it depends on what you're paying .,conj pro:sub v pro:per v prep pro:int pro:per part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
284,because if it's a large sum and they take it out of your bank account and then you have other stuff to pay then you're gonna be short in money .,conj conj pro:per det:art adj n coord pro:sub v pro:per adv prep det:poss n n coord adv:tem pro:per v qn n prep n adv:tem pro:per part cop adj prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
285,so if you do credit card they give you a certain time for you to pay them off .,co conj pro:per v n n pro:sub v pro:per det:art adj n prep pro:per inf v pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
286,so you don't have to you know pay them on the spot .,co pro:per mod v prep pro:per v v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
287,oh .,co .,ENG,0
288,so yeah .,co co .,ENG ENG,0
289,.,None,,0
290,y qué pasó con Adrian ?,L2 L2 L2 L2 n:prop ?,ESP ESP ESP ESP ENG,1
